X72n1439_001:0592a06	 自序	 自 序 
X72n1439_002:0639a21	廣化有緣。同歸覺地。年逾六旬。別眾棄世。緇素欽風。	廣 化 有 緣 同 歸 覺 地 年 逾 六 旬 別 眾 棄 世 緇 素 欽 風 
X72n1439_002:0639a22	吁嗟涕泗。遺像儼然。永錫爾類。晝香夜燈。庶幾無媿。	吁 嗟 涕 泗 遺 像 儼 然 永 錫 爾 類 晝 香 夜 燈 庶 幾 無 媿 
X72n1439_002:0639a23	林文若居士讚	林 文 若 居 士 讚 
X72n1439_002:0639a24	善根昔植金剛地。福果今圓祇樹林。莫謂冠裳慕仙	善 根 昔 植 金 剛 地 福 果 今 圓 祇 樹 林 莫 謂 冠 裳 慕 仙 
X72n1439_002:0639b01	跡。應知心是佛陀心。	跡 應 知 心 是 佛 陀 心 
X72n1439_002:0639b02	鄭鈞衡道友行樂讚	鄭 鈞 衡 道 友 行 樂 讚 
X72n1439_002:0639b03	褰裳歷徧萬峯巔。採藥歸來氣藹然。長在塵中塵不	褰 裳 歷 徧 萬 峯 巔 採 藥 歸 來 氣 藹 然 長 在 塵 中 塵 不 
X72n1439_002:0639b04	染。此身便是地行仙。	染 此 身 便 是 地 行 仙 
X72n1439_002:0639b05	池心宇道友讚	池 心 宇 道 友 讚 
X72n1439_002:0639b06	這箇老子。鬚髮皤然。直心直行。念念福緣。買田饍僧。	這 箇 老 子 鬚 髮 皤 然 直 心 直 行 念 念 福 緣 買 田 饍 僧 
X72n1439_002:0639b07	燒瓦葢殿。修懺三年。太平立見。如此數者。人所難行。	燒 瓦 葢 殿 修 懺 三 年 太 平 立 見 如 此 數 者 人 所 難 行 
X72n1439_002:0639b08	公憑願力。談笑而成。我知此公。是福德聚。廣接有緣。	公 憑 願 力 談 笑 而 成 我 知 此 公 是 福 德 聚 廣 接 有 緣 
X72n1439_002:0639b09	同趣覺路。	同 趣 覺 路 
X72n1439_002:0639b10	我聞上座讚	我 聞 上 座 讚 
X72n1439_002:0639b11	蓮花為心。金剛為骨。居塵不染。臨難不辱。體無我之	蓮 花 為 心 金 剛 為 骨 居 塵 不 染 臨 難 不 辱 體 無 我 之 
X72n1439_002:0639b12	我。花開古木。用無聞之聞。聲傳空谷。天形道貌孰能	我 花 開 古 木 用 無 聞 之 聞 聲 傳 空 谷 天 形 道 貌 孰 能 
X72n1439_002:0639b13	知。等閒一筆俱描出。	知 等 閒 一 筆 俱 描 出 
X72n1439_002:0639b14	華林心一耆德讚	華 林 心 一 耆 德 讚 
X72n1439_002:0639b15	我晤一公。餘三十載。歲月云邁。此志不改。華林深處。	我 晤 一 公 餘 三 十 載 歲 月 云 邁 此 志 不 改 華 林 深 處 
X72n1439_002:0639b16	謹閉禪房。繙經念佛。德業流香。年臨古稀。心如赤子。	謹 閉 禪 房 繙 經 念 佛 德 業 流 香 年 臨 古 稀 心 如 赤 子 
X72n1439_002:0639b17	哆哆和和。接物最普。居塵不染。淨土是期。亭亭物外。	哆 哆 和 和 接 物 最 普 居 塵 不 染 淨 土 是 期 亭 亭 物 外 
X72n1439_002:0639b18	僧中白眉。	僧 中 白 眉 
X72n1439_002:0639b19	李今止優婆夷讚(有序)	李 今 止 優 婆 夷 讚 有 序 
X72n1439_002:0639b20	善男子管世民世貴。以尊慈李氏優婆夷。法名今	善 男 子 管 世 民 世 貴 以 尊 慈 李 氏 優 婆 夷 法 名 今 
X72n1439_002:0639b21	止。持齋念佛。二十有餘載。茲屆古稀。初度特入山	止 持 齋 念 佛 二 十 有 餘 載 茲 屆 古 稀 初 度 特 入 山 
X72n1439_002:0639b22	飯僧請法。以申南山之祝。且持其道影來請贊。余	飯 僧 請 法 以 申 南 山 之 祝 且 持 其 道 影 來 請 贊 余 
X72n1439_002:0639b23	惟。二子孝母之心。即母氏念佛之心。佛憶母氏之	惟 二 子 孝 母 之 心 即 母 氏 念 佛 之 心 佛 憶 母 氏 之 
X72n1439_002:0639b24	心。即母愛二子之心。所以子孝母而母必得其壽。	心 即 母 愛 二 子 之 心 所 以 子 孝 母 而 母 必 得 其 壽 
X72n1439_002:0639c01	母念佛而必定見佛。葢二者發自至性。非人偽所	母 念 佛 而 必 定 見 佛 葢 二 者 發 自 至 性 非 人 偽 所 
X72n1439_002:0639c02	能雜于其間者也。觀其道貌天形。趺坐圓蒲之上。	能 雜 于 其 間 者 也 觀 其 道 貌 天 形 趺 坐 圓 蒲 之 上 
X72n1439_002:0639c03	摩尼在手。經卷在案。童女執杖。侍立于右。意況蕭	摩 尼 在 手 經 卷 在 案 童 女 執 杖 侍 立 于 右 意 況 蕭 
X72n1439_002:0639c04	然。雖則身居堪忍。而神已遊於極樂國中矣。敬為	然 雖 則 身 居 堪 忍 而 神 已 遊 於 極 樂 國 中 矣 敬 為 
X72n1439_002:0639c05	之贊。	之 贊 
X72n1439_002:0639c06	影端形直。迹茂本隆。返觀形本。豈墮聲容。一筆丹青。	影 端 形 直 迹 茂 本 隆 返 觀 形 本 豈 墮 聲 容 一 筆 丹 青 
X72n1439_002:0639c07	等閒描出。面目儼然。三更紅日。六字佛號。廿載自持。	等 閒 描 出 面 目 儼 然 三 更 紅 日 六 字 佛 號 廿 載 自 持 
X72n1439_002:0639c08	上品寶蓮。是其所期。	上 品 寶 蓮 是 其 所 期 
X72n1439_002:0639c09	池心宇道友傳余陋質自執拄杖侍立於傍	池 心 宇 道 友 傳 余 陋 質 自 執 拄 杖 侍 立 於 傍 
X72n1439_002:0639c10	敬讚數語	敬 讚 數 語 
X72n1439_002:0639c11	盤陀石上。一笑微微。惟此侍者。默契當機。父少子老。	盤 陀 石 上 一 笑 微 微 惟 此 侍 者 默 契 當 機 父 少 子 老 
X72n1439_002:0639c12	舉世不信。爾我自知。定於天性。菩提種子。深植覺場。	舉 世 不 信 爾 我 自 知 定 於 天 性 菩 提 種 子 深 植 覺 場 
X72n1439_002:0639c13	生生世世。同作津梁。	生生世世 同 作 津 梁 
X72n1439_002:0639c14	覺林警公讚	覺 林 警 公 讚 
X72n1439_002:0639c15	人趨學問。吾不取也。而獨取師之不學問。人競說禪。	人 趨 學 問 吾 不 取 也 而 獨 取 師 之 不 學 問 人 競 說 禪 
X72n1439_002:0639c16	吾不與也。而獨與師之不說禪。葢不說真說。不學真	吾 不 與 也 而 獨 與 師 之 不 說 禪 葢 不 說 真 說 不 學 真 
X72n1439_002:0639c17	學故。使遠者懷。而近者悅。直令博山鼓山戒法。洋溢	學 故 使 遠 者 懷 而 近 者 悅 直 令 博 山 鼓 山 戒 法 洋 溢 
X72n1439_002:0639c18	乎中國。彼世之羊質虎皮。見草而悅。視其中枵然無	乎 中 國 彼 世 之 羊 質 虎 皮 見 草 而 悅 視 其 中 枵 然 無 
X72n1439_002:0639c19	有者。奚啻天淵之隔耶。噫末法風微頺波日下。故吾	有 者 奚 啻 天 淵 之 隔 耶 噫 末 法 風 微 頺 波 日 下 故 吾 
X72n1439_002:0639c20	于師。不得不懷景仰之私云。	于 師 不 得 不 懷 景 仰 之 私 云 
X72n1439_002:0639c21	廣福德水禪人讚	廣 福 德 水 禪 人 讚 
X72n1439_002:0639c22	鎗刀林裏出得身。急浪波中拾得命。回頭直入法王	鎗 刀 林 裏 出 得 身 急 浪 波 中 拾 得 命 回 頭 直 入 法 王 
X72n1439_002:0639c23	家。一片實心修實行。志若金剛恒不改。懶把虗空塗	家 一 片 實 心 修 實 行 志 若 金 剛 恒 不 改 懶 把 虗 空 塗 
X72n1439_002:0639c24	五彩。唯憑一句阿彌陀。度盡無邊生死海。	五 彩 唯 憑 一 句 阿 彌 陀 度 盡 無 邊 生 死 海 
X72n1439_002:0640a01	楊君榮道友贊	楊 君 榮 道 友 贊 
X72n1439_002:0640a02	幼同里巷。聚沙嬉戲。中歲相逢。宛如隔世。緇素雖殊	幼 同 里 巷 聚 沙 嬉 戲 中 歲 相 逢 宛 如 隔 世 緇 素 雖 殊 
X72n1439_002:0640a03	道本一致。深入法門。信心不二。圖像於茲。豈徒寫意。	道 本 一 致 深 入 法 門 信 心 不 二 圖 像 於 茲 豈 徒 寫 意 
X72n1439_002:0640a04	我作贊辭。俟龍華記。	我 作 贊 辭 俟 龍 華 記 
X72n1439_002:0640a05	空生禪友贊	空 生 禪 友 贊 
X72n1439_002:0640a06	幼入空門。以至於老。守志不移。瞿曇之道。充然德宇。	幼 入 空 門 以 至 於 老 守 志 不 移 瞿 曇 之 道 充 然 德 宇 
X72n1439_002:0640a07	廓爾虗襟。望之意消。悟物也深。近登石鼓。親稟妙戒。	廓 爾 虗 襟 望 之 意 消 悟 物 也 深 近 登 石 鼓 親 稟 妙 戒 
X72n1439_002:0640a08	行願彌弘。法門鼎鼐。	行 願 彌 弘 法 門 鼎 鼐 
X72n1439_002:0640a09	惠如禪友贊	惠 如 禪 友 贊 
X72n1439_002:0640a10	出生名族。脫白南山。童年至老。一志不還。宅心似朴	出 生 名 族 脫 白 南 山 童 年 至 老 一 志 不 還 宅 心 似 朴 
X72n1439_002:0640a11	立業惟勤。慈和接物。盎然如春。一句彌陀。六根都攝。	立 業 惟 勤 慈 和 接 物 盎 然 如 春 一 句 彌 陀 六 根 都 攝 
X72n1439_002:0640a12	極樂娑婆。同歸點雪。	極 樂 娑 婆 同 歸 點 雪 
X72n1439_002:0640a13	雲聚開山祖脉公贊	雲 聚 開 山 祖 脉 公 贊 
X72n1439_002:0640a14	脫白雲巖。開山雲聚。古貌古心。實行實語。空山梵剎。	脫 白 雲 巖 開 山 雲 聚 古 貌 古 心 實 行 實 語 空 山 梵 剎 
X72n1439_002:0640a15	高插穹窿。惟憑願力。積累成功。年至古稀。蓮邦果熟。	高 插 穹 窿 惟 憑 願 力 積 累 成 功 年 至 古 稀 蓮 邦 果 熟 
X72n1439_002:0640a16	怡然坐化。香風馥郁。遺像于茲。儼然如在。維爾後人。	怡 然 坐 化 香 風 馥 郁 遺 像 于 茲 儼 然 如 在 維 爾 後 人 
X72n1439_002:0640a17	繼業無怠。	繼 業 無 怠 
X72n1439_002:0640a18	潘其西文學行樂贊	潘 其 西 文 學 行 樂 贊 
X72n1439_002:0640a19	豁達襟懷得自天。四方之志不徒然。昂然特立閻浮	豁 達 襟 懷 得 自 天 四 方 之 志 不 徒 然 昂 然 特 立 閻 浮 
X72n1439_002:0640a20	界。巾服飄颻又似仙。	界 巾 服 飄 颻 又 似 仙 
X72n1439_002:0640a21	潘山子孝廉贊	潘 山 子 孝 廉 贊 
X72n1439_002:0640a22	文心夙稟。孝友天植。既冠成名。不費腕力。浮雲富貴。	文 心 夙 稟 孝 友 天 植 既 冠 成 名 不 費 腕 力 浮 雲 富 貴 
X72n1439_002:0640a23	幻泡死生。飄然即世。非幻常存。夫子賢回。而哭之慟。	幻 泡 死 生 飄 然 即 世 非 幻 常 存 夫 子 賢 回 而 哭 之 慟 
X72n1439_002:0640a24	乃翁念子。而心不忘。二者一於天性。本非情之所強。	乃 翁 念 子 而 心 不 忘 二 者 一 於 天 性 本 非 情 之 所 強 
X72n1439_002:0640b01	唯此存者。慰子慰翁。試看旭日。朝朝而東。	唯 此 存 者 慰 子 慰 翁 試 看 旭 日 朝 朝 而 東 
X72n1439_002:0640b02	懷光老衲贊	懷 光 老 衲 贊 
X72n1439_002:0640b03	九旬老衲已忘機。心似嬰兒百不知。唯有彌陀常繫	九 旬 老 衲 已 忘 機 心 似 嬰 兒 百 不 知 唯 有 彌 陀 常 繫 
X72n1439_002:0640b04	念。栖神元在寶蓮池。	念 栖 神 元 在 寶 蓮 池 
X72n1439_002:0640b05	寶善內瑩監院贊	寶 善 內 瑩 監 院 贊 
X72n1439_002:0640b06	荷眾精勤十數秋。赤心片片實無儔。平生行願深如	荷 眾 精 勤 十 數 秋 赤 心 片 片 實 無 儔 平 生 行 願 深 如 
X72n1439_002:0640b07	海。不為魔風浪鼓漚。	海 不 為 魔 風 浪 鼓 漚 
X72n1439_002:0640b08	桃花庵寂庵老叔贊	桃 花 庵 寂 庵 老 叔 贊 
X72n1439_002:0640b09	親見壽昌古佛來。氷肌雪骨絕纖埃。九旬功滿歸家	親 見 壽 昌 古 佛 來 氷 肌 雪 骨 絕 纖 埃 九 旬 功 滿 歸 家 
X72n1439_002:0640b10	去。徧界桃花爛熳開。	去 徧 界 桃 花 爛 熳 開 
X72n1439_002:0640b11	青林尊宿道影贊	青 林 尊 宿 道 影 贊 
X72n1439_002:0640b12	入徧諸方牢籠。出徧諸方牢籠。三五十載。東隱西遁。	入 徧 諸 方 牢 籠 出 徧 諸 方 牢 籠 三 五 十 載 東 隱 西 遁 
X72n1439_002:0640b13	佛也難覔他行蹤。今年八十有六。猶把一句阿彌陀。	佛 也 難 覔 他 行 蹤 今 年 八 十 有 六 猶 把 一 句 阿 彌 陀 
X72n1439_002:0640b14	切切自念教人念。決定往生。如水必東。試問他是禪	切 切 自 念 教 人 念 決 定 往 生 如 水 必 東 試 問 他 是 禪 
X72n1439_002:0640b15	是淨。依然齒不露風。[日*夷]箇是阿誰。石林精舍老凍膿。	是 淨 依 然 齒 不 露 風 [日夷] 箇 是 阿 誰 石 林 精 舍 老 凍 膿 
X72n1439_002:0640b16	大中丞邵劍津先生贊	大 中 丞 邵 劍 津 先 生 贊 
X72n1439_002:0640b17	早掇巍科。備歷諸任。提師撫蜀。見危致命。至今功德	早 掇 巍 科 備 歷 諸 任 提 師 撫 蜀 見 危 致 命 至 今 功 德 
X72n1439_002:0640b18	在生民。峩眉山月同圓淨。	在 生 民 峩 眉 山 月 同 圓 淨 
X72n1439_002:0640b19	林介菴先生道影贊	林 介 菴 先 生 道 影 贊 
X72n1439_002:0640b20	易得二千石。難求一鉢盂。將明出世旨。先具此頭顱。	易 得 二 千 石 難 求 一 鉢 盂 將 明 出 世 旨 先 具 此 頭 顱 
X72n1439_002:0640b21	宋璟徒云悔。(璟悔不出家)趙州曾道無。焚香靜觀處。浮世	宋 璟 徒 云 悔 璟 悔 不 出 家 趙 州 曾 道 無 焚 香 靜 觀 處 浮 世 
X72n1439_002:0640b22	自榮枯。	自 榮 枯 
X72n1439_002:0640b23	道冲居士。於余夙有法緣。乃圖兩小影。對坐	道 冲 居 士 於 余 夙 有 法 緣 乃 圖 兩 小 影 對 坐 
X72n1439_002:0640b24	松石上。丙午中秋。再訪余山中。出圖展觀。不	松 石 上 丙 午 中 秋 再 訪 余 山 中 出 圖 展 觀 不 
X72n1439_002:0640c01	覺一笑。敬題數語	覺 一 笑 敬 題 數 語 
X72n1439_002:0640c02	不知何世相逢。今生又復聚首。雖共松石忘言。彼此	不 知 何 世 相 逢 今 生 又 復 聚 首 雖 共 松 石 忘 言 彼 此 
X72n1439_002:0640c03	原來俱有。且道有箇什麼。巍巍殿塔聳雲中。歷劫現	原 來 俱 有 且 道 有 箇 什 麼 巍 巍 殿 塔 聳 雲 中 歷 劫 現 
X72n1439_002:0640c04	前常不朽。	前 常 不 朽 
X72n1439_002:0640c05	五松圖贊祝林印自居士八十初度(有序)	五 松 圖 贊 祝 林 印 自 居 士 八 十 初 度 有 序 
X72n1439_002:0640c06	予開蓮社於寺之別院。每喜里中耆英入會。相與	予 開 蓮 社 於 寺 之 別 院 每 喜 里 中 耆 英 入 會 相 與 
X72n1439_002:0640c07	締世外交。林浦印翁老居士其一也。今歲在乙巳	締 世 外 交 林 浦 印 翁 老 居 士 其 一 也 今 歲 在 乙 巳 
X72n1439_002:0640c08	菊月既望。屬翁八十初度。令子德之茂才侍杖履	菊 月 既 望 屬 翁 八 十 初 度 令 子 德 之 茂 才 侍 杖 履 
X72n1439_002:0640c09	入社。以五松圖請贊。為翁南山之祝。余不得而辭。	入 社 以 五 松 圖 請 贊 為 翁 南 山 之 祝 余 不 得 而 辭 
X72n1439_002:0640c10	翁家世五公。齠年習舉子業。霜蹄屢蹶。乃奮然曰。	翁 家 世 五 公 齠 年 習 舉 子 業 霜 蹄 屢 蹶 乃 奮 然 曰 
X72n1439_002:0640c11	安事此咕嗶為哉。因發孫吳秘策讀之曰。此可以	安 事 此 咕 嗶 為 哉 因 發 孫 吳 秘 策 讀 之 曰 此 可 以 
X72n1439_002:0640c12	收功名矣。累建武勳。擢授遊府。後謝事投林。唯開	收 功 名 矣 累 建 武 勳 擢 授 遊 府 後 謝 事 投 林 唯 開 
X72n1439_002:0640c13	三徑。甞與賓朋。為河朔會。課子孫詩書。僮僕桑麻	三 徑 甞 與 賓 朋 為 河 朔 會 課 子 孫 詩 書 僮 僕 桑 麻 
X72n1439_002:0640c14	而已。此外是非。無庸關白也。凡長者之車入鄉。無	而 已 此 外 是 非 無 庸 關 白 也 凡 長 者 之 車 入 鄉 無 
X72n1439_002:0640c15	不式閭而問焉。男女孫曾若干人。依依膝下。凡四	不 式 閭 而 問 焉 男 女 孫 曾 若 干 人 依 依 膝 下 凡 四 
X72n1439_002:0640c16	世玉樹崢嶸。芝蘭兢茂。方進而未艾也。今春秋高	世 玉 樹 崢 嶸 芝 蘭 兢 茂 方 進 而 未 艾 也 今 春 秋 高 
X72n1439_002:0640c17	八十。童顏秀潔。鶴髮婆娑。諸子孫輩。團繞堂前。奉	八 十 童 顏 秀 潔 鶴 髮 婆 娑 諸 子 孫 輩 團 繞 堂 前 奉 
X72n1439_002:0640c18	觴上壽。人望之以為南極老人從空而下。喜氣洋	觴 上 壽 人 望 之 以 為 南 極 老 人 從 空 而 下 喜 氣 洋 
X72n1439_002:0640c19	洋。其樂無極。林涵齋先生。作五松圖以祝。葢取其	洋 其 樂 無 極 林 涵 齋 先 生 作 五 松 圖 以 祝 葢 取 其 
X72n1439_002:0640c20	操霜雪而愈茂。秉貞固以自堅。將來之壽。本不可	操 霜 雪 而 愈 茂 秉 貞 固 以 自 堅 將 來 之 壽 本 不 可 
X72n1439_002:0640c21	量。區區期頤云乎哉。敬為之贊曰。	量 區 區 期 頤 云 乎 哉 敬 為 之 贊 曰 
X72n1439_002:0640c22	五松竝植。如虬如龍。根盤白石。勢拔蒼穹。紫鱗耀日。	五 松 竝 植 如 虬 如 龍 根 盤 白 石 勢 拔 蒼 穹 紫 鱗 耀 日 
X72n1439_002:0640c23	翠鬣吟風。堅貞自稟。造化同功。拏雲攫霧。矯矯寰中。	翠 鬣 吟 風 堅 貞 自 稟 造 化 同 功 拏 雲 攫 霧 矯 矯 寰 中 
X72n1439_002:0640c24	吾不測其歲月邊際。聊舉以壽夫老翁。	吾 不 測 其 歲 月 邊 際 聊 舉 以 壽 夫 老 翁 
X72n1439_002:0641a01	封君方克之老居士贊	封 君 方 克 之 老 居 士 贊 
X72n1439_002:0641a02	豁達姿英特氣。儒衣冠佛心地。樂人樂憂人憂。能愛	豁 達 姿 英 特 氣 儒 衣 冠 佛 心 地 樂 人 樂 憂 人 憂 能 愛 
X72n1439_002:0641a03	惡無忮求。爵愈高德愈厚。禪淨門久通透。年八旬貌	惡 無 忮 求 爵 愈 高 德 愈 厚 禪 淨 門 久 通 透 年 八 旬 貌 
X72n1439_002:0641a04	孺子。儼如在耀千古。	孺 子 儼 如 在 耀 千 古 
X72n1439_002:0641a05	謝獻可老居士贊	謝 獻 可 老 居 士 贊 
X72n1439_002:0641a06	東山鍾秀。桂林挺枝。家傳耕讀。壽茂期頤。子既跨竈。	東 山 鍾 秀 桂 林 挺 枝 家 傳 耕 讀 壽 茂 期 頤 子 既 跨 竈 
X72n1439_002:0641a07	孫愈岐嶷。身逸心閒。性靜神怡。賓于上庠。季世所師。	孫 愈 岐 嶷 身 逸 心 閒 性 靜 神 怡 賓 于 上 庠 季 世 所 師 
X72n1439_002:0641a08	噫斯人也。吾無得而贊之。	噫 斯 人 也 吾 無 得 而 贊 之 
X72n1439_002:0641a09	廣宣耆德贊	廣 宣 耆 德 贊 
X72n1439_002:0641a10	貴介種性。衲子行藏。畢竟來陞。石鼓之堂。禪淨圓修。	貴 介 種 性 衲 子 行 藏 畢 竟 來 陞 石 鼓 之 堂 禪 淨 圓 修 
X72n1439_002:0641a11	矢志蓮邦。珠瑩川媚。德業流香。逈超塵累。月出高岡。	矢 志 蓮 邦 珠 瑩 川 媚 德 業 流 香 逈 超 塵 累 月 出 高 岡 
X72n1439_002:0641a12	瞻之仰之。清光在望。	瞻 之 仰 之 清 光 在 望 
X72n1439_002:0641a13	自贊	自 贊 
X72n1439_002:0641a14	屴崱峯頭雲。靈源洞口雪。一筆纔畵成。天機俱漏洩。	屴 崱 峯 頭 雲 靈 源 洞 口 雪 一 筆 纔 畵 成 天 機 俱 漏 洩 
X72n1439_002:0641a15	或者更問像不像。却似虗空重釘橛。而今揭出示諸	或 者 更 問 像 不 像 却 似 虗 空 重 釘 橛 而 今 揭 出 示 諸 
X72n1439_002:0641a16	人。一任嗔者嗔悅者悅。	人 一 任 嗔 者 嗔 悅 者 悅 
X72n1439_002:0641a17	南閻浮提。北鬱單越。面目儼然。何勞更說。一朝描上	南 閻 浮 提 北 鬱 單 越 面 目 儼 然 何 勞 更 說 一 朝 描 上 
X72n1439_002:0641a18	丹青。未免證龜作鼈。宣侍者急須瞥。莫教眼裏重著	丹 青 未 免 證 龜 作 鼈 宣 侍 者 急 須 瞥 莫 教 眼 裏 重 著 
X72n1439_002:0641a19	屑(宣侍者侍側)。	屑 宣 侍 者 侍 側 
X72n1439_002:0641a20	這箇工畫師。畫出這箇像。惑亂天下人。將他去供養。	這 箇 工 畫 師 畫 出 這 箇 像 惑 亂 天 下 人 將 他 去 供 養 
X72n1439_002:0641a21	休供養。看取未舉筆時。是何模樣。	休 供 養 看 取 未 舉 筆 時 是 何 模 樣 
X72n1439_002:0641a22	這漢子實無知。視名位如脫髮。賤禪道如汙泥。儱儱	這 漢 子 實 無 知 視 名 位 如 脫 髮 賤 禪 道 如 汙 泥 儱 儱 
X72n1439_002:0641a23	侗侗。憨憨痴痴。有人問著西來意。便拈出當年那一	侗 侗 憨 憨 痴 痴 有 人 問 著 西 來 意 便 拈 出 當 年 那 一 
X72n1439_002:0641a24	枝。分明半文不值。却云。是從上佛祖不傳底。咦。	枝 分 明 半 文 不 值 却 云 是 從 上 佛 祖 不 傳 底 咦 
X72n1439_002:0641b01	石鼓老頭陀。突出三尺絹。是知堅密身。一切塵中現。	石 鼓 老 頭 陀 突 出 三 尺 絹 是 知 堅 密 身 一 切 塵 中 現 
X72n1439_002:0641b02	處處盡逢渠。難得不相見。眉目何儼然。虗空無背面	處 處 盡 逢 渠 難 得 不 相 見 眉 目 何 儼 然 虗 空 無 背 面 
X72n1439_002:0641b03	(普蔭道人請)。	 普 蔭 道 人 請 
X72n1439_002:0641b04	山連雲起。月逐風行。欲知端的。日午三更。	山 連 雲 起 月 逐 風 行 欲 知 端 的 日 午 三 更 
X72n1439_002:0641b05	未有這箇。十分顯露。既有這箇。喚馬作兔。將錯就錯。	未 有 這 箇 十 分 顯 露 既 有 這 箇 喚 馬 作 兔 將 錯 就 錯 
X72n1439_002:0641b06	為君指注。佛是泥作。鍋是鐵鑄。更問如何。青天起霧。	為 君 指 注 佛 是 泥 作 鍋 是 鐵 鑄 更 問 如 何 青 天 起 霧 
X72n1439_002:0641b07	這漢無知。不識佛祖。自肯自信。人莫攔阻。呵教毀宗。	這 漢 無 知 不 識 佛 祖 自 肯 自 信 人 莫 攔 阻 呵 教 毀 宗 
X72n1439_002:0641b08	輕今薄古。指土為金。指金為土。顛倒倒顛。孰與為伍。	輕 今 薄 古 指 土 為 金 指 金 為 土 顛 倒 倒 顛 孰 與 為 伍 
X72n1439_002:0641b09	似恁麼不唧[口*留]。只好貶向無佛世界。任他道短說長。	似 恁 麼 不 唧 [口留] 只 好 貶 向 無 佛 世 界 任 他 道 短 說 長 
X72n1439_002:0641b10	安用揭出祖堂。入一千七百之數(靈石請)。	安 用 揭 出 祖 堂 入 一 千 七 百 之 數 靈 石 請 
X72n1439_002:0641b11	智光耆德贊	智 光 耆 德 贊 
X72n1439_002:0641b12	出生名族。脫白普陀。愽山天童。深探禪河。晚來石鼓。	出 生 名 族 脫 白 普 陀 愽 山 天 童 深 探 禪 河 晚 來 石 鼓 
X72n1439_002:0641b13	掩彩娑婆。餘光掩映。松栢烟籮。生耶死耶。月渚風柯。	掩 彩 娑 婆 餘 光 掩 映 松 栢 烟 籮 生 耶 死 耶 月 渚 風 柯 
X72n1439_002:0641b14	面目儼然。高山峩峩。	面 目 儼 然 高 山 峩 峩 
X72n1439_002:0641b15	都統則行王公贊(有敘)	都 統 則 行 王 公 贊 有 敘 
X72n1439_002:0641b16	公承　帝命於　靖王駕前。統領萬軍。威震海內。	公 承 帝 命 於 靖 王 駕 前 統 領 萬 軍 威 震 海 內 
X72n1439_002:0641b17	駐閩凡五載。兩訪余於山中。送難發疑。傾倒底蘊。	駐 閩 凡 五 載 兩 訪 余 於 山 中 送 難 發 疑 傾 倒 底 蘊 
X72n1439_002:0641b18	未甞不擊節稱善。留詩而去。一旦無疾溘化。朝野	未 甞 不 擊 節 稱 善 留 詩 而 去 一 旦 無 疾 溘 化 朝 野 
X72n1439_002:0641b19	為之驚動。余謂。公之德澤在軍民。功勳存社稷。更	為 之 驚 動 余 謂 公 之 德 澤 在 軍 民 功 勳 存 社 稷 更 
X72n1439_002:0641b20	有歷生死而不變。貫天地而不磨者在。公豈死乎。	有 歷 生 死 而 不 變 貫 天 地 而 不 磨 者 在 公 豈 死 乎 
X72n1439_002:0641b21	敬為之贊。以遺其冢子瑜。葢克世其家者也。贊曰。	敬 為 之 贊 以 遺 其 冢 子 瑜 葢 克 世 其 家 者 也 贊 曰 
X72n1439_002:0641b22	於惟王公。人中之龍。頎然而長。肅然而恭。氣稟賢良。	於 惟 王 公 人 中 之 龍 頎 然 而 長 肅 然 而 恭 氣 稟 賢 良 
X72n1439_002:0641b23	才全文武。為國之瑞。為王之輔。蕩平海宇。奠安邦域。	才 全 文 武 為 國 之 瑞 為 王 之 輔 蕩 平 海 宇 奠 安 邦 域 
X72n1439_002:0641b24	談笑雍容。不遺餘力。一旦溘然。人疑尸解。有化無死。	談 笑 雍 容 不 遺 餘 力 一 旦 溘 然 人 疑 尸 解 有 化 無 死 
X72n1439_002:0641c01	斯言不駭。閩海可竭。閩山或隤。惟公令聞。萬古如雷。	斯 言 不 駭 閩 海 可 竭 閩 山 或 隤 惟 公 令 聞 萬 古 如 雷 
X72n1439_002:0641c02	曾維輔居士贊	曾 維 輔 居 士 贊 
X72n1439_002:0641c03	這箇漢子。夙稟靈骨。居堪忍而欣慕淨土。業儒術而	這 箇 漢 子 夙 稟 靈 骨 居 堪 忍 而 欣 慕 淨 土 業 儒 術 而 
X72n1439_002:0641c04	勤勞學佛。一句彌陀。事理圓融。十卷楞嚴。文義爛熟。	勤 勞 學 佛 一 句 彌 陀 事 理 圓 融 十 卷 楞 嚴 文 義 爛 熟 
X72n1439_002:0641c05	時至撒手便行。蓮香幾日馥郁。生西之驗既明。始信	時 至 撒 手 便 行 蓮 香 幾 日 馥 郁 生 西 之 驗 既 明 始 信 
X72n1439_002:0641c06	斯人如玉。誰謂塵勞海深。究竟不能埋沒。	斯 人 如 玉 誰 謂 塵 勞 海 深 究 竟 不 能 埋 沒 
X72n1439_002:0641c07	銘	銘 
X72n1439_002:0641c08	福州開元寺大鐘銘	福 州 開 元 寺 大 鐘 銘 
X72n1439_002:0641c09	大口師時說法。扣無虧聞普洽。昧者覺暴者仁。億萬	大 口 師 時 說 法 扣 無 虧 聞 普 洽 昧 者 覺 暴 者 仁 億 萬 
X72n1439_002:0641c10	載日日新。	載 日 日 新 
X72n1439_002:0641c11	福清靈石寺鐘銘	福 清 靈 石 寺 鐘 銘 
X72n1439_002:0641c12	維茲靈石。乃古禪叢。中興啟運。首範洪鐘。一模脫就。	維 茲 靈 石 乃 古 禪 叢 中 興 啟 運 首 範 洪 鐘 一 模 脫 就 
