T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_002:0148b08	念佛不輟無一語及他務卒前一日。沐浴更	念 佛 不 輟 無 一 語 及 他 務 卒 前 一 日 沐 浴 更 
T51n2072_002:0148b09	衣。明晨然香禮佛。還坐一榻而逝。有子用先。	衣 明 晨 然 香 禮 佛 還 坐 一 榻 而 逝 有 子 用 先 
T51n2072_002:0148b10	第進士不妄語人也。為予道始末如此。	第 進 士 不 妄 語 人 也 為 予 道 始 末 如 此 
T51n2072_002:0148b11	張母	張 母 
T51n2072_002:0148b12	大明張母。陶氏。為長水守約居士繼室。居士	大 明 張 母 陶 氏 為 長 水 守 約 居 士 繼 室 居 士 
T51n2072_002:0148b13	奉佛。母化之。日課誦無間。居士出禮普陀。母	奉 佛 母 化 之 日 課 誦 無 間 居 士 出 禮 普 陀 母 
T51n2072_002:0148b14	謂二子曰。吾平日參是心作佛是心是佛二	謂 二 子 曰 吾 平 日 參 是 心 作 佛 是 心 是 佛 二 
T51n2072_002:0148b15	語今始悟初四日吾行矣。及期端坐而逝。次	語 今 始 悟 初 四 日 吾 行 矣 及 期 端 坐 而 逝 次 
T51n2072_002:0148b16	日居士歸成殮。俄而棺上出青蓮花五朵。居	日 居 士 歸 成 殮 俄 而 棺 上 出 青 蓮 花 五 朵 居 
T51n2072_002:0148b17	士大駭異。自愧恒常與俱。不知其道行如此。	士 大 駭 異 自 愧 恒 常 與 俱 不 知 其 道 行 如 此 
T51n2072_002:0148b18	遠近見聞。靡不嘆慕。	遠 近 見 聞 靡 不 嘆 慕 
T51n2072_002:0148b19	祖香	祖 香 
T51n2072_002:0148b20	大明祖香。江西新喻人。於山東龍潭寺。精修	大 明 祖 香 江 西 新 喻 人 於 山 東 龍 潭 寺 精 修 
T51n2072_002:0148b21	淨業。有居士王傑者。築菴延之。未幾語傑云。	淨 業 有 居 士 王 傑 者 築 菴 延 之 未 幾 語 傑 云 
T51n2072_002:0148b22	某日當歸家。眾苦留。香云。歸安養家耳。及期	某 日 當 歸 家 眾 苦 留 香 云 歸 安 養 家 耳 及 期 
T51n2072_002:0148b23	敷座西向坐逝。舉龕八山。化火自焚。	敷 座 西 向 坐 逝 舉 龕 八 山 化 火 自 焚 
T51n2072_002:0148b24	郭大林	郭 大 林 
T51n2072_002:0148b25	大明郭大林。湯陰人。平生端潔雅素。出世為	大 明 郭 大 林 湯 陰 人 平 生 端 潔 雅 素 出 世 為 
T51n2072_002:0148b26	懷。遇僧教以念佛。遂一心淨土。年七十六。一	懷 遇 僧 教 以 念 佛 遂 一 心 淨 土 年 七 十 六 一 
T51n2072_002:0148b27	日無疾。與子別云。明午當去。至日坐脫。	日 無 疾 與 子 別 云 明 午 當 去 至 日 坐 脫 
T51n2072_002:0148b28	劉通志	劉 通 志 
T51n2072_002:0148b29	大明劉通志。京都人。精懇念佛。年五十二得	大 明 劉 通 志 京 都 人 精 懇 念 佛 年 五 十 二 得 
T51n2072_002:0148c01	疾。念益切。隣人李白齋先卒。通氣絕。自旦至	疾 念 益 切 隣 人 李 白 齋 先 卒 通 氣 絕 自 旦 至 
T51n2072_002:0148c02	午復甦。謂家人曰。適見一舟。云往淨土。乘舟	午 復 甦 謂 家 人 曰 適 見 一 舟 云 往 淨 土 乘 舟 
T51n2072_002:0148c03	三十六人。白齋與焉。我亦一數。但衣未鮮潔。	三 十 六 人 白 齋 與 焉 我 亦 一 數 但 衣 未 鮮 潔 
T51n2072_002:0148c04	又忘帶念珠。命我易衣取珠。舟艤相待。家人	又 忘 帶 念 珠 命 我 易 衣 取 珠 舟 艤 相 待 家 人 
T51n2072_002:0148c05	急為易衣。珠掛其項須臾而逝。	急 為 易 衣 珠 掛 其 項 須 臾 而 逝 
T51n2072_002:0148c06	孫氏母	孫 氏 母 
T51n2072_002:0148c07	大明中官孫名之母。一生齋戒念佛。年老微	大 明 中 官 孫 名 之 母 一 生 齋 戒 念 佛 年 老 微 
T51n2072_002:0148c08	恙。自知時至。告其子。欲坐脫。子哀泣止之不	恙 自 知 時 至 告 其 子 欲 坐 脫 子 哀 泣 止 之 不 
T51n2072_002:0148c09	得。乃為作龕。至期入龕。安坐化去。	得 乃 為 作 龕 至 期 入 龕 安 坐 化 去 
T51n2072_002:0148c10	唐體如文學	唐 體 如 文 學 
T51n2072_002:0148c11	大明唐延任。浙之蘭溪人。號體如居士。孝友	大 明 唐 延 任 浙 之 蘭 溪 人 號 體 如 居 士 孝 友 
T51n2072_002:0148c12	醇慤。出自天性。少遊黌校有聲。已而覺世無	醇 慤 出 自 天 性 少 遊 黌 校 有 聲 已 而 覺 世 無 
T51n2072_002:0148c13	常。傾心至道。參雲棲。受念佛三昧。遂力行	常 傾 心 至 道 參 雲 棲 受 念佛三昧 遂 力 行 
T51n2072_002:0148c14	之。凡十三年如一日。唯篤志以西方為歸。萬	之 凡 十 三 年 如 一 日 唯 篤 志 以 西 方 為 歸 萬 
T51n2072_002:0148c15	曆癸卯。值耳順。仲冬之旦。忽謂諸子曰。新春	曆 癸 卯 值 耳 順 仲 冬 之 旦 忽 謂 諸 子 曰 新 春 
T51n2072_002:0148c16	十有一日吾行矣。數日前禮誦如平時。至期	十 有 一 日 吾 行 矣 數 日 前 禮 誦 如 平 時 至 期 
T51n2072_002:0148c17	盥漱整衣端坐。手結印。口稱佛名。含咲而逝。	盥 漱 整 衣 端 坐 手 結 印 口 稱 佛 名 含 咲 而 逝 
T51n2072_002:0148c18	如入禪定。	如 入 禪 定 
T51n2072_002:0148c19	贊曰。居士將入滅。諸子請曰。大人臨終一段	贊 曰 居 士 將 入 滅 諸 子 請 曰 大 人 臨 終 一 段 
T51n2072_002:0148c20	因緣。當聞之雲棲。入往生傳否。居士謂。必以	因 緣 當 聞 之 雲 棲 入 往 生 傳 否 居 士 謂 必 以 
T51n2072_002:0148c21	報吾師。然勿為裝飾。據事直陳。至於入傳不	報 吾 師 然 勿 為 裝 飾 據 事 直 陳 至 於 入 傳 不 
T51n2072_002:0148c22	入傳。師自有見。切勿以不入傳而有慍色而	入 傳 師 自 有 見 切 勿 以 不 入 傳 而 有 慍 色 而 
T51n2072_002:0148c23	有慍意。嗟乎。即是可以觀所養矣。平生於淨	有 慍 意 嗟 乎 即 是 可 以 觀 所 養 矣 平 生 於 淨 
T51n2072_002:0148c24	土諦信不貳。含咲而逝。往生何疑焉。	土 諦 信 不 貳 含 咲 而 逝 往 生 何 疑 焉 
T51n2072_002:0148c25	楊嘉禕文學	楊 嘉 禕 文 學 
T51n2072_002:0148c26	大明楊嘉禕字邦華。泰和人。世家子也。年十	大 明 楊 嘉 禕 字 邦 華 泰 和 人 世 家 子 也 年 十 
T51n2072_002:0148c27	三持不殺戒。蚤虱無所傷。二十三肄業南雍。	三 持 不 殺 戒 蚤 虱 無 所 傷 二 十 三 肄 業 南 雍 
T51n2072_002:0148c28	俄疾作。以萬曆乙巳仲冬十九日卒。卒之先	俄 疾 作 以 萬 曆 乙 巳 仲 冬 十 九 日 卒 卒 之 先 
T51n2072_002:0148c29	夢遊地獄。見地藏大士於冥陽殿。覺而放諸	夢 遊 地 獄 見 地 藏 大 士 於 冥 陽 殿 覺 而 放 諸 
T51n2072_002:0149a01	生命。延僧誦經念佛。謂人曰吾將逝矣。青蓮	生 命 延 僧 誦 經 念 佛 謂 人 曰 吾 將 逝 矣 青 蓮 
T51n2072_002:0149a02	花現吾前。得非淨土境乎。遂晝夜念佛不輟。	花 現 吾 前 得 非 淨 土 境 乎 遂 晝 夜 念 佛 不 輟 
T51n2072_002:0149a03	命息燭曰。汝輩假燭為明。吾不須燭。常在光	命 息 燭 曰 汝 輩 假 燭 為 明 吾 不 須 燭 常 在 光 
T51n2072_002:0149a04	明中耳。問何所見。曰蓮開四色。問見彌陀否。	明 中 耳 問 何 所 見 曰 蓮 開 四 色 問 見 彌 陀 否 
T51n2072_002:0149a05	曰見彌陀現千丈身。問觀音。曰身與彌陀等。	曰 見 彌 陀 現 千 丈 身 問 觀 音 曰 身 與 彌 陀 等 
T51n2072_002:0149a06	問勢至。曰不見也。言訖忽躍起拈香。連聲語	問 勢 至 曰 不 見 也 言 訖 忽 躍 起 拈 香 連 聲 語 
T51n2072_002:0149a07	曰。彌陀經功德不可說。不可說。不可說。吾已	曰 彌 陀 經 功 德 不 可 說 不 可 說 不 可 說 吾 已 
T51n2072_002:0149a08	得上品矣。寂然而逝。	得 上 品 矣 寂 然 而 逝 
T51n2072_002:0149a09	贊曰。邦華好學天植。書無所不讀。已獨潛心	贊 曰 邦 華 好 學 天 植 書 無 所 不 讀 已 獨 潛 心 
T51n2072_002:0149a10	於內典。又獨加意於內典之淨土法門。其臨	於 內 典 又 獨 加 意 於 內 典 之 淨 土 法 門 其 臨 
T51n2072_002:0149a11	沒也。謂彌陀經功德不可說。而三稱之。見之	沒 也 謂 彌 陀 經 功 德 不 可 說 而 三 稱 之 見 之 
T51n2072_002:0149a12	真故。言之切也。仲兄嘉祚。傳其事。而矢之	真 故 言 之 切 也 仲 兄 嘉 祚 傳 其 事 而 矢 之 
T51n2072_002:0149a13	曰。予所誑語墮拔舌獄。其亦見真而言切歟。	曰 予 所 誑 語 墮 拔 舌 獄 其 亦 見 真 而 言 切 歟 
T51n2072_002:0149a14	不信淨土者可思已。	不 信 淨 土 者 可 思 已 
T51n2072_002:0149a15	郝熙載文學	郝 熙 載 文 學 
T51n2072_002:0149a16	大明郝熙載。錢塘人。法名廣定。生平忠信不	大 明 郝 熙 載 錢 塘 人 法 名 廣 定 生 平 忠 信 不 
T51n2072_002:0149a17	欺。以德行稱於黌校。晚歸佛。禪誦夙夜匪懈。	欺 以 德 行 稱 於 黌 校 晚 歸 佛 禪 誦 夙 夜 匪 懈 
T51n2072_002:0149a18	萬曆辛亥春二月得疾。每睡覺云。吾夢於山	萬 曆 辛 亥 春 二 月 得 疾 每 睡 覺 云 吾 夢 於 山 
T51n2072_002:0149a19	中求見佛。佛未見。見百鳥叢集。如是累日。至	中 求 見 佛 佛 未 見 見 百 鳥 叢 集 如 是 累 日 至 
T51n2072_002:0149a20	二十七食時。忽舉首視窓外。謂其子世翰曰。	二 十 七 食 時 忽 舉 首 視 窓 外 謂 其 子 世 翰 曰 
T51n2072_002:0149a21	今日別是一乾坤矣。顧家人為置銀錢。俄而	今 日 別 是 一 乾 坤 矣 顧 家 人 為 置 銀 錢 俄 而 
T51n2072_002:0149a22	曰。吾向恐見官備用。今無用此。三鼓云。有	曰 吾 向 恐 見 官 備 用 今 無 用 此 三 鼓 云 有 
T51n2072_002:0149a23	二童子來迎。佛坐蓮花臺現吾前。吾往矣。吉	二 童 子 來 迎 佛 坐 蓮 花 臺 現 吾 前 吾 往 矣 吉 
T51n2072_002:0149a24	祥而逝。	祥 而 逝 
T51n2072_002:0149a25	朱氏	朱 氏 
T51n2072_002:0149a26	大明陳母朱氏。吳郡嘉定人。濬川居士室也。	大 明 陳 母 朱 氏 吳 郡 嘉 定 人 濬 川 居 士 室 也 
T51n2072_002:0149a27	孝慈天植。素向三寶。年八十一。其子參雲棲	孝 慈 天 植 素 向 三 寶 年 八 十 一 其 子 參 雲 棲 
T51n2072_002:0149a28	歸。導以念佛往生。遂篤志淨業。越二載示疾。	歸 導 以 念 佛 往 生 遂 篤 志 淨 業 越 二 載 示 疾 
T51n2072_002:0149a29	卒之前三日。堂前大呼母名者三。母云。有二	卒 之 前 三 日 堂 前 大 呼 母 名 者 三 母 云 有 二 
T51n2072_002:0149b01	青衣在此。時病久孱困。忽躍起竪脊端坐。諸	青 衣 在 此 時 病 久 孱 困 忽 躍 起 竪 脊 端 坐 諸 
T51n2072_002:0149b02	子勸其寢息。乃吉祥而逝。迎尸中堂。仰臥之。	子 勸 其 寢 息 乃 吉 祥 而 逝 迎 尸 中 堂 仰 臥 之 
T51n2072_002:0149b03	尸自轉西向。一時駭異。以為精誠所感致云。	尸 自 轉 西 向 一 時 駭 異 以 為 精 誠 所 感 致 云 
T51n2072_002:0149b04	贊曰。郝父陳母。俱有青衣童子之祥。當生人	贊 曰 郝 父 陳 母 俱 有 青 衣 童 子 之 祥 當 生 人 
T51n2072_002:0149b05	天。既而一則佛現蓮臺。一則不忘西向。又當	天 既 而 一 則 佛 現 蓮 臺 一 則 不 忘 西 向 又 當 
T51n2072_002:0149b06	生淨土。二相俱時。生方未可定也。即不生。生	生 淨 土 二 相 俱 時 生 方 未 可 定 也 即 不 生 生 
T51n2072_002:0149b07	且不遠矣。	且 不 遠 矣 
T51n2072_002:0149b08	徐氏	徐 氏 
T51n2072_002:0149b09	大明陸母徐氏。嘉定人。孀居刻志淨業。夫昔	大 明 陸 母 徐 氏 嘉 定 人 孀 居 刻 志 淨 業 夫 昔 
T51n2072_002:0149b10	有千金出貸。焚券不取。奩飾罄以施人。恒于	有 千 金 出 貸 焚 券 不 取 奩 飾 罄 以 施 人 恒 于 
T51n2072_002:0149b11	佛所禮誦不輟。如是者十載。一夕忽呼侍人	佛 所 禮 誦 不 輟 如 是 者 十 載 一 夕 忽 呼 侍 人 
T51n2072_002:0149b12	曰。看東方光發否。我往生時至矣。汝輩可助	曰 看 東 方 光 發 否 我 往 生 時 至 矣 汝 輩 可 助 
T51n2072_002:0149b13	我。遂高聲念佛。合掌而逝。	我 遂 高 聲 念 佛 合 掌 而 逝 
T51n2072_002:0149b14	戈廣泰居士	戈 廣 泰 居 士 
T51n2072_002:0149b15	大明戈以安。法名廣泰。錢塘人。性至孝。素積	大 明 戈 以 安 法 名 廣 泰 錢 塘 人 性 至 孝 素 積 
T51n2072_002:0149b16	善行。而深自鞱晦。不求人知。晚歲精誠奉佛。	善 行 而 深 自 鞱 晦 不 求 人 知 晚 歲 精 誠 奉 佛 
T51n2072_002:0149b17	與靈芝僧玄素。結春秋二社念佛。誦華嚴五	與 靈 芝 僧 玄 素 結 春 秋 二 社 念 佛 誦 華 嚴 五 
T51n2072_002:0149b18	經。忽謂人曰。吾大限將至。當為西歸資糧。遂	經 忽 謂 人 曰 吾 大 限 將 至 當 為 西 歸 資 糧 遂 
T51n2072_002:0149b19	自室課誦。昕夕不輟。預定歸期於臘月二十	自 室 課 誦 昕 夕 不 輟 預 定 歸 期 於 臘 月 二 十 
T51n2072_002:0149b20	一日。前二夕。母子環視悲哽。居士咲曰。生必	一 日 前 二 夕 母 子 環 視 悲 哽 居 士 咲 曰 生 必 
T51n2072_002:0149b21	有滅。奚悲為。吾方凝神淨域。面覲彌陀。若等	有 滅 奚 悲 為 吾 方 凝 神 淨 域 面 覲 彌 陀 若 等 
T51n2072_002:0149b22	慎勿以情愛亂我正念。諄諄惟囑玄素。助念	慎 勿 以 情 愛 亂 我 正 念 諄 諄 惟 囑 玄 素 助 念 
T51n2072_002:0149b23	無間雜語。至期寂然而逝。	無 間 雜 語 至 期 寂 然 而 逝 
T51n2072_002:0149b24	贊曰。僧入冥見居士。晏坐靜室。經籍盈几。庭	贊 曰 僧 入 冥 見 居 士 晏 坐 靜 室 經 籍 盈 几 庭 
T51n2072_002:0149b25	多紫竹石峯。清絕如洞天。夫居士宜生極樂。	多 紫 竹 石 峯 清 絕 如 洞 天 夫 居 士 宜 生 極 樂 
T51n2072_002:0149b26	胡為尚在冥境。意者平日志切誦經。經願未	胡 為 尚 在 冥 境 意 者 平 日 志 切 誦 經 經 願 未 
T51n2072_002:0149b27	滿。滿願而後往生歟。	滿 滿 願 而 後 往 生 歟 
T51n2072_002:0149b28	杜居士	杜 居 士 
T51n2072_002:0149b29	大明杜居士。順天府宛平縣人。隱西山瑞光	大 明 杜 居 士 順 天 府 宛 平 縣 人 隱 西 山 瑞 光 
T51n2072_002:0149c01	寺側古齋堂中。置家事不問。三十年專志念	寺 側 古 齋 堂 中 置 家 事 不 問 三 十 年 專 志 念 
T51n2072_002:0149c02	佛。予鄉人童廣策詣之。居士問所從來。答曰	佛 予 鄉 人 童 廣 策 詣 之 居 士 問 所 從 來 答 曰 
T51n2072_002:0149c03	杭州。曰君杭人。識雲棲宏公否。策答曰。吾師	杭 州 曰 君 杭 人 識 雲 棲 宏 公 否 策 答 曰 吾 師 
T51n2072_002:0149c04	也。居士合掌念佛。更無他語。將終禮懺九日。	也 居 士 合 掌 念 佛 更 無 他 語 將 終 禮 懺 九 日 
T51n2072_002:0149c05	至懺文懇切處。輒流涕哽咽。遂絕食惟飲水	至 懺 文 懇 切 處 輒 流 涕 哽 咽 遂 絕 食 惟 飲 水 
T51n2072_002:0149c06	少許。懺畢坐脫。浹旬顏貌如生。人望見有五	少 許 懺 畢 坐 脫 浹 旬 顏 貌 如 生 人 望 見 有 五 
T51n2072_002:0149c07	色彩雲。盤旋屋上云。	色 彩 雲 盤 旋 屋 上 云 
T51n2072_002:0149c08	孫大玗居士	孫 大 玗 居 士 
T51n2072_002:0149c09	大明孫叔子。法名大玗。自幼警敏端確。年十	大 明 孫 叔 子 法 名 大 玗 自 幼 警 敏 端 確 年 十 
T51n2072_002:0149c10	二隨父鏡吾居士。奉四十八願彌陀像。入雲	二 隨 父 鏡 吾 居 士 奉 四 十 八 願 彌 陀 像 入 雲 
T51n2072_002:0149c11	棲。因受五戒。歸而斷葷血。息交遊罷呫嗶。矢	棲 因 受 五 戒 歸 而 斷 葷 血 息 交 遊 罷 呫 嗶 矢 
T51n2072_002:0149c12	志念佛。誓取金臺。而勤苦不惜身命。俄而見	志 念 佛 誓 取 金 臺 而 勤 苦 不惜身命 俄 而 見 
T51n2072_002:0149c13	兩比丘持蓮花以一心淨土印可。復見化人。	兩 比 丘 持 蓮 花 以 一 心 淨 土 印 可 復 見 化 人 
T51n2072_002:0149c14	誦金剛經一晝夜。乃矍然起坐曰。彌陀觀音	誦 金 剛 經 一 晝 夜 乃 矍 然 起 坐 曰 彌 陀 觀 音 
T51n2072_002:0149c15	皆來迎我。結金剛拳印。大呼阿彌陀佛數聲。	皆 來 迎 我 結 金 剛 拳 印 大 呼 阿 彌 陀 佛 數 聲 
T51n2072_002:0149c16	泊然而寂。時萬曆辛亥十一月十一日也。有	泊 然 而 寂 時 萬 曆 辛 亥 十 一 月 十 一 日 也 有 
T51n2072_002:0149c17	淨土十二時歌傳世。詳具吳太史西生傳中。	淨 土 十 二 時 歌 傳 世 詳 具 吳 太 史 西 生 傳 中 
T51n2072_002:0149c18	贊曰。吳太史觀我居士。稱玗室歲產瑞芝。卒	贊 曰 吳 太 史 觀 我 居 士 稱 玗 室 歲 產 瑞 芝 卒 
T51n2072_002:0149c19	之歲。有大如斗者。如金如玉。如赤白輪。往生	之 歲 有 大 如 斗 者 如 金 如 玉 如 赤 白 輪 往 生 
T51n2072_002:0149c20	之祥可徵矣。為作孫叔子西生傳。太史長者。	之 祥 可 徵 矣 為 作 孫 叔 子 西 生 傳 太 史 長 者 
T51n2072_002:0149c21	言無虛妄。因錄之。	言 無 虛 妄 因 錄 之 
T51n2072_002:0149c22	吳居士	吳 居 士 
T51n2072_002:0149c23	大明吳居士。仁和人。諱大恩別號仰竹。生平	大 明 吳 居 士 仁 和 人 諱 大 恩 別 號 仰 竹 生 平 
T51n2072_002:0149c24	孝友誠篤。好行陰德。放生救苦。恤隣代逋。遂	孝 友 誠 篤 好 行 陰 德 放 生 救 苦 恤 隣 代 逋 遂 
T51n2072_002:0149c25	感陰霾遇光舟危返風種種善報。而虔心內	感 陰 霾 遇 光 舟 危 返 風 種 種 善 報 而 虔 心 內 
T51n2072_002:0149c26	教。晨夕誦經。稱念阿彌陀佛。精進無倦萬曆	教 晨 夕 誦 經 稱 念 阿 彌 陀 佛 精 進 無 倦 萬 曆 
T51n2072_002:0149c27	四十年五月初三日別眾。跏趺端坐而逝。室	四 十 年 五 月 初 三 日 別 眾 跏 趺 端 坐 而 逝 室 
T51n2072_002:0149c28	有香氣神色煥然。詳具印持嚴君所作傳云。	有 香 氣 神 色 煥 然 詳 具 印 持 嚴 君 所 作 傳 云 
T51n2072_002:0149c29	吳居士	吳 居 士 
T51n2072_002:0150a01	大明吳居士。新安世家也。諱繼勛字用卿。別	大 明 吳 居 士 新 安 世 家 也 諱 繼 勛 字 用 卿 別 
T51n2072_002:0150a02	號十如居士。賦性沈毅質如木。直如矢。好行	號 十 如 居 士 賦 性 沈 毅 質 如 木 直 如 矢 好 行 
T51n2072_002:0150a03	種種善事。嗜之而不厭如甘露。晚歲耽心內	種 種 善 事 嗜 之 而 不 厭 如 甘 露 晚 歲 耽 心 內 
T51n2072_002:0150a04	典。持往生呪。稱念阿彌陀佛洪名。日有定課。	典 持 往 生 呪 稱 念 阿 彌 陀 佛 洪 名 日 有 定 課 
T51n2072_002:0150a05	歷寒暑純一無間。甞墮江中足若有物憑藉。	歷 寒 暑 純 一 無 間 甞 墮 江 中 足 若 有 物 憑 藉 
T51n2072_002:0150a06	漂十里躍而登舟。眾以為佛力所感。忽患背	漂 十 里 躍 而 登 舟 眾 以 為 佛 力 所 感 忽 患 背 
T51n2072_002:0150a07	疽危。甚人不堪其憂。居士陶然談笑。自如若	疽 危 甚 人 不 堪 其 憂 居 士 陶 然 談 笑 自 如 若 
T51n2072_002:0150a08	無疾苦者。俄而正念示寂。厥子[企止+言]章子輿氏	無 疾 苦 者 俄 而 正 念 示 寂 厥 子 [企止言] 章 子 輿 氏 
T51n2072_002:0150a09	所謂善信人也。言無虛妄。其所述行狀如是。	所 謂 善 信 人 也 言 無 虛 妄 其 所 述 行 狀 如 是 
T51n2072_002:0150a10	往生集卷之二	往 生 集 卷 之 二 
T51n2072_003:0150a13	往生集卷之三	往 生 集 卷 之 三 
T51n2072_003:0150a15	古杭雲棲寺沙門袾宏輯	古 杭 雲 棲 寺 沙 門 袾 宏 輯 
T51n2072_003:0150a16	諸聖同歸類	諸 聖 同 歸 類 
T51n2072_003:0150a17	擇生極樂	擇 生 極 樂 
T51n2072_003:0150a18	觀無量壽佛經云。爾時韋提希。號泣白佛言。	觀 無 量 壽 佛 經 云 爾 時 韋 提 希 號 泣 白 佛 言 
T51n2072_003:0150a19	世尊願為我。廣說無憂惱處。我當往生。不樂	世 尊 願 為 我 廣 說 無 憂 惱 處 我 當 往 生 不 樂 
T51n2072_003:0150a20	閻浮濁惡世也。於是世尊放眉間光。遍照十	閻 浮 濁 惡 世 也 於 是 世 尊 放 眉 間 光 遍 照 十 
T51n2072_003:0150a21	方世界。諸佛國土皆於中現。時韋提希見已	方 世 界 諸 佛 國 土 皆 於 中 現 時 韋 提 希 見 已 
T51n2072_003:0150a22	向佛言。是諸佛土雖復清淨皆有光明。我今	向 佛 言 是 諸 佛 土 雖 復 清 淨 皆 有 光 明 我 今 
T51n2072_003:0150a23	惟願生於極樂世界阿彌陀佛所。	惟 願 生 於 極樂世界 阿 彌 陀 佛 所 
T51n2072_003:0150a24	往生無數	往 生 無 數 
T51n2072_003:0150a25	大無量壽經云。彌勒白佛言。於此世界。有幾	大 無 量 壽 經 云 彌 勒 白 佛 言 於 此 世 界 有 幾 
T51n2072_003:0150a26	菩薩。往生極樂。佛告彌勒。於此世界。有六十	菩 薩 往 生 極 樂 佛 告 彌 勒 於 此 世 界 有 六 十 
T51n2072_003:0150a27	二億不退菩薩。往生彼國。小行菩薩不可稱	二 億 不退菩薩 往 生 彼 國 小 行 菩 薩 不 可 稱 
T51n2072_003:0150a28	計。不但此國。他方佛土。如遠照佛剎。有百八	計 不 但 此 國 他 方 佛 土 如 遠 照 佛 剎 有 百 八 
T51n2072_003:0150a29	十億菩薩。皆當往生。乃至十方佛剎。往生者	十 億 菩 薩 皆 當 往 生 乃 至 十 方 佛 剎 往 生 者 
T51n2072_003:0150b01	甚多無數。我若具說。一劫猶未能盡。	甚 多 無 數 我 若 具 說 一 劫 猶 未 能 盡 
T51n2072_003:0150b02	贊曰。此界他方。往生無量。淨土何以容之。噫	贊 曰 此 界 他 方 往 生 無 量 淨 土 何 以 容 之 噫 
T51n2072_003:0150b03	滄海尚納百川。虛空猶含萬象。而無邊剎海。	滄 海 尚 納 百 川 虛 空 猶 含 萬 象 而 無 邊 剎 海 
T51n2072_003:0150b04	不出普賢一毛孔中。然則舉淨土針鋒之地。	不 出 普 賢 一 毛 孔 中 然 則 舉 淨 土 針 鋒 之 地 
T51n2072_003:0150b05	而容無盡之往生。不亦恢恢乎。有餘裕哉。	而 容 無 盡 之 往 生 不 亦 恢 恢 乎 有 餘 裕 哉 
T51n2072_003:0150b06	面見彌陀	面 見 彌 陀 
T51n2072_003:0150b07	觀佛三昧經。佛記文殊。當生極樂。文殊發願	觀 佛 三 昧 經 佛 記 文 殊 當 生 極 樂 文 殊 發 願 
T51n2072_003:0150b08	偈云。願我命終時。滅除諸障礙。面見彌陀佛。	偈 云 願 我 命 終 時 滅 除 諸 障 礙 面 見 彌 陀 佛 
T51n2072_003:0150b09	往生安樂剎。生彼佛國已。滿足我大願。阿彌	往 生 安 樂 剎 生 彼 佛 國 已 滿 足 我 大 願 阿 彌 
T51n2072_003:0150b10	陀如來。現前授我記。	陀 如 來 現 前 授 我 記 
T51n2072_003:0150b11	十願求生	十 願 求 生 
T51n2072_003:0150b12	華嚴經。普賢菩薩列十種大願。普為眾生。求	華 嚴 經 普 賢 菩 薩 列 十 種 大 願 普 為 眾 生 求 
T51n2072_003:0150b13	生淨土。偈云。願我臨欲命終時。盡除一切諸	生 淨 土 偈 云 願 我 臨 欲 命 終 時 盡 除 一 切 諸 
T51n2072_003:0150b14	障礙。面見彼佛阿彌陀。即得往生安樂剎。又	障 礙 面 見 彼 佛 阿 彌 陀 即 得 往 生 安 樂 剎 又 
T51n2072_003:0150b15	云。彼佛眾會咸清淨。我時於勝蓮華生。親覩	云 彼 佛 眾 會 咸 清 淨 我 時 於 勝 蓮 華 生 親 覩 
T51n2072_003:0150b16	如來無量光。現前授我菩提記。	如 來 無 量 光 現 前 授 我 菩 提 記 
T51n2072_003:0150b17	贊曰。文殊七佛之祖。普賢萬行攸宗。而淨土	贊 曰 文 殊 七 佛 之 祖 普 賢 萬 行 攸 宗 而 淨 土 
T51n2072_003:0150b18	往生。諄諄如出一口。娑婆良弼。即安養親臣。	往 生 諄 諄 如 出 一 口 娑 婆 良 弼 即 安 養 親 臣 
T51n2072_003:0150b19	明亦甚矣。薄淨土而不願往生謬哉。	明 亦 甚 矣 薄 淨 土 而 不 願 往 生 謬 哉 
T51n2072_003:0150b20	偈論淨土	偈 論 淨 土 
T51n2072_003:0150b21	天親菩薩。天竺人。廣造諸論。昇兜率內院。禮	天 親 菩 薩 天 竺 人 廣 造 諸 論 昇 兜 率 內 院 禮 
T51n2072_003:0150b22	覲彌勒。復著無量壽經論及淨土偈。五門修	覲 彌 勒 復 著 無 量 壽 經 論 及 淨 土 偈 五 門 修 
T51n2072_003:0150b23	法。普勸往生。	法 普 勸 往 生 
T51n2072_003:0150b24	請佛形儀	請 佛 形 儀 
T51n2072_003:0150b25	天竺雞頭摩寺。五通菩薩。以神力往安樂國。	天 竺 雞 頭 摩 寺 五 通 菩 薩 以 神 力 往 安 樂 國 
T51n2072_003:0150b26	見阿彌陀佛。陳云。娑婆眾生。願生淨土。無佛	見 阿 彌 陀 佛 陳 云 娑 婆 眾 生 願 生 淨 土 無 佛 
T51n2072_003:0150b27	形儀。請垂降許。佛言。汝應先行。尋當現彼。	形 儀 請 垂 降 許 佛 言 汝 應 先 行 尋 當 現 彼 
T51n2072_003:0150b28	五通還。聖儀已至一佛五十菩薩。各坐蓮華。	五 通 還 聖 儀 已 至 一 佛 五 十 菩 薩 各 坐 蓮 華 
T51n2072_003:0150b29	在樹葉上。遂傳寫流布。見感通傳。	在 樹 葉 上 遂 傳 寫 流 布 見 感 通 傳 
T51n2072_003:0150c01	贊曰。人疑安樂非神力可到。噫一念往生。不	贊 曰 人 疑 安 樂 非 神 力 可 到 噫 一 念 往 生 不 
