X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0661a06	名捨俱禪。亦名不動支。乃至定念捨等。四支成就(云	名 捨 俱 禪 亦 名 不 動 支 乃 至 定 念 捨 等 四 支 成 就 云 
X55n0907_001:0661a07	云)。又此禪雖是不動安快。而是色法。患色如窂獄如	云 又 此 禪 雖 是 不 動 安 快 而 是 色 法 患 色 如 窂 獄 如 
X55n0907_001:0661a08	疎如甑。呵色緣空。四禪即謝。發中間未到。即發空處	疎 如 甑 呵 色 緣 空 四 禪 即 謝 發 中 間 未 到 即 發 空 處 
X55n0907_001:0661a09	空。空廣心廣。故言緣多即散。爾時捨空緣識。識多則	空 空 廣 心 廣 故 言 緣 多 即 散 爾 時 捨 空 緣 識 識 多 則 
X55n0907_001:0661a10	散。捨識緣無識。或言少識。一解云多識則散。故緣少	散 捨 識 緣 無 識 或 言 少 識 一 解 云 多 識 則 散 故 緣 少 
X55n0907_001:0661a11	識則定。一解云為緣識故為多。今緣無識。緣無法塵。	識 則 定 一 解 云 為 緣 識 故 為 多 今 緣 無 識 緣 無 法 塵 
X55n0907_001:0661a12	捨智緣無。名為少識。觀有識如壅廁。無識如癡。更有	捨 智 緣 無 名 為 少 識 觀 有 識 如 壅 廁 無 識 如 癡 更 有 
X55n0907_001:0661a13	妙定。名為非有想非無想。非有則非有識。非無則非	妙 定 名 為 非 有 想 非 無 想 非 有 則 非 有 識 非 無 則 非 
X55n0907_001:0661a14	少識。雙非有無。故言非想非非想。凡夫謂為非想。佛	少 識 雙 非 有 無 故 言 非想非非想 凡 夫 謂 為 非 想 佛 
X55n0907_001:0661a15	弟子知其無麤想亦有細想。故佛呵須跋。汝既除麤。	弟 子 知 其 無 麤 想 亦 有 細 想 故 佛 呵 須 跋 汝 既 除 麤 
X55n0907_001:0661a16	何不除細。呵師不能。何況於汝。故知此定具細想煩	何 不 除 細 呵 師 不 能 何 況 於 汝 故 知 此 定 具 細 想 煩 
X55n0907_001:0661a17	惱。約凡為無。佛弟子為有。合而名之。名非有想非無	惱 約 凡 為 無 佛 弟 子 為 有 合 而 名 之 名 非 有 想 非 無 
X55n0907_001:0661a18	想。凡夫謂為涅槃。佛弟子呵之出界(云云)。	想 凡 夫 謂 為 涅 槃 佛 弟 子 呵 之 出 界 云 云 
X55n0907_001:0661a19	問。合中十七定。俱是從淺至深不。答。中間定是退禪	問 合 中 十 七 定 俱 是 從 淺 至 深 不 答 中 間 定 是 退 禪 
X55n0907_001:0661a20	地定。乃不深而位居於上。又問。若是定者。俱有喜樂	地 定 乃 不 深 而 位 居 於 上 又 問 若 是 定 者 俱 有 喜 樂 
X55n0907_001:0661a21	不。答。是邊地事。悲心禪故無喜樂。問。無喜應無定。答。	不 答 是 邊 地 事 悲 心 禪 故 無 喜 樂 問 無 喜 應 無 定 答 
X55n0907_001:0661a22	雖無事相應之別喜。不妨有通喜。進緣喜境之喜已。	雖 無 事 相 應 之 別 喜 不 妨 有 通 喜 進 緣 喜 境 之 喜 已 
X55n0907_001:0661a23	伏事故有通喜。樂未斷性故無別喜(云云)。類始如四	伏 事 故 有 通 喜 樂 未 斷 性 故 無 別 喜 云 云 類 始 如 四 
X55n0907_001:0661a24	空。依大集亦有通五支而無別異之支林。此但通喜。	空 依 大 集 亦 有 通 五 支 而 無 別 異 之 支 林 此 但 通 喜 
X55n0907_001:0661b01	無別喜也。復次橫進者。如四卷禪內廣辨十五種禪	無 別 喜 也 復 次 橫 進 者 如 四 卷 禪 內 廣 辨 十 五 種 禪 
X55n0907_001:0661b02	橫發相。不重出。橫竪俱發者。義則可解(云云)。進分相	橫 發 相 不 重 出 橫 竪 俱 發 者 義 則 可 解 云 云 進 分 相 
X55n0907_001:0661b03	如上。次明達分者。達名為道。故道諦四行云。道正行	如 上 次 明 達 分 者 達 名 為 道 故 道 諦 四 行 云 道 正 行 
X55n0907_001:0661b04	達。亦云道如跡乘故達。只是道以其識。達四禪十二	達 亦 云 道 如 跡 乘 故 達 只 是 道 以 其 識 達 四 禪 十 二 
X55n0907_001:0661b05	緣第一義之理。稱之為達。達有五義。所謂退達．護達．	緣 第 一 義 之 理 稱 之 為 達 達 有 五 義 所 謂 退 達 護 達 
X55n0907_001:0661b06	住達．進達．達達。退達者。如人得未到定即退。還發電	住 達 進 達 達 達 退 達 者 如 人 得 未 到 定 即 退 還 發 電 
X55n0907_001:0661b07	光見理。見理之慧得通。而未到有失。是名退達。諸論	光 見 理 見 理 之 慧 得 通 而 未 到 有 失 是 名 退 達 諸 論 
X55n0907_001:0661b08	解退義不同。數明苦忍。佛教不退。爾前有退。成論明	解 退 義 不 同 數 明 苦 忍 佛 教 不 退 爾 前 有 退 成 論 明 
X55n0907_001:0661b09	四念處已不退。何況忍法。若云不退者。真明發時。一	四 念 處 已 不 退 何 況 忍 法 若 云 不 退 者 真 明 發 時 一 
X55n0907_001:0661b10	受不退分。寂然見諦解起。名真不退。此復二解。數人	受 不 退 分 寂 然 見 諦 解 起 名 真 不 退 此 復 二 解 數 人 
X55n0907_001:0661b11	云。見諦無漏不退。思惟無漏有退。故有退法羅漢沙	云 見 諦 無 漏 不 退 思 惟 無 漏 有 退 故 有 退 法 羅 漢 沙 
X55n0907_001:0661b12	井之喻。成論人云。思惟無漏豈容有退。但是退分根	井 之 喻 成 論 人 云 思 惟 無 漏 豈 容 有 退 但 是 退 分 根 
X55n0907_001:0661b13	性人。今得無漏。仍本立名。稱為退法人。實非退也。如	性 人 今 得 無 漏 仍 本 立 名 稱 為 退 法 人 實 非 退 也 如 
X55n0907_001:0661b14	此等種種解退義(云云)。護達者。本是護分人。由護故	此 等 種 種 解 退 義 云 云 護 達 者 本 是 護 分 人 由 護 故 
X55n0907_001:0661b15	達也。住達者亦如是。進達者。或入初禪二禪等。因進	達 也 住 達 者 亦 如 是 進 達 者 或 入 初 禪 二 禪 等 因 進 
X55n0907_001:0661b16	故達。達達者。第十六心見諦解起已成初果。而復更	故 達 達 達 者 第 十 六 心 見 諦 解 起 已 成 初 果 而 復 更 
X55n0907_001:0661b17	達二果三果。乃至超成無學。是為達達。此是約三藏	達 二 果 三 果 乃 至 超 成 無 學 是 為 達 達 此 是 約 三 藏 
X55n0907_001:0661b18	論達達也。若別教者。達生死涅槃不二。即事而真。名	論 達 達 也 若 別 教 者 達 生死涅槃 不 二 即 事 而 真 名 
X55n0907_001:0661b19	之為達。此理轉明名為達達。達分既有五義。餘四分	之 為 達 此 理 轉 明 名 為 達 達 達 分 既 有 五 義 餘 四 分 
X55n0907_001:0661b20	亦如是。退分五者。若得初禪。退未到。又退欲界。至散	亦 如 是 退 分 五 者 若 得 初 禪 退 未 到 又 退 欲 界 至 散 
X55n0907_001:0661b21	心起五逆等。是為退退。本是退分人。今雖如護亦退。	心 起 五 逆 等 是 為 退 退 本 是 退 分 人 今 雖 如 護 亦 退 
X55n0907_001:0661b22	故名護退。住此定人得已而失。是名住退。進發諸禪。	故 名 護 退 住 此 定 人 得 已 而 失 是 名 住 退 進 發 諸 禪 
X55n0907_001:0661b23	已而失。故名進退。十六心達理要因於定。而無漏不	已 而 失 故 名 進 退 十 六 心 達 理 要 因 於 定 而 無 漏 不 
X55n0907_001:0661b24	失。所因之定失。故名達退。護分亦具五義。退分人而	失 所 因 之 定 失 故 名 達 退 護 分 亦 具 五 義 退 分 人 而 
X55n0907_001:0661c01	今決須防護。良由過去不護不得成住分。今若不護	今 決 須 防 護 良 由 過 去 不 護 不 得 成 住 分 今 若 不 護 
X55n0907_001:0661c02	護分不成。是故雖退要須護之。故言退護。退護者是	護 分 不 成 是 故 雖 退 要 須 護 之 故 言 退 護 退 護 者 是 
X55n0907_001:0661c03	護分根性。今又加護。故名護護。住護者。雖得住。猶須	護 分 根 性 今 又 加 護 故 名 護 護 住 護 者 雖 得 住 猶 須 
X55n0907_001:0661c04	護之。是名住護。進護者。雖住進一禪。亦須方便修於	護 之 是 名 住 護 進 護 者 雖 住 進 一 禪 亦 須 方 便 修 於 
X55n0907_001:0661c05	觀法。是名進護。達護者。因此護故。又如初果見理。未	觀 法 是 名 進 護 達 護 者 因 此 護 故 又 如 初 果 見 理 未 
X55n0907_001:0661c06	得諸禪。須方便修習。亦名達護也。住分亦為五。如人	得 諸 禪 須 方 便 修 習 亦 名 達 護 也 住 分 亦 為 五 如 人 
X55n0907_001:0661c07	得未到地。久久而失。還住欲界定。是名退住。但護得	得 未 到 地 久 久 而 失 還 住 欲 界 定 是 名 退 住 但 護 得 
X55n0907_001:0661c08	住。是名護住。常在一種品定。是名為住。雖進上定已。	住 是 名 護 住 常 在 一 種 品 定 是 名 為 住 雖 進 上 定 已 
X55n0907_001:0661c09	復還住向定故。故云住住。進發上禪處處而住。故言	復 還 住 向 定 故 故 云 住 住 進 發 上 禪 處 處 而 住 故 言 
X55n0907_001:0661c10	進住。因住得無漏見諦。名為達。只住此定。七返生不	進 住 因 住 得 無 漏 見 諦 名 為 達 只 住 此 定 七 返 生 不 
X55n0907_001:0661c11	更發禪。是名達住。進分亦為五義。進得初禪。退還未	更 發 禪 是 名 達 住 進 分 亦 為 五 義 進 得 初 禪 退 還 未 
X55n0907_001:0661c12	到。復更進破上地。是名進退。雖有此進。恒得防護。故	到 復 更 進 破 上 地 是 名 進 退 雖 有 此 進 恒 得 防 護 故 
X55n0907_001:0661c13	名護進。在一種定久久而進。是名住進。次第進無間	名 護 進 在 一 種 定 久 久 而 進 是 名 住 進 次 第 進 無 間 
X55n0907_001:0661c14	者。名為進進。以進故得無漏。是名達進。亦是發無漏	者 名 為 進 進 以 進 故 得 無 漏 是 名 達 進 亦 是 發 無 漏 
X55n0907_001:0661c15	已。能橫竪發禪。故言達進。如是五種之義分。各各為	已 能 橫 竪 發 禪 故 言 達 進 如 是 五 種 之 義 分 各 各 為 
X55n0907_001:0661c16	五是猶為略。若更廣明。只歷十二門禪。禪禪之中皆	五 是 猶 為 略 若 更 廣 明 只 歷 十 二 門 禪 禪 禪 之 中 皆 
X55n0907_001:0661c17	具五分。又歷一切禪。亦各各備五分。例此可解(云云)。	具 五 分 又 歷 一 切 禪 亦 各 各 備 五 分 例 此 可 解 云 云 
X55n0907_001:0661c18	復次五分又各有兩種。一者任運退。二者內外因緣	復 次 五 分 又 各 有 兩 種 一 者 任 運 退 二 者 內 外 因 緣 
X55n0907_001:0661c19	故退。任運護。善巧防持故護。餘例有此義(云云)。若任	故 退 任 運 護 善 巧 防 持 故 護 餘 例 有 此 義 云 云 若 任 
X55n0907_001:0661c20	運達者。此所不論。若善巧修達者。今當分別。則為二。	運 達 者 此 所 不 論 若 善 巧 修 達 者 今 當 分 別 則 為 二 
X55n0907_001:0661c21	先簡邪。二明修觀。邪者凡有四種。有人無觀慧。但闇	先 簡 邪 二 明 修 觀 邪 者 凡 有 四 種 有 人 無 觀 慧 但 闇 
X55n0907_001:0661c22	心調和氣息。數一至十。心既靜細。證得欲界。或發未	心 調 和 氣 息 數 一 至 十 心 既 靜 細 證 得 欲 界 或 發 未 
X55n0907_001:0661c23	到。仍發宿習之見。或一切皆有自性神我之法。住在	到 仍 發 宿 習 之 見 或 一 切 皆 有 自 性 神 我 之 法 住 在 
X55n0907_001:0661c24	身中。執此為實。計為涅槃究竟之道。能問能答。非他	身 中 執 此 為 實 計 為 涅 槃 究 竟 之 道 能 問 能 答 非 他 
X55n0907_001:0662a01	是已。見心深入。不可移轉。此乃有見之法。妄謂為達。	是 已 見 心 深 入 不 可 移 轉 此 乃 有 見 之 法 妄 謂 為 達 
X55n0907_001:0662a02	實非達也。次有人如是數息證未到定。發宿習。謂一	實 非 達 也 次 有 人 如 是 數 息 證 未 到 定 發 宿 習 謂 一 
X55n0907_001:0662a03	切法空無所有。云何等相性無毫末許法。豁若虗空。	切 法 空無所有 云 何 等 相 性 無 毫 末 許 法 豁 若 虗 空 
X55n0907_001:0662a04	神解異人。辨使無滯。竪執所見謂為涅槃。撥他是己。	神 解 異 人 辨 使 無 滯 竪 執 所 見 謂 為 涅 槃 撥 他 是 己 
X55n0907_001:0662a05	空見深入。佛所不化。此妄謂為達。實非達也。次發亦	空 見 深 入 佛 所 不 化 此 妄 謂 為 達 實 非 達 也 次 發 亦 
X55n0907_001:0662a06	有亦無見。次發非有非無見。於如是皆妄謂為達。實	有 亦 無 見 次 發 非有非無 見 於 如 是 皆 妄 謂 為 達 實 
X55n0907_001:0662a07	非達也。如長爪思惟諸法不見性相。不可破壞。如大	非 達 也 如 長 爪 思 惟 諸 法 不 見 性 相 不可破壞 如 大 
X55n0907_001:0662a08	海水。不得一法入心。如此之見並非深入定見。若非	海 水 不 得 一 法 入 心 如 此 之 見 並 非 深 入 定 見 若 非 
X55n0907_001:0662a09	見者。云何如來一言破之。即墮二負處。識其見心。知	見 者 云 何 如 來 一 言 破 之 即 墮 二 負 處 識 其 見 心 知 
X55n0907_001:0662a10	是苦習。獲法眼淨。若如此者。何得稱之為達耶。又如	是 苦 習 獲 法 眼 淨 若 如 此 者 何 得 稱 之 為 達 耶 又 如 
X55n0907_001:0662a11	論力梵志。受雇撰五百明。難最初一問。佛云。為一究	論 力 梵 志 受 雇 撰 五 百 明 難 最 初 一 問 佛 云 為 一 究 
X55n0907_001:0662a12	竟道。眾多究竟道。若一。諸師各各稱。若多。理不應爾。	竟 道 眾 多 究 竟 道 若 一 諸 師 各 各 稱 若 多 理 不 應 爾 
X55n0907_001:0662a13	于時鹿頭歸伏。在佛後扇。佛指之曰。汝識此人不。答	于 時 鹿 頭 歸 伏 在 佛 後 扇 佛 指 之 曰 汝 識 此 人 不 答 
X55n0907_001:0662a14	曰識。佛云。此人得究竟道耶。答云最為第一。佛言。若	曰 識 佛 云 此 人 得 究 竟 道 耶 答 云 最 為 第 一 佛 言 若 
X55n0907_001:0662a15	爾何故扇耶。於是心伏。五百之難從風自靡。當知眾	爾 何 故 扇 耶 於 是 心 伏 五 百 之 難 從 風 自 靡 當 知 眾 
X55n0907_001:0662a16	多究竟道。乃是諸見妄謂。何關於達。何以故。凡夫外	多 究 竟 道 乃 是 諸 見 妄 謂 何 關 於 達 何 以 故 凡 夫 外 
X55n0907_001:0662a17	道有見論愛論。自讚毀他。不知自撿。常起苦集而不	道 有 見 論 愛 論 自讚毀他 不 知 自 撿 常 起 苦 集 而 不 
X55n0907_001:0662a18	覺知。故言外道愛著觀空智慧故不能發真。是名闇	覺 知 故 言 外 道 愛 著 觀 空 智 慧 故 不 能 發 真 是 名 闇 
X55n0907_001:0662a19	心修禪而發宿習。任運成見。名為邪也。次明修觀邪	心 修 禪 而 發 宿 習 任 運 成 見 名 為 邪 也 次 明 修 觀 邪 
X55n0907_001:0662a20	者。有人初學一種解心。謂言諸法若有若無等四句	者 有 人 初 學 一 種 解 心 謂 言 諸 法 若有若無 等 四 句 
X55n0907_001:0662a21	是實。執此為解決定喜。以此為入觀方便。因是證定。	是 實 執 此 為 解 決 定 喜 以 此 為 入 觀 方 便 因 是 證 定 
X55n0907_001:0662a22	定心既靜。諸見轉明。堅執不可捨。我慢自矜高。但知	定 心 既 靜 諸 見 轉 明 堅 執 不 可 捨 我 慢 自 矜 高 但 知 
X55n0907_001:0662a23	破他之非。不甞覺識心內煩惱。靜見決定是謂為達。	破 他 之 非 不 甞 覺 識 心 內 煩 惱 靜 見 決 定 是 謂 為 達 
X55n0907_001:0662a24	實非是達。是為四種邪。就發見有兩。一但發見心辨	實 非 是 達 是 為 四 種 邪 就 發 見 有 兩 一 但 發 見 心 辨 
X55n0907_001:0662b01	說。見心通達。說見無盡。而不得五通。一加得五通。停	說 見 心 通 達 說 見 無 盡 而 不 得 五 通 一 加 得 五 通 停 
X55n0907_001:0662b02	河在耳。變鹵化羊。刀割香塗有如無念。世謂為一切	河 在 耳 變 鹵 化 羊 刀 割 香 塗 有 如 無 念 世 謂 為 一 切 
X55n0907_001:0662b03	智人。然通非無漏。而見慧生著。著是習。習故苦。終為	智 人 然 通 非 無 漏 而 見 慧 生 著 著 是 習 習 故 苦 終 為 
X55n0907_001:0662b04	四聖諦所破。乃可稱達。但是發見獲通。廣讀韋陀三	四 聖 諦 所 破 乃 可 稱 達 但 是 發 見 獲 通 廣 讀 韋 陀 三 
X55n0907_001:0662b05	種外道耳。佛法以三稱解脫謂之(云云)。問。正道外道	種 外 道 耳 佛 法 以 三 稱 解 脫 謂 之 云 云 問 正 道 外 道 
X55n0907_001:0662b06	修空云何異。答。外道恚愛處生毒。真空人不爾。知愛	修 空 云 何 異 答 外 道 恚 愛 處 生 毒 真 空 人 不 爾 知 愛 
X55n0907_001:0662b07	恚從因緣生故不著。不著故無愛恚。愛恚息故名不	恚 從因緣生 故 不 著 不 著 故 無 愛 恚 愛 恚 息 故 名 不 
X55n0907_001:0662b08	生不。生即是空。空見人即救之云。我愛恚者是思惟	生 不 生 即 是 空 空 見 人 即 救 之 云 我 愛 恚 者 是 思 惟 
X55n0907_001:0662b09	惑。何關空理。無學亦有習。何得以此妨空。又破之即	惑 何 關 空 理 無 學 亦 有 習 何 得 以 此 妨 空 又 破 之 即 
X55n0907_001:0662b10	有四句料簡。汝所起者乃是新病更起。那得例同聖	有 四 句 料 簡 汝 所 起 者 乃 是 新 病 更 起 那 得 例 同 聖 
X55n0907_001:0662b11	人。聖人故病即是思惑。六十二見滅即是不起新病。	人 聖 人 故 病 即 是 思 惑 六 十 二 見 滅 即 是 不 起 新 病 
X55n0907_001:0662b12	汝以世智強伏故病。故病不發。而於見心更起新病。	汝 以 世 智 強 伏 故 病 故 病 不 發 而 於 見 心 更 起 新 病 
X55n0907_001:0662b13	順汝見則愛。違汝見則嗔。此二從癡生。陵他為慢。具	順 汝 見 則 愛 違 汝 見 則 嗔 此 二 從 癡 生 陵 他 為 慢 具 
X55n0907_001:0662b14	足八十八乃至八萬四千苦習浩然。那得稱是思惟。	足 八 十 八 乃 至 八萬四千 苦 習 浩 然 那 得 稱 是 思 惟 
X55n0907_001:0662b15	例同聖人。此為大謬。料簡四句如止觀(云云)。問。何因	例 同 聖 人 此 為 大 謬 料 簡 四 句 如 止 觀 云 云 問 何 因 
X55n0907_001:0662b16	能忍故病。復起新病。答。外道亦具邪行聞思修。邪三	能 忍 故 病 復 起 新 病 答 外 道 亦 具 邪 行 聞 思 修 邪 三 
X55n0907_001:0662b17	慧。以其邪心推盡不見。現既未發。真妄即為是違順	慧 以 其 邪 心 推 盡 不 見 現 既 未 發 真 妄 即 為 是 違 順 
X55n0907_001:0662b18	其所是法。故新病發興。以其有修慧故。涉事而行。忍	其 所 是 法 故 新 病 發 興 以 其 有 修 慧 故 涉 事 而 行 忍 
X55n0907_001:0662b19	力得成。強作平等。佛法亦具正三慧。以正道方便智	力 得 成 強 作 平 等 佛 法 亦 具 正 三 慧 以 正 道 方 便 智 
X55n0907_001:0662b20	慧撿見不起。故新病不生。無修慧故。故病猶在(云云)。	慧 撿 見 不 起 故 新 病 不 生 無 修 慧 故 故 病 猶 在 云 云 
X55n0907_001:0662b21	第二明修達觀者為二。初明達分之觀。二約信法兩	第 二 明 修 達 觀 者 為 二 初 明 達 分 之 觀 二 約 信 法 兩 
X55n0907_001:0662b22	行。明觀法之相。事如四念處中所明。往彼尋之也。二	行 明 觀 法 之 相 事 如 四 念 處 中 所 明 往 彼 尋 之 也 二 
X55n0907_001:0662b23	明兩行者為二。即信法兩行也。信憑聞而解。法藉思	明 兩 行 者 為 二 即 信 法 兩 行 也 信 憑 聞 而 解 法 藉 思 
X55n0907_001:0662b24	乃生。法行非都不聞。聞少思多。聞多思少(云云)。但判	乃 生 法 行 非 都 不 聞 聞 少 思 多 聞 多 思 少 云 云 但 判 
X55n0907_001:0662c01	兩行之位正在苦忍。以聞即入判為信行。以思即入	兩 行 之 位 正 在 苦 忍 以 聞 即 入 判 為 信 行 以 思 即 入 
X55n0907_001:0662c02	判為法行。今解遠取根性。初之元起。若多發學問。為	判 為 法 行 今 解 遠 取 根 性 初 之 元 起 若 多 發 學 問 為 
X55n0907_001:0662c03	信行根性。多有禪寂。為法行根性。世世研修。故苦忍	信 行 根 性 多 有 禪 寂 為 法 行 根 性 世 世 研 修 故 苦 忍 
X55n0907_001:0662c04	之位判其兩別而得悟道。但此兩行不可令偏。至如	之 位 判 其 兩 別 而 得 悟 道 但 此 兩 行 不 可 令 偏 至 如 
X55n0907_001:0662c05	法行之人。三乘之初不愚於法。識解有無等相。邪正	法 行 之 人 三 乘 之 初 不 愚 於 法 識 解 有 無 等 相 邪 正 
X55n0907_001:0662c06	悉知。若無定者。如風中燈照物不了。若無定名狂智	悉 知 若 無 定 者 如 風 中 燈 照 物 不 了 若 無 定 名 狂 智 
X55n0907_001:0662c07	慧。顛智慧。如惡馬而不群。雖有觀慧不名達也。又初	慧 顛 智 慧 如 惡 馬 而 不 群 雖 有 觀 慧 不 名 達 也 又 初 
X55n0907_001:0662c08	心不識法相。不解道理。闇心修禪。停心數息。設令證	心 不 識 法 相 不 解 道 理 闇 心 修 禪 停 心 數 息 設 令 證 
X55n0907_001:0662c09	未到等禪。與愚夫禪不異。此名為癡。亦非停心．念處	未 到 等 禪 與 愚 夫 禪 不 異 此 名 為 癡 亦 非 停 心 念 處 
X55n0907_001:0662c10	之觀。既非念處不名似達賢人之位。如世間稱賢者。	之 觀 既 非 念 處 不 名 似 達 賢 人 之 位 如 世 間 稱 賢 者 
X55n0907_001:0662c11	能知天文地理。百家俱達。然後立德修行。仁慈謙讓。	能 知 天 文 地 理 百 家 俱 達 然 後 立 德 修 行 仁 慈 謙 讓 
X55n0907_001:0662c12	解行具足。稱之曰賢直。爾質朴徒讓是愚直。爾懷解	解 行 具 足 稱 之 曰 賢 直 爾 質 朴 徒 讓 是 愚 直 爾 懷 解 
X55n0907_001:0662c13	唐突造過復是顛狂。解行既偏不稱賢士。具足兼舉	唐 突 造 過 復 是 顛 狂 解 行 既 偏 不 稱 賢 士 具 足 兼 舉 
X55n0907_001:0662c14	號之曰賢。修道人亦如是。單解稱非有非無稱為愚	號 之 曰 賢 修 道 人 亦 如 是 單 解 稱 非有非無 稱 為 愚 
X55n0907_001:0662c15	癡論。何況上三句。何故爾。癡是無明。汝於四句不識	癡 論 何 況 上 三 句 何 故 爾 癡 是 無 明 汝 於 四 句 不 識 
X55n0907_001:0662c16	四諦苦習十二因緣諸流諸縛。但用是見法非他之	四 諦 苦 習 十二因緣 諸 流 諸 縛 但 用 是 見 法 非 他 之 
X55n0907_001:0662c17	法。而起生死。是事不知名為無明。無明即癡。所以者	法 而 起 生 死 是 事 不 知 名 為 無 明 無 明 即 癡 所 以 者 
X55n0907_001:0662c18	何。非有非無之法。絕四句百非。湛然清淨。汝若證此	何 非有非無 之 法 絕 四 句 百 非 湛 然 清 淨 汝 若 證 此 
X55n0907_001:0662c19	法者。言行相應。此法治心平等無滯。何得依止此見。	法 者 言 行 相 應 此 法 治 心 平 等 無 滯 何 得 依 止 此 見 
X55n0907_001:0662c20	是己毀他。是非既生。有無之心即起。雙非安在。若人	是 己 毀 他 是 非 既 生 有 無 之 心 即 起 雙 非 安 在 若 人 
X55n0907_001:0662c21	讚之則喜。違之則恚。謂已解。忽他為慢。於此不了是	讚 之 則 喜 違 之 則 恚 謂 已 解 忽 他 為 慢 於 此 不 了 是 
X55n0907_001:0662c22	癡。今雖無疑。後當大疑。是為五鈍宛然。又復謂此是	癡 今 雖 無 疑 後 當 大 疑 是 為 五 鈍 宛 然 又 復 謂 此 是 
X55n0907_001:0662c23	道行。是道故能有所證。即是戒取。的謂此見為是。是	道 行 是 道 故 能 有 所 證 即 是 戒 取 的 謂 此 見 為 是 是 
X55n0907_001:0662c24	事定。餘妄語。豈非見取。執此法邊。不取餘法邊。是為	事 定 餘 妄 語 豈 非 見 取 執 此 法 邊 不 取 餘 法 邊 是 為 
X55n0907_001:0663a01	邊見。此見偏僻不當道理。是名為邪見。是見依色是	邊 見 此 見 偏 僻 不 當 道 理 是 名 為 邪 見 是 見 依 色 是 
X55n0907_001:0663a02	身見。如是則五利使具足。此十使約三世。具有八十	身 見 如 是 則 五 利 使 具 足 此 十 使 約 三 世 具 有 八 十 
X55n0907_001:0663a03	八使(云云)。此見依色即色陰受。此見即三苦是受陰。	八 使 云 云 此 見 依 色 即 色 陰 受 此 見 即 三 苦 是 受 陰 
X55n0907_001:0663a04	想此見像貌。為此起善惡行。了別此見即是五陰受。	想 此 見 像 貌 為 此 起 善 惡 行 了 別 此 見 即 是 五 陰 受 
X55n0907_001:0663a05	即是苦想行。即是有生死見愛。流轉浩然。真是不識	即 是 苦 想 行 即 是 有 生 死 見 愛 流 轉 浩 然 真 是 不 識 
X55n0907_001:0663a06	非有非無之過。豈非愚癡論。非有非無見生過既爾。	非有非無 之 過 豈 非 愚 癡 論 非有非無 見 生 過 既 爾 
X55n0907_001:0663a07	餘三句過一一具此四諦十二緣利鈍等使。以不識	餘 三 句 過 一 一 具 此 四 諦 十 二 緣 利 鈍 等 使 以 不 識 
X55n0907_001:0663a08	此過故。皆稱為癡。雖作如是見心心解。以不得定故。	此 過 故 皆 稱 為 癡 雖 作 如 是 見 心 心 解 以 不 得 定 故 
X55n0907_001:0663a09	名為狂顛。名為外道邪僻。不名三乘之初不愚於法。	名 為 狂 顛 名 為 外 道 邪 僻 不 名 三 乘 之 初 不 愚 於 法 
X55n0907_001:0663a10	正解之人。問。佛弟子尋教作此念處。何意不成賢人。	正 解 之 人 問 佛 弟 子 尋 教 作 此 念 處 何 意 不 成 賢 人 
X55n0907_001:0663a11	答。一觀無常法不遍。二無七覺調適定慧將息。三於	答 一 觀 無 常 法 不 遍 二 無 七 覺 調 適 定 慧 將 息 三 於 
X55n0907_001:0663a12	觀空智慧生染。為是故不成。今正解人天者。洞識法	觀 空 智 慧 生 染 為 是 故 不 成 今 正 解 人 天 者 洞 識 法 
X55n0907_001:0663a13	相。於四見中一。皆識四諦十二緣苦集五陰隨心起	相 於 四 見 中 一 皆 識 四 諦 十 二 緣 苦 集 五 陰 隨 心 起 
X55n0907_001:0663a14	處。有見生時即識即撿。四念處破於四倒。窮覈心路	處 有 見 生 時 即 識 即 撿 四 念 處 破 於 四 倒 窮 覈 心 路 
X55n0907_001:0663a15	不令一念取著。故言外道是生煩惱處。佛法是滅煩	不 令 一 念 取 著 故 言 外 道 是 生 煩 惱 處 佛 法 是 滅 煩 
X55n0907_001:0663a16	惱處。如此解時。名有為法中得正憶念。三乘之初不	惱 處 如 此 解 時 名 有 為 法 中 得 正 憶 念 三 乘 之 初 不 
X55n0907_001:0663a17	愚於法。隨有此解亦未解賢。能以念處之觀。破六十	愚 於 法 隨 有 此 解 亦 未 解 賢 能 以 念 處 之 觀 破 六 十 
X55n0907_001:0663a18	二見之倒。斂心修定。調和氣息。繫念修禪。能發未到	二 見 之 倒 斂 心 修 定 調 和 氣 息 繫 念 修 禪 能 發 未 到 
X55n0907_001:0663a19	之定。以定力故解心轉明。有定之慧不名顛。有慧之	之 定 以 定 力 故 解 心 轉 明 有 定 之 慧 不 名 顛 有 慧 之 
X55n0907_001:0663a20	定不名癡。解行既足方稱為定。得定故。觀心專的。定	定 不 名 癡 解 行 既 足 方 稱 為 定 得 定 故 觀 心 專 的 定 
X55n0907_001:0663a21	所分明。名為念處。亦是用數治亂。用慈治瞋等五方	所 分 明 名 為 念 處 亦 是 用 數 治 亂 用 慈 治 瞋 等 五 方 
X55n0907_001:0663a22	便觀分明。故名停心。若都無解。直爾闇心。心何由停。	便 觀 分 明 故 名 停 心 若 都 無 解 直 爾 闇 心 心 何 由 停 
X55n0907_001:0663a23	故請觀音云。眼與色相應。云何攝住。身子答云。地大	故 請 觀 音 云 眼 與 色 相 應 云 何 攝 住 身 子 答 云 地 大 
