T85n2737_001:0120a03	金剛經疏	金 剛 經 疏 
T85n2737_001:0126b01	有佛眼不。是第五問。問敬也。舉　如是世	有 佛 眼 不 是 第 五 問 問 敬 也 舉 如 是 世 
T85n2737_001:0126b02	尊。如來有佛眼。是第五答也。以前諸文。皆有	尊 如 來 有 佛 眼 是 第 五 答 也 以 前 諸 文 皆 有 
T85n2737_001:0126b03	遮立。何為此文。何不遮邪。此文是第一義諦。	遮 立 何 為 此 文 何 不 遮 邪 此 文 是 第一義諦 
T85n2737_001:0126b04	所以不遮。從此以下。釋智清淨有三。先舉	所 以 不 遮 從 此 以 下 釋 智 清 淨 有 三 先 舉 
T85n2737_001:0126b05	初文。舉　須菩提。於意云何。恒河中所有沙。	初 文 舉 須 菩 提 於意云何 恒 河 中 所 有 沙 
T85n2737_001:0126b06	佛說是沙不　從此以下。須菩提答。舉　如	佛 說 是 沙 不 從 此 以 下 須 菩 提 答 舉 如 
T85n2737_001:0126b07	是世尊。如來說是沙□□□□此第三問	是 世 尊 如 來 說 是 沙 此 第 三 問 
T85n2737_001:0126b08	恒河中有多少沙。舉　須菩提。於意云何。如	恒 河 中 有 多 少 沙 舉 須 菩 提 於意云何 如 
T85n2737_001:0126b09	恒河中所有沙。如是等恒河。是諸恒河所有	恒 河 中 所 有 沙 如 是 等 恒 河 是 諸 恒 河 所 有 
T85n2737_001:0126b10	沙數。佛世界如是。寧為多不□□□□□□	沙 數 佛 世 界 如 是 寧 為 多 不 
T85n2737_001:0126b11	□從此第四答。看舉。甚多世尊□□□□	 從 此 第 四 答 看 舉 甚 多 世 尊 
T85n2737_001:0126b12	□此須菩提問。釋迦答。看舉。佛告須菩提。	 此 須 菩 提 問 釋 迦 答 看 舉 佛 告 須 菩 提 
T85n2737_001:0126b13	爾所土中。所有眾生。若干種心者。種難計故	爾 所 土 中 所 有 眾 生 若 干 種 心 者 種 難 計 故 
T85n2737_001:0126b14	名若干　從此以下。顯能知舉。如來悉知者。	名 若 干 從 此 以 下 顯 能 知 舉 如 來 悉 知 者 
T85n2737_001:0126b15	此顯能知也　此下兩徵兩釋。作何勿心想	此 顯 能 知 也 此 下 兩 徵 兩 釋 作 何 勿 心 想 
T85n2737_001:0126b16	　何以故。是初徵也　從此以下。釋迦分疎。	 何 以 故 是 初 徵 也 從 此 以 下 釋 迦 分 疎 
T85n2737_001:0126b17	知眾生心無。舉。如來說諸心。皆為非心。是	知 眾 生 心 無 舉 如 來 說 諸 心 皆 為 非 心 是 
T85n2737_001:0126b18	名為心者。貪嗔邪見心取。作罪者發者。不	名 為 心 者 貪 嗔 邪 見 心 取 作 罪 者 發 者 不 
T85n2737_001:0126b19	簡不信者。簡却為勿妄相顛倒　所以者何	簡 不 信 者 簡 却 為 勿 妄 相 顛 倒 所以者何 
T85n2737_001:0126b20	　是第二徵也。第二釋。看舉。須菩提。過去	 是 第 二 徵 也 第 二 釋 看 舉 須 菩 提 過 去 
T85n2737_001:0126b21	心不可得。現在心不可得。未來心不可得者。	心 不 可 得 現 在 心 不 可 得 未來心不可得 者 
T85n2737_001:0126b22	三心之中。是何心造罪。過去心已過。未來心	三 心 之 中 是 何 心 造 罪 過 去 心 已 過 未 來 心 
T85n2737_001:0126b23	未到。現在心不住。何須一一妄豈執著　第	未 到 現 在 心 不 住 何 須 一 一 妄 豈 執 著 第 
T85n2737_001:0126b24	三讚染生信相中有三。先舉初文。舉　須菩	三 讚 染 生 信 相 中 有 三 先 舉 初 文 舉 須 菩 
T85n2737_001:0126b25	提。於意云何。若有人。滿三千大千世界。七	提 於意云何 若 有 人 滿 三千大千世界 七 
T85n2737_001:0126b26	寶以用布施。是以是因緣。得福多不。從此須	寶 以用布施 是 以是因緣 得 福 多 不 從 此 須 
T85n2737_001:0126b27	菩提述答。看舉。如是世尊。此人以是因緣。	菩 提 述 答 看 舉 如 是 世 尊 此 人 以是因緣 
T85n2737_001:0126b28	得福甚多者。第二述答也。何勿是多。舉。須菩	得 福 甚 多 者 第 二 述 答 也 何 勿 是 多 舉 須 菩 
T85n2737_001:0126b29	提。若福德有實。如來不說得福德多。以福德	提 若 福 德 有 實 如 來 不 說 得 福 德 多 以 福 德 
T85n2737_001:0126c01	無故。如來說得福德多者。此釋成也。三事不	無 故 如 來 說 得 福 德 多 者 此 釋 成 也 三 事 不 
T85n2737_001:0126c02	空者。見乞人。見財勿見。自身施。此不空三	空 者 見 乞 人 見 財 勿 見 自 身 施 此 不 空 三 
T85n2737_001:0126c03	事。體空者。不見乞人。不見財。勿不見自身	事 體 空 者 不 見 乞 人 不 見 財 勿 不 見 自 身 
T85n2737_001:0126c04	施者。此三事體空　從此眼智。有兩問答。先	施 者 此 三 事 體 空 從 此 眼 智 有 兩 問 答 先 
T85n2737_001:0126c05	舉初文舉　須菩提。於意云何。佛可以具足	舉 初 文 舉 須 菩 提 於意云何 佛 可 以 具 足 
T85n2737_001:0126c06	色身見不　問敬也。答。看舉　不也尊。如來	色 身 見 不 問 敬 也 答 看 舉 不 也 尊 如 來 
T85n2737_001:0126c07	不應以具足色身見　色身不是如來。何以	不 應 以 具足色身 見 色 身 不 是 如 來 何 以 
T85n2737_001:0126c08	故者。欲明義也。從此明。看。舉　如來具足色	故 者 欲 明 義 也 從 此 明 看 舉 如 來 具 足 色 
T85n2737_001:0126c09	身。即非具足色身。是名具足色身者。由身	身 即 非 具足色身 是 名 具足色身 者 由 身 
T85n2737_001:0126c10	不具。令身闕故　第二如來可以諸相無。舉	不 具 令 身 闕 故 第 二 如 來 可 以 諸 相 無 舉 
T85n2737_001:0126c11	　須菩提。於意云何。如來可以具足諸相見	 須 菩 提 於意云何 如 來 可 以 具 足 諸 相 見 
T85n2737_001:0126c12	不。是第二問也　如來不可諸相見。不也世	不 是 第 二 問 也 如 來 不 可 諸 相 見 不 也 世 
T85n2737_001:0126c13	尊。以理正答　如來不應以具足諸相見	尊 以 理 正 答 如 來 不 應 以 具 足 諸 相 見 
T85n2737_001:0126c14	　何以故徵。徵敬也。舉　如來說。諸相具足。即	 何 以 故 徵 徵 敬 也 舉 如 來 說 諸 相 具 足 即 
T85n2737_001:0126c15	非具足。是名諸相具足者。文勢同前。義准	非 具 足 是 名 諸 相 具 足 者 文 勢 同 前 義 准 
T85n2737_001:0126c16	可知無勞廣釋。上來諸文不同。身相清淨了。	可 知 無 勞 廣 釋 上 來 諸 文 不 同 身 相 清 淨 了 
T85n2737_001:0126c17	次下釋境。清淨相中。有兩三箇徵詰。先舉	次 下 釋 境 清 淨 相 中 有 兩 三 箇 徵 詰 先 舉 
T85n2737_001:0126c18	初文。舉　須菩提。汝勿謂如來作念。我當有	初 文 舉 須 菩 提 汝 勿 謂 如 來 作 念 我 當 有 
T85n2737_001:0126c19	所說法者。遮彼所有。佛無此念。不應謂故	所 說 法 者 遮 彼 所 有 佛 無 此 念 不 應 謂 故 
T85n2737_001:0126c20	　我當有所說法。莫作是念者。莫作謂如來作	 我 當 有 所 說 法 莫 作 是 念 者 莫 作 謂 如 來 作 
T85n2737_001:0126c21	是念也　何以故。徵其遮意。從此以下。徵遮	是 念 也 何 以 故 徵 其 遮 意 從 此 以 下 徵 遮 
T85n2737_001:0126c22	意。看舉　若人言如來有所說法。即為謗佛。	意 看 舉 若 人 言 如 來 有 所 說 法 即 為 謗 佛 
T85n2737_001:0126c23	不能解我所說故。釋遮意也。謗佛即有罪。	不 能 解 我 所 說 故 釋 遮 意 也 謗 佛 即 有 罪 
T85n2737_001:0126c24	不解即無利。已遮妄計。須教實解。解即有益。	不 解 即 無 利 已 遮 妄 計 須 教 實 解 解 即 有 益 
T85n2737_001:0126c25	無謗罪故　從此以下。示現正義。看舉　須	無 謗 罪 故 從 此 以 下 示 現 正 義 看 舉 須 
T85n2737_001:0126c26	菩提。說法者無法可說。是名說法者。法不	菩 提 說 法 者 無 法 可 說 是 名 說 法 者 法 不 
T85n2737_001:0126c27	受教。眾生受教。佛為眾生。隨根異說。根有	受 教 眾 生 受 教 佛 為 眾 生 隨 根 異 說 根 有 
T85n2737_001:0126c28	種種。說亦如之。上來諸文不同。境界清淨了	種 種 說 亦 如 之 上 來 諸 文 不 同 境 界 清 淨 了 
T85n2737_001:0126c29	　次釋心行清淨。文有四。先舉初文。舉。須	 次 釋 心 行 清 淨 文 有 四 先 舉 初 文 舉 須 
T85n2737_001:0127a01	菩提。白佛言世尊。佛得阿耨多羅三藐三菩	菩 提 白 佛 言 世 尊 佛 得 阿 耨 多 羅 三 藐 三 菩 
T85n2737_001:0127a02	提。為無所得邪者。如來顯說中。有四字句。一	提 為 無 所 得 邪 者 如 來 顯 說 中 有 四 字 句 一 
T85n2737_001:0127a03	印成二出體。三立法。四遮。從此無印。看舉	印 成 二 出 體 三 立 法 四 遮 從 此 無 印 看 舉 
T85n2737_001:0127a04	如是如是者即也。印敬也。從此成。看舉	如是如是 者 即 也 印 敬 也 從 此 成 看 舉 
T85n2737_001:0127a05	　須菩提。我相阿耨多羅三藐三菩提。乃至無	 須 菩 提 我 相 阿耨多羅三藐三菩提 乃 至 無 
T85n2737_001:0127a06	有少法可得。是名阿耨多羅三藐三菩提者。	有 少 法 可 得 是 名 阿耨多羅三藐三菩提 者 
T85n2737_001:0127a07	成也。不可以身得。不可以心得。從此出體看	成 也 不 可 以 身 得 不 可 以 心 得 從 此 出 體 看 
T85n2737_001:0127a08	舉　復次須菩提。是法平等。無有高下。是名	舉 復 次 須 菩 提 是 法 平 等 無有高下 是 名 
T85n2737_001:0127a09	阿耨多羅三藐三菩提者。出體也。	阿耨多羅三藐三菩提 者 出 體 也 
T85n2737_001:0127a10	是法平等有三。一者事平等。二者相平等。三	是 法 平 等 有 三 一 者 事 平 等 二 者 相 平 等 三 
T85n2737_001:0127a11	者性平等。從此第三法。舉　以無我無人。無	者 性 平 等 從 此 第 三 法 舉 以 無 我 無 人 無 
T85n2737_001:0127a12	眾生無受者。立也。法有我眾生。是修皆到。	眾 生 無 受 者 立 也 法 有 我 眾 生 是 修 皆 到 
T85n2737_001:0127a13	縱有善法。則分別俱行。所以不得。無人無	縱 有 善 法 則 分 別 俱 行 所 以 不 得 無 人 無 
T85n2737_001:0127a14	受者。所修皆正。不與分別俱。所以別得。從此	受 者 所 修 皆 正 不 與 分 別 俱 所 以 別 得 從 此 
T85n2737_001:0127a15	以下。何勿名善法。舉修一切善者。如來	以 下 何 勿 名 善 法 舉 修 一 切 善 者 如 來 
T85n2737_001:0127a16	說非善法者。遮也　作勿生名善。舉則得阿	說 非 善 法 者 遮 也 作 勿 生 名 善 舉 則 得 阿 
T85n2737_001:0127a17	耨多羅三藐三菩提者。修一切善。則得阿耨	耨 多 羅 三藐三菩提 者 修 一 切 善 則 得 阿 耨 
T85n2737_001:0127a18	多羅三藐三菩提。大寬遮却。舉。須菩提。所	多 羅 三藐三菩提 大 寬 遮 却 舉 須 菩 提 所 
T85n2737_001:0127a19	言善者。如來說則非善法。是名善法者。遮也。	言 善 者 如 來 說 則 非 善 法 是 名 善 法 者 遮 也 
T85n2737_001:0127a20	意令離文字故　喻女兒作莊。空說不得莊	意 令 離 文 字 故 喻 女 兒 作 莊 空 說 不 得 莊 
T85n2737_001:0127a21	會須開鏡。合然始得莊　次施大利。以法教	會 須 開 鏡 合 然 始 得 莊 次 施 大 利 以 法 教 
T85n2737_001:0127a22	量。舉　須菩提。若三千大千世界中。所有	量 舉 須 菩 提 若 三千大千世界 中 所 有 
T85n2737_001:0127a23	諸須彌山王。如是等七寶聚。有人持用布施。	諸 須 彌 山 王 如 是 等 七 寶 聚 有 人 持用布施 
T85n2737_001:0127a24	以俗譬喻方便顯多。須彌山王。最大故名山	以 俗 譬 喻 方 便 顯 多 須 彌 山 王 最 大 故 名 山 
T85n2737_001:0127a25	王。其山縱橫八萬四千由旬。因地論說。一	王 其 山 縱 橫 八萬四千 由 旬 因 地 論 說 一 
T85n2737_001:0127a26	四天下。有一須彌山須彌山外有七重金山	四 天 下 有 一 須 彌 山 須 彌 山 外 有 七 重 金 山 
T85n2737_001:0127a27	金山之中。有七由海水。水皆八得。八得者。	金 山 之 中 有 七 由 海 水 水 皆 八 得 八 得 者 
T85n2737_001:0127a28	一輕。二冷。三軟。四美。五清淨。六不臭。七飲	一 輕 二 冷 三 軟 四 美 五 清 淨 六 不 臭 七 飲 
T85n2737_001:0127a29	時條適。八飲以無患。是中輕冷軟三種。是	時 條 適 八 飲 以 無 患 是 中 輕 冷 軟 三 種 是 
T85n2737_001:0127b01	觸塵。美一種。是味塵。清淨一種。是色塵。不	觸 塵 美 一 種 是 味 塵 清 淨 一 種 是 色 塵 不 
T85n2737_001:0127b02	臭一種。是香塵。條適無患。是具世力。是八	臭 一 種 是 香 塵 條 適 無 患 是 具 世 力 是 八 
T85n2737_001:0127b03	和合。假名為水。故知。諸大亦是假名　從此	和 合 假 名 為 水 故 知 諸 大 亦 是 假 名 從 此 
T85n2737_001:0127b04	以下。教量。看舉　若人以此般若波羅蜜經。	以 下 教 量 看 舉 若 人 以 此 般若波羅蜜經 
T85n2737_001:0127b05	乃至四句偈等。受持讀誦。為他人說。相前	乃 至 四 句 偈 等 受持讀誦 為 他 人 說 相 前 
T85n2737_001:0127b06	福德。百分不及一。百千萬億分。乃至算數	福 德 百 分 不 及 一 百 千萬億分 乃 至 算 數 
T85n2737_001:0127b07	譬喻。所不能及者。是謂此經。為利大也　從	譬 喻 所 不 能 及 者 是 謂 此 經 為 利 大 也 從 
T85n2737_001:0127b08	此以下。釋第三無妄失念。舉　須菩提。於意	此 以 下 釋 第 三 無 妄 失 念 舉 須 菩 提 於 意 
T85n2737_001:0127b09	云何。汝等勿謂如來作是念。我當度眾生者。	云 何 汝 等 勿 謂 如 來 作 是 念 我 當 度 眾 生 者 
T85n2737_001:0127b10	顯佛無此念也。釋迦遮須菩提。舉　須菩提。	顯 佛 無 此 念 也 釋 迦 遮 須 菩 提 舉 須 菩 提 
T85n2737_001:0127b11	莫作是念者。正遮疑者之所疑也　何以故。	莫 作 是 念 者 正 遮 疑 者 之 所 疑 也 何 以 故 
T85n2737_001:0127b12	自徵遮意。緣何勿事不念。舉　實無有眾生	自 徵 遮 意 緣 何 勿 事 不 念 舉 實 無 有 眾 生 
T85n2737_001:0127b13	如來度者。佛以平智知。平等法平等法界中。	如 來 度 者 佛 以 平 智 知 平 等 法 平 等 法 界 中 
T85n2737_001:0127b14	無實眾生故。意不立眾生相。設使有眾生度	無 實 眾 生 故 意 不 立 眾 生 相 設 使 有 眾 生 度 
T85n2737_001:0127b15	無。舉　若有眾生如來度者。如來則有我人	無 舉 若 有 眾 生 如 來 度 者 如 來 則 有 我 人 
T85n2737_001:0127b16	眾生受者。就彼解也據佛法。有眾生無舉	眾 生 受 者 就 彼 解 也 據 佛 法 有 眾 生 無 舉 
T85n2737_001:0127b17	　須菩提。如來說有我者。則非有我者。但有	 須 菩 提 如 來 說 有 我 者 則 非 有 我 者 但 有 
T85n2737_001:0127b18	我相。非實我故。何誰有我。舉。而凡夫之人。	我 相 非 實 我 故 何 誰 有 我 舉 而 凡 夫 之 人 
T85n2737_001:0127b19	以為有我者。是彼外道到見。雖有我見。不見	以 為 有 我 者 是 彼 外 道 到 見 雖 有 我 見 不 見 
T85n2737_001:0127b20	我有。不見佛性。無般若故　誦曰。凡夫人	我 有 不 見 佛 性 無 般 若 故 誦 曰 凡 夫 人 
T85n2737_001:0127b21	妄相起貪嗔。日日憂他死。寧愁自己身。又曰。	妄 相 起 貪 嗔 日 日 憂 他 死 寧 愁 自 己 身 又 曰 
T85n2737_001:0127b22	眾生福業薄。不堪受法藥。破袋盛真珠。出門	眾 生 福 業 薄 不 堪 受 法 藥 破 袋 盛 真 珠 出 門 
T85n2737_001:0127b23	還漏却　凡夫有無。舉　須菩提。凡夫者。	還 漏 却 凡 夫 有 無 舉 須 菩 提 凡 夫 者 
T85n2737_001:0127b24	如來說則非凡夫者。是佛真智也。以凡夫見	如 來 說 則 非 凡 夫 者 是 佛 真 智 也 以 凡 夫 見 
T85n2737_001:0127b25	如來。亦凡夫謂佛為惡人。共佛事利故　誦	如 來 亦 凡 夫 謂 佛 為 惡 人 共 佛 事 利 故 誦 
T85n2737_001:0127b26	曰。凡夫相何似。總是淨虛無。識心除妄想。捨	曰 凡 夫 相 何 似 總 是 淨 虛 無 識 心 除 妄 想 捨 
T85n2737_001:0127b27	報利凡夫。次釋現見法身。有六字句。先舉初	報 利 凡 夫 次 釋 現 見 法 身 有 六 字 句 先 舉 初 
T85n2737_001:0127b28	文。舉　須菩提。於意云何。可以三十二相。	文 舉 須 菩 提 於意云何 可 以 三十二相 
T85n2737_001:0127b29	觀如來不者。審問也　妙相者即智深智深	觀 如 來 不 者 審 問 也 妙 相 者 即 智 深 智 深 
T85n2737_001:0127c01	者四智菩提也審問竟。舉　須菩提言。如是	者 四 智 菩 提 也 審 問 竟 舉 須 菩 提 言 如 是 
T85n2737_001:0127c02	如是。以三十二相。觀如來者。誤答也。餘類無	如 是 以 三十二相 觀 如 來 者 誤 答 也 餘 類 無 
T85n2737_001:0127c03	此相。是不共法　從此以下。釋迦呵須菩提。	此 相 是 不 共 法 從 此 以 下 釋 迦 呵 須 菩 提 
T85n2737_001:0127c04	舉　佛言須菩提。若以三十二相。觀如來者。	舉 佛 言 須 菩 提 若 以 三十二相 觀 如 來 者 
T85n2737_001:0127c05	轉輪聖王。則是如來者。阿難也。呵令捨	轉輪聖王 則 是 如 來 者 阿 難 也 呵 令 捨 
T85n2737_001:0127c06	邪難。令入正。此相望例。出不定過　從此以	邪 難 令 入 正 此 相 望 例 出 不 定 過 從 此 以 
T85n2737_001:0127c07	下。正解。看舉　須菩提。白佛言世尊。如我解	下 正 解 看 舉 須 菩 提 白 佛 言 世 尊 如 我 解 
T85n2737_001:0127c08	佛所說義。不應以三十二相。觀如來者。正	佛 所 說 義 不 應 以 三十二相 觀 如 來 者 正 
T85n2737_001:0127c09	解也。得正難已。正解生故　從此須菩提伏	解 也 得 正 難 已 正 解 生 故 從 此 須 菩 提 伏 
T85n2737_001:0127c10	也　相貌理無如來。從此第五示現令見。舉	也 相 貌 理 無 如 來 從 此 第 五 示 現 令 見 舉 
T85n2737_001:0127c11	　爾時世尊。而說偈言。若以色見我。以音	 爾 時 世 尊 而 說 偈 言 若 以 色 見 我 以 音 
T85n2737_001:0127c12	聲。求我。是人行邪道。不能見如來。偈言者。	聲 求 我 是 人 行 邪 道 不 能 見 如 來 偈 言 者 
T85n2737_001:0127c13	示現令見也　色見我者。相好觀也　音聲	示 現 令 見 也 色 見 我 者 相 好 觀 也 音 聲 
T85n2737_001:0127c14	求我者。說法觀也　行邪道者。相非如來。生	求 我 者 說 法 觀 也 行 邪 道 者 相 非 如 來 生 
T85n2737_001:0127c15	如來想。此妄想心。非正見故。不能見如來者。	如 來 想 此 妄 想 心 非 正 見 故 不 能 見 如 來 者 
T85n2737_001:0127c16	不如來妙法身故　觀有二種。一正觀。二邪	不 如 來 妙 法 身 故 觀 有 二 種 一 正 觀 二 邪 
T85n2737_001:0127c17	觀。正觀有五。一色蘊如聚末。二受蘊如浮	觀 正 觀 有 五 一 色 蘊 如 聚 末 二 受 蘊 如 浮 
T85n2737_001:0127c18	泡。三相蘊如陽焰。四行蘊如巴椒。五識蘊如	泡 三 相 蘊 如 陽 焰 四 行 蘊 如 巴 椒 五 識 蘊 如 
T85n2737_001:0127c19	幻化　從此以下。拔彼疑心。看舉。須菩提。	幻 化 從 此 以 下 拔 彼 疑 心 看 舉 須 菩 提 
T85n2737_001:0127c20	須若作是念。如來不以具足相故。得阿耨多	須 若 作 是 念 如 來 不 以 具 足 相 故 得 阿 耨 多 
T85n2737_001:0127c21	羅三藐三菩提者。拔彼疑心也。語稍難解者。	羅 三藐三菩提 者 拔 彼 疑 心 也 語 稍 難 解 者 
T85n2737_001:0127c22	以相言中少一。豈字又相語末。少一。邪字	以 相 言 中 少 一 豈 字 又 相 語 末 少 一 邪 字 
T85n2737_001:0127c23	實生如是疑。舉　須菩提。莫作是念者。遮彼	實 生 如 是 疑 舉 須 菩 提 莫 作 是 念 者 遮 彼 
T85n2737_001:0127c24	疑也　從此以下。示現正義看舉　如來不	疑 也 從 此 以 下 示 現 正 義 看 舉 如 來 不 
T85n2737_001:0127c25	以具足相故。得阿耨多羅三藐三菩提者。教	以 具 足 相 故 得阿耨多羅三藐三菩提 者 教 
T85n2737_001:0127c26	令解也。阿耨菩提。當不可得。云何修具。能	令 解 也 阿耨菩提 當 不 可 得 云 何 修 具 能 
T85n2737_001:0127c27	為得因　次下當釋生死涅槃地。降伏有住	為 得 因 次 下 當 釋 生死涅槃 地 降 伏 有 住 
T85n2737_001:0127c28	心。得無住處。相中有二。先說不住無為。後	心 得 無 住 處 相 中 有 二 先 說 不 住 無 為 後 
T85n2737_001:0127c29	說不住有為。不住有為文有一訟。不住染。五	說 不 住 有 為 不 住 有 為 文 有 一 訟 不 住 染 五 
T85n2737_001:0128a01	欣佛妙智。六熾然精進。相中有二。先舉初	欣 佛 妙 智 六 熾然精進 相 中 有 二 先 舉 初 
T85n2737_001:0128a02	文。舉　須菩提。汝若作是念。發阿耨多羅三	文 舉 須 菩 提 汝 若 作 是 念 發 阿 耨 多 羅 三 
T85n2737_001:0128a03	藐三菩提者。說法斷滅者。呵也。說諸法斷滅	藐 三 菩 提 者 說 法 斷 滅 者 呵 也 說 諸 法 斷 滅 
T85n2737_001:0128a04	無。舉。莫作是念者。教也。除相取故。莫立相	無 舉 莫 作 是 念 者 教 也 除 相 取 故 莫 立 相 
T85n2737_001:0128a05	趣　何以故。徵也。求正義故。從此以下。釋	趣 何 以 故 徵 也 求 正 義 故 從 此 以 下 釋 
T85n2737_001:0128a06	迦分疎。舉。發阿耨多羅三藐三菩提者。相法	迦 分 疎 舉 發 阿耨多羅三藐三菩提 者 相 法 
T85n2737_001:0128a07	不說斷相者。釋迦也　一切總是法身作。如	不 說 斷 相 者 釋 迦 也 一 切 總 是 法 身 作 如 
T85n2737_001:0128a08	何簡辨。須菩提。不捨生死。不入涅槃。眾生	何 簡 辨 須 菩 提 不 捨 生 死 不入涅槃 眾 生 
T85n2737_001:0128a09	界無盡。菩薩願亦然　從此以下。第二了知	界 無 盡 菩 薩 願 亦 然 從 此 以 下 第 二 了 知 
T85n2737_001:0128a10	諸行。舉　須菩提。若菩薩。以滿恒河沙等界。	諸 行 舉 須 菩 提 若 菩 薩 以 滿 恒 河 沙 等 界 
T85n2737_001:0128a11	七寶布施者。第二了知諸行也　從此以下。	七 寶 布 施 者 第 二 了 知 諸 行 也 從 此 以 下 
T85n2737_001:0128a12	功德大小。舉　若復有人。知一切法無我。得	功 德 大 小 舉 若 復 有 人 知一切法 無 我 得 
T85n2737_001:0128a13	成於忍。此菩薩。勝前菩薩所得功德者。了知	成 於 忍 此 菩 薩 勝 前 菩 薩 所得功德 者 了 知 
T85n2737_001:0128a14	諸行無染著故。從此釋勝所由。緣何勿事勝。	諸 行 無 染 著 故 從 此 釋 勝 所 由 緣 何 勿 事 勝 
T85n2737_001:0128a15	舉　須菩提。以諸菩薩。不受福德故。釋知勝	舉 須 菩 提 以 諸 菩 薩 不 受 福 德 故 釋 知 勝 
T85n2737_001:0128a16	所由也。知無我以不受福德故。菩薩行有二。	所 由 也 知 無 我 以 不 受 福 德 故 菩 薩 行 有 二 
T85n2737_001:0128a17	一自利行二利他行。故云菩薩不受福德。受	一 自 利 行 二 利 他 行 故 云 菩 薩 不 受 福 德 受 
T85n2737_001:0128a18	敬不受。是菩薩行不受非菩薩行。受敬不捨。	敬 不 受 是 菩 薩 行 不 受 非 菩 薩 行 受 敬 不 捨 
T85n2737_001:0128a19	非菩薩行。菩薩行行由如大地故。名不受福	非 菩 薩 行 菩 薩 行 行 由 如 大 地 故 名 不 受 福 
T85n2737_001:0128a20	德　從此善現　生疑菩薩不受福得。舉　須	德 從 此 善 現 生 疑 菩 薩 不 受 福 得 舉 須 
T85n2737_001:0128a21	菩提。白佛言世尊。云何菩薩。不受福德者。	菩 提 白 佛 言 世 尊 云 何 菩 薩 不 受 福 德 者 
T85n2737_001:0128a22	善現生疑也。未能了達不受義故　從此釋	善 現 生 疑 也 未 能 了 達 不 受 義 故 從 此 釋 
T85n2737_001:0128a23	看。為何勿不受福得。舉　須菩提。菩薩所	看 為 何 勿 不 受 福 得 舉 須 菩 提 菩 薩 所 
T85n2737_001:0128a24	作福德。不應貪著。是故說不受福德。如來	作 福 德 不應貪著 是 故 說 不 受 福 德 如 來 
T85n2737_001:0128a25	重釋也。知法無我者。不著我所故。菩薩退果	重 釋 也 知 法 無 我 者 不 著 我 所 故 菩 薩 退 果 
T85n2737_001:0128a26	不退行　凡夫人行果俱退。聲聞人行果俱	不 退 行 凡 夫 人 行 果 俱 退 聲 聞 人 行 果 俱 
T85n2737_001:0128a27	不退　從此第三。入佛威儀。舉　須菩提若	不 退 從 此 第 三 入 佛 威 儀 舉 須 菩 提 若 
T85n2737_001:0128a28	有人言。如來若來若去。若坐若臥。是人不解	有 人 言 如 來 若 來 若 去 若 坐 若 臥 是 人 不 解 
T85n2737_001:0128a29	我所說義。第三入佛威儀也。闕住威儀。所以	我 所 說 義 第 三 入 佛 威 儀 也 闕 住 威 儀 所 以 
T85n2737_001:0128b01	大人。不合住威儀。立亦如之。不解如來所說	大 人 不 合 住 威 儀 立 亦 如 之 不 解 如 來 所 說 
T85n2737_001:0128b02	義　何以故者。如來自徵。現見威儀。云何不	義 何 以 故 者 如 來 自 徵 現 見 威 儀 云 何 不 
T85n2737_001:0128b03	解。舉　如來者。無所從來。亦無所去。故名如	解 舉 如 來 者 無所從來 亦 無 所 去 故 名 如 
T85n2737_001:0128b04	來者。佛還自解。坐不離行。行不離坐。意諸法	來 者 佛 還 自 解 坐 不 離 行 行 不 離 坐 意 諸 法 
T85n2737_001:0128b05	無定相　從此以下。第四輪迴不染相中有	無 定 相 從 此 以 下 第 四 輪 迴 不 染 相 中 有 
T85n2737_001:0128b06	二。先舉初文。舉　須菩提。若善男子善女人。	二 先 舉 初 文 舉 須 菩 提 若 善 男 子 善 女 人 
T85n2737_001:0128b07	以三千大千世界。碎為微塵。於意云何。是微	以 三千大千世界 碎 為 微 塵 於意云何 是 微 
T85n2737_001:0128b08	塵眾。寧為多不。第四輪迴不染也。相中有	塵 眾 寧 為 多 不 第 四 輪 迴 不 染 也 相 中 有 
T85n2737_001:0128b09	二。先遣細相。無塵即不染。後遣麁相。無麁即	二 先 遣 細 相 無 塵 即 不 染 後 遣 麁 相 無 麁 即 
T85n2737_001:0128b10	不著。問微塵眾。寧為多不　甚多世尊。是略	不 著 問 微 塵 眾 寧 為 多 不 甚 多 世 尊 是 略 
T85n2737_001:0128b11	答　何以故釋。舉　若是微塵眾實有者。佛	答 何 以 故 釋 舉 若 是 微 塵 眾 實 有 者 佛 
T85n2737_001:0128b12	則不說是微塵眾者。先自是塵不須拆故。實	則 不 說 是 微 塵 眾 者 先 自 是 塵 不 須 拆 故 實 
T85n2737_001:0128b13	塵能染　不可離故。既無實塵　所以者何	塵 能 染 不 可 離 故 既 無 實 塵 所以者何 
T85n2737_001:0128b14	　更重徵起　釋迦分疎。舉。佛說微塵眾。則非	 更 重 徵 起 釋 迦 分 疎 舉 佛 說 微 塵 眾 則 非 
T85n2737_001:0128b15	微塵眾者。假想分拆。無實塵故　從此破相。	微 塵 眾 者 假 想 分 拆 無 實 塵 故 從 此 破 相 
T85n2737_001:0128b16	看舉。世尊如來所說。三千大千世界。則非	看 舉 世 尊 如 來 所 說 三千大千世界 則 非 
T85n2737_001:0128b17	世界。是名世界者遣麁相也。先遣次釋後印。	世 界 是 名 世 界 者 遣 麁 相 也 先 遣 次 釋 後 印 
