T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0638b16	衣。佛著中衣。今不聽過等。聽著下衣。常人	衣 佛 著 中 衣 今 不 聽 過 等 聽 著 下 衣 常 人 
T85n2788_001:0638b17	則下中下衣也。	則 下 中 下 衣 也 
T85n2788_001:0638b18	四波羅提提舍尼　義言句句悔。亦言他邊	四波羅提提舍尼 義 言 句 句 悔 亦 言 他 邊 
T85n2788_001:0638b19	悔。輕前三篇。重後眾學。名為可羞罪。亦向一	悔 輕 前 三 篇 重 後 眾 學 名 為 可 羞 罪 亦 向 一 
T85n2788_001:0638b20	比丘對手悔。無病白衣家內非親理尼邊自	比 丘 對 手 悔 無 病 白 衣 家 內 非 親 理 尼 邊 自 
T85n2788_001:0638b21	手受食。時世飢儉。衣食難得。華色尼有德。又	手 受 食 時 世 飢 儉 衣 食 難 得 華 色 尼 有 德 又 
T85n2788_001:0638b22	多知識隨其所須悉皆得之。入城乞食。見諸	多 知 識 隨 其 所 須 悉 皆 得 之 入 城 乞 食 見 諸 
T85n2788_001:0638b23	比丘所少。所無悉以與之。如是三日。飢悶倒	比 丘 所 少 所 無 悉 以 與 之 如 是 三 日 飢 悶 倒 
T85n2788_001:0638b24	地。居士見之。令婦將歸。與術乃蘇。問其所	地 居 士 見 之 令 婦 將 歸 與 術 乃 蘇 問 其 所 
T85n2788_001:0638b25	由。知已慊諸比丘貪受無節。因是制戒。如戒	由 知 已 慊 諸 比 丘 貪 受 無 節 因 是 制 戒 如 戒 
T85n2788_001:0638b26	文說。若比丘無病。聚落中受非親理尼十五	文 說 若 比 丘 無 病 聚 落 中 受 非 親 理 尼 十 五 
T85n2788_001:0638b27	種食犯此犯。應向餘比丘悔。十五種上藥中	種 食 犯 此 犯 應 向 餘 比 丘 悔 十 五 種 上 藥 中 
T85n2788_001:0638b28	已說。若病若親理尼。若天祠中少人中與。若	已 說 若 病 若 親 理 尼 若 天 祠 中 少 人 中 與 若 
T85n2788_001:0638b29	沙門住處與。若聚落外與。比丘尼房舍中與。	沙 門 住 處 與 若 聚 落 外 與 比 丘 尼 房 舍 中 與 
T85n2788_001:0638c01	人取之悉無犯也。僧倉庫知事人所住處名	人 取 之 悉 無 犯 也 僧 倉 庫 知 事 人 所 住 處 名 
T85n2788_001:0638c02	沙門住處也。	沙 門 住 處 也 
T85n2788_001:0638c03	第二諸比丘白衣家請食　是中一比丘尼立	第 二 諸 比 丘 白 衣 家 請 食 是 中 一 比 丘 尼 立 
T85n2788_001:0638c04	指衣。與是比丘食。居士請佛及二部眾僧。助	指 衣 與 是 比 丘 食 居 士 請 佛 及 二 部 眾 僧 助 
T85n2788_001:0638c05	調達尼為六群故如是教與。居士慊之。佛因	調 達 尼 為 六 群 故 如 是 教 與 居 士 慊 之 佛 因 
T85n2788_001:0638c06	結戒。一切比丘受尼所教與。食無一呵者一	結 戒 一 切 比 丘 受 尼 所 教 與 食 無 一 呵 者 一 
T85n2788_001:0638c07	切比丘得罪。所犯及悔如戒文。若二部僧第	切 比 丘 得 罪 所 犯 及 悔 如 戒 文 若 二 部 僧 第 
T85n2788_001:0638c08	一部僧呵。語第二部亦名為語。若居士舍小	一 部 僧 呵 語 第 二 部 亦 名 為 語 若 居 士 舍 小 
T85n2788_001:0638c09	不相容受。僧前後求食。別坐食。別入別出	不 相 容 受 僧 前 後 求 食 別 坐 食 別 入 別 出 
T85n2788_001:0638c10	者。是中入者應問出者。何比丘尼教檀越與	者 是 中 入 者 應 問 出 者 何 比 丘 尼 教 檀 越 與 
T85n2788_001:0638c11	比丘食。答言。某尼。問。約勅不。答言。已勅。是	比 丘 食 答 言 某 尼 問 約 勅 不 答 言 已 勅 是 
T85n2788_001:0638c12	入比丘亦名約勅。又前後來僧知同一主人。	入 比 丘 亦 名 約 勅 又 前 後 來 僧 知 同 一 主 人 
T85n2788_001:0638c13	出入城門時。入者應問出者。若出者未語。入	出 入 城 門 時 入 者 應 問 出 者 若 出 者 未 語 入 
T85n2788_001:0638c14	者應語。出者語入者亦名為語。入者語出者	者 應 語 出 者 語 入 者 亦 名 為 語 入 者 語 出 者 
T85n2788_001:0638c15	亦名為語也。	亦 名 為 語 也 
T85n2788_001:0638c16	第三有諸學家作學羯磨　象師首羅見諦得	第 三 有 諸 學 家 作 學 羯 磨 象 師 首 羅 見 諦 得 
T85n2788_001:0638c17	初道。信樂三寶。常好布施。無極殷富。後遂貧	初 道 信 樂 三 寶 常 好 布 施 無 極 殷 富 後 遂 貧 
T85n2788_001:0638c18	乏諸居士輩識共呵責。施者不知量。受者應	乏 諸 居 士 輩 識 共 呵 責 施 者 不 知 量 受 者 應 
T85n2788_001:0638c19	知量。佛因是為學家作白二羯磨。一切五眾	知 量 佛 因 是 為 學 家 作 白二羯磨 一 切 五 眾 
T85n2788_001:0638c20	入是家不得受食。如是比家皆應如是道。羅	入 是 家 不 得 受 食 如 是 比 家 皆 應 如 是 道 羅 
T85n2788_001:0638c21	聞之求捨。羯磨僧應量宜捨不捨。若彼財物	聞 之 求 捨 羯 磨 僧 應 量 宜 捨 不 捨 若 彼 財 物 
T85n2788_001:0638c22	不增。乞與不與不應為捨。彼財物增長者。乞	不 增 乞 與 不 與 不 應 為 捨 彼 財 物 增 長 者 乞 
T85n2788_001:0638c23	與不與皆應為捨。若不增不減乞應為捨。不	與 不 與 皆 應 為 捨 若 不增不減 乞 應 為 捨 不 
T85n2788_001:0638c24	乞不為捨。捨作白四捨學家羯磨時。若五眾	乞 不 為 捨 捨 作 白 四 捨 學 家 羯 磨 時 若 五 眾 
T85n2788_001:0638c25	先不受彼家請。受其十五種食悉犯此戒。皆	先 不 受 彼 家 請 受 其 十 五 種 食 悉 犯 此 戒 皆 
T85n2788_001:0638c26	應如是戒文悔也。	應 如 是 戒 文 悔 也 
T85n2788_001:0638c27	第四有僧阿練若住處乃至不精舍外受飲食	第 四 有 僧 阿 練 若 住 處 乃 至 不 精 舍 外 受 飲 食 
T85n2788_001:0638c28	　精舍內受飲食。去村十里空處無人名阿	 精 舍 內 受 飲 食 去 村 十 里 空 處 無 人 名 阿 
T85n2788_001:0638c29	縺若處。乃至恐失水器名為疑處。乃至惡比	縺 若 處 乃 至 恐 失 水 器 名 為 疑 處 乃 至 惡 比 
T85n2788_001:0639a01	丘名為畏處。精舍內外應言界內外耶。時佛	丘 名 為 畏 處 精 舍 內 外 應 言 界 內 外 耶 時 佛 
T85n2788_001:0639a02	與僧伽羅衛國。於彼空閑而共止住。諸釋向	與 僧 伽 羅 衛 國 於 彼 空 閑 而 共 止 住 諸 釋 向 
T85n2788_001:0639a03	暮得妙食。時常為佛僧留分時明。明旦各各	暮 得 妙 食 時 常 為 佛 僧 留 分 時 明 明 旦 各 各 
T85n2788_001:0639a04	遣諸婦女。寶衣嚴身。送食僧坊。尼拘盧林先	遣 諸 婦 女 寶 衣 嚴 身 送 食 僧 坊 尼 拘 盧 林 先 
T85n2788_001:0639a05	有惡賊。聞聲來出剝脫衣服。婦女失衣裸形。	有 惡 賊 聞 聲 來 出 剝 脫 衣 服 婦 女 失 衣 裸 形 
T85n2788_001:0639a06	六群比丘自往取受言。是食好授與我來。婦	六群比丘 自 往 取 受 言 是 食 好 授 與 我 來 婦 
T85n2788_001:0639a07	女減怨以為無慈不愍。我等唯食是欲佛。以	女 減 怨 以 為 無 慈 不 愍 我 等 唯 食 是 欲 佛 以 
T85n2788_001:0639a08	盈衣各施一。通奉食已走去。因是結戒。要	盈 衣 各 施 一 通 奉 食 已 走 去 因 是 結 戒 要 
T85n2788_001:0639a09	備五德。白二羯磨差遣。將諸淨入難處迎食。	備 五 德 白二羯磨 差 遣 將 諸 淨 入 難 處 迎 食 
T85n2788_001:0639a10	似有見賊。遣彼令還。遣彼令還而彼強來無	似 有 見 賊 遣 彼 令 還 遣 彼 令 還 而 彼 強 來 無 
T85n2788_001:0639a11	犯。若僧不迎悉犯此戒。不差而迎亦犯此戒。	犯 若 僧 不 迎 悉 犯 此 戒 不 差 而 迎 亦 犯 此 戒 
T85n2788_001:0639a12	若界內事起慊責及僧。僧界外有事。非僧之	若 界 內 事 起 慊 責 及 僧 僧 界 外 有 事 非 僧 之 
T85n2788_001:0639a13	咎。僧所差人界內迎之界外。不差自迎無犯。	咎 僧 所 差 人 界 內 迎 之 界 外 不 差 自 迎 無 犯 
T85n2788_001:0639a14	六群比丘既不被差。又不出界外。而界內自	六群比丘 既 不 被 差 又 不 出 界 外 而 界 內 自 
T85n2788_001:0639a15	迎。所以被責也。此中第五德。謂知有知無餘	迎 所 以 被 責 也 此 中 第 五 德 謂 知 有 知 無 餘 
T85n2788_001:0639a16	四悉同也。	四 悉 同 也 
T85n2788_001:0639a17	眾學法者　始時無師。未有教戒。初犯威儀	眾 學 法 者 始 時 無 師 未 有 教 戒 初 犯 威 儀 
T85n2788_001:0639a18	故。先制眾學法。細微數犯故以眾為名。難慎	故 先 制 眾 學 法 細 微 數 犯 故 以 眾 為 名 難 慎 
T85n2788_001:0639a19	難行。留之宜漸。自非體足斯能無失。故勸	難 行 留 之 宜 漸 自 非 體 足 斯 能 無 失 故 勸 
T85n2788_001:0639a20	以當學。許其心悔。餘四篇方便突吉羅者。要	以 當 學 許 其 心 悔 餘 四 篇 方 便 突 吉 羅 者 要 
T85n2788_001:0639a21	向人悔過。	向 人 悔 過 
T85n2788_001:0639a22	著內衣十二被衣四事　佛見諸比丘。皆不	著 內 衣 十 二 被 衣 四 事 佛 見 諸 比 丘 皆 不 
T85n2788_001:0639a23	如法而禮俗悉爾。人無譏慊。然容止不正。斯	如 法 而 禮 俗 悉 爾 人 無 譏 慊 然 容 止 不 正 斯 
T85n2788_001:0639a24	非聖儀。若直制先因則不允。常習乃遠尋去	非 聖 儀 若 直 制 先 因 則 不 允 常 習 乃 遠 尋 去 
T85n2788_001:0639a25	來。諸佛儀房近觀現在淨居天之法。法皆中	來 諸 佛 儀 房 近 觀 現 在 淨 居 天 之 法 法 皆 中 
T85n2788_001:0639a26	過不如所見。即為結戒令學律行也。	過 不 如 所 見 即 為 結 戒 令 學 律 行 也 
T85n2788_001:0639a27	內聖儀衣十二事　著內衣應踝上四寸。上	內 聖 儀 衣 十 二 事 著 內 衣 應 踝 上 四 寸 上 
T85n2788_001:0639a28	下降一寸為高下也。下角互悉為參也。前腰	下 降 一 寸 為 高 下 也 下 角 互 悉 為 參 也 前 腰 
T85n2788_001:0639a29	間攝而下。悉如釿斧鋤頭故。或言釿頭。或言	間 攝 而 下 悉 如 釿 斧 鋤 頭 故 或 言 釿 頭 或 言 
T85n2788_001:0639b01	鋤頭也。腰已下或攝或縫。上下兩頭尖中央	鋤 頭 也 腰 已 下 或 攝 或 縫 上 下 兩 頭 尖 中 央 
T85n2788_001:0639b02	廣。名為多羅樹葉也。展上角長悉名為象鼻	廣 名 為 多 羅 樹 葉 也 展 上 角 長 悉 名 為 象 鼻 
T85n2788_001:0639b03	也。腰間槃屈揣之名[麩夫+少]揣也。於前近上細攝	也 腰 間 槃 屈 揣 之 名 [麩夫少] 揣 也 於 前 近 上 細 攝 
T85n2788_001:0639b04	兩邊名細攝也。上兩邊攝來相就作鳥耳。名	兩 邊 名 細 攝 也 上 兩 邊 攝 來 相 就 作 鳥 耳 名 
T85n2788_001:0639b05	為鳥耳。如差帶撰下。名為生起也。一切生疏	為 鳥 耳 如 差 帶 撰 下 名 為 生 起 也 一 切 生 疏 
T85n2788_001:0639b06	重之得著也。	重 之 得 著 也 
T85n2788_001:0639b07	具足如法無上眾過名周齊被衣四事　被上	具 足 如 法 無 上 眾 過 名 周 齊 被 衣 四 事 被 上 
T85n2788_001:0639b08	衣應高內衣二寸。異是名高下也。兩角互悉	衣 應 高 內 衣 二 寸 異 是 名 高 下 也 兩 角 互 悉 
T85n2788_001:0639b09	名參差也。無此三過周圓皆正名周齊也。好	名 參 差 也 無 此 三 過 周 圓 皆 正 名 周 齊 也 好 
T85n2788_001:0639b10	覆身二事。六群從佛受居士請。入時自看胸	覆 身 二 事 六 群 從 佛 受 居 士 請 入 時 自 看 胸 
T85n2788_001:0639b11	臆臂肘。居士慊之。因制。善覆坐亦如是。凡	臆 臂 肘 居 士 慊 之 因 制 善 覆 坐 亦 如 是 凡 
T85n2788_001:0639b12	言內謂內界。內界有三處。白衣界內眾。僧界。	言 內 謂 內 界 內 界 有 三 處 白 衣 界 內 眾 僧 界 
T85n2788_001:0639b13	內因復廣制一切處。有慊悉不得。若心放逸。	內 因 復 廣 制 一 切 處 有 慊 悉 不 得 若 心 放 逸 
T85n2788_001:0639b14	雖無嫌皆亦不得也。	雖 無 嫌 皆 亦 不 得 也 
T85n2788_001:0639b15	善攝身二事　六群入家蹤[跳兆+(轍車)]不視踰。壞器	善 攝 身 二 事 六 群 入 家 蹤 [跳兆轍車] 不 視 踰 壞 器 
T85n2788_001:0639b16	物床如盲人。既制善入。又不善坐過亦同入	物 床 如 盲 人 既 制 善 入 又 不 善 坐 過 亦 同 入 
T85n2788_001:0639b17	譏。復制不聽。	譏 復 制 不 聽 
T85n2788_001:0639b18	不高視二事　六群從佛入城受請。長者婦	不 高 視 二 事 六 群 從 佛 入 城 受 請 長 者 婦 
T85n2788_001:0639b19	女樓上觀之言。此是世尊。此是舍利弗等。如	女 樓 上 觀 之 言 此 是 世 尊 此 是 舍 利 弗 等 如 
T85n2788_001:0639b20	是六群。六群仰視言。此黑此白。此長此短。婦	是 六 群 六 群 仰 視 言 此 黑 此 白 此 長 此 短 婦 
T85n2788_001:0639b21	女恚言。我非汝婦。亦非私通。何以用相。六群	女 恚 言 我 非 汝 婦 亦 非 私 通 何 以 用 相 六 群 
T85n2788_001:0639b22	答言。我自從佛。何豫汝事。而言六群因制。入	答 言 我 自 從 佛 何 豫 汝 事 而 言 六 群 因 制 入 
T85n2788_001:0639b23	時亦不得高視。坐亦如是。	時 亦 不 得 高 視 坐 亦 如 是 
T85n2788_001:0639b24	不呵二事　六群比丘入時更相謂言。昨日	不 呵 二 事 六群比丘 入 時 更 相 謂 言 昨 日 
T85n2788_001:0639b25	飲食美好。次第等與床敷亦好。今日不好。居	飲 食 美 好 次 第 等 與 床 敷 亦 好 今 日 不 好 居 
T85n2788_001:0639b26	士恚言。沙門釋子不種不獲。但能噉食。出他	士 恚 言 沙 門 釋 子 不 種 不 獲 但 能 噉 食 出 他 
T85n2788_001:0639b27	眾過。因制呵。入坐亦如是也。	眾 過 因 制 呵 入 坐 亦 如 是 也 
T85n2788_001:0639b28	不高叡二事　六群高叡入坐。居士責言。如	不 高 叡 二 事 六 群 高 叡 入 坐 居 士 責 言 如 
T85n2788_001:0639b29	波羅門法。	波 羅 門 法 
T85n2788_001:0639c01	蹲行坐二事　居士嫌六群蹲行。如截脚人。	蹲 行 坐 二 事 居 士 嫌 六 群 蹲 行 如 截 脚 人 
T85n2788_001:0639c02	蹲坐波羅門法也。	蹲 坐 波 羅 門 法 也 
T85n2788_001:0639c03	覆頭二事　居士嫌六群覆頭。行坐如似伺	覆 頭 二 事 居 士 嫌 六 群 覆 頭 行 坐 如 似 伺 
T85n2788_001:0639c04	捕也。	捕 也 
T85n2788_001:0639c05	襆頭二事　居士嫌六群襆頭。行坐如王如	襆 頭 二 事 居 士 嫌 六 群 襆 頭 行 坐 如 王 如 
T85n2788_001:0639c06	大臣法也。	大 臣 法 也 
T85n2788_001:0639c07	不隱人身二事　居士嫌六群肘隱人。行坐	不 隱 人 身 二 事 居 士 嫌 六 群 肘 隱 人 行 坐 
T85n2788_001:0639c08	如王如大臣涉也。	如 王 如 大 臣 涉 也 
T85n2788_001:0639c09	不扠腰二事　居士嫌六群扠腰。行坐如王	不 扠 腰 二 事 居 士 嫌 六 群 扠 腰 行 坐 如 王 
T85n2788_001:0639c10	如大臣法。	如 大 臣 法 
T85n2788_001:0639c11	不扠衣二事　居士嫌六群左右抄衣。行坐	不 扠 衣 二 事 居 士 嫌 六 群 左 右 抄 衣 行 坐 
T85n2788_001:0639c12	如王如大臣法。	如 王 如 大 臣 法 
T85n2788_001:0639c13	不遍抄二事　居士嫌六群遍抄衣。行坐猶	不 遍 抄 二 事 居 士 嫌 六 群 遍 抄 衣 行 坐 猶 
T85n2788_001:0639c14	如王大臣法也。	如 王 大 臣 法 也 
T85n2788_001:0639c15	不覆左右肩二事　居士嫌六群行坐衣。覆	不 覆 左 右 肩 二 事 居 士 嫌 六 群 行 坐 衣 覆 
T85n2788_001:0639c16	右肩同舉左肩上。如王大臣法也。	右 肩 同 舉 左 肩 上 如 王 大 臣 法 也 
T85n2788_001:0639c17	不挑臂二事　居士嫌六群挑臂。行坐如種	不 挑 臂 二 事 居 士 嫌 六 群 挑 臂 行 坐 如 種 
T85n2788_001:0639c18	穀人也。	穀 人 也 
T85n2788_001:0639c19	不搖肩二事　居士嫌六群搖肩。行坐如王	不 搖 肩 二 事 居 士 嫌 六 群 搖 肩 行 坐 如 王 
T85n2788_001:0639c20	大臣法。	大 臣 法 
T85n2788_001:0639c21	不搖頭二事　居士嫌六群搖頭。行坐狀如	不 搖 頭 二 事 居 士 嫌 六 群 搖 頭 行 坐 狀 如 
T85n2788_001:0639c22	鬼捉。	鬼 捉 
T85n2788_001:0639c23	不搖身二事　居士嫌六群搖身。行坐狀似	不 搖 身 二 事 居 士 嫌 六 群 搖 身 行 坐 狀 似 
T85n2788_001:0639c24	舞人也。	舞 人 也 
T85n2788_001:0639c25	不携手內　居士嫌六群携手入內。如王大	不 携 手 內 居 士 嫌 六 群 携 手 入 內 如 王 大 
T85n2788_001:0639c26	臣也。	臣 也 
T85n2788_001:0639c27	不携手坐內　居士嫌六群言。我請多僧。長	不 携 手 坐 內 居 士 嫌 六 群 言 我 請 多 僧 長 
T85n2788_001:0639c28	老相近坐。六群言。何不廣敷坐處。令我等相	老 相 近 坐 六 群 言 何 不 廣 敷 坐 處 令 我 等 相 
T85n2788_001:0639c29	近坐耶。	近 坐 耶 
T85n2788_001:0640a01	不蹻脚入　居士嫌六群蹻一脚。行入如王	不 蹻 脚 入 居 士 嫌 六 群 蹻 一 脚 行 入 如 王 
T85n2788_001:0640a02	大臣。蹻音云蹻遍攝一脚耶。	大 臣 蹻 音 云 蹻 遍 攝 一 脚 耶 
T85n2788_001:0640a03	不蹻脚坐內　居士坐少嫌六群蹻脚坐。如	不 蹻 脚 坐 內 居 士 坐 少 嫌 六 群 蹻 脚 坐 如 
T85n2788_001:0640a04	携手中說也。	携 手 中 說 也 
T85n2788_001:0640a05	不累髀坐　居士嫌六群累髀。露形體耶。	不 累 髀 坐 居 士 嫌 六 群 累 髀 露 形 體 耶 
T85n2788_001:0640a06	不累脚坐　居士嫌六群累脚。如王大臣法。	不 累 脚 坐 居 士 嫌 六 群 累 脚 如 王 大 臣 法 
T85n2788_001:0640a07	不掌扶頰　有一居士。中門前獨坐床上坐。	不 掌 扶 頰 有 一 居 士 中 門 前 獨 坐 床 上 坐 
T85n2788_001:0640a08	以手扶頰。愁憂不樂。六群乞食見已而效之。	以 手 扶 頰 愁 憂 不 樂 六 群 乞 食 見 已 而 效 之 
T85n2788_001:0640a09	令其後為彼嫌責也。	令 其 後 為 彼 嫌 責 也 
T85n2788_001:0640a10	一心受羹　六群從佛受居士請。持鉢置前。	一 心 受 羹 六 群 從 佛 受 居 士 請 持 鉢 置 前 
T85n2788_001:0640a11	四向高視。居士下食。六群不覺過。已問言。	四 向 高 視 居 士 下 食 六 群 不 覺 過 已 問 言 
T85n2788_001:0640a12	何以不與。居士答言。自看鉢中。既看見已	何 以 不 與 居 士 答 言 自 看 鉢 中 既 看 見 已 
T85n2788_001:0640a13	言。授與我鉢來。居士責言。汝等面者心在	言 授 與 我 鉢 來 居 士 責 言 汝 等 面 者 心 在 
T85n2788_001:0640a14	何處。六群受食已又不一心受羹。事如飯	何 處 六 群 受 食 已 又 不 一 心 受 羹 事 如 飯 
T85n2788_001:0640a15	中。要心手俱受。不俱則犯。若草葉連脚手	中 要 心 手 俱 受 不 俱 則 犯 若 草 葉 連 脚 手 
T85n2788_001:0640a16	未至。而心已受無犯也。	未 至 而 心 已 受 無 犯 也 
T85n2788_001:0640a17	不溢鉢受飯食　六群過受。飯羹溢出。居士	不 溢 鉢 受 飯 食 六 群 過 受 飯 羹 溢 出 居 士 
T85n2788_001:0640a18	謙言。盡當更益。棄少許不滿。手捉不及無	謙 言 盡 當 更 益 棄 少 許 不 滿 手 捉 不 及 無 
T85n2788_001:0640a19	犯也。	犯 也 
T85n2788_001:0640a20	尊羹飯食　六群以羹澆飯。而遍食羹澤。居	尊 羹 飯 食 六 群 以 羹 澆 飯 而 遍 食 羹 澤 居 
T85n2788_001:0640a21	士嫌之。故制令時食。	士 嫌 之 故 制 令 時 食 
T85n2788_001:0640a22	不偏刳食　六群以蘇落及羹澆飯。汁流入	不 偏 刳 食 六 群 以 蘇 落 及 羹 澆 飯 汁 流 入 
T85n2788_001:0640a23	下。貪味故刳食如菩薩。居士嫌言。如波羅門	下 貪 味 故 刳 食 如 菩 薩 居 士 嫌 言 如 波 羅 門 
T85n2788_001:0640a24	食。	食 
T85n2788_001:0640a25	不構飯食　居士嫌六群構飯食。如小兒。謂	不 構 飯 食 居 士 嫌 六 群 構 飯 食 如 小 兒 謂 
T85n2788_001:0640a26	以鉹[禾*并]之求肉食也。	以 鉹 [禾并] 之 求 肉 食 也 
T85n2788_001:0640a27	不大揣飯食　居士嫌六群大揣飯食。如似	不 大 揣 飯 食 居 士 嫌 六 群 大 揣 飯 食 如 似 
T85n2788_001:0640a28	有人欲奪驅逐。	有 人 欲 奪 驅 逐 
T85n2788_001:0640a29	不把食　六群手把食。如田種人。謂把飯向	不 把 食 六 群 手 把 食 如 田 種 人 謂 把 飯 向 
T85n2788_001:0640b01	口飡之。	口 飡 之 
T85n2788_001:0640b02	不豫張口侍飯　有一比丘。食未至口便張	不 豫 張 口 侍 飯 有 一 比 丘 食 未 至 口 便 張 
T85n2788_001:0640b03	待之。六群好戲。以塊著口中。	待 之 六 群 好 戲 以 塊 著 口 中 
T85n2788_001:0640b04	不含飯語　六群含飯語。羹飯流出。令比坐	不 含 飯 語 六 群 含 飯 語 羹 飯 流 出 令 比 坐 
T85n2788_001:0640b05	吐[口*逆]。	吐 [口逆] 
T85n2788_001:0640b06	不嚙半食　六群嚙半。半已入口。半在手中	不 嚙 半 食 六 群 嚙 半 半 已 入 口 半 在 手 中 
T85n2788_001:0640b07	也。	也 
T85n2788_001:0640b08	不吸食作聲　釋摩男舍飯佛及僧。諸比丘	不 吸 食 作 聲 釋 摩 男 舍 飯 佛 及 僧 諸 比 丘 
T85n2788_001:0640b09	吸食作聲。有一比丘。先是伎兒。為欲譏咲。即	吸 食 作 聲 有 一 比 丘 先 是 伎 兒 為 欲 譏 咲 即 
T85n2788_001:0640b10	便起舞。時諸比丘咸共大咲。羹飯食從鼻口	便 起 舞 時 諸 比 丘 咸 共 大 咲 羹 飯 食 從 鼻 口 
T85n2788_001:0640b11	中出。	中 出 
T85n2788_001:0640b12	不嚼食　六群嚼食。作唼唼聲。如似猪。	不 嚼 食 六 群 嚼 食 作 唼 唼 聲 如 似 猪 
T85n2788_001:0640b13	不味咽食　六群并內飯兩頰。然後稍稍咽。	不 味 咽 食 六 群 并 內 飯 兩 頰 然 後 稍 稍 咽 
T85n2788_001:0640b14	如猿猴飲食法也。	如 猿 猴 飲 食 法 也 
T85n2788_001:0640b15	不吐咶食　六群吐舌食如小兒。作是言。誰	不 吐 咶 食 六 群 吐 舌 食 如 小 兒 作 是 言 誰 
T85n2788_001:0640b16	能同吞。令揣不壞。	能 同 吞 令 揣 不 壞 
T85n2788_001:0640b17	不縮鼻食　六群縮鼻食。居士嫌之。何不棄	不 縮 鼻 食 六 群 縮 鼻 食 居 士 嫌 之 何 不 棄 
T85n2788_001:0640b18	涕耶。	涕 耶 
T85n2788_001:0640b19	不舐手食　居士語六群言。盡當更益。何以	不 舐 手 食 居 士 語 六 群 言 盡 當 更 益 何 以 
T85n2788_001:0640b20	舐手也。	舐 手 也 
T85n2788_001:0640b21	不指[打丁+(改己)]鉢食　居士語六群言。盡當更益。何	不 指 [打丁改己] 鉢 食 居 士 語 六 群 言 盡 當 更 益 何 
T85n2788_001:0640b22	故[打丁+(改己)]鉢也。	故 [打丁改己] 鉢 也 
T85n2788_001:0640b23	不振手食　居士嫌六群食著手振令去。如	不 振 手 食 居 士 嫌 六 群 食 著 手 振 令 去 如 
T85n2788_001:0640b24	王大臣。	王 大 臣 
T85n2788_001:0640b25	不棄著手飯食　六群棄飯食。居士嫌言。沙	不 棄 著 手 飯 食 六 群 棄 飯 食 居 士 嫌 言 沙 
T85n2788_001:0640b26	門釋子不種不穫。但能食噉而復棄之。	門 釋 子 不 種 不 穫 但 能 食 噉 而 復 棄 之 
T85n2788_001:0640b27	不膩手捉飲器　六群膩手捉飲器。膩汁污	不 膩 手 捉 飲 器 六 群 膩 手 捉 飲 器 膩 汁 污 
T85n2788_001:0640b28	飯食。凡坐心悶吐逆也。	飯 食 凡 坐 心 悶 吐 逆 也 
T85n2788_001:0640b29	不病不得自為索羹　六群不病。至他舍乞	不 病 不 得 自 為 索 羹 六 群 不 病 至 他 舍 乞 
T85n2788_001:0640c01	食。便自隨意索。貪餐無愧。	食 便 自 隨 意 索 貪 餐 無 愧 
T85n2788_001:0640c02	不飯覆羹更望得　六群飯覆羹而更索。居	不 飯 覆 羹 更 望 得 六 群 飯 覆 羹 而 更 索 居 
T85n2788_001:0640c03	士嫌之語言。先食鉢中飯覆者。	士 嫌 之 語 言 先 食 鉢 中 飯 覆 者 
T85n2788_001:0640c04	不呵想看比坐鉢　六群言。我多汝少。汝多	不 呵 想 看 比 坐 鉢 六 群 言 我 多 汝 少 汝 多 
T85n2788_001:0640c05	我少。	我 少 
T85n2788_001:0640c06	諦視鉢食　有一比丘。食時餘看。六群戲咲。	諦 視 鉢 食 有 一 比 丘 食 時 餘 看 六 群 戲 咲 
T85n2788_001:0640c07	以骨著中令驚。	以 骨 著 中 令 驚 
T85n2788_001:0640c08	次第噉食　六群多受不盡棄殘。居士嫌之。	次 第 噉 食 六 群 多 受 不 盡 棄 殘 居 士 嫌 之 
T85n2788_001:0640c09	不[禾*并]而食云何賤棄也。	不 [禾并] 而 食 云 何 賤 棄 也 
T85n2788_001:0640c10	洗鉢水有飯不問主人不應棄舍內　居士舍	洗 鉢 水 有 飯 不 問 主 人 不 應 棄 舍 內 居 士 舍 
T85n2788_001:0640c11	水精作地。諸比丘洗鉢有殘食。寫著堂上。狀	水 精 作 地 諸 比 丘 洗 鉢 有 殘 食 寫 著 堂 上 狀 
T85n2788_001:0640c12	似如吐。居士嫌言。云何不棄之屏處及寫此	似 如 吐 居 士 嫌 言 云 何 不 棄 之 屏 處 及 寫 此 
T85n2788_001:0640c13	堂上。若語檀越聽無罪也。	堂 上 若 語 檀 越 聽 無 罪 也 
T85n2788_001:0640c14	無病乘上不得為說法　波斯匿王乘駕向祇	無 病 乘 上 不 得 為 說 法 波 斯 匿 王 乘 駕 向 祇 
T85n2788_001:0640c15	桓。六群在下為王說法。無上妙法宜共尊	桓 六 群 在 下 為 王 說 法 無 上 妙 法 宜 共 尊 
T85n2788_001:0640c16	重。輕徹不恭敬。彼此獲罪自。此以下皆以不	重 輕 徹 不 恭 敬 彼 此 獲 罪 自 此 以 下 皆 以 不 
T85n2788_001:0640c17	恭敬故不為說。	恭 敬 故 不 為 說 
T85n2788_001:0640c18	人不病在前行不隨後為說法　亦六群或在	人 不 病 在 前 行 不 隨 後 為 說 法 亦 六 群 或 在 
T85n2788_001:0640c19	王後為說法。	王 後 為 說 法 
