X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0504a16	之類。凡有形相。可見者。吾因見之。皆當為念阿彌陀	之 類 凡 有 形 相 可 見 者 吾 因 見 之 皆 當 為 念 阿 彌 陀 
X62n1192_001:0504a17	佛數聲。發願云。願汝等盡生極樂世界。我得道後。盡	佛 數 聲 發 願 云 願 汝 等 盡 生 極樂世界 我 得 道 後 盡 
X62n1192_001:0504a18	度汝等。非徒有形。至於無相可見者。亦如是念。發如	度 汝 等 非 徒 有 形 至 於 無 相 可 見 者 亦 如 是 念 發 如 
X62n1192_001:0504a19	是願。則吾之善念純熟。一切眾生皆為有緣。他時化	是 願 則 吾 之 善 念 純 熟 一 切 眾 生 皆 為 有 緣 他 時 化 
X62n1192_001:0504a20	度。無不樂從者也。	度 無 不 樂 從 者 也 
X62n1192_001:0504a21	眾善相資	眾 善 相 資 
X62n1192_001:0504a22	供佛齋僧。造塔建寺。念誦禮懺。孝養父母。兄友弟恭。	供 佛 齋 僧 造 塔 建 寺 念 誦 禮 懺 孝 養 父 母 兄 友 弟 恭 
X62n1192_001:0504a23	宗族之間。無不和睦。鄉黨隣里。恩禮相與。事君則赤	宗 族 之 間 無 不 和 睦 鄉 黨 隣 里 恩 禮 相 與 事 君 則 赤 
X62n1192_001:0504a24	心為國。為官則仁慈利民。為長則善以安眾。為下則	心 為 國 為 官 則 仁 慈 利 民 為 長 則 善 以 安 眾 為 下 則 
X62n1192_001:0504b01	勤以事上。或指教愚迷。或扶助孤弱。或救人急難。或	勤 以 事 上 或 指 教 愚 迷 或 扶 助 孤 弱 或 救 人 急 難 或 
X62n1192_001:0504b02	惠施貧窮。或造橋砌井。或施食散藥。或減己奉養以	惠 施 貧 窮 或 造 橋 砌 井 或 施 食 散 藥 或 減 己 奉 養 以 
X62n1192_001:0504b03	利人。或臨財饒人以自省。或教人為善。或護善止惡。	利 人 或 臨 財 饒 人 以 自 省 或 教 人 為 善 或 護 善 止 惡 
X62n1192_001:0504b04	但隨所作世出世間一切善事。不拘大小。或止以一	但 隨 所 作 世出世間 一 切 善 事 不 拘 大 小 或 止 以 一 
X62n1192_001:0504b05	錢與人。或以一飲止渴。至於毫芒之善。並須起念云。	錢 與 人 或 以 一 飲 止 渴 至 於 毫 芒 之 善 並 須 起 念 云 
X62n1192_001:0504b06	願此善緣。回向西方。眾善相資。必得往生。	願 此 善 緣 回 向 西 方 眾 善 相 資 必 得 往 生 
X62n1192_001:0504b07	行無瘡疣	行 無 瘡 疣 
X62n1192_001:0504b08	成就八法。於此世界。行無瘡疣。生于淨土。何等為八。	成 就 八 法 於 此 世 界 行 無 瘡 疣 生 于 淨 土 何 等 為 八 
X62n1192_001:0504b09	饒益眾生。而不望報代。一切眾生受諸苦惱。所作功	饒 益 眾 生 而 不 望 報 代 一 切 眾 生 受諸苦惱 所 作 功 
X62n1192_001:0504b10	德。盡以施之。等心眾生。謙下無閡。於諸菩薩。視之如	德 盡 以 施 之 等 心 眾 生 謙 下 無 閡 於 諸 菩 薩 視 之 如 
X62n1192_001:0504b11	佛。所未聞經。聞之不疑。不與聲聞。而相違背。不嫉彼	佛 所 未 聞 經 聞 之 不 疑 不 與 聲 聞 而 相 違 背 不 嫉 彼 
X62n1192_001:0504b12	供。不高己利。而於其中。調伏其心。常省己過。不訟彼	供 不 高 己 利 而 於 其 中 調 伏 其 心 常 省 己 過 不 訟 彼 
X62n1192_001:0504b13	短。恒以一心。求諸功德。	短 恒 以 一 心 求 諸 功 德 
X62n1192_001:0504b14	十心	十 心 
X62n1192_001:0504b15	若有眾生。發十種心。專向於佛。是人命終。當得往生。	若 有 眾 生 發 十 種 心 專 向 於 佛 是 人 命 終 當 得 往 生 
X62n1192_001:0504b16	一者於諸眾生。起於大慈。無損害心。二者於諸眾生。	一 者 於 諸 眾 生 起 於 大 慈 無 損 害 心 二 者 於 諸 眾 生 
X62n1192_001:0504b17	起於大悲。無逼惱心。三者於佛正法。不惜身命。樂守	起 於 大 悲 無 逼 惱 心 三 者 於 佛 正 法 不惜身命 樂 守 
X62n1192_001:0504b18	護心。四者於一切法。發生勝忍。無執著心。五者不貪	護 心 四 者 於一切法 發 生 勝 忍 無 執 著 心 五 者 不 貪 
X62n1192_001:0504b19	利養。恭敬尊重。淨意樂心。六者求佛種智。於一切時。	利 養 恭 敬 尊 重 淨 意 樂 心 六 者 求 佛 種 智 於一切時 
X62n1192_001:0504b20	無忘失心。七者於諸眾生。尊重恭敬。無下劣心。八者	無 忘 失 心 七 者 於 諸 眾 生 尊 重 恭 敬 無 下 劣 心 八 者 
X62n1192_001:0504b21	不著世論。於菩提分。生決定心。九者種諸善根。無有	不 著 世 論 於 菩 提 分 生 決 定 心 九 者 種 諸 善 根 無 有 
X62n1192_001:0504b22	雜染清淨之心。十者於諸如來。捨離諸相。起隨念心。	雜 染 清 淨 之 心 十 者 於 諸 如 來 捨 離 諸 相 起 隨 念 心 
X62n1192_001:0504b23	若於此十心。隨成一心。必得往生。	若 於 此 十 心 隨 成 一 心 必 得 往 生 
X62n1192_001:0504b24	四料簡	四 料 簡 
X62n1192_001:0504c01	有禪無淨土。十人九錯路。陰境若現前。瞥爾隨他去。	有 禪 無 淨 土 十 人 九 錯 路 陰 境 若 現 前 瞥 爾 隨 他 去 
X62n1192_001:0504c02	無禪有淨土。萬修萬人去。但得見彌陀。何愁不開悟。	無 禪 有 淨 土 萬 修 萬 人 去 但 得 見 彌 陀 何 愁 不 開 悟 
X62n1192_001:0504c03	有禪有淨土。猶如戴角虎。現世為人師。當來作佛祖。	有 禪 有 淨 土 猶 如 戴 角 虎 現 世 為 人 師 當 來 作 佛 祖 
X62n1192_001:0504c04	無禪無淨土。鐵牀並銅柱。萬劫與千生。沒箇人依怙。	無 禪 無 淨 土 鐵 牀 並 銅 柱 萬 劫 與 千 生 沒 箇 人 依 怙 
X62n1192_001:0504c05	去備	去 備 
X62n1192_001:0504c06	晝必有夜。必為夜備。暑必有寒。必為寒備。存必有去。	晝 必 有 夜 必 為 夜 備 暑 必 有 寒 必 為 寒 備 存 必 有 去 
X62n1192_001:0504c07	必為去備。何為夜備。燈燭牀褥。何為寒備。衾裘炭薪。	必 為 去 備 何 為 夜 備 燈 燭 牀 褥 何 為 寒 備 衾 裘 炭 薪 
X62n1192_001:0504c08	何為去備。福慧淨土。	何 為 去 備 福 慧 淨 土 
X62n1192_001:0504c09	當學此法	當 學 此 法 
X62n1192_001:0504c10	安養淨業捷徑易修。諸大乘經皆啟斯要。十方諸佛	安 養 淨 業 捷 徑 易 修 諸 大 乘 經 皆 啟 斯 要 十方諸佛 
X62n1192_001:0504c11	無不稱美。若比丘四眾。善男信女。欲得速破無明。永	無 不 稱 美 若 比 丘 四 眾 善 男 信 女 欲 得 速 破 無 明 永 
X62n1192_001:0504c12	滅五逆十惡重罪。及餘輕過。當修此法。欲得清淨。大	滅 五 逆 十 惡 重 罪 及 餘 輕 過 當 修 此 法 欲 得 清 淨 大 
X62n1192_001:0504c13	小戒律。具足一切諸波羅蜜門者。當學此法。欲得臨	小 戒 律 具 足 一 切 諸波羅蜜 門 者 當 學 此 法 欲 得 臨 
X62n1192_001:0504c14	終離諸怖畏。身心安樂。喜悅如歸。光照室宅。異香音	終 離 諸 怖 畏 身 心 安 樂 喜 悅 如 歸 光 照 室 宅 異 香 音 
X62n1192_001:0504c15	樂。阿彌陀佛與諸聖眾。送紫金臺。授手迎接。五道橫	樂 阿 彌 陀 佛 與 諸 聖 眾 送 紫 金 臺 授 手 迎 接 五 道 橫 
X62n1192_001:0504c16	截。九品長騖。謝去熱惱。安息清凉。初離塵勞。便登不	截 九 品 長 騖 謝 去 熱 惱 安 息 清 凉 初 離 塵 勞 便 登 不 
X62n1192_001:0504c17	退。不歷長劫。即證無生者。當學此法。欲修少法。而感	退 不 歷 長 劫 即 證 無 生 者 當 學 此 法 欲 修 少 法 而 感 
X62n1192_001:0504c18	妙報。十方諸佛俱時稱讚。現前授記。一念供養無央	妙 報 十方諸佛 俱 時 稱 讚 現 前 授 記 一 念 供 養 無 央 
X62n1192_001:0504c19	數佛。還至本國。與彌陀坐食。觀音議論。勢至行步。洞	數 佛 還 至 本 國 與 彌 陀 坐 食 觀 音 議 論 勢 至 行 步 洞 
X62n1192_001:0504c20	視徹聞。身量無際。飛空自在。宿命了了。徧觀五道。如	視 徹 聞 身 量 無 際 飛 空 自 在 宿 命 了 了 徧 觀 五 道 如 
X62n1192_001:0504c21	鏡中像。念念證入無盡三昧。應當修習此之勝法。	鏡 中 像 念 念 證 入 無 盡 三 昧 應 當 修 習 此 之 勝 法 
X62n1192_001:0504c22	三股繩	三 股 繩 
X62n1192_001:0504c23	念佛往生。有三種力。一者本有佛性力。言煩惱心中。	念 佛 往 生 有 三 種 力 一 者 本 有 佛 性 力 言 煩 惱 心 中 
X62n1192_001:0504c24	有如來藏也。二者慈光攝取力。言彌陀光明無量。念	有 如 來 藏 也 二 者 慈 光 攝 取 力 言 彌 陀 光 明 無 量 念 
X62n1192_001:0505a01	佛眾生。攝取不捨也。三者念佛三昧力。言憶佛念佛。	佛 眾 生 攝 取 不 捨 也 三 者 念佛三昧 力 言 憶 佛 念 佛 
X62n1192_001:0505a02	現前當來。必定見佛也。此三種力。如三股繩合為大	現 前 當 來 必 定 見 佛 也 此 三 種 力 如 三 股 繩 合 為 大 
X62n1192_001:0505a03	索。能牽重物。又如水火鏡子。若將對日。以艾取之。即	索 能 牽 重 物 又 如 水 火 鏡 子 若 將 對 日 以 艾 取 之 即 
X62n1192_001:0505a04	可得火。若將對月。以珠取之。即可得水。今以鏡具水	可 得 火 若 將 對 月 以 珠 取 之 即 可 得 水 今 以 鏡 具 水 
X62n1192_001:0505a05	火之性。喻眾生本。具佛性之力。須假日月之光來照	火 之 性 喻 眾 生 本 具 佛 性 之 力 須 假 日 月 之 光 來 照 
X62n1192_001:0505a06	者。彌陀慈光攝取之力。以珠艾能引水火者。信心念	者 彌 陀 慈 光 攝 取 之 力 以 珠 艾 能 引 水 火 者 信 心 念 
X62n1192_001:0505a07	佛之力。三事和合。水火方生。三力相資。必生淨土。	佛 之 力 三事和合 水 火 方 生 三 力 相 資 必 生 淨 土 
X62n1192_001:0505a08	較量	較 量 
X62n1192_001:0505a09	無始惡業雖重。臨終十念能敵。今以三種較量。一者	無 始 惡 業 雖 重 臨 終 十 念 能 敵 今 以 三 種 較 量 一 者 
X62n1192_001:0505a10	在心造惡之時。從虗妄顛倒生。念佛者從善知識。聞	在 心 造 惡 之 時 從 虗 妄 顛 倒 生 念 佛 者 從 善 知 識 聞 
X62n1192_001:0505a11	佛真實功德名號。生一虗一實。豈得相比。譬如萬年	佛 真 實 功德名號 生 一 虗 一 實 豈 得 相 比 譬 如 萬 年 
X62n1192_001:0505a12	暗室。日光暫至。豈以久來積暗而不滅也。二者在緣	暗 室 日 光 暫 至 豈 以 久 來 積 暗 而 不 滅 也 二 者 在 緣 
X62n1192_001:0505a13	造罪之時。從癡暗心。緣虗妄境界。生念佛之心。從聞	造 罪 之 時 從 癡 暗 心 緣 虗 妄 境 界 生 念 佛 之 心 從 聞 
X62n1192_001:0505a14	佛功德名號。緣無上菩提心。生一真一偽。豈得相比。	佛 功德名號 緣 無上菩提心 生 一 真 一 偽 豈 得 相 比 
X62n1192_001:0505a15	譬如有人被毒箭中。箭深毒慘。傷肌破骨。一聞滅除	譬 如 有 人 被 毒 箭 中 箭 深 毒 慘 傷 肌 破 骨 一 聞 滅 除 
X62n1192_001:0505a16	藥皷。即箭出毒除。豈以箭深毒慘。而不出耶。三者在	藥 皷 即 箭 出 毒 除 豈 以 箭 深 毒 慘 而 不 出 耶 三 者 在 
X62n1192_001:0505a17	決定造罪之時。以有間有後心。念佛之時。以無間無	決 定 造 罪 之 時 以 有 間 有 後 心 念 佛 之 時 以 無 間 無 
X62n1192_001:0505a18	後心。遂即捨命。善心猛利。是以即生。譬如十圍大索。	後 心 遂 即 捨 命 善 心 猛 利 是 以 即 生 譬 如 十 圍 大 索 
X62n1192_001:0505a19	千夫不制。童子揮劒。須臾兩分。又如千年積柴。以一	千 夫 不 制 童 子 揮 劒 須 臾 兩 分 又 如 千 年 積 柴 以 一 
X62n1192_001:0505a20	豆火。少時焚盡。	豆 火 少 時 焚 盡 
X62n1192_001:0505a21	出家	出 家 
X62n1192_001:0505a22	今剃髮染衣。便謂出家。噫是不過出兩片大門之家。	今 剃 髮 染 衣 便 謂 出 家 噫 是 不 過 出 兩 片 大 門 之 家 
X62n1192_001:0505a23	非出三界火宅之家也。每見人初出家。莫不具一段	非 出 三 界 火 宅 之 家 也 每 見 人 初 出 家 莫 不 具 一 段 
X62n1192_001:0505a24	好心。久之又為因緣。名利所染。遂復飾衣服。置田產。	好 心 久 之 又 為 因 緣 名 利 所 染 遂 復 飾 衣 服 置 田 產 
X62n1192_001:0505b01	畜徒眾。多積金帛。勤作家緣。與俗無異。經稱一人出	畜 徒 眾 多 積 金 帛 勤 作 家 緣 與 俗 無 異 經 稱 一 人 出 
X62n1192_001:0505b02	家。波旬怖懼。今若此波旬。可以酌酒相慶矣。	家 波 旬 怖 懼 今 若 此 波 旬 可 以 酌 酒 相 慶 矣 
X62n1192_001:0505b03	摩頭	摩 頭 
X62n1192_001:0505b04	人生寒思衣。饑思食。居處思安。器用思足。有男思婚。	人 生 寒 思 衣 饑 思 食 居 處 思 安 器 用 思 足 有 男 思 婚 
X62n1192_001:0505b05	有女思嫁。讀書思取爵祿。營家思致富饒。時時不得	有 女 思 嫁 讀 書 思 取 爵 祿 營 家 思 致 富 饒 時 時 不 得 
X62n1192_001:0505b06	放下。其奮然出家。為無此等累也。而依然種種不忘	放 下 其 奮 然 出 家 為 無 此 等 累 也 而 依 然 種 種 不 忘 
X62n1192_001:0505b07	念。則何貴於出家。佛言。常自摩頭。以捨飾好。然豈惟	念 則 何 貴 於 出 家 佛 言 常 自 摩 頭 以 捨 飾 好 然 豈 惟 
X62n1192_001:0505b08	飾好。常自摩頭。曰吾僧也。頓捨萬緣。一心念佛。	飾 好 常 自 摩 頭 曰 吾 僧 也 頓 捨 萬 緣 一 心 念 佛 
X62n1192_001:0505b09	醫王	醫 王 
X62n1192_001:0505b10	凡於諸導師。生世尊想。若有能開釋深義。解散疑結。	凡 於 諸 導 師 生 世 尊 想 若 有 能 開 釋 深 義 解 散 疑 結 
X62n1192_001:0505b11	於我有益。則盡心恭敬。不念餘惡。如敝囊盛寶。不以	於 我 有 益 則 盡 心 恭 敬 不 念 餘 惡 如 敝 囊 盛 寶 不 以 
X62n1192_001:0505b12	囊惡故。不取其寶。又如夜行險道。惡人執炬。不以人	囊 惡 故 不 取 其 寶 又 如 夜 行 險 道 惡 人 執 炬 不 以 人 
X62n1192_001:0505b13	惡故。不取其照。經云。應於自身生病苦想。於善知識	惡 故 不 取 其 照 經 云 應 於 自 身 生 病 苦 想 於 善 知 識 
X62n1192_001:0505b14	生醫王想。於所說法生良藥想。於所修行生除病想。	生 醫 王 想 於 所 說 法 生 良 藥 想 於 所 修 行 生 除 病 想 
X62n1192_001:0505b15	若聞一句未曾有法。勝得三千大千世界滿中七寶	若 聞 一 句 未曾有法 勝 得 三千大千世界 滿 中 七 寶 
X62n1192_001:0505b16	及釋梵轉輪王位。	及 釋 梵 轉輪王位 
X62n1192_001:0505b17	六根	六 根 
X62n1192_001:0505b18	千般裝點。只為半寸之眼。百種音樂。只為一豆之耳。	千 般 裝 點 只 為 半 寸 之 眼 百 種 音 樂 只 為 一 豆 之 耳 
X62n1192_001:0505b19	沉檀腦麝。只為兩竅之鼻。食前方丈。只為三寸之舌。	沉 檀 腦 麝 只 為 兩 竅 之 鼻 食 前 方 丈 只 為 三 寸 之 舌 
X62n1192_001:0505b20	妙麗嬌嬈。只為臭腐之身。隨順逢迎。只為狂蕩之意。	妙 麗 嬌 嬈 只 為 臭 腐 之 身 隨 順 逢 迎 只 為 狂 蕩 之 意 
X62n1192_001:0505b21	若能識破此理。不為六根所惑。便無煩惱。雖未生淨	若 能 識 破 此 理 不 為 六 根 所 惑 便 無 煩 惱 雖 未 生 淨 
X62n1192_001:0505b22	土。已如生矣。	土 已 如 生 矣 
X62n1192_001:0505b23	用境	用 境 
X62n1192_001:0505b24	一念心疑。被地來碍。一念心愛。被水來溺。一念心嗔。	一 念 心 疑 被 地 來 碍 一 念 心 愛 被 水 來 溺 一 念 心 嗔 
X62n1192_001:0505c01	被火來燒。一念心喜。被風來飄。若能如是辨得。不被	被 火 來 燒 一 念 心 喜 被 風 來 飄 若 能 如 是 辨 得 不 被 
X62n1192_001:0505c02	境轉。處處用境。用境之道。必自一心正念始。	境 轉 處 處 用 境 用 境 之 道 必 自 一 心 正 念 始 
X62n1192_001:0505c03	除我相	除 我 相 
X62n1192_001:0505c04	諦思身之未生。有相乎。有名乎。有我乎。身之既化。有	諦 思 身 之 未 生 有 相 乎 有 名 乎 有 我 乎 身 之 既 化 有 
X62n1192_001:0505c05	相乎。有名乎。有我乎。身前身後。兩不可知。安得於中。	相 乎 有 名 乎 有 我 乎 身 前 身 後 兩 不 可 知 安 得 於 中 
X62n1192_001:0505c06	偏執為我。愛戀憂怖。終日戚戚。欲免戚戚。莫若念佛。	偏 執 為 我 愛 戀 憂 怖 終 日 戚 戚 欲 免 戚 戚 莫 若 念 佛 
X62n1192_001:0505c07	心空理寂	心 空 理 寂 
X62n1192_001:0505c08	凡人多於事礙理境礙心。常欲逃境。以安心遣事。以	凡 人 多 於 事 礙 理 境 礙 心 常 欲 逃 境 以 安 心 遣 事 以 
X62n1192_001:0505c09	存理不知。乃是心礙境理礙事。但令心空境自空。理	存 理 不 知 乃 是 心 礙 境 理 礙 事 但 令 心 空 境 自 空 理 
X62n1192_001:0505c10	寂事自寂。	寂 事 自 寂 
X62n1192_001:0505c11	心滅性現	心 滅 性 現 
X62n1192_001:0505c12	靜為之性。心在其中矣。動為之心。性在其中矣。心生	靜 為 之 性 心 在 其 中 矣 動 為 之 心 性 在 其 中 矣 心 生 
X62n1192_001:0505c13	性滅。心滅性現。如雲散月現。塵盡鏡明。	性 滅 心 滅 性 現 如 雲 散 月 現 塵 盡 鏡 明 
X62n1192_001:0505c14	業性空	業 性 空 
X62n1192_001:0505c15	凡夫但知業力結習濃厚。不知業性本空。若眾生業	凡 夫 但 知 業 力 結 習 濃 厚 不 知 業 性 本 空 若 眾 生 業 
X62n1192_001:0505c16	性實者。盡虗空界。無容受處。如黑雲障空。風至則滅。	性 實 者 盡 虗 空 界 無 容 受 處 如 黑 雲 障 空 風 至 則 滅 
X62n1192_001:0505c17	若雲實者。吹亦不去。虗空喻性。黑雲喻業。念佛喻風。	若 雲 實 者 吹 亦 不 去 虗 空 喻 性 黑 雲 喻 業 念 佛 喻 風 
X62n1192_001:0505c18	故迷成即入胎獄。念成即入蓮胞。	故 迷 成 即 入 胎 獄 念 成 即 入 蓮 胞 
X62n1192_001:0505c19	萬牛莫挽	萬 牛 莫 挽 
X62n1192_001:0505c20	廁蟲之在廁也。自犬羊視之。不勝其苦。而廁蟲不知	廁 蟲 之 在 廁 也 自 犬 羊 視 之 不 勝 其 苦 而 廁 蟲 不 知 
X62n1192_001:0505c21	苦。方以為樂也。犬羊之在地也。自人視之。不勝其苦。	苦 方 以 為 樂 也 犬 羊 之 在 地 也 自 人 視 之 不 勝 其 苦 
X62n1192_001:0505c22	而犬羊不知苦。方以為樂也。人之在世也。自天視之。	而 犬 羊 不 知 苦 方 以 為 樂 也 人 之 在 世 也 自 天 視 之 
X62n1192_001:0505c23	不勝其苦。而人不知苦。方以為樂也。推而極之。天之	不 勝 其 苦 而 人 不 知 苦 方 以 為 樂 也 推 而 極 之 天 之 
X62n1192_001:0505c24	苦樂。亦猶是也。知此而求生淨土。萬牛莫挽矣。	苦 樂 亦 猶 是 也 知 此 而 求 生 淨 土 萬 牛 莫 挽 矣 
X62n1192_001:0506a01	堅持	堅 持 
X62n1192_001:0506a02	人倫庶物。一一與道無礙。所貴任理隨緣。無心順應	人 倫 庶 物 一 一 與 道 無 礙 所 貴 任 理 隨 緣 無 心 順 應 
X62n1192_001:0506a03	而已。經云。內修菩薩行。外現聲聞身。今日內懷出世	而 已 經 云 內 修菩薩行 外 現 聲 聞 身 今 日 內 懷 出 世 
X62n1192_001:0506a04	心。外現世間法可也。如此則家室心安。已得出入自	心 外 現 世 間 法 可 也 如 此 則 家 室 心 安 已 得 出 入 自 
X62n1192_001:0506a05	在。不作意解脫。乃所以為解脫也。但自一心正念。不	在 不 作 意 解 脫 乃 所 以 為 解 脫 也 但 自 一 心 正 念 不 
X62n1192_001:0506a06	必急求靈驗。譬如行路。行之不已。自有到家。時節惟	必 急 求 靈 驗 譬 如 行 路 行 之 不 已 自 有 到 家 時 節 惟 
X62n1192_001:0506a07	在。堅持一念。耐久無間。毋以欲速之心乘之。	在 堅 持 一 念 耐 久 無 間 毋 以 欲 速 之 心 乘 之 
X62n1192_001:0506a08	獨當	獨 當 
X62n1192_001:0506a09	自貧賤而視富貴。見其氣燄薰灼。不勝垂涎之慕。然	自 貧 賤 而 視 富 貴 見 其 氣 燄 薰 灼 不 勝 垂 涎 之 慕 然 
X62n1192_001:0506a10	當之者。未必真樂。且無要緊事。如食以遏飢。衣以禦	當 之 者 未 必 真 樂 且 無 要 緊 事 如 食 以 遏 飢 衣 以 禦 
X62n1192_001:0506a11	寒。若衣而華。食而精。此於身心。有何緊要。其他推此	寒 若 衣 而 華 食 而 精 此 於 身 心 有 何 緊 要 其 他 推 此 
X62n1192_001:0506a12	可知。至大利害處。老也病也死也。止此隻身。獨當一	可 知 至 大 利 害 處 老 也 病 也 死 也 止 此 隻 身 獨 當 一 
X62n1192_001:0506a13	面之孤注。到鍾鳴漏盡時光景。帝王卿相。以至氓庶。	面 之 孤 注 到 鍾 鳴 漏 盡 時 光 景 帝 王 卿 相 以 至 氓 庶 
X62n1192_001:0506a14	總無人可代。同一結煞。不增分毫。思之及此。則誰能	總 無 人 可 代 同 一 結 煞 不 增 分 毫 思 之 及 此 則 誰 能 
X62n1192_001:0506a15	不當下心。灰惟一心正念。以圖極樂富貴。	不 當 下 心 灰 惟 一 心 正 念 以 圖 極 樂 富 貴 
X62n1192_001:0506a16	瀟洒快活	瀟 洒 快 活 
X62n1192_001:0506a17	鰥寡孤獨。以世俗眼觀之。最可憐憫。然天下之最瀟	鰥 寡 孤 獨 以 世 俗 眼 觀 之 最 可 憐 憫 然 天 下 之 最 瀟 
X62n1192_001:0506a18	洒最快活。亦莫如此四種人。惜其不知皈依淨土。則	洒 最 快 活 亦 莫 如 此 四 種 人 惜 其 不 知 皈 依 淨 土 則 
X62n1192_001:0506a19	眼前既無靠傍。死後終墮輪迴耳。今人只為認得。身	眼 前 既 無 靠 傍 死 後 終 墮 輪 迴 耳 今 人 只 為 認 得 身 
X62n1192_001:0506a20	家太重。眷屬太真。即賢智之輩。能輕功名。安貧賤。至	家 太 重 眷 屬 太 真 即 賢 智 之 輩 能 輕 功 名 安 貧 賤 至 
X62n1192_001:0506a21	於兒女。則斷斷擺脫。不去甘心。作牛馬大。兒未就幼。	於 兒 女 則 斷 斷 擺 脫 不 去 甘 心 作 牛 馬 大 兒 未 就 幼 
X62n1192_001:0506a22	女又來男幸方婚。女又催嫁。波波劫劫。那裏容他。有	女 又 來 男 幸 方 婚 女 又 催 嫁 波 波 劫 劫 那 裏 容 他 有 
X62n1192_001:0506a23	念佛的時候。全不想受了。多少拖累竟。與爾有甚相	念 佛 的 時 候 全 不 想 受 了 多 少 拖 累 竟 與 爾 有 甚 相 
X62n1192_001:0506a24	干。反不如四種人乾淨了。當散誕逍遙。趂此地步。正	干 反 不 如 四 種 人 乾 淨 了 當 散 誕 逍 遙 趂 此 地 步 正 
X62n1192_001:0506b01	好專意修行。跳出生死。真世間第一快活人也。大抵	好 專 意 修 行 跳 出 生 死 真 世 間 第 一 快 活 人 也 大 抵 
X62n1192_001:0506b02	人生。少一分愛戀。便少一分纏縛。少一分纏縛。便少	人 生 少 一 分 愛 戀 便 少 一 分 纏 縛 少 一 分 纏 縛 便 少 
X62n1192_001:0506b03	一分業障。與世緣淺。與佛緣深。速速念佛。求生淨土。	一 分 業 障 與 世 緣 淺 與 佛 緣 深 速 速 念 佛 求 生 淨 土 
X62n1192_001:0506b04	養生忘死	養 生 忘 死 
X62n1192_001:0506b05	世人但知。生時將養此身。營求資給。而不思捨此身。	世 人 但 知 生 時 將 養 此 身 營 求 資 給 而 不 思 捨 此 身 
X62n1192_001:0506b06	後神識不滅。若無善因。則淪墜苦趣。何為生時。愛惜	後 神 識 不 滅 若 無 善 因 則 淪 墜 苦 趣 何 為 生 時 愛 惜 
X62n1192_001:0506b07	此身。死後不思度脫耶。又世人專為妻子眷屬。廣營	此 身 死 後 不 思 度 脫 耶 又 世 人 專 為 妻子眷屬 廣 營 
X62n1192_001:0506b08	衣食。而無少怠。不思命終之時。妻子眷屬雖愛徹骨	衣 食 而 無 少 怠 不 思 命 終 之 時 妻子眷屬 雖 愛 徹 骨 
X62n1192_001:0506b09	髓。不能相救。唯當獨往。今勸世人。不當以養生故。而	髓 不 能 相 救 唯 當 獨 往 今 勸 世 人 不 當 以 養 生 故 而 
X62n1192_001:0506b10	忘畏死。不當以為他故。而忘自為也。	忘 畏 死 不 當 以 為 他 故 而 忘 自 為 也 
X62n1192_001:0506b11	五惑	五 惑 
X62n1192_001:0506b12	此方之人。無不厭俗舍之煩喧。慕蘭若之寂靜。故有	此 方 之 人 無 不 厭 俗 舍 之 煩 喧 慕 蘭 若 之 寂 靜 故 有 
X62n1192_001:0506b13	捨家出家。則殷勤讚歎。而娑婆眾苦。何止煩喧。極樂	捨 家 出 家 則 殷 勤 讚 歎 而 娑 婆 眾 苦 何 止 煩 喧 極 樂 
X62n1192_001:0506b14	優游。遠勝蘭若。知出家為美。而不願往生。其惑一也。	優 游 遠 勝 蘭 若 知 出 家 為 美 而 不 願 往 生 其 惑 一 也 
X62n1192_001:0506b15	萬里辛勤。遠求知識者。盖以發明大事。決擇生死。而	萬 里 辛 勤 遠 求 知 識 者 盖 以 發 明 大 事 決 擇 生 死 而 
X62n1192_001:0506b16	彌陀世尊。色心業勝。願力弘深。一演圓音。無不明契。	彌 陀 世 尊 色 心 業 勝 願 力 弘 深 一 演 圓 音 無 不 明 契 
X62n1192_001:0506b17	願參知識。而不欲見佛。其惑二也。藂林廣眾。皆樂棲	願 參 知 識 而 不 欲 見 佛 其 惑 二 也 藂 林 廣 眾 皆 樂 棲 
X62n1192_001:0506b18	遲。少眾道場。不欲依附。而極樂世界一生補處。其數	遲 少 眾 道 場 不 欲 依 附 而 極樂世界 一生補處 其 數 
X62n1192_001:0506b19	甚多。諸上善人俱會一處。既欲親近藂林。而不慕清	甚 多 諸 上 善 人 俱 會 一 處 既 欲 親 近 藂 林 而 不 慕 清 
X62n1192_001:0506b20	淨海眾。其惑三也。此方之人。上壽不過百歲。而童癡	淨 海 眾 其 惑 三 也 此 方 之 人 上 壽 不 過 百 歲 而 童 癡 
X62n1192_001:0506b21	老耄。疾病相仍。昏沉睡眠。常居太半。菩薩猶昏隔陰。	老 耄 疾 病 相 仍 昏 沉 睡 眠 常 居 太 半 菩 薩 猶 昏 隔 陰 
X62n1192_001:0506b22	聲聞尚昧出胎。則尺璧寸陰。十喪其九。而未登不退。	聲 聞 尚 昧 出 胎 則 尺 璧 寸 陰 十 喪 其 九 而 未 登 不 退 
X62n1192_001:0506b23	可謂寒心。西方之人。壽命無量。一托蓮胞。更無死苦。	可 謂 寒 心 西 方 之 人 壽 命 無 量 一 托 蓮 胞 更 無 死 苦 
