X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0602a02	十方三世依正色心自他凡聖等法。皆在我現前一	十 方 三 世 依 正 色 心 自 他 凡 聖 等 法 皆 在 我 現 前 一 
X62n1197_001:0602a03	念無相真心中炳然齊現。而皆以自心為體。非別有	念 無 相 真 心 中 炳 然 齊 現 而 皆 以 自 心 為 體 非 別 有 
X62n1197_001:0602a04	物。心無相而真。從心所現一切諸法。莫不無相而真。	物 心 無 相 而 真 從 心 所 現 一切諸法 莫 不 無 相 而 真 
X62n1197_001:0602a05	是故於中隨拈一毫末。一一皆具十方三世依正色	是 故 於 中 隨 拈 一 毫 末 一 一 皆 具 十 方 三 世 依 正 色 
X62n1197_001:0602a06	心自他凡聖等法而無餘欠。乃至一欬一掉。一名一	心 自 他 凡 聖 等 法 而 無 餘 欠 乃 至 一 欬 一 掉 一 名 一 
X62n1197_001:0602a07	字罔非自心之全體大用。而欬掉名字之外。更無一	字 罔 非 自 心 之 全 體 大 用 而 欬 掉 名 字 之 外 更 無 一 
X62n1197_001:0602a08	法可得。此所謂法界也。何謂法界緣起。聖凡皆此法	法 可 得 此 所 謂 法 界 也 何 謂 法 界 緣 起 聖 凡 皆 此 法 
X62n1197_001:0602a09	界。非麤妙。無減增。不涉生死。不干迷悟。而悟順法界	界 非 麤 妙 無 減 增 不 涉 生 死 不 干 迷 悟 而 悟 順 法 界 
X62n1197_001:0602a10	故。出生二種涅槃。迷逆法界故。妄現二種生死。迷逆	故 出 生 二 種 涅 槃 迷 逆 法 界 故 妄 現 二 種 生 死 迷 逆 
X62n1197_001:0602a11	生死。法界宛然。無奈眾生從未悟故。終不能了。諸佛	生 死 法 界 宛 然 無 奈 眾 生 從 未 悟 故 終 不 能 了 諸 佛 
X62n1197_001:0602a12	菩薩愍之。從一真法界起種種因緣。世出世間。事類	菩 薩 愍 之 從 一 真 法 界 起 種種因緣 世出世間 事 類 
X62n1197_001:0602a13	無算。一介螻螘。萬聖互援。神力既同。慈心亦等。而眾	無 算 一 介 螻 螘 萬 聖 互 援 神 力 既 同 慈 心 亦 等 而 眾 
X62n1197_001:0602a14	生迷逆妄故。受化不齊。於諸佛菩薩平等光中。有有	生 迷 逆 妄 故 受 化 不 齊 於 諸佛菩薩 平 等 光 中 有 有 
X62n1197_001:0602a15	緣無緣。及緣中淺深久近之異。緣分差等。化辨從違。	緣 無 緣 及 緣 中 淺 深 久 近 之 異 緣 分 差 等 化 辨 從 違 
X62n1197_001:0602a16	若或無緣徒勞引領此所謂法界緣起也是故建化	若 或 無 緣 徒 勞 引 領 此 所 謂 法 界 緣 起 也 是 故 建 化 
X62n1197_001:0602a17	門中。只論繫珠一義。如法華妙典。廣談宿因。先聖以	門 中 只 論 繫 珠 一 義 如 法 華 妙 典 廣 談 宿 因 先 聖 以 
X62n1197_001:0602a18	四釋闡明。(因緣釋約教釋本迹釋觀心釋)而必以因緣居首。由緣匪	四 釋 闡 明 因 緣 釋 約 教 釋 本 迹 釋 觀 心 釋 而 必 以 因 緣 居 首 由 緣 匪 
X62n1197_001:0602a19	一。故教網弛張。由教無方。故恩德貫徹。(指本迹)由恩不	一 故 教 網 弛 張 由 教 無 方 故 恩 德 貫 徹 指 本 迹 由 恩 不 
X62n1197_001:0602a20	可窮盡。故得消歸自己。領納家珍。(指觀心)故知因緣。即	可 窮 盡 故 得 消 歸 自 己 領 納 家 珍 指 觀 心 故 知 因 緣 即 
X62n1197_001:0602a21	第一義從上列祖極重時節因緣良以無法與人亦	第 一 義 從 上 列 祖 極 重 時 節 因 緣 良 以 無 法 與 人 亦 
X62n1197_001:0602a22	無語句情種熟處假說心傳儻其不然契理而不契	無 語 句 情 種 熟 處 假 說 心 傳 儻 其 不 然 契 理 而 不 契 
X62n1197_001:0602a23	機。有句盡成非量。空花界裏。無自立宗。華嚴大經。王	機 有 句 盡 成 非 量 空 花 界 裏 無 自 立 宗 華 嚴 大 經 王 
X62n1197_001:0602a24	於三藏末後一著。歸重願王。夫眾生情愛牽連。幻成	於 三 藏 末 後 一 著 歸 重 願 王 夫 眾 生 情 愛 牽 連 幻 成 
X62n1197_001:0602b01	世界妄執緣影遂立前塵觸之則生死浩然究竟皆	世 界 妄 執 緣 影 遂 立 前 塵 觸 之 則 生 死 浩 然 究 竟 皆 
X62n1197_001:0602b02	歸於業海。然而業繫之內。尚且天經地義。萬邦作孚	歸 於 業 海 然 而 業 繫 之 內 尚 且 天 經 地 義 萬 邦 作 孚 
X62n1197_001:0602b03	況諸佛菩薩。悲智無涯。色心俱寂。本真如以起用。稱	況 諸佛菩薩 悲 智 無 涯 色 心 俱 寂 本 真 如 以 起 用 稱 
X62n1197_001:0602b04	法性以垂機。觸之則生死銷亡。究竟皆同歸秘藏。大	法 性 以 垂 機 觸 之 則 生 死 銷 亡 究 竟 皆 同 歸 秘 藏 大 
X62n1197_001:0602b05	事該乎九界。深恩施(音異)於塵年。無不從此法界流。無	事 該 乎 九 界 深 恩 施 音 異 於 塵 年 無 不 從 此 法 界 流 無 
X62n1197_001:0602b06	不還歸此法界。此與六環業繫為何如。而可反恣睽	不 還 歸 此 法 界 此 與 六 環 業 繫 為 何 如 而 可 反 恣 睽 
X62n1197_001:0602b07	違。不從標準。是旨也精研藏教。備考羣宗。由忍土而	違 不 從 標 準 是 旨 也 精 研 藏 教 備 考 羣 宗 由 忍 土 而 
X62n1197_001:0602b08	遐攬十虗從末流而曠觀三際則求生淨土一法誠	遐 攬 十 虗 從 末 流 而 曠 觀 三 際 則 求 生 淨 土 一 法 誠 
X62n1197_001:0602b09	法界第一緣起矣。說者謂阿彌願勝。駕越諸方。然諸	法 界 第 一 緣 起 矣 說 者 謂 阿 彌 願 勝 駕 越 諸 方 然 諸 
X62n1197_001:0602b10	佛願等子等心等。法性海中。那容優劣。而千經萬論。	佛 願 等 子 等 心 等 法 性 海 中 那 容 優 劣 而 千 經 萬 論 
X62n1197_001:0602b11	極口指歸樂邦十方廣長同聲勸讚光壽者何哉緣	極 口 指 歸 樂 邦 十 方 廣 長 同 聲 勸 讚 光 壽 者 何 哉 緣 
X62n1197_001:0602b12	在故耳。緣何謂在。信也。何謂不在。不信也。信不在處。	在 故 耳 緣 何 謂 在 信 也 何 謂 不 在 不 信 也 信 不 在 處 
X62n1197_001:0602b13	惡業障之。如夜行者。滅火而趨險道。如破浪者。卷帆	惡 業 障 之 如 夜 行 者 滅 火 而 趨 險 道 如 破 浪 者 卷 帆 
X62n1197_001:0602b14	而鼓橫橈事同背馳甯止紆曲又諸佛四土上三土	而 鼓 橫 橈 事 同 背 馳 甯 止 紆 曲 又 諸 佛 四 土 上 三 土 
X62n1197_001:0602b15	容有橫義至同居土大都有竪無橫唯極樂同居橫	容 有 橫 義 至 同 居 土 大 都 有 竪 無 橫 唯 極 樂 同 居 橫 
X62n1197_001:0602b16	具四土。是故有情以凡夫而例一生補處。國土即緣	具 四 土 是 故 有 情 以 凡 夫 而 例 一生補處 國 土 即 緣 
X62n1197_001:0602b17	生而顯稱性五塵。佛身因應化而見法身真常。說法	生 而 顯 稱 性 五 塵 佛 身 因 應 化 而 見 法 身 真 常 說 法 
X62n1197_001:0602b18	從眾鳥而聞梵音深遠以要言之法法圓融塵塵究	從 眾 鳥 而 聞 梵 音 深 遠 以要言之 法 法 圓 融 塵 塵 究 
X62n1197_001:0602b19	竟。教海無一名相可筌蹄。法門無一因果可比擬。然	竟 教 海 無 一 名 相 可 筌 蹄 法 門 無 一 因 果 可 比 擬 然 
X62n1197_001:0602b20	此等希有十方罕聞而唯在極樂者何哉緣深故耳	此 等 希 有 十 方 罕 聞 而 唯 在 極 樂 者 何 哉 緣 深 故 耳 
X62n1197_001:0602b21	緣何謂深。信深也。何謂淺。信淺也。信根淺處。恒情域	緣 何 謂 深 信 深 也 何 謂 淺 信 淺 也 信 根 淺 處 恒 情 域 
X62n1197_001:0602b22	之。如朝廷之有資格。高才皓齒而不遷。如麟鳳之於	之 如 朝 廷 之 有 資 格 高 才 皓 齒 而 不 遷 如 麟 鳳 之 於 
X62n1197_001:0602b23	走飛。羽道毛羣而一類。何由大方闊步。豁破無明。又	走 飛 羽 道 毛 羣 而 一 類 何 由 大 方 闊 步 豁 破 無 明 又 
X62n1197_001:0602b24	諸佛度生。皆窮累劫。從凡階聖。不退為難。今求生極	諸 佛 度 生 皆 窮 累 劫 從 凡 階 聖 不 退 為 難 今 求 生 極 
X62n1197_001:0602c01	樂。但七日竭誠。十念傾注。雖陷惡逆。悉記往生。纔得	樂 但 七 日 竭 誠 十 念 傾 注 雖 陷 惡 逆 悉 記 往 生 纔 得 
X62n1197_001:0602c02	往生。便圓踞三不退地。且見阿彌。即見十方諸佛。生	往 生 便 圓 踞 三 不 退 地 且 見 阿 彌 即 見 十方諸佛 生 
X62n1197_001:0602c03	極樂。即生一切剎海。乃至阿彌一光。極樂一塵。悉能	極 樂 即 生 一 切 剎 海 乃 至 阿 彌 一 光 極 樂 一 塵 悉 能 
X62n1197_001:0602c04	於中頓證十方三世依正色心自他凡聖等法。而不	於 中 頓 證 十 方 三 世 依 正 色 心 自 他 凡 聖 等 法 而 不 
X62n1197_001:0602c05	出剎那際三昧。夫諸佛度生如彼難。阿彌度生如此	出 剎 那 際 三 昧 夫 諸 佛 度 生 如 彼 難 阿 彌 度 生 如 此 
X62n1197_001:0602c06	易者何哉緣久故耳緣何謂久信久也何謂近信近	易 者 何 哉 緣 久 故 耳 緣 何 謂 久 信 久 也 何 謂 近 信 近 
X62n1197_001:0602c07	也。信緣近處。時分限之。如捨調弓而引彆弣。如放馴	也 信 緣 近 處 時 分 限 之 如 捨 調 弓 而 引 彆 弣 如 放 馴 
X62n1197_001:0602c08	[馬*步]而服野駼。戰勝之功。當在異日。如上所論。專重有	[馬步] 而 服 野 駼 戰 勝 之 功 當 在 異 日 如 上 所 論 專 重 有 
X62n1197_001:0602c09	緣緣深則境界難思非等覺十地所能測緣久則神	緣 緣 深 則 境 界 難 思 非 等 覺 十 地 所 能 測 緣 久 則 神 
X62n1197_001:0602c10	力迅速非三祇百劫所可倫要之阿彌非有加於吾	力 迅 速 非 三 祇 百 劫 所 可 倫 要 之 阿 彌 非 有 加 於 吾 
X62n1197_001:0602c11	心也。吾心一念離絕。故聖凡無在。吾心萬法頓融。故	心 也 吾 心 一 念 離 絕 故 聖 凡 無 在 吾 心 萬 法 頓 融 故 
X62n1197_001:0602c12	四土無在吾心不屬時劫故十世剎那無在吾心不	四 土 無 在 吾 心 不 屬 時 劫 故 十 世 剎 那 無 在 吾 心 不 
X62n1197_001:0602c13	屬方隅。故微塵剎海無在。吾何歉乎哉。特仗增上因	屬 方 隅 故 微 塵 剎 海 無 在 吾 何 歉 乎 哉 特 仗 增 上 因 
X62n1197_001:0602c14	緣一顯發之耳。曾有久習神呪者。一夜重魘。見獰物	緣 一 顯 發 之 耳 曾 有 久 習 神 呪 者 一 夜 重 魘 見 獰 物 
X62n1197_001:0602c15	持之。置巨石下。其人怖急。憶誦素所習呪。遂見獰物	持 之 置 巨 石 下 其 人 怖 急 憶 誦 素 所 習 呪 遂 見 獰 物 
X62n1197_001:0602c16	倒散。裂石而醒。設素未習呪。或習未純熟。緣種不深	倒 散 裂 石 而 醒 設 素 未 習 呪 或 習 未 純 熟 緣 種 不 深 
X62n1197_001:0602c17	斯時也。欲不寱死得乎。然夢中真言。復是何物。倒獰	斯 時 也 欲 不 寱 死 得 乎 然 夢 中 真 言 復 是 何 物 倒 獰 
X62n1197_001:0602c18	裂石。誰實使之。皆即我現前一念之心也。自心神呪。	裂 石 誰 實 使 之 皆 即 我 現 前 一 念 之 心 也 自 心 神 呪 
X62n1197_001:0602c19	喚醒自心魘人。淨土法門亦如是。自心之阿彌。還度	喚 醒 自 心 魘 人 淨 土 法 門 亦 如 是 自 心 之 阿 彌 還 度 
X62n1197_001:0602c20	自心之生死。故知因緣之義。甚深甚深。抑聞魘之重	自 心 之 生 死 故 知 因 緣 之 義 甚 深 甚 深 抑 聞 魘 之 重 
X62n1197_001:0602c21	者。不許持光照。照即死不許抱令起。抱多失心。唯就	者 不 許 持 光 照 照 即 死 不 許 抱 令 起 抱 多 失 心 唯 就 
X62n1197_001:0602c22	闇中。俾熟識者大呼其名。連聲呼之無不解者。淨土	闇 中 俾 熟 識 者 大 呼 其 名 連 聲 呼 之 無 不 解 者 淨 土 
X62n1197_001:0602c23	法門亦如是劫濁盛時眾生魘重毋以持名雜參話	法 門 亦 如 是 劫 濁 盛 時 眾 生 魘 重 毋 以 持 名 雜 參 話 
X62n1197_001:0602c24	毋以麤心習勝觀雜參話則濁智騰波定起邪見所	毋 以 麤 心 習 勝 觀 雜 參 話 則 濁 智 騰 波 定 起 邪 見 所 
X62n1197_001:0603a01	謂照之即死者也習勝觀則非其境界定起魔事所	謂 照 之 即 死 者 也 習 勝 觀 則 非 其 境 界 定 起 魔 事 所 
X62n1197_001:0603a02	謂抱多失心者也唯以現前一念無明業識之心令	謂 抱 多 失 心 者 也 唯 以 現 前 一 念 無 明 業 識 之 心 令 
X62n1197_001:0603a03	其專稱阿彌陀佛名號。無間。一心。未有不親證親到	其 專 稱 阿 彌 陀 佛 名 號 無 間 一 心 未 有 不 親 證 親 到 
X62n1197_001:0603a04	者。法門至此。愈卑而愈不勝仰。愈淺而愈不可俯。自	者 法 門 至 此 愈 卑 而 愈 不 勝 仰 愈 淺 而 愈 不 可 俯 自 
X62n1197_001:0603a05	呼自應。自魘自醒。一心之本元頓彰。法界之體用全	呼 自 應 自 魘 自 醒 一 心 之 本 元 頓 彰 法 界 之 體 用 全 
X62n1197_001:0603a06	揭無庸鑽仰祇麼修行儻未悟透根源甯可顓蒙合	揭 無 庸 鑽 仰 祇 麼 修 行 儻 未 悟 透 根 源 甯 可 顓 蒙 合 
X62n1197_001:0603a07	妙夫顓蒙念佛至矣極矣無復加矣但恐法門之戲	妙 夫 顓 蒙 念 佛 至 矣 極 矣 無 復 加 矣 但 恐 法 門 之 戲 
X62n1197_001:0603a08	論難忘生死之天懷不切或執牟尼而視同瓦礫或	論 難 忘 生 死 之 天 懷 不 切 或 執 牟 尼 而 視 同 瓦 礫 或 
X62n1197_001:0603a09	以指爪而撮摩虗空或抉瞖而與眼以明或傳經而	以 指 爪 而 撮 摩 虗 空 或 抉 瞖 而 與 眼 以 明 或 傳 經 而 
X62n1197_001:0603a10	苦舌之鴂。如此則揚之與抑。總莫暢乎本懷。而信之	苦 舌 之 鴂 如 此 則 揚 之 與 抑 總 莫 暢 乎 本 懷 而 信 之 
X62n1197_001:0603a11	與疑。皆不成乎三昧。間有大智。知進知退。知存知亡。	與 疑 皆 不 成 乎 三 昧 間 有 大 智 知 進 知 退 知 存 知 亡 
X62n1197_001:0603a12	而未遘至人未獲圓悟未窮極致未學要詮欲升永	而 未 遘 至 人 未 獲 圓 悟 未 窮 極 致 未 學 要 詮 欲 升 永 
X62n1197_001:0603a13	明之堂。入楚石之室。居五濁之世。闡難信之宗。殊非	明 之 堂 入 楚 石 之 室 居 五 濁 之 世 闡 難 信 之 宗 殊 非 
X62n1197_001:0603a14	聊爾。嗚呼。至人幽矣。圓悟皇哉。若無要詮。誰與窮極。	聊 爾 嗚 呼 至 人 幽 矣 圓 悟 皇 哉 若 無 要 詮 誰 與 窮 極 
X62n1197_001:0603a15	昔　靈峰老人以正法眼。選定淨要一書。剞劂未全。	昔 靈 峰 老 人 以 正 法 眼 選 定 淨 要 一 書 剞 劂 未 全 
X62n1197_001:0603a16	梨棗四散。成時。竊念像季久轉。唯此一門。契理契機。	梨 棗 四 散 成 時 竊 念 像 季 久 轉 唯 此 一 門 契 理 契 機 
X62n1197_001:0603a17	而淨土諸書唯此諸要盡美盡善爰加點評稍事節	而 淨 土 諸 書 唯 此 諸 要 盡 美 盡 善 爰 加 點 評 稍 事 節 
X62n1197_001:0603a18	略倡募流通而大心緇白共成焉修捨沙門成時合	略 倡 募 流 通 而 大 心 緇 白 共 成 焉 修 捨 沙 門 成 時 合 
X62n1197_001:0603a19	掌稽首。重為告曰。淨土持名之法。有三大要焉。一者	掌 稽 首 重 為 告 曰 淨 土 持 名 之 法 有 三 大 要 焉 一 者 
X62n1197_001:0603a20	六字洪名念念之間欣厭具足如出幽獄奔託王家	六 字 洪 名 念 念 之 間 欣 厭 具 足 如 出 幽 獄 奔 託 王 家 
X62n1197_001:0603a21	步步之間。欣厭具足。是故萬緣之唾不食。眾苦之忍	步 步 之 間 欣 厭 具 足 是 故 萬 緣 之 唾 不 食 眾 苦 之 忍 
X62n1197_001:0603a22	莫回高置身於蓮華便訂盟於芬利蛆蠅糞壤可煞	莫 回 高 置 身 於 蓮 華 便 訂 盟 於 芬 利 蛆 蠅 糞 壤 可 煞 
X62n1197_001:0603a23	驚慚。二者參禪必不可無淨土。為防退墮。甯不寒心。	驚 慚 二 者 參 禪 必 不 可 無 淨 土 為 防 退 墮 甯 不 寒 心 
X62n1197_001:0603a24	淨土必不可入禪機。意見稍乘。二門俱破。若夫餘宗。	淨 土 必 不 可 入 禪 機 意 見 稍 乘 二 門 俱 破 若 夫 餘 宗 
X62n1197_001:0603b01	在昔之時。不必改弦但加善巧迴向。在今之世。祇可	在 昔 之 時 不 必 改 弦 但 加 善 巧 迴 向 在 今 之 世 祇 可 
X62n1197_001:0603b02	助行。必須淨業專修。冷煖自知。何容強諍。三者一句	助 行 必 須 淨 業 專 修 冷 煖 自 知 何 容 強 諍 三 者 一 句 
X62n1197_001:0603b03	彌陀非大徹不能全提而最愚亦無少欠儻有些子	彌 陀 非 大 徹 不 能 全 提 而 最 愚 亦 無 少 欠 儻 有 些 子 
X62n1197_001:0603b04	分別。便成大法魔殃。只貴一心受持。甯羨依稀解悟	分 別 便 成 大 法 魔 殃 只 貴 一 心 受 持 甯 羨 依 稀 解 悟 
X62n1197_001:0603b05	乞兒若見小利。急須吐棄無餘。棒打石人頭。嚗嚗論	乞 兒 若 見 小 利 急 須 吐 棄 無 餘 棒 打 石 人 頭 嚗 嚗 論 
X62n1197_001:0603b06	實事。已上三要。頗切今時。儻能真實指迷。我願捨身	實 事 已 上 三 要 頗 切 今 時 儻 能 真 實 指 迷 我 願 捨 身 
X62n1197_001:0603b07	供養。十方三世。共聞此言。	供 養 十 方 三 世 共 聞 此 言 
X62n1197_001:0603b08	省庵法師勸發菩提心文	省 庵 法 師 勸 發菩提心 文 
X62n1197_001:0603b09	淨業學人彭際清訂	淨 業 學 人 彭 際 清 訂 
X62n1197_001:0603b10	不肖愚下凡夫僧實賢。泣血稽顙。哀告現前大眾。及	不 肖 愚 下 凡 夫 僧 實 賢 泣 血 稽 顙 哀 告 現 前 大 眾 及 
X62n1197_001:0603b11	當世淨信男女等。唯願慈悲。少加聽察。甞聞入道要	當 世 淨 信 男 女 等 唯 願 慈 悲 少 加 聽 察 甞 聞 入 道 要 
X62n1197_001:0603b12	門。發心為首。修行急務。立願居先。願立則眾生可度	門 發 心 為 首 修 行 急 務 立 願 居 先 願 立 則 眾 生 可 度 
X62n1197_001:0603b13	心發則佛道堪成。苟不發廣大心。立堅固願。則縱經	心 發 則 佛 道 堪 成 苟 不 發 廣 大 心 立 堅 固 願 則 縱 經 
X62n1197_001:0603b14	塵劫。依然還在輪迴。雖有修行。總是徒勞辛苦。故華	塵 劫 依 然 還 在 輪 迴 雖 有 修 行 總 是 徒 勞 辛 苦 故 華 
X62n1197_001:0603b15	嚴經云。忘失菩提心。修諸善法。是名魔業。忘失尚爾。	嚴 經 云 忘 失 菩 提 心 修 諸 善 法 是 名 魔 業 忘 失 尚 爾 
X62n1197_001:0603b16	況未發乎。故知欲學如來乘。必先具發菩薩願。不可	況 未 發 乎 故 知 欲 學 如 來 乘 必 先 具 發 菩 薩 願 不 可 
X62n1197_001:0603b17	緩也。然心願差別。其相乃多。若不指陳。如何趣向。今	緩 也 然 心 願 差 別 其 相 乃 多 若 不 指 陳 如 何 趣 向 今 
X62n1197_001:0603b18	為大眾略而言之。相有其八。所謂邪正真偽大小偏	為 大 眾 略 而 言 之 相 有 其 八 所 謂 邪 正 真 偽 大 小 偏 
X62n1197_001:0603b19	圓是也。云何名為邪正真偽大小偏圓耶。世有行人。	圓 是 也 云 何 名 為 邪 正 真 偽 大 小 偏 圓 耶 世 有 行 人 
X62n1197_001:0603b20	一向修行。不究自心。但知外務。或求利養。或好名聞。	一 向 修 行 不 究 自 心 但 知 外 務 或 求 利 養 或 好 名 聞 
X62n1197_001:0603b21	或貪現世欲樂。或望未來果報。如是發心。名之為邪	或 貪 現 世 欲 樂 或 望 未 來 果 報 如 是 發 心 名 之 為 邪 
X62n1197_001:0603b22	既不求利養名聞。又不貪欲樂果報。唯為生死為菩	既 不 求 利 養 名 聞 又 不 貪 欲 樂 果 報 唯 為 生 死 為 菩 
X62n1197_001:0603b23	提。如是發心。名之為正。念念上求佛道。心心下化眾	提 如 是 發 心 名 之 為 正 念 念 上 求 佛 道 心 心 下 化 眾 
X62n1197_001:0603b24	生。聞佛道長遠。不生退怯。觀眾生難度。不生厭倦。如	生 聞 佛 道 長 遠 不 生 退 怯 觀 眾 生 難 度 不 生 厭 倦 如 
X62n1197_001:0603c01	登萬仞之山。必窮其頂。如上九層之塔。必造其顛。如	登 萬 仞 之 山 必 窮 其 頂 如 上 九 層 之 塔 必 造 其 顛 如 
X62n1197_001:0603c02	是發心。名之為真。有罪不懺。有過不除。內濁外清。始	是 發 心 名 之 為 真 有 罪 不 懺 有 過 不 除 內 濁 外 清 始 
X62n1197_001:0603c03	勤終怠。雖有好心。多為名利之所夾雜。雖有善法。復	勤 終 怠 雖 有 好 心 多 為 名 利 之 所 夾 雜 雖 有 善 法 復 
X62n1197_001:0603c04	為罪業之所染污。如是發心。名之為偽。眾生界盡。我	為 罪 業 之 所 染 污 如 是 發 心 名 之 為 偽 眾 生 界 盡 我 
X62n1197_001:0603c05	願方盡菩提道成。我願方成。如是發心。名之為大。觀	願 方 盡 菩 提 道 成 我 願 方 成 如 是 發 心 名 之 為 大 觀 
X62n1197_001:0603c06	三界如牢獄。視生死如冤家。但期自度。不欲度人。如	三 界 如 牢 獄 視 生 死 如 冤 家 但 期 自 度 不 欲 度 人 如 
X62n1197_001:0603c07	是發心。名之為小。若於心外見有眾生。及以佛道。願	是 發 心 名 之 為 小 若 於 心 外 見 有 眾 生 及 以 佛 道 願 
X62n1197_001:0603c08	度願成。功勛不忘。知見不泯。如是發心。名之為偏。若	度 願 成 功 勛 不 忘 知 見 不 泯 如 是 發 心 名 之 為 偏 若 
X62n1197_001:0603c09	知自性是眾生。故願度脫。自性是佛道。故願成就。不	知 自 性 是 眾 生 故 願 度 脫 自 性 是 佛 道 故 願 成 就 不 
X62n1197_001:0603c10	見一法離心別有。以虗空之心。發虗空之願。行虗空	見 一 法 離 心 別 有 以 虗 空 之 心 發 虗 空 之 願 行 虗 空 
X62n1197_001:0603c11	之行。證虗空之果。亦無虗空之相可得。如是發心。名	之 行 證 虗 空 之 果 亦 無 虗 空 之 相 可 得 如 是 發 心 名 
X62n1197_001:0603c12	之為圓。知此八種差別。則知審察。知審察則知去取。	之 為 圓 知 此 八 種 差 別 則 知 審 察 知 審 察 則 知 去 取 
X62n1197_001:0603c13	知去取則可發心。云何審察。謂我所發心。於此八中。	知 去 取 則 可 發 心 云 何 審 察 謂 我 所 發 心 於 此 八 中 
X62n1197_001:0603c14	為邪為正。為真為偽。為大為小。為偏為圓。云何去取。	為 邪 為 正 為 真 為 偽 為 大 為 小 為 偏 為 圓 云 何 去 取 
X62n1197_001:0603c15	所謂去邪去偽去小去偏取正取真取大取圓。如此	所 謂 去 邪 去 偽 去 小 去 偏 取 正 取 真 取 大 取 圓 如 此 
X62n1197_001:0603c16	發心。方得名為真正發菩提心也。此菩提心。諸善中	發 心 方 得 名 為 真 正 發菩提心 也 此 菩 提 心 諸 善 中 
X62n1197_001:0603c17	王。必有因緣。方得發起。今言因緣略有十種。何等為	王 必 有 因 緣 方 得 發 起 今 言 因 緣 略 有 十 種 何 等 為 
X62n1197_001:0603c18	十。一者念佛重恩故。二者念父母恩故三者念師長	十 一 者 念 佛 重 恩 故 二 者 念 父 母 恩 故 三 者 念 師 長 
X62n1197_001:0603c19	恩故。四者念施主恩故。五者念眾生恩故。六者念死	恩 故 四 者 念 施 主 恩 故 五 者 念 眾 生 恩 故 六 者 念 死 
X62n1197_001:0603c20	生苦故。七者尊重己靈故。八者懺悔業障故。九者求	生 苦 故 七 者 尊 重 己 靈 故 八 者 懺 悔 業 障 故 九 者 求 
X62n1197_001:0603c21	生淨土故。十者為念正法得久住故。云何念佛重恩。	生 淨 土 故 十 者 為 念 正 法 得 久 住 故 云 何 念 佛 重 恩 
X62n1197_001:0603c22	謂我釋迦如來。最初發心。為我等故行菩薩道。經無	謂 我 釋 迦 如 來 最初發心 為 我 等 故 行菩薩道 經 無 
X62n1197_001:0603c23	量劫。備受諸苦。我造業時。佛則哀憐。方便教化。而我	量 劫 備 受 諸 苦 我 造 業 時 佛 則 哀 憐 方 便 教 化 而 我 
X62n1197_001:0603c24	愚癡不知信受。我墮地獄。佛復悲痛。欲代我苦。而我	愚 癡 不 知 信 受 我 墮 地 獄 佛 復 悲 痛 欲 代 我 苦 而 我 
X62n1197_001:0604a01	業重。不能救拔。我生人道。佛以方便令種善根。世世	業 重 不 能 救 拔 我 生 人 道 佛 以 方 便 令 種 善 根 世 世 
X62n1197_001:0604a02	生生。隨逐於我。心無暫捨。佛初出世。我尚沉淪。今得	生 生 隨 逐 於 我 心 無 暫 捨 佛 初 出 世 我 尚 沉 淪 今 得 
X62n1197_001:0604a03	人身。佛已滅度。何罪而生末法。何福而預出家。何障	人 身 佛 已 滅 度 何 罪 而 生 末 法 何 福 而 預 出 家 何 障 
X62n1197_001:0604a04	而不見金身。何幸而躬逢舍利。如是思惟。向使不種	而 不 見 金 身 何 幸 而 躬 逢 舍 利 如 是 思 惟 向 使 不 種 
X62n1197_001:0604a05	善根。何以得聞佛法。不聞佛法。焉知常受佛恩。此恩	善 根 何 以 得 聞 佛 法 不 聞 佛 法 焉 知 常 受 佛 恩 此 恩 
X62n1197_001:0604a06	此德。邱山難喻。自非發廣大心。行菩薩道。建立佛法。	此 德 邱 山 難 喻 自 非 發 廣 大 心 行菩薩道 建 立 佛 法 
X62n1197_001:0604a07	救度眾生。從使粉骨碎身。豈能酬答。是為發菩提心	救 度 眾 生 從 使 粉 骨 碎 身 豈 能 酬 答 是 為 發菩提心 
X62n1197_001:0604a08	第一因緣也。云何念父母恩。哀哀父母。生我劬勞。十	第 一 因 緣 也 云 何 念 父 母 恩 哀 哀 父 母 生 我 劬 勞 十 
X62n1197_001:0604a09	月三年。懷胎乳哺。推乾去濕。嚥苦吐甘。才得成人。指	月 三 年 懷 胎 乳 哺 推 乾 去 濕 嚥 苦 吐 甘 才 得 成 人 指 
X62n1197_001:0604a10	望紹繼門風。供承祭祀。今我等既已出家。濫稱釋子。	望 紹 繼 門 風 供 承 祭 祀 今 我 等 既 已 出 家 濫 稱 釋 子 
X62n1197_001:0604a11	忝號沙門。甘旨不供。祭埽不給。生不能養其口體。死	忝 號 沙 門 甘 旨 不 供 祭 埽 不 給 生 不 能 養 其 口 體 死 
X62n1197_001:0604a12	不能導其神靈。於世間則為大損。於出世又無實益。	不 能 導 其 神 靈 於 世 間 則 為 大 損 於 出 世 又 無 實 益 
X62n1197_001:0604a13	兩途既失。重罪難逃。如是思惟。唯有百劫千生。常行	兩 途 既 失 重 罪 難 逃 如 是 思 惟 唯 有 百 劫 千 生 常 行 
X62n1197_001:0604a14	佛道。十方三世普度眾生。則不唯一生父母。生生父	佛 道 十 方 三 世 普 度 眾 生 則 不 唯 一 生 父 母 生 生 父 
