T85n2770_001:0355a08	維摩經疏	維 摩 經 疏 
T85n2770_001:0361b12	無淨身者無時暫聞。名為恒無。無非始性。二	無 淨 身 者 無 時 暫 聞 名 為 恒 無 無 非 始 性 二 
T85n2770_001:0361b13	就應說一。於中有二。一約方言以說一音。如	就 應 說 一 於 中 有 二 一 約 方 言 以 說 一 音 如 
T85n2770_001:0361b14	未或時作一胡音。眾生於中解種種語。餘亦	未 或 時 作 一 胡 音 眾 生 於 中 解 種 種 語 餘 亦 
T85n2770_001:0361b15	如是。二約法說一。如來或時說一布施名為	如 是 二 約 法 說 一 如 來 或 時 說 一 布 施 名 為 
T85n2770_001:0361b16	一音。眾生於中解種種法。餘亦如是。今此所	一 音 眾 生 於 中 解 種 種 法 餘 亦 如 是 今 此 所 
T85n2770_001:0361b17	論就應辨一等。就應中此偈約就方言以說	論 就 應 辨 一 等 就 應 中 此 偈 約 就 方 言 以 說 
T85n2770_001:0361b18	一音。眾生於中解種種語故云隨類各得解	一 音 眾 生 於 中 解 種 種 語 故 云 隨 類 各 得 解 
T85n2770_001:0361b19	矣。皆謂世尊同其語者。謂偏同己。斯則神力	矣 皆 謂 世 尊 同 其 語 者 謂 偏 同 己 斯 則 神 力 
T85n2770_001:0361b20	結嘆顯勝。次有兩行。讚嘆如來隨法異說。佛	結 嘆 顯 勝 次 有 兩 行 讚 嘆 如 來 隨 法 異 說 佛 
T85n2770_001:0361b21	以一音演說法者。發言不異。眾生各各隨所	以 一 音 演 說 法 者 發 言 不 異 眾 生 各 各 隨 所 
T85n2770_001:0361b22	解者。悟解不同。如來或時對一眾生說一種	解 者 悟 解 不 同 如 來 或 時 對 一 眾 生 說 一 種 
T85n2770_001:0361b23	法名一音說。眾生於中解種種義名各各解。	法 名 一 音 說 眾 生 於 中 解 種 種 義 名 各 各 解 
T85n2770_001:0361b24	普得受行獲其利者。起行異也。斯則神力結	普 得 受 行 獲 其 利 者 起 行 異 也 斯 則 神 力 結 
T85n2770_001:0361b25	嘆顯勝。下有兩行讚嘆如來隨心異說。佛以	嘆 顯 勝 下 有 兩 行 讚 嘆 如 來 隨 心 異 說 佛 以 
T85n2770_001:0361b26	一音演說法者。發言不殊此亦是其隨法一	一 音 演 說 法 者 發 言 不 殊 此 亦 是 其 隨 法 一 
T85n2770_001:0361b27	矣。或有恐怖或歡喜等生心各以取說一法。	矣 或 有 恐 怖 或 歡 喜 等 生 心 各 以 取 說 一 法 
T85n2770_001:0361b28	有人專謂說己罪過當墮惡道。所以恐怖。有	有 人 專 謂 說 己 罪 過 當 墮 惡 道 所 以 恐 怖 有 
T85n2770_001:0361b29	人專謂說己善業當生善處。所以歡喜。有人	人 專 謂 說 己 善 業 當 生 善 處 所 以 歡 喜 有 人 
T85n2770_001:0361c01	專謂呵己過非。所以厭離。有人專謂教己善	專 謂 呵 己 過 非 所 以 厭 離 有 人 專 謂 教 己 善 
T85n2770_001:0361c02	義聞法生信。所以斷疑。斯則神力結嘆顯勝。	義 聞 法 生 信 所 以 斷 疑 斯 則 神 力 結 嘆 顯 勝 
T85n2770_001:0361c03	下嘆意中。初四行偈嘆佛德備。後三行偈嘆	下 嘆 意 中 初 四 行 偈 嘆 佛 德 備 後 三 行 偈 嘆 
T85n2770_001:0361c04	佛解具。前四行中初兩行偈嘆佛智德。後兩	佛 解 具 前 四 行 中 初 兩 行 偈 嘆 佛 智 德 後 兩 
T85n2770_001:0361c05	行偈嘆佛斷德。此二之中各自利利他之別。	行 偈 嘆 佛 斷 德 此 二 之 中 各 自利利他 之 別 
T85n2770_001:0361c06	前智德中。稽首十力大精進者。嘆佛十力力。	前 智 德 中 稽 首 十 力 大 精 進 者 嘆 佛 十 力 力 
T85n2770_001:0361c07	由懃成故歎精進。稽首己得無所畏者。嘆佛	由 懃 成 故 歎 精 進 稽 首 己 得無所畏 者 嘆 佛 
T85n2770_001:0361c08	四無畏。先成在己故云己得。稽首住於不共	四 無 畏 先 成 在 己 故 云 己 得 稽 首 住 於 不 共 
T85n2770_001:0361c09	者。歎佛十八不共法也。此歎自德。向前文中	者 歎 佛 十八不共法 也 此 歎 自 德 向 前 文 中 
T85n2770_001:0361c10	先舉其德後結稽首。今此文中先彰稽首後	先 舉 其 德 後 結 稽 首 今 此 文 中 先 彰 稽 首 後 
T85n2770_001:0361c11	出其德。文之左右。稽首一切大道師者。歎其	出 其 德 文 之 左 右 稽 首 一 切 大 道 師 者 歎 其 
T85n2770_001:0361c12	利他。下斷德中先歎自德。稽首能斷眾結縛	利 他 下 斷 德 中 先 歎 自 德 稽 首 能 斷 眾 結 縛 
T85n2770_001:0361c13	者。除其滅障。稽首已到於彼岸者。明證滅果。	者 除 其 滅 障 稽 首 已 到 於 彼 岸 者 明 證 滅 果 
T85n2770_001:0361c14	涅槃彼岸隨證名到。亦可。前言能斷結縛離	涅 槃 彼 岸 隨 證 名 到 亦 可 前 言 能 斷 結 縛 離 
T85n2770_001:0361c15	生死因能到彼岸出生死果。下明利他。稽首	生 死 因 能 到 彼 岸 出 生 死 果 下 明 利 他 稽 首 
T85n2770_001:0361c16	能度諸世間者。謂能度於眾生世間出生死	能 度 諸 世 間 者 謂 能 度 於 眾 生 世 間 出 生 死 
T85n2770_001:0361c17	因離生死果。能教眾生出生死果度生死因	因 離 生 死 果 能 教 眾 生 出 生 死 果 度 生 死 因 
T85n2770_001:0361c18	得有餘滅。稽首永離生死道者。得無餘滅。上	得 有 餘 滅 稽 首 永 離 生 死 道 者 得 無 餘 滅 上 
T85n2770_001:0361c19	明得備下明解具。悉知眾生來去相者。明能	明 得 備 下 明 解 具 悉 知 眾 生 來 去 相 者 明 能 
T85n2770_001:0361c20	知人。來謂未來。去是過去。以偈迮故不說	知 人 來 謂 未 來 去 是 過 去 以 偈 迮 故 不 說 
T85n2770_001:0361c21	現在。下明知法。善於諸法得解脫者。總明知	現 在 下 明 知 法 善 於 諸 法 得 解 脫 者 總 明 知 
T85n2770_001:0361c22	法。於諸法中心無偏著名得解脫。下別顯之。	法 於 諸 法 中 心 無 偏 著 名 得 解 脫 下 別 顯 之 
T85n2770_001:0361c23	不著世間如蓮華者。於有不染此明離愛。常	不 著 世 間 如 蓮 華 者 於 有 不 染 此 明 離 愛 常 
T85n2770_001:0361c24	善入於空寂行者。於空能解。此明離見。達諸	善 入 於 空 寂 行 者 於 空 能 解 此 明 離 見 達 諸 
T85n2770_001:0361c25	法相無罣礙者。於法能知。此明離癡。稽首如	法 相 無 罣 礙 者 於 法 能 知 此 明 離 癡 稽 首 如 
T85n2770_001:0361c26	空無所依者。於空能證。明離妄相。如空平等	空 無 所 依 者 於 空 能 證 明 離 妄 相 如 空 平 等 
T85n2770_001:0361c27	更無所依。佛亦如是。證心平等無所取著。故	更 無 所 依 佛 亦 如 是 證 心 平 等 無 所 取 著 故 
T85n2770_001:0361c28	無所依。獻蓋至此望前為正望。後仍有起發	無 所 依 獻 蓋 至 此 望 前 為 正 望 後 仍 有 起 發 
T85n2770_001:0361c29	之義。故亦名序。	之 義 故 亦 名 序 
T85n2770_001:0362a01	自下一段唯是正宗。因寶積請如來正顯淨	自 下 一 段 唯 是 正 宗 因 寶 積 請 如 來 正 顯 淨 
T85n2770_001:0362a02	土因果。於中有二。從初乃至隨其心淨則佛	土 因 果 於 中 有 二 從 初 乃 至 隨 其 心 淨 則 佛 
T85n2770_001:0362a03	土淨以為初段。爾時舍利承佛威神下為第	土 淨 以 為 初 段 爾 時 舍 利 承佛威神 下 為 第 
T85n2770_001:0362a04	二段。此二段中總相麁分。初段偏明淨土之	二 段 此 二 段 中 總 相 麁 分 初 段 偏 明 淨 土 之 
T85n2770_001:0362a05	因。設使舉果對以顯因。後段偏明淨土之果。	因 設 使 舉 果 對 以 顯 因 後 段 偏 明 淨 土 之 果 
T85n2770_001:0362a06	以實細論。初段因於寶積啟請具明淨土因	以 實 細 論 初 段 因 於 寶 積 啟 請 具 明 淨 土 因 
T85n2770_001:0362a07	之與果。後段因於舍利疑念拂疑顯淨以成	之 與 果 後 段 因 於 舍 利 疑 念 拂 疑 顯 淨 以 成 
T85n2770_001:0362a08	前義。前中有四。一寶積等啟請為由。二如來	前 義 前 中 有 四 一 寶 積 等 啟 請 為 由 二 如 來 
T85n2770_001:0362a09	讚歎勅聽許說。三寶積等奉教聽受。四佛廣	讚 歎 勅 聽 許 說 三 寶 積 等 奉 教 聽 受 四 佛 廣 
T85n2770_001:0362a10	為說。初中寶積標列請人。說此偈已結前起	為 說 初 中 寶 積 標 列 請 人 說 此 偈 已 結 前 起 
T85n2770_001:0362a11	後。白佛世尊啟告所請。皆已發心由己所願。	後 白 佛 世 尊 啟 告 所 請 皆 已 發 心 由 己 所 願 
T85n2770_001:0362a12	前覩如來合蓋現變顯不思議。生心願求名	前 覩 如 來 合 蓋 現 變 顯 不 思 議 生 心 願 求 名 
T85n2770_001:0362a13	為發心。諸人齊發故云皆發。發之已意故言	為 發 心 諸 人 齊 發 故 云 皆 發 發 之 已 意 故 言 
T85n2770_001:0362a14	已發。阿耨菩提是外國語。此名無上正真正	已 發 阿耨菩提 是 外 國 語 此 名 無 上 正 真 正 
T85n2770_001:0362a15	道。阿之言無。耨多羅名上。三名為王。藐之言	道 阿 之 言 無 耨 多 羅 名 上 三 名 為 王 藐 之 言 
T85n2770_001:0362a16	真。三復名正。菩提稱道。懃求此道名為發心。	真 三 復 名 正 菩 提 稱 道 懃 求 此 道 名 為 發 心 
T85n2770_001:0362a17	菩提心義後當具論。何故道此心為行本。明	菩 提 心 義 後 當 具 論 何 故 道 此 心 為 行 本 明 
T85n2770_001:0362a18	已有本唯須修行生後請也。願聞得下正宣	已 有 本 唯 須 修 行 生 後 請 也 願 聞 得 下 正 宣 
T85n2770_001:0362a19	請辭。願聞得佛國土清淨彰己所求。求聞當	請 辭 願 聞 得 佛 國 土 清 淨 彰 己 所 求 求 聞 當 
T85n2770_001:0362a20	果。願聞得佛。求聞正果。願聞土淨。求聞依	果 願 聞 得 佛 求 聞 正 果 願 聞 土 淨 求 聞 依 
T85n2770_001:0362a21	果。此成依果約以辨。唯願世尊說諸菩薩淨	果 此 成 依 果 約 以 辨 唯 願 世 尊 說 諸 菩 薩 淨 
T85n2770_001:0362a22	佛土行者。諸說土因。唯是敬辭。亦是專義。	佛 土 行 者 諸 說 土 因 唯 是 敬 辭 亦 是 專 義 
T85n2770_001:0362a23	專求如來說淨土行故言唯願。前就果德彰	專 求 如 來 說 淨 土 行 故 言 唯 願 前 就 果 德 彰 
T85n2770_001:0362a24	己願聞。略不請說。此就行中唯明請說不彰	己 願 聞 略 不 請 說 此 就 行 中 唯 明 請 說 不 彰 
T85n2770_001:0362a25	願聞。言之隱顯道理齊通。	願 聞 言 之 隱 顯 道 理 齊 通 
T85n2770_001:0362a26	自下第二如來歎問勅聽許說。先歎。次勅。後	自 下 第 二 如 來 歎 問 勅 聽 許 說 先 歎 次 勅 後 
T85n2770_001:0362a27	許宣說。歎中善哉是總歎也。善猶好也。所請	許 宣 說 歎 中 善 哉 是 總 歎 也 善 猶 好 也 所 請 
T85n2770_001:0362a28	事好故名為善哉。是助辭。乃能為諸菩薩問	事 好 故 名 為 善 哉 是 助 辭 乃 能 為 諸 菩 薩 問 
T85n2770_001:0362a29	於如來淨土之行。出其善事。乃者是其。□越	於 如 來 淨 土 之 行 出 其 善 事 乃 者 是 其 越 
T85n2770_001:0362b01	之辭。無量眾生皆不能問。至汝方堪故曰乃	之 辭 無 量 眾 生 皆 不 能 問 至 汝 方 堪 故 曰 乃 
T85n2770_001:0362b02	能。前兩句中據後以歎。是故偏言為諸菩薩	能 前 兩 句 中 據 後 以 歎 是 故 偏 言 為 諸 菩 薩 
T85n2770_001:0362b03	問淨土行。若就前句。應言乃能願聞得佛國	問 淨 土 行 若 就 前 句 應 言 乃 能 願 聞 得 佛 國 
T85n2770_001:0362b04	土清淨。略不云耳。諦聽善思勅誡辭。諦謂審	土 清 淨 略 不 云 耳 諦 聽 善 思 勅 誡 辭 諦 謂 審 
T85n2770_001:0362b05	諦。善謂委善。諦聽得善思得義故並勅之。念	諦 善 謂 委 善 諦 聽 得 善 思 得 義 故 並 勅 之 念 
T85n2770_001:0362b06	能堅持文義不失。故復教念當為汝說於是	能 堅 持 文 義 不 失 故 復 教 念 當 為 汝 說 於 是 
T85n2770_001:0362b07	寶積及五百等是第三段奉教聽受。	寶 積 及 五 百 等 是 第 三 段 奉 教 聽 受 
T85n2770_001:0362b08	自下第四佛為廣說。於中應先解淨土義。然	自 下 第 四 佛 為 廣 說 於 中 應 先 解 淨 土 義 然 
T85n2770_001:0362b09	後釋文義。如別章。文中有二。一約大悲隨有	後 釋 文 義 如 別 章 文 中 有 二 一 約 大 悲 隨 有 
T85n2770_001:0362b10	之行宣說眾生以為佛土。二直心不約就出	之 行 宣 說 眾 生 以 為 佛 土 二 直 心 不 約 就 出 
T85n2770_001:0362b11	世恒菩提行說直心等而為佛土。前中有三	世 恒 菩 提 行 說 直 心 等 而 為 佛 土 前 中 有 三 
T85n2770_001:0362b12	段。一總說眾生以為佛土。二所以下釋前眾	段 一 總 說 眾 生 以 為 佛 土 二 所 以 下 釋 前 眾 
T85n2770_001:0362b13	生為佛土義。取土為生故名眾生以為佛土。	生 為 佛 土 義 取 土 為 生 故 名 眾 生 以 為 佛 土 
T85n2770_001:0362b14	三所以下轉釋為眾生取佛土義。初中眾生	三 所 以 下 轉 釋 為 眾 生 取 佛 土 義 初 中 眾 生 
T85n2770_001:0362b15	是佛土者。緣中說土。土因悲得。悲由生起。以	是 佛 土 者 緣 中 說 土 土 因 悲 得 悲 由 生 起 以 
T85n2770_001:0362b16	有眾生菩薩起悲。悲故得土。故名眾生為佛	有 眾 生 菩 薩 起 悲 悲 故 得 土 故 名 眾 生 為 佛 
T85n2770_001:0362b17	土耳。無限大悲等眾生界情無分限故。名一	土 耳 無 限 大 悲 等 眾 生 界 情 無 分 限 故 名 一 
T85n2770_001:0362b18	切眾生之類悉為佛土。第二釋中所以者何。	切 眾 生 之 類 悉 為 佛 土 第 二 釋 中 所以者何 
T85n2770_001:0362b19	問前起後。土是己報。所以乃說他眾生類為	問 前 起 後 土 是 己 報 所 以 乃 說 他 眾 生 類 為 
T85n2770_001:0362b20	我佛土下對釋之。釋意如何。菩薩取土原為	我 佛 土 下 對 釋 之 釋 意 如 何 菩 薩 取 土 原 為 
T85n2770_001:0362b21	眾生。得土生由故名眾生而為佛土。文中四	眾 生 得 土 生 由 故 名 眾 生 而 為 佛 土 文 中 四 
T85n2770_001:0362b22	句。前二為於地前眾生。後二為於地上眾生。	句 前 二 為 於 地 前 眾 生 後 二 為 於 地 上 眾 生 
T85n2770_001:0362b23	前兩句中化。始調終化者。化於種性已前令	前 兩 句 中 化 始 調 終 化 者 化 於 種 性 已 前 令 
T85n2770_001:0362b24	生信解。調者調於種性。已上令起行修。亦	生 信 解 調 者 調 於 種 性 已 上 令 起 行 修 亦 
T85n2770_001:0362b25	可。化者化令生善。善心先無今忽令有。故	可 化 者 化 令 生 善 善 心 先 無 今 忽 令 有 故 
T85n2770_001:0362b26	名為化。言調伏者。調令離過。離過順法。故名	名 為 化 言 調 伏 者 調 令 離 過 離 過 順 法 故 名 
T85n2770_001:0362b27	調伏。菩薩隨所化生而耳佛土者。為依淨土	調 伏 菩 薩 隨 所 化 生 而 耳 佛 土 者 為 依 淨 土 
T85n2770_001:0362b28	化人生善故取佛土。如彌陀界一生其中永	化 人 生 善 故 取 佛 土 如 彌 陀 界 一 生 其 中 永 
T85n2770_001:0362b29	善不退。隨所調伏眾生而取佛土者。為依淨	善 不 退 隨 所 調 伏 眾 生 而 取 佛 土 者 為 依 淨 
T85n2770_001:0362c01	土調人離惡故取佛土。如彌陀界一生其中	土 調 人 離 惡 故 取 佛 土 如 彌 陀 界 一 生 其 中 
T85n2770_001:0362c02	永離諸過。後兩句中。入佛惠者。趣入佛果起	永 離 諸 過 後 兩 句 中 入 佛 惠 者 趣 入 佛 果 起 
T85n2770_001:0362c03	菩薩根修起行因。亦可。入惠定惠莊嚴起菩	菩 薩 根 修 起 行 因 亦 可 入 惠 定 惠 莊 嚴 起 菩 
T85n2770_001:0362c04	薩根。是福莊嚴。文中初言隨諸眾生。應以何	薩 根 是 福 莊 嚴 文 中 初 言 隨 諸 眾 生 應 以 何 
T85n2770_001:0362c05	國入佛惠者。隨物所宜故言應。以為依淨土	國 入 佛 惠 者 隨 物 所 宜 故 言 應 以 為 依 淨 土 
T85n2770_001:0362c06	攝諸菩薩修惠莊嚴故取佛土。初地已上皆	攝 諸 菩 薩 修 惠 莊 嚴 故 取 佛 土 初 地 已 上 皆 
T85n2770_001:0362c07	入三世諸佛智地。為教眾生入是智地故取	入 三世諸佛 智 地 為 教 眾 生 入 是 智 地 故 取 
T85n2770_001:0362c08	佛土。應以何國起菩薩根而取佛土者。應以	佛 土 應 以 何 國 起 菩 薩 根 而 取 佛 土 者 應 以 
T85n2770_001:0362c09	如前為依淨土攝諸菩薩修福莊嚴故取淨	如 前 為 依 淨 土 攝 諸 菩 薩 修 福 莊 嚴 故 取 淨 
T85n2770_001:0362c10	土。菩薩所行能為佛本。就人以彰名菩薩根	土 菩薩所行 能 為 佛 本 就 人 以 彰 名 菩 薩 根 
T85n2770_001:0362c11	亦可。菩薩行中相起初為後本名菩薩根。但	亦 可 菩 薩 行 中 相 起 初 為 後 本 名 菩 薩 根 但 
T85n2770_001:0362c12	諸眾生藉處不同起道各異。是故並言應以	諸 眾 生 藉 處 不 同 起 道 各 異 是 故 並 言 應 以 
T85n2770_001:0362c13	何國菩薩為之取種種土。問曰。所取為真為	何 國 菩 薩 為 之 取 種 種 土 問 曰 所 取 為 真 為 
T85n2770_001:0362c14	應。體即是真用相是應。應必依真故現應而	應 體 即 是 真 用 相 是 應 應 必 依 真 故 現 應 而 
T85n2770_001:0362c15	取真土。	取 真 土 
T85n2770_001:0362c16	自下第三轉釋為眾生取佛土義。先問後解。	自 下 第 三 轉 釋 為 眾 生 取 佛 土 義 先 問 後 解 
T85n2770_001:0362c17	所以者何問也。問有兩意。一問菩薩得土自	所以者何 問 也 問 有 兩 意 一 問 菩 薩 得 土 自 
T85n2770_001:0362c18	安。所以偏言為眾生者何。二問觀空破相之	安 所 以 偏 言 為 眾 生 者 何 二 問 觀 空 破 相 之 
T85n2770_001:0362c19	惠能治染過可得淨土為眾生。是其取有之	惠 能 治 染 過 可 得 淨 土 為 眾 生 是 其 取 有 之 
T85n2770_001:0362c20	心。所以能得淨土者何下對釋之兩意別解。	心 所 以 能 得 淨 土 者 何 下 對 釋 之 兩 意 別 解 
T85n2770_001:0362c21	菩薩取於淨因皆為饒益諸眾生故。解初意	菩 薩 取 於 淨 因 皆 為 饒 益 諸 眾 生 故 解 初 意 
T85n2770_001:0362c22	也。雖得自安。取土之意原為益生故。說為生	也 雖 得 自 安 取 土 之 意 原 為 益 生 故 說 為 生 
T85n2770_001:0362c23	而取土耳。譬如有人下釋後意也。釋意如何。	而 取 土 耳 譬 如 有 人 下 釋 後 意 也 釋 意 如 何 
T85n2770_001:0362c24	淨土是其功德之果。唯空不成故為眾生能	淨 土 是 其 功 德 之 果 唯 空 不 成 故 為 眾 生 能 
T85n2770_001:0362c25	得淨土。先喻後合。喻中譬如有人欲於空地	得 淨 土 先 喻 後 合 喻 中 譬 如 有 人 欲 於 空 地 
T85n2770_001:0362c26	造立宮室隨意無礙。順舉其得人喻菩薩。修	造 立 宮 室 隨 意 無 礙 順 舉 其 得 人 喻 菩 薩 修 
T85n2770_001:0362c27	起淨土名造宮室。依空修惠依有起悲名為	起 淨 土 名 造 宮 室 依 空 修 惠 依 有 起 悲 名 為 
T85n2770_001:0362c28	空地。用此求土得變不難名為無礙。若於虛	空 地 用 此 求 土 得 變 不 難 名 為 無 礙 若 於 虛 
T85n2770_001:0362c29	空終不能成。舉失顯得。捨有純空無得土義。	空 終 不 能 成 舉 失 顯 得 捨 有 純 空 無 得 土 義 
T85n2770_001:0363a01	終不能成下合顯法。先合前得菩薩合人。辨	終 不 能 成 下 合 顯 法 先 合 前 得 菩 薩 合 人 辨 
T85n2770_001:0363a02	法同喻故曰如是。為成就眾生故合於地也。	法 同 喻 故 曰 如 是 為 成 就 眾 生 故 合 於 地 也 
T85n2770_001:0363a03	空略不合。願取佛國合造宮室。隨意無礙略	空 略 不 合 願 取 佛 國 合 造 宮 室 隨 意 無 礙 略 
T85n2770_001:0363a04	而不合。願取佛國者非於空也。合後失也。純	而 不 合 願 取 佛 國 者 非 於 空 也 合 後 失 也 純 
T85n2770_001:0363a05	空不成故言非矣也。	空 不 成 故 言 非 矣 也 
T85n2770_001:0363a06	自下第二明其出世順菩提行為淨土因。於	自 下 第 二 明 其 出 世 順 菩 提 行 為 淨 土 因 於 
T85n2770_001:0363a07	中有二。一明行體。二如是寶積隨其直心則	中 有 二 一 明 行 體 二 如 是 寶 積 隨 其 直 心 則 
T85n2770_001:0363a08	能發下明其行修次第成義。就前段中有十	能 發 下 明 其 行 修 次 第 成 義 就 前 段 中 有 十 
T85n2770_001:0363a09	七句。一一句中皆先舉因。對上諸中願說菩	七 句 一 一 句 中 皆 先 舉 因 對 上 諸 中 願 說 菩 
T85n2770_001:0363a10	薩淨土之行。後舉其果。對上請中願聞得佛	薩 淨 土 之 行 後 舉 其 果 對 上 請 中 願 聞 得 佛 
T85n2770_001:0363a11	國土清淨。文中皆言菩薩成佛。對前請中	國 土 清 淨 文 中 皆 言 菩 薩 成 佛 對 前 請 中 
T85n2770_001:0363a12	願聞得佛。不諂眾生來生國等。對前願聞	願 聞 得 佛 不 諂 眾 生 來 生 國 等 對 前 願 聞 
T85n2770_001:0363a13	得佛國土清淨。此義須知。文中有二。一修	得 佛 國 土 清 淨 此 義 須 知 文 中 有 二 一 修 
T85n2770_001:0363a14	善法起淨土行。二說除難下明離惡法捨穢	善 法 起 淨 土 行 二 說 除 難 下 明 離 惡 法 捨 穢 
T85n2770_001:0363a15	土行。前修善中三句分別。一約因分別。相從	土 行 前 修 善 中 三 句 分 別 一 約 因 分 別 相 從 
T85n2770_001:0363a16	為三。一起行心。二布施下明所起行。三迴	為 三 一 起 行 心 二 布 施 下 明 所 起 行 三 迴 
T85n2770_001:0363a17	向下明轉行心。二就果分別。汎論土果有三	向 下 明 轉 行 心 二 就 果 分 別 汎 論 土 果 有 三 
T85n2770_001:0363a18	莊嚴。一事莊嚴。謂眾寶等。二法莊嚴。風鈴樹	莊 嚴 一 事 莊 嚴 謂 眾 寶 等 二 法 莊 嚴 風 鈴 樹 
T85n2770_001:0363a19	等皆宣法音。三人莊嚴。勝善眾生居住其中。	等 皆 宣 法 音 三 人 莊 嚴 勝 善 眾 生 居 住 其 中 
T85n2770_001:0363a20	今此文中從初乃至三十七品是淨土來。明	今 此 文 中 從 初 乃 至 三十七品 是 淨 土 來 明 
T85n2770_001:0363a21	人莊嚴。皆說善人來生其國迴向一句。明事	人 莊 嚴 皆 說 善 人 來 生 其 國 迴 向 一 句 明 事 
T85n2770_001:0363a22	莊嚴及法莊嚴。故下文言得一切具足功德。	莊 嚴 及 法 莊 嚴 故 下 文 言 得 一切具足 功 德 
T85n2770_001:0363a23	國土理實齊通。語之隱顯。三隨文釋。就因土	國 土 理 實 齊 通 語 之 隱 顯 三 隨 文 釋 就 因 土 
T85n2770_001:0363a24	中先解初段起行之心。心行別有三。一是直	中 先 解 初 段 起 行 之 心 心 行 別 有 三 一 是 直 
T85n2770_001:0363a25	心。二是深心。三大乘心。此大乘心下光嚴	心 二 是 深 心 三 大 乘 心 此 大 乘 心 下 光 嚴 
T85n2770_001:0363a26	中名菩提心。下光嚴中更有一種名發行心。	中 名 菩 提 心 下 光 嚴 中 更 有 一 種 名 發 行 心 
T85n2770_001:0363a27	此中略無起行之意名發行心。初言寶積當	此 中 略 無 起 行 之 意 名 發 行 心 初 言 寶 積 當 
T85n2770_001:0363a28	知直心是菩薩淨土者。對果辨因。對前唯願	知 直 心 是 菩 薩 淨 土 者 對 果 辨 因 對 前 唯 願 
T85n2770_001:0363a29	說淨土行。淨妙之果虛心不得故須宣說。直	說 淨 土 行 淨 妙 之 果 虛 心 不 得 故 須 宣 說 直 
T85n2770_001:0363b01	心為因。直心有二。如涅槃說。一自行直。起行	心 為 因 直 心 有 二 如 涅 槃 說 一 自 行 直 起 行 
T85n2770_001:0363b02	不虛。二化他直利物不圍。由此能得淨土之	不 虛 二 化 他 直 利 物 不 圍 由 此 能 得 淨 土 之 
T85n2770_001:0363b03	果。世尊因中而與果名。故說直心以為淨土。	果 世 尊 因 中 而 與 果 名 故 說 直 心 以 為 淨 土 
T85n2770_001:0363b04	其猶世人說食為命。餘行皆爾。菩薩成佛時	其 猶 世 人 說 食 為 命 餘 行 皆 爾 菩 薩 成 佛 時 
T85n2770_001:0363b05	不諂眾生來生其國。明因得果。亦得名為舉	不 諂 眾 生 來 生 其 國 明 因 得 果 亦 得 名 為 舉 
T85n2770_001:0363b06	果顯因。此即對上願聞得佛國土清淨。菩薩	果 顯 因 此 即 對 上 願 聞 得 佛 國 土 清 淨 菩 薩 
T85n2770_001:0363b07	成佛是得佛也。不諂來生是淨土也。不諂猶	成 佛 是 得 佛 也 不 諂 來 生 是 淨 土 也 不 諂 猶 
T85n2770_001:0363b08	是直心別稱。菩薩自直安能使他直心眾生	是 直 心 別 稱 菩 薩 自 直 安 能 使 他 直 心 眾 生 
T85n2770_001:0363b09	來生其國。解有四義。一以直心淨業之力自	來 生 其 國 解 有 四 義 一 以 直 心 淨 業 之 力 自 
T85n2770_001:0363b10	然感彼不諂眾生來生其國。如屠殺人自然	然 感 彼 不 諂 眾 生 來 生 其 國 如 屠 殺 人 自 然 
T85n2770_001:0363b11	還感屠殺眾生來生其家。二由自直心令他	還 感 屠 殺 眾 生 來 生 其 家 二 由 自 直 心 令 他 
T85n2770_001:0363b12	直心眾生樂見愛好親近。故令不諂眾生來	直 心 眾 生 樂 見 愛 好 親 近 故 令 不 諂 眾 生 來 
T85n2770_001:0363b13	生。三自直教他所敬眾生還來歸從。故令不	生 三 自 直 教 他 所 敬 眾 生 還 來 歸 從 故 令 不 
T85n2770_001:0363b14	諂眾生來生。四由直心得妙淨土。以土妙故	諂 眾 生 來 生 四 由 直 心 得 妙 淨 土 以 土 妙 故 
T85n2770_001:0363b15	物皆樂往修直往生。故令不諂眾生來生。餘	物 皆 樂 往 修 直 往 生 故 令 不 諂 眾 生 來 生 餘 
T85n2770_001:0363b16	行悉爾。第二深心對果辨因。信樂慇至名曰	行 悉 爾 第 二 深 心 對 果 辨 因 信 樂 慇 至 名 曰 
T85n2770_001:0363b17	深心故。地論言。其深心者謂信樂等。菩薩	深 心 故 地 論 言 其 深 心 者 謂 信 樂 等 菩 薩 
T85n2770_001:0363b18	成等明因得果。言具足功德眾生來生者。深	成 等 明 因 得 果 言 具 足 功 德 眾 生 來 生 者 深 
T85n2770_001:0363b19	心是其諸行之因。能生諸德。以是力故還令	心 是 其 諸 行 之 因 能 生 諸 德 以 是 力 故 還 令 
T85n2770_001:0363b20	具足功德眾生來生其國。發言大乘心是菩	具 足 功 德 眾 生 來 生 其 國 發 言 大 乘 心 是 菩 
T85n2770_001:0363b21	薩淨土者。對果辨因。此乃是其求佛之心名	薩 淨 土 者 對 果 辨 因 此 乃 是 其 求 佛 之 心 名 
T85n2770_001:0363b22	大乘心。行能運通目之為乘。乘中莫加謂之	大 乘 心 行 能 運 通 目 之 為 乘 乘 中 莫 加 謂 之 
T85n2770_001:0363b23	為大。諸佛菩薩名為大人。大人所乘名為大	為 大 諸佛菩薩 名 為 大 人 大 人 所 乘 名 為 大 
