X60n1129_001:0678a03	 歸戒序	 歸 戒 序 
X60n1129_002:0690a07	曰。何國何方。有樂無苦。何法何行。能速見佛。徧問天	曰 何 國 何 方 有 樂 無 苦 何 法 何 行 能 速 見 佛 徧 問 天 
X60n1129_002:0690a08	竺三藏學者。皆讚淨土。合於金口。愍聞已頂受。漸至	竺 三藏學者 皆 讚 淨 土 合 於 金 口 愍 聞 已 頂 受 漸 至 
X60n1129_002:0690a09	北天竺。徤馱羅國。王城東北。有一大山。山有觀音像。	北 天 竺 徤 馱 羅 國 王 城 東 北 有 一 大 山 山 有 觀 音 像 
X60n1129_002:0690a10	愍。遂七日叩頭祈請。以斷食畢命為期。至七日夜。觀	愍 遂 七 日 叩 頭 祈 請 以 斷 食 畢 命 為 期 至 七 日 夜 觀 
X60n1129_002:0690a11	音空中。現紫金色相。垂右手摩愍頂曰。汝若傳法。自	音 空 中 現 紫 金 色 相 垂 右 手 摩 愍 頂 曰 汝 若 傳 法 自 
X60n1129_002:0690a12	利利他。惟有西方阿彌陀佛國。勸令念佛誦經。迴願	利 利 他 惟 有 西 方 阿 彌 陀 佛 國 勸 令 念 佛 誦 經 迴 願 
X60n1129_002:0690a13	往生。到彼國已。見佛及我。自當知淨土法門。勝過諸	往 生 到 彼 國 已 見 佛 及 我 自 當 知 淨 土 法 門 勝 過 諸 
X60n1129_002:0690a14	行。說已。忽然不現。又唐。法照法師。大歷二年。止衡州	行 說 已 忽 然 不 現 又 唐 法 照 法 師 大 歷 二 年 止 衡 州 
X60n1129_002:0690a15	雲峰寺。慈忍戒定。為時所宗。忽於一日。鉢內。兩次現	雲 峰 寺 慈 忍 戒 定 為 時 所 宗 忽 於 一 日 鉢 內 兩 次 現 
X60n1129_002:0690a16	五色雲。雲中見有梵剎。題曰。大聖竹林寺。後詣五臺。	五 色 雲 雲 中 見 有 梵 剎 題 曰 大 聖 竹 林 寺 後 詣 五 臺 
X60n1129_002:0690a17	見異光。果得竹林寺。方圓可二十里。一百二十院。皆	見 異 光 果 得 竹 林 寺 方 圓 可 二 十 里 一 百 二 十 院 皆 
X60n1129_002:0690a18	是寶塔莊嚴其地純是黃金。流渠華樹。充滿其內。照	是 寶 塔 莊 嚴 其 地 純 是 黃 金 流 渠 華 樹 充 滿 其 內 照 
X60n1129_002:0690a19	入寺。至講堂。見文殊在西。普賢在東。各據師子之座。	入 寺 至 講 堂 見 文 殊 在 西 普 賢 在 東 各 據 師 子 之 座 
X60n1129_002:0690a20	萬眾圍繞。而為說法。照作禮。問曰。末代凡夫。去聖時	萬 眾 圍 繞 而 為 說 法 照 作 禮 問 曰 末 代 凡 夫 去 聖 時 
X60n1129_002:0690a21	遙。知識轉劣。垢障尤深。佛法浩瀚。未審修何法門。最	遙 知 識 轉 劣 垢 障 尤 深 佛 法 浩 瀚 未 審 修 何 法 門 最 
X60n1129_002:0690a22	為捷要。文殊告曰。諸修行門。無如念佛。我以念佛。得	為 捷 要 文 殊 告 曰 諸 修 行 門 無 如 念 佛 我 以 念 佛 得 
X60n1129_002:0690a23	一切種智。是故一切諸佛法。般若波羅蜜。甚深禪定。	一切種智 是 故 一切諸佛 法 般 若 波 羅 蜜 甚 深 禪 定 
X60n1129_002:0690a24	乃至諸佛。皆從念佛而生。故知念佛。是諸法之王。汝	乃 至 諸 佛 皆 從 念 佛 而 生 故 知 念 佛 是 諸 法 之 王 汝 
X60n1129_002:0690b01	當念無上法王。令無休息。照。復問。當云何念。文殊曰。	當 念 無 上 法 王 令 無 休 息 照 復 問 當 云 何 念 文 殊 曰 
X60n1129_002:0690b02	此世界西。有阿彌陀佛。彼佛願力。不可思議。汝若繫	此 世 界 西 有 阿 彌 陀 佛 彼 佛 願 力 不可思議 汝 若 繫 
X60n1129_002:0690b03	念。令念無間斷。決定往生。永不退轉。說是語已。二大	念 令 念 無 間 斷 決 定 往 生 永 不 退 轉 說 是 語 已 二 大 
X60n1129_002:0690b04	聖。各舒金色手。摩照頂。為授記。照歡喜禮謝而退(念佛	聖 各 舒 金 色 手 摩 照 頂 為 授 記 照 歡 喜 禮 謝 而 退 念 佛 
X60n1129_002:0690b05	徃生法門。如大小彌陀經。無量壽經。觀經等。及諸淨土典籍。廣明)。	徃 生 法 門 如 大 小 彌 陀 經 無 量 壽 經 觀 經 等 及 諸 淨 土 典 籍 廣 明 
X60n1129_002:0690b07	歸戒要集卷中	歸 戒 要 集 卷 中 
X60n1129_003:0690b10	歸戒要集卷下	歸 戒 要 集 卷 下 
X60n1129_003:0690b12	粵東鼎湖山沙門釋　弘贊在犙輯	粵 東 鼎 湖 山 沙 門 釋 弘 贊 在 犙 輯 
X60n1129_003:0690b13	受八戒齋法	受 八 戒 齋 法 
X60n1129_003:0690b14	僧祇律云。佛告諸比丘。今是齋日。喚優婆塞淨洗浴。	僧 祇 律 云 佛 告 諸 比 丘 今 是 齋 日 喚 優 婆 塞 淨 洗 浴 
X60n1129_003:0690b15	著淨衣。受布薩。增一阿含經云。佛告優婆塞。當於八	著 淨 衣 受 布 薩 增 一 阿 含 經 云 佛 告 優 婆 塞 當 於 八 
X60n1129_003:0690b16	日十四日十五日。往詣長老比丘所。一一受八戒。一	日 十 四 日 十 五 日 往 詣 長老比丘 所 一 一 受 八 戒 一 
X60n1129_003:0690b17	一受之。勿令失次。優婆塞戒經云。若優婆塞受持五	一 受 之 勿 令 失 次 優婆塞戒 經 云 若 優 婆 塞 受 持 五 
X60n1129_003:0690b18	戒已。一月之中。不能六日受持八戒。供養三寶。得失	戒 已 一 月 之 中 不 能 六 日 受 持 八 戒 供養三寶 得 失 
X60n1129_003:0690b19	意罪。故懺法云。月無六齋。懶墯之業。灌頂經云。雖持	意 罪 故 懺 法 云 月 無 六 齋 懶 墯 之 業 灌 頂 經 云 雖 持 
X60n1129_003:0690b20	五戒具足。不於六日持八戒齋。猶華樹無果。婦人不	五 戒 具 足 不 於 六 日 持 八 戒 齋 猶 華 樹 無 果 婦 人 不 
X60n1129_003:0690b21	產。種穀不滋。治生無利。折耗失本。更無衣幘。不持齋	產 種 穀 不 滋 治 生 無 利 折 耗 失 本 更 無 衣 幘 不 持 齋 
X60n1129_003:0690b22	戒。無利如是。優婆塞戒經云。佛告善生長者。若有從	戒 無 利 如 是 優婆塞戒 經 云 佛 告 善 生 長 者 若 有 從 
X60n1129_003:0690b23	他。三受三歸。三受八戒。是名得具一日一夜優婆塞	他 三 受 三 歸 三 受 八 戒 是 名 得 具 一 日 一 夜 優 婆 塞 
X60n1129_003:0690b24	齋。明相出時則失。是故。不得佛像邊受。要當從人。根	齋 明 相 出 時 則 失 是 故 不 得 佛 像 邊 受 要 當 從 人 根 
X60n1129_003:0690c01	本清淨。受已清淨。莊嚴清淨。覺觀清淨。念心清淨。求	本 清 淨 受 已 清 淨 莊 嚴 清 淨 覺 觀 清 淨 念 心 清 淨 求 
X60n1129_003:0690c02	報清淨。是名三歸清淨齋法。若能如是歸依受八戒	報 清 淨 是 名 三 歸 清 淨 齋 法 若 能 如 是 歸 依 受 八 戒 
X60n1129_003:0690c03	者。除五逆罪。餘一切惡。悉皆消滅。若有難言。何緣五	者 除 五 逆 罪 餘 一 切 惡 悉 皆 消 滅 若 有 難 言 何 緣 五 
X60n1129_003:0690c04	戒。盡形壽受。八戒齋法。一日一夜。當言。如來善知法	戒 盡 形 壽 受 八 戒 齋 法 一 日 一 夜 當 言 如 來 善 知 法 
X60n1129_003:0690c05	相。通達無礙。作如是說。又如人重病。要須眾藥。和合	相 通 達 無 礙 作如是說 又 如 人 重 病 要 須 眾 藥 和 合 
X60n1129_003:0690c06	治之。若少一種。則不能治。何以故。其病重故。一切眾	治 之 若 少 一 種 則 不 能 治 何 以 故 其 病 重 故 一 切 眾 
X60n1129_003:0690c07	生。亦復如是。具諸惡故。要眾戒。然後治之。若少一戒	生 亦復如是 具 諸 惡 故 要 眾 戒 然 後 治 之 若 少 一 戒 
X60n1129_003:0690c08	則不能治。大方便經云。受八齋法。應言一日一夜不	則 不 能 治 大 方 便 經 云 受 八 齋 法 應 言 一 日 一 夜 不 
X60n1129_003:0690c09	殺等令言語決絕。莫使與終身戒相亂也。問曰。受八	殺 等 令 言 語 決 絕 莫 使 與 終 身 戒 相 亂 也 問 曰 受 八 
X60n1129_003:0690c10	戒法。得二日三日。乃至十日。一時受不。答曰。佛本制	戒 法 得 二 日 三 日 乃 至 十 日 一 時 受 不 答 曰 佛 本 制 
X60n1129_003:0690c11	一日一夜戒。不得過限。若有力能受。一日過已。次第	一 日 一 夜 戒 不 得 過 限 若 有 力 能 受 一 日 過 已 次 第 
X60n1129_003:0690c12	更受。如是隨力多少。不計日數。夫受齋法。必從他人	更 受 如 是 隨 力 多 少 不 計 日 數 夫 受 齋 法 必 從 他 人 
X60n1129_003:0690c13	邊受。於何人受。五眾邊受。婆沙論問曰。近住律儀。云	邊 受 於 何 人 受 五 眾 邊 受 婆 沙 論 問 曰 近住律儀 云 
X60n1129_003:0690c14	何而得。答曰。從他教得。謂隨師教。自發誠言。恭敬受	何 而 得 答 曰 從 他 教 得 謂 隨 師 教 自 發 誠 言 恭 敬 受 
X60n1129_003:0690c15	得。又受戒者。要隨師語如師語而說。方得受。若先自	得 又 受 戒 者 要 隨 師 語 如 師 語 而 說 方 得 受 若 先 自 
X60n1129_003:0690c16	發言。或與師俱說。不得律儀。問曰。著何服飾。受此律	發 言 或 與 師 俱 說 不 得 律 儀 問 曰 著 何 服 飾 受 此 律 
X60n1129_003:0690c17	儀。答曰。常所受用。衣服嚴具著之。皆得受。若為暫時	儀 答 曰 常 所 受 用 衣 服 嚴 具 著 之 皆 得 受 若 為 暫 時 
X60n1129_003:0690c18	莊嚴身者。必須棄捨。方受此戒。受時應齊一晝夜。不	莊 嚴 身 者 必 須 棄 捨 方 受 此 戒 受 時 應 齊 一 晝 夜 不 
X60n1129_003:0690c19	增不減。謂清旦時。從師受得。至明清旦。律儀便捨。問	增 不 減 謂 清 旦 時 從 師 受 得 至 明 清 旦 律 儀 便 捨 問 
X60n1129_003:0690c20	曰。若至午後。受此戒者。亦得戒不。答曰。應言不得。除	曰 若 至 午 後 受 此 戒 者 亦 得 戒 不 答 曰 應 言 不 得 除 
X60n1129_003:0690c21	先要期。月八日等恒受齋戒。彼有餘緣。午前不憶。食	先 要 期 月 八 日 等 恒 受 齋 戒 彼 有 餘 緣 午 前 不 憶 食 
X60n1129_003:0690c22	已方憶。深生慚愧。即請戒師。如法受者。亦得。薩婆多	已 方 憶 深生慚愧 即 請 戒 師 如 法 受 者 亦 得 薩 婆 多 
X60n1129_003:0690c23	論云。夫受齋戒。要從他受。必無授者。但心念口言。自	論 云 夫 受 齋 戒 要 從 他 受 必 無 授 者 但 心 念 口 言 自 
X60n1129_003:0690c24	歸三寶。我持八戒。亦得。準此必無戒師。或師不識戒	歸 三 寶 我 持 八 戒 亦 得 準 此 必 無 戒 師 或 師 不 識 戒 
X60n1129_003:0691a01	相。方聽自受。若近處有師。心生慢惰。不往從受。而自	相 方 聽 自 受 若 近 處 有 師 心 生 慢 惰 不 往 從 受 而 自 
X60n1129_003:0691a02	受者。亦不得戒。如俱舍論云。若不恭敬。不發律儀。若	受 者 亦 不 得 戒 如 俱 舍 論 云 若 不 恭 敬 不 發 律 儀 若 
X60n1129_003:0691a03	不如法受者。但生妙行。不發律儀。增一阿含經云。若	不 如 法 受 者 但 生 妙 行 不 發 律 儀 增 一 阿 含 經 云 若 
X60n1129_003:0691a04	受八關齋。先須懺悔前罪。然後受戒(應如是懺悔言)。	受 八 關 齋 先 須 懺 悔 前 罪 然 後 受 戒 應 如 是 懺 悔 言 
X60n1129_003:0691a05	我某甲。從無始生死已來。至於今日。身業不善。殺。盜。	我 某 甲 從 無始生死 已 來 至 於 今 日 身 業 不 善 殺 盜 
X60n1129_003:0691a06	婬。口業不善。妄言。綺語。兩舌。惡口。意業不善。貪欲。瞋	婬 口 業 不 善 妄 言 綺 語 兩 舌 惡 口 意 業 不 善 貪 欲 瞋 
X60n1129_003:0691a07	恚愚癡邪見。如此眾罪。今向十方諸佛。諸大菩薩。得	恚 愚 癡 邪 見 如 此 眾 罪 今 向 十方諸佛 諸 大 菩 薩 得 
X60n1129_003:0691a08	道賢聖。現前師僧。求哀懺悔(三懺已。教作如是受言)。	道 賢 聖 現 前 師 僧 求 哀 懺 悔 三 懺 已 教 作 如 是 受 言 
X60n1129_003:0691a09	我某甲。歸依佛。歸依法。歸依僧。一日一夜。為淨行優	我 某 甲 歸 依 佛 歸 依 法 歸 依 僧 一 日 一 夜 為 淨 行 優 
X60n1129_003:0691a10	婆塞(女人。即云優婆夷)。如來至真等正覺。是我世尊(三說。次受三結)。	婆 塞 女 人 即 云 優 婆 夷 如 來 至 真 等 正 覺 是 我 世 尊 三 說 次 受 三 結 
X60n1129_003:0691a11	我某甲。歸依佛竟。歸依法竟。歸依僧竟。一日一夜。為	我 某 甲 歸 依 佛 竟 歸 依 法 竟 歸 依 僧 竟 一 日 一 夜 為 
X60n1129_003:0691a12	淨行優婆塞。如來至真等正覺。是我世尊(三說已。次受戒相)。	淨 行 優 婆 塞 如 來 至 真 等 正 覺 是 我 世 尊 三 說 已 次 受 戒 相 
X60n1129_003:0691a13	如諸佛盡壽。不殺生。我某甲一日一夜不殺生。	如 諸 佛 盡 壽 不 殺 生 我 某 甲 一 日 一 夜 不 殺 生 
X60n1129_003:0691a14	如諸佛盡壽。不偷盜。我某甲一日一夜不偷盜。	如 諸 佛 盡 壽 不 偷 盜 我 某 甲 一 日 一 夜 不 偷 盜 
X60n1129_003:0691a15	如諸佛盡壽。不婬欲。我某甲一日一夜不婬欲。	如 諸 佛 盡 壽 不 婬 欲 我 某 甲 一 日 一 夜 不 婬 欲 
X60n1129_003:0691a16	如諸佛盡壽。不妄語。我某甲一日一夜不妄語。	如 諸 佛 盡 壽 不 妄 語 我 某 甲 一 日 一 夜 不 妄 語 
X60n1129_003:0691a17	如諸佛盡壽。不飲酒。我某甲一日一夜不飲酒。	如 諸 佛 盡 壽 不 飲 酒 我 某 甲 一 日 一 夜 不 飲 酒 
X60n1129_003:0691a18	如諸佛盡壽。不著香華鬘。不香塗身。我某甲一日一	如 諸 佛 盡 壽 不 著 香 華 鬘 不 香 塗 身 我 某 甲 一 日 一 
X60n1129_003:0691a19	夜不著香華鬘。不香塗身。	夜 不 著 香 華 鬘 不 香 塗 身 
X60n1129_003:0691a20	如諸佛盡壽。不歌舞倡伎。不往觀聽。我某甲一日一	如 諸 佛 盡 壽 不 歌舞倡伎 不 往 觀 聽 我 某 甲 一 日 一 
X60n1129_003:0691a21	夜不歌舞倡伎。不往觀聽。	夜 不 歌舞倡伎 不 往 觀 聽 
X60n1129_003:0691a22	如諸佛盡壽。不坐高廣大牀。我某甲一日一夜不坐	如 諸 佛 盡 壽 不坐高廣大牀 我 某 甲 一 日 一 夜 不 坐 
X60n1129_003:0691a23	高廣大牀。	高 廣 大 牀 
X60n1129_003:0691a24	如諸佛盡壽。不非時食。我某甲一日一夜不非時食。	如 諸 佛 盡 壽 不非時食 我 某 甲 一 日 一 夜 不非時食 
X60n1129_003:0691b01	(阿含經云。如上次第授已。當教發願。智度論云。當發願言)。	 阿 含 經 云 如 上 次 第 授 已 當 教 發 願 智 度 論 云 當 發 願 言 
X60n1129_003:0691b02	我某甲。受行八戒。隨學諸佛。名為布薩。願持是福。不	我 某 甲 受 行 八 戒 隨 學 諸 佛 名 為 布 薩 願 持 是 福 不 
X60n1129_003:0691b03	墮三惡八難。亦不求輪王梵王。世界之樂。願斷諸煩	墮 三 惡 八 難 亦 不 求 輪 王 梵 王 世 界 之 樂 願 斷 諸 煩 
X60n1129_003:0691b04	惱。逮得薩雲若。成就佛道(若欲兼報四恩。求生淨土者。當作如是發願言)。	惱 逮 得 薩 雲 若 成 就 佛 道 若 欲 兼 報 四 恩 求 生 淨 土 者 當 作 如 是 發 願 言 
X60n1129_003:0691b05	我今以此八關戒齋功德。四恩總報。三有齊資。普與	我 今 以 此 八 關 戒 齋 功 德 四 恩 總 報 三 有 齊 資 普 與 
X60n1129_003:0691b06	眾生。同生淨土(梵網經云。眾生受佛戒。即入諸佛位。位同大覺已。真是諸佛子)。	眾 生 同 生 淨 土 梵 網 經 云 眾 生 受 佛 戒 即 入 諸 佛 位 位 同 大 覺 已 真 是 諸 佛 子 
X60n1129_003:0691b07	增一阿含經云。若男子女人。欲得八關齋。離諸苦者。	增 一 阿 含 經 云 若 男 子 女 人 欲 得 八 關 齋 離 諸 苦 者 
X60n1129_003:0691b08	得盡諸漏。入涅槃城。當求方便。成此八齋。人中榮位。	得 盡 諸 漏 入 涅 槃 城 當 求 方 便 成 此 八 齋 人 中 榮 位 
X60n1129_003:0691b09	不足為貴。天上快樂。不可稱計。欲求無上之福者。當	不 足 為 貴 天 上 快 樂 不可稱計 欲 求 無 上 之 福 者 當 
X60n1129_003:0691b10	求此齋。欲生六欲天。色。無色界天者。當持此齋。欲求	求 此 齋 欲 生 六 欲 天 色 無 色 界 天 者 當 持 此 齋 欲 求 
X60n1129_003:0691b11	一方。二方。三方。四方。天子。轉輪聖王位者。亦獲其願。	一 方 二 方 三 方 四 方 天 子 轉輪聖王 位 者 亦 獲 其 願 
X60n1129_003:0691b12	欲求聲聞。緣覺。佛乘者。悉成其願。吾今成就。由其持	欲 求 聲 聞 緣 覺 佛 乘 者 悉 成 其 願 吾 今 成 就 由 其 持 
X60n1129_003:0691b13	戒八戒。十善。無願不獲。大論問云。五戒。一日戒。何者	戒 八 戒 十 善 無 願 不 獲 大 論 問 云 五 戒 一 日 戒 何 者 
X60n1129_003:0691b14	為勝。答曰。有因緣故。二戒俱等。但五戒終身持。八戒	為 勝 答 曰 有因緣故 二 戒 俱 等 但 五 戒 終 身 持 八 戒 
X60n1129_003:0691b15	一日持。又五戒常持。時多而戒少。一日戒時少。而戒	一 日 持 又 五 戒 常 持 時 多 而 戒 少 一 日 戒 時 少 而 戒 
X60n1129_003:0691b16	多。若無大心。雖復終身持。不如有大心。持一日戒。譬	多 若 無 大 心 雖 復 終 身 持 不 如 有 大 心 持 一 日 戒 譬 
X60n1129_003:0691b17	如輭夫為將。雖復將兵終身。卒無功名。若英雄奮發。	如 輭 夫 為 將 雖 復 將 兵 終 身 卒 無 功 名 若 英 雄 奮 發 
X60n1129_003:0691b18	禍亂立定。一日之勳。名葢天下。八戒比於餘戒。亦復	禍 亂 立 定 一 日 之 勳 名 葢 天 下 八 戒 比 於 餘 戒 亦 復 
X60n1129_003:0691b19	如是。成實論云。八戒優婆塞者。秦言善宿男。是人善	如 是 成 實 論 云 八 戒 優 婆 塞 者 秦 言 善 宿 男 是 人 善 
X60n1129_003:0691b20	心。離破戒宿故。諸經論中。或名清信士。或言近佛男。	心 離 破 戒 宿 故 諸 經 論 中 或 名 清 信 士 或 言 近 佛 男 
X60n1129_003:0691b21	或云近住男。優婆夷則云清信女。近佛女。也。報恩經	或 云 近 住 男 優 婆 夷 則 云 清 信 女 近 佛 女 也 報 恩 經 
X60n1129_003:0691b22	云。若破八戒中重戒。後更受八戒。或受五戒。或受十	云 若 破 八 戒 中 重 戒 後 更 受 八 戒 或 受 五 戒 或 受 十 
X60n1129_003:0691b23	戒。或受大戒。及禪戒。無漏戒。一切不得。此中戒相。持	戒 或 受 大 戒 及 禪 戒 無 漏 戒 一 切 不 得 此 中 戒 相 持 
X60n1129_003:0691b24	犯。如前五戒中說。唯五戒制離邪婬。此中全斷婬欲	犯 如 前 五 戒 中 說 唯 五 戒 制 離 邪 婬 此 中 全 斷 婬 欲 
X60n1129_003:0691c01	為異。後之三戒。不著香華鬘。不香塗身者。謂不以諸	為 異 後 之 三 戒 不 著 香 華 鬘 不 香 塗 身 者 謂 不 以 諸 
X60n1129_003:0691c02	華貫之為鬘。名香為末。塗飾薰佩。及莊嚴衣具等。不	華 貫 之 為 鬘 名 香 為 末 塗 飾 薰 佩 及 莊 嚴 衣 具 等 不 
X60n1129_003:0691c03	歌舞倡伎。不往觀聽者。謂不自習歌曲戲舞。作諸妓	歌舞倡伎 不 往 觀 聽 者 謂 不 自 習 歌 曲 戲 舞 作 諸 妓 
X60n1129_003:0691c04	樂。樗蒲圍棋等。及他人作時。亦不往觀聽。不坐高廣	樂 樗 蒲 圍 棋 等 及 他 人 作 時 亦 不 往 觀 聽 不 坐 高 廣 
X60n1129_003:0691c05	大牀者。謂不坐臥過限。嚴麗莊校牀座等。如阿含經	大 牀 者 謂 不 坐 臥 過 限 嚴 麗 莊 校 牀 座 等 如 阿 含 經 
X60n1129_003:0691c06	云。牀梐下。足高尺六。非高。濶四尺。非廣。長八尺。非大。	云 牀 梐 下 足 高 尺 六 非 高 濶 四 尺 非 廣 長 八 尺 非 大 
X60n1129_003:0691c07	越此量者。方明高廣大牀(此是周尺)。復有八種牀。初四約	越 此 量 者 方 明 高 廣 大 牀 此 是 周 尺 復 有 八 種 牀 初 四 約 
X60n1129_003:0691c08	物辯貴。體不合坐。下四約人辯大。縱令地鋪。擬於尊	物 辯 貴 體 不 合 坐 下 四 約 人 辯 大 縱 令 地 鋪 擬 於 尊 
X60n1129_003:0691c09	人。亦不合坐。一金牀。二銀牀。三牙牀。四角牀。五佛牀。	人 亦 不 合 坐 一 金 牀 二 銀 牀 三 牙 牀 四 角 牀 五 佛 牀 
X60n1129_003:0691c10	六辟支佛牀。七羅漢牀。八師僧牀。不非時食者。謂不	六 辟 支 佛 牀 七 羅 漢 牀 八 師 僧 牀 不非時食 者 謂 不 
X60n1129_003:0691c11	過日中噉嚼五穀瓜果等。若日過西一線。即名非時。	過 日 中 噉 嚼 五 穀 瓜 果 等 若 日 過 西 一 線 即 名 非 時 
X60n1129_003:0691c12	經云。諸天早食。佛日中食。畜生日西食。鬼神夜食。今	經 云 諸 天 早 食 佛 日 中 食 畜 生 日 西 食 鬼 神 夜 食 今 
X60n1129_003:0691c13	受八戒。斷六道因。學佛中食。以表中道。離二邊過故。	受 八 戒 斷 六 道 因 學 佛 中 食 以 表 中 道 離 二 邊 過 故 
X60n1129_003:0691c14	食訖。須嚼楊枝。淨水潄口。去中餘津。若不嚼楊枝。口	食 訖 須 嚼 楊 枝 淨 水 潄 口 去 中 餘 津 若 不 嚼 楊 枝 口 
X60n1129_003:0691c15	中餘津尚存。即犯非時。如無楊枝。除毒樹。一切桃槐	中 餘 津 尚 存 即 犯 非 時 如 無 楊 枝 除 毒 樹 一 切 桃 槐 
X60n1129_003:0691c16	苦澀等樹。皆可用之。今此八戒。諸經論中。或名八關	苦 澀 等 樹 皆 可 用 之 今 此 八 戒 諸 經 論 中 或 名 八 關 
X60n1129_003:0691c17	齋戒。或名八齋戒。或名八支戒。以第六第七戒。合為	齋 戒 或 名 八 齋 戒 或 名 八 支 戒 以 第 六 第 七 戒 合 為 
X60n1129_003:0691c18	一支。謂同於莊嚴處轉。故名八支。或名八種長養功	一 支 謂 同 於 莊 嚴 處 轉 故 名 八 支 或 名 八 種 長 養 功 
X60n1129_003:0691c19	德法。名雖不一。而戒則同。謂以前八法。名為關戒。後	德 法 名 雖 不 一 而 戒 則 同 謂 以 前 八 法 名 為 關 戒 後 
X60n1129_003:0691c20	一不非時食。名之為齋。關謂關閉八惡。不起諸過。齋	一 不非時食 名 之 為 齋 關 謂 關 閉 八 惡 不 起 諸 過 齋 
X60n1129_003:0691c21	以齊中為義。即是禁止八惡。令修中道也。復有釋云。	以 齊 中 為 義 即 是 禁 止 八 惡 令 修 中 道 也 復 有 釋 云 
X60n1129_003:0691c22	齋者。齊也。謂禁止六情。不染六塵。齊斷諸惡。具修眾	齋 者 齊 也 謂 禁 止 六 情 不 染 六 塵 齊 斷 諸 惡 具 修 眾 
X60n1129_003:0691c23	善。故名齋也。大方便經云。優波離。白佛言。夫八齋法。	善 故 名 齋 也 大 方 便 經 云 優 波 離 白 佛 言 夫 八 齋 法 
X60n1129_003:0691c24	通過中不食。乃有九法何以八事得名。答曰。齋法過	通 過 中 不 食 乃 有 九 法 何 以 八 事 得 名 答 曰 齋 法 過 
X60n1129_003:0692a01	中不食為體。八事助成齋體。共相支持。名八支齋法。	中 不 食 為 體 八 事 助 成 齋 體 共 相 支 持 名 八 支 齋 法 
X60n1129_003:0692a02	是故言八齋。不云九也。成實論云。何故正離八事耶。	是 故 言 八 齋 不 云 九 也 成 實 論 云 何 故 正 離 八 事 耶 
X60n1129_003:0692a03	謂此八是門。由此八法。離一切惡。是中四是實惡。飲	謂 此 八 是 門 由 此 八 法 離 一 切 惡 是 中 四 是 實 惡 飲 
X60n1129_003:0692a04	酒是眾惡門。餘三是放逸因緣。是人離五種惡。是福	酒 是 眾 惡 門 餘 三 是 放 逸 因 緣 是 人 離 五 種 惡 是 福 
X60n1129_003:0692a05	因緣。離餘三種。是道因緣。婆沙論問曰。八支律儀。幾	因 緣 離 餘 三 種 是 道 因 緣 婆 沙 論 問 曰 八 支 律 儀 幾 
X60n1129_003:0692a06	是尸羅支。幾是不放逸支。幾是遠離支。答曰。五是尸	是 尸 羅 支 幾 是 不 放 逸 支 幾 是 遠 離 支 答 曰 五 是 尸 
X60n1129_003:0692a07	羅支。謂離害生命。乃至離飲酒。一是不放逸支。謂離	羅 支 謂 離 害 生 命 乃 至 離 飲 酒 一 是 不 放 逸 支 謂 離 
X60n1129_003:0692a08	非時食。餘二是遠離支。又前四是尸羅支。離性罪故。	非 時 食 餘 二 是 遠 離 支 又 前 四 是 尸 羅 支 離 性 罪 故 
X60n1129_003:0692a09	第五是不放逸支。雖受尸羅。若飲諸酒。心便放逸。不	第 五 是 不 放 逸 支 雖 受 尸 羅 若 飲 諸 酒 心 便 放 逸 不 
X60n1129_003:0692a10	能護故。後三是遠離支。以能隨順厭離心故。厭離能	能 護 故 後 三 是 遠 離 支 以 能 隨 順 厭 離 心 故 厭 離 能 
X60n1129_003:0692a11	證律儀果故。此之八戒。名近住律儀。謂近阿羅漢住	證 律 儀 果 故 此 之 八 戒 名 近住律儀 謂 近 阿 羅 漢 住 
X60n1129_003:0692a12	以受此律儀。隨學彼故。或名長養。長養在家善根。令	以 受 此 律 儀 隨 學 彼 故 或 名 長 養 長 養 在 家 善 根 令 
X60n1129_003:0692a13	近出家善根住故。此近住律儀。或有根本業道淨。而	近 出 家 善 根 住 故 此 近住律儀 或 有 根 本 業 道 淨 而 
X60n1129_003:0692a14	近分不淨。如自在者。受此戒者。有厨人欲殺生命。擬	近 分 不 淨 如 自 在 者 受 此 戒 者 有 厨 人 欲 殺 生 命 擬 
X60n1129_003:0692a15	充所食。彼便告曰。我今受戒。不得殺生。留待明朝。殺	充 所 食 彼 便 告 曰 我 今 受 戒 不 得 殺 生 留 待 明 朝 殺 
X60n1129_003:0692a16	充所食。如刑戮等。亦爾。如是名為根本業道淨。而近	充 所 食 如 刑 戮 等 亦 爾 如 是 名 為 根 本 業 道 淨 而 近 
X60n1129_003:0692a17	分不淨。世尊說彼所受戒。雖是勝業。而不獲大果。或	分 不 淨 世 尊 說 彼 所 受 戒 雖 是 勝 業 而 不 獲 大 果 或 
X60n1129_003:0692a18	有根本業道淨。而近分亦淨。而惡尋思之所損害。謂	有 根 本 業 道 淨 而 近 分 亦 淨 而 惡 尋 思 之 所 損 害 謂 
X60n1129_003:0692a19	欲尋思。瞋尋思。害尋思。世尊說彼所受戒。雖是勝業。	欲 尋 思 瞋 尋 思 害 尋 思 世 尊 說 彼 所 受 戒 雖 是 勝 業 
X60n1129_003:0692a20	而不獲大果。或有根本業道近分俱淨。非惡尋思之	而 不 獲 大 果 或 有 根 本 業 道 近 分 俱 淨 非 惡 尋 思 之 
