T04n0207_001:0522b16	◎雜譬喻經	 雜 譬 喻 經 
T04n0207_001:0528c03	周窮濟乏求得無盡，故曰不可輕也。夫修福	周 窮 濟 乏 求 得 無 盡 故 曰 不 可 輕 也 夫 修 福 
T04n0207_001:0528c04	德皆當擬心求成佛道，不應但索人天果報	德 皆 當 擬 心 求 成 佛 道 不 應 但 索 人 天 果 報 
T04n0207_001:0528c05	也。所以者何？譬如種穀但求其實，實雖未	也 所以者何 譬 如 種 穀 但 求 其 實 實 雖 未 
T04n0207_001:0528c06	熟，莖節枝葉自然已得，布施作福亦復如是，	熟 莖 節 枝 葉 自 然 已 得 布 施 作 福 亦復如是 
T04n0207_001:0528c07	發意擬儀但求成佛泥洹之道，道雖未成，人	發 意 擬 儀 但 求 成 佛 泥 洹 之 道 道 雖 未 成 人 
T04n0207_001:0528c08	天中樂金輪聖主、帝釋、梵王自然並至，亦如	天 中 樂 金 輪 聖 主 帝 釋 梵 王 自 然 並 至 亦 如 
T04n0207_001:0528c09	種穀不期莖節枝葉自然而得也。所以不應	種 穀 不 期 莖 節 枝 葉 自 然 而 得 也 所 以 不 應 
T04n0207_001:0528c10	但求人天果報之樂者也。	但 求 人 天 果 報 之 樂 者 也 
T04n0207_001:0528c11	（二九）昔者天竺有一住處有十萬沙門，五萬餘	 二 九 昔 者 天 竺 有 一 住 處 有 十 萬 沙 門 五 萬 餘 
T04n0207_001:0528c12	人已得阿羅漢，六通清徹諸漏已盡，餘有五	人 已 得阿羅漢 六 通 清 徹 諸漏已盡 餘 有 五 
T04n0207_001:0528c13	萬人，或有得下三道者或未得者。有一長者	萬 人 或 有 得 下 三 道 者 或 未 得 者 有 一 長 者 
T04n0207_001:0528c14	欲求人天中福樂自恣，來詣塔廟施設飯食	欲 求 人 天 中 福 樂 自 恣 來 詣 塔 廟 施 設 飯 食 
T04n0207_001:0528c15	供養眾僧。時有一上坐得六神通大阿羅漢	供 養 眾 僧 時 有 一 上 坐 得 六 神 通 大阿羅漢 
T04n0207_001:0528c16	也，其人極老，鬚白齒落形體枯朽，於十萬人	也 其 人 極 老 鬚 白 齒 落 形 體 枯 朽 於 十 萬 人 
T04n0207_001:0528c17	中最為上首。為此長者呪願畢，飲食已竟行	中 最 為 上 首 為 此 長 者 呪 願 畢 飲 食 已 竟 行 
T04n0207_001:0528c18	澡水訖，便語長者言：「檀越！今施方得大罪。」於	澡 水 訖 便 語 長 者 言 檀 越 今 施 方 得 大 罪 於 
T04n0207_001:0528c19	時會中未得道者皆謂：「上座老故出此狂言	時 會 中 未 得 道 者 皆 謂 上 座 老 故 出 此 狂 言 
T04n0207_001:0528c20	耳？」上座答曰：「其事實爾，非狂言也。」眾人問	耳 上 座 答 曰 其 事 實 爾 非 狂 言 也 眾 人 問 
T04n0207_001:0528c21	言：「此人種福，云何得罪？」上座答曰：「汝等識	言 此 人 種 福 云 何 得 罪 上 座 答 曰 汝 等 識 
T04n0207_001:0528c22	其一未識其二。此人種福復受人天中樂，於	其 一 未 識 其 二 此 人 種 福 復 受 人 天 中 樂 於 
T04n0207_001:0528c23	受樂中大生憍慢，自謂為足，不求解脫，覩佛	受 樂 中 大 生 憍 慢 自 謂 為 足 不 求 解 脫 覩 佛 
T04n0207_001:0528c24	不奉、見經不讀、見沙門無虔敬之心，放逸自	不 奉 見 經 不 讀 見 沙 門 無 虔 敬 之 心 放 逸 自 
T04n0207_001:0528c25	恣，食福既盡，當墮惡道無量阿僧祇劫，罪畢	恣 食 福 既 盡 當 墮 惡 道 無量阿僧祇劫 罪 畢 
T04n0207_001:0528c26	乃出，所以得種大罪者，因受世俗大報故也。	乃 出 所 以 得 種 大 罪 者 因 受 世 俗 大 報 故 也 
T04n0207_001:0528c27	若擬心聖道而為此福者，後受報時終無此	若 擬 心 聖 道 而 為 此 福 者 後 受 報 時 終 無 此 
T04n0207_001:0528c28	報也。」	報 也 
T04n0207_001:0528c29	（三〇）昔天竺國有二貧人，營生計儉常賣酪自	 三 〇 昔 天 竺 國 有 二 貧 人 營 生 計 儉 常 賣 酪 自 
T04n0207_001:0529a01	存，二人各頭戴酪瓶詣市欲賣。時值天雨道	存 二 人 各 頭 戴 酪 瓶 詣 市 欲 賣 時 值 天 雨 道 
T04n0207_001:0529a02	路泥滑，一人有智自思惟言：「今日泥雨道路	路 泥 滑 一 人 有 智 自 思 惟 言 今 日 泥 雨 道 路 
T04n0207_001:0529a03	難行，我或傾倒瓶破失盡，今並出酥，若我	難 行 我 或 傾 倒 瓶 破 失 盡 今 並 出 酥 若 我 
T04n0207_001:0529a04	當倒所失無幾。」一人少智全持詣市，中路泥	當 倒 所 失 無 幾 一 人 少 智 全 持 詣 市 中 路 泥 
T04n0207_001:0529a05	滑二人俱倒，一人愁憂涕泣宛轉臥地，一人	滑 二 人 俱 倒 一 人 愁 憂 涕 泣 宛 轉 臥 地 一 人 
T04n0207_001:0529a06	都無愁色亦不懊恨。有人問言：「汝等二人酪	都 無 愁 色 亦 不 懊 恨 有 人 問 言 汝 等 二 人 酪 
T04n0207_001:0529a07	瓶俱破，所失亦等，彼此無異，何故一人獨愁	瓶 俱 破 所 失 亦 等 彼 此 無 異 何 故 一 人 獨 愁 
T04n0207_001:0529a08	涕泣懊恨，一人靜然都無恨色？」一人答曰：	涕 泣 懊 恨 一 人 靜 然 都 無 恨 色 一 人 答 曰 
T04n0207_001:0529a09	「我所持酪都未出酥，今日瓶破所失蕩盡，是	 我 所 持 酪 都 未 出 酥 今 日 瓶 破 所 失 蕩 盡 是 
T04n0207_001:0529a10	以懊恨不能自勝。」一人答言：「我所持酪先已	以 懊 恨 不 能 自 勝 一 人 答 言 我 所 持 酪 先 已 
T04n0207_001:0529a11	出酥，今瓶雖壞所失無幾，是以坦然無所恨	出 酥 今 瓶 雖 壞 所 失 無 幾 是 以 坦 然 無 所 恨 
T04n0207_001:0529a12	也。」瓶喻身也，酥喻財物也。有人慳貪悋惜	也 瓶 喻 身 也 酥 喻 財 物 也 有 人 慳 貪 悋 惜 
T04n0207_001:0529a13	財物，貪求現利不念非常，身瓶頓壞財物失	財 物 貪 求 現 利 不 念 非 常 身 瓶 頓 壞 財 物 失 
T04n0207_001:0529a14	盡。喻若彼人忘失酥酪，懊惱追恨悔無所及。	盡 喻 若 彼 人 忘 失 酥 酪 懊 惱 追 恨 悔 無 所 及 
T04n0207_001:0529a15	有人深信後世果報，所有財物並用惠施，身	有 人 深 信 後 世 果 報 所 有 財 物 並 用 惠 施 身 
T04n0207_001:0529a16	瓶雖壞喪失無幾。亦如彼人酪瓶雖壞所失	瓶 雖 壞 喪 失 無 幾 亦 如 彼 人 酪 瓶 雖 壞 所 失 
T04n0207_001:0529a17	甚少，其心坦然無所追恨。	甚 少 其 心 坦 然 無 所 追 恨 
T04n0207_001:0529a18	（三一）昔有五百賈客，乘船入海欲求珍寶，值	 三 一 昔 有 五 百 賈 客 乘 船 入 海 欲 求 珍 寶 值 
T04n0207_001:0529a19	摩竭魚出頭張口欲食眾生。時日少風而船	摩 竭 魚 出 頭 張 口 欲 食 眾 生 時 日 少 風 而 船 
T04n0207_001:0529a20	去如箭，薩薄主語眾人言：「船去太疾，可捨帆	去 如 箭 薩 薄 主 語 眾 人 言 船 去 太 疾 可 捨 帆 
T04n0207_001:0529a21	下沈。」輒如所言捨帆下沈，船去轉駛而不可	下 沈 輒 如 所 言 捨 帆 下 沈 船 去 轉 駛 而 不 可 
T04n0207_001:0529a22	止。薩薄主問樓上人言：「汝見何等？」「我見上	止 薩 薄 主 問 樓 上 人 言 汝 見 何 等 我 見 上 
T04n0207_001:0529a23	有兩日出，下有白山，中有黑山。」薩薄主驚言：	有 兩 日 出 下 有 白 山 中 有 黑 山 薩 薄 主 驚 言 
T04n0207_001:0529a24	「此是大魚，當奈何哉？我與汝等今遭困厄，入	 此 是 大 魚 當 奈 何 哉 我 與 汝 等 今 遭 困 厄 入 
T04n0207_001:0529a25	此魚腹無復活理，汝等各隨所事一心求之。」	此 魚 腹 無 復 活 理 汝 等 各 隨 所 事 一 心 求 之 
T04n0207_001:0529a26	於是眾人各隨所奉，一心歸命求脫此厄，所	於 是 眾 人 各 隨 所 奉 一 心 歸 命 求 脫 此 厄 所 
T04n0207_001:0529a27	求愈篤船去愈疾，須臾不止當入魚口。於是	求 愈 篤 船 去 愈 疾 須 臾 不 止 當 入 魚 口 於 是 
T04n0207_001:0529a28	薩薄主告諸人言：「我有大神號名為佛，汝等	薩 薄 主 告 諸 人 言 我 有 大 神 號 名 為 佛 汝 等 
T04n0207_001:0529a29	各捨本所奉，一心稱之。」時五百人俱發大聲	各 捨 本 所 奉 一 心 稱 之 時 五 百 人 俱 發 大 聲 
T04n0207_001:0529b01	稱南無佛，魚聞佛名自思惟言：「今日世間乃	稱 南 無 佛 魚 聞 佛 名 自 思 惟 言 今 日 世 間 乃 
T04n0207_001:0529b02	復有佛，我當何忍傷害眾生？」適思惟已即便	復 有 佛 我 當 何 忍 傷 害 眾 生 適 思 惟 已 即 便 
T04n0207_001:0529b03	閇口，水皆倒流轉遠魚口，五百賈人一時得	閇 口 水 皆 倒 流 轉 遠 魚 口 五 百 賈 人 一 時 得 
T04n0207_001:0529b04	脫。此魚前身曾為道人，以罪故受此魚身，	脫 此 魚 前 身 曾 為 道 人 以 罪 故 受 此 魚 身 
T04n0207_001:0529b05	既聞佛名聲尋憶宿命，是故思惟善心即生。	既 聞 佛 名 聲 尋 憶 宿 命 是 故 思 惟 善 心 即 生 
T04n0207_001:0529b06	此明五百賈人，但一心念佛暫稱名號，即得	此 明 五 百 賈 人 但 一 心 念 佛 暫 稱 名 號 即 得 
T04n0207_001:0529b07	解脫彌天之難，況復受持念佛三昧，重罪令	解 脫 彌 天 之 難 況 復 受 持 念佛三昧 重 罪 令 
T04n0207_001:0529b08	薄、薄者令滅，如此之應未足為多。	薄 薄 者 令 滅 如 此 之 應 未 足 為 多 
T04n0207_001:0529b09	（三二）劫盡燒時一切皆空，眾生福德因緣力故	 三 二 劫 盡 燒 時 一切皆空 眾 生 福 德 因 緣 力 故 
T04n0207_001:0529b10	十方風至，風風相次能持大水，水上有一千	十 方 風 至 風 風 相 次 能 持 大 水 水 上 有 一 千 
T04n0207_001:0529b11	頭人二千手足名為違細。是人臍中生千葉	頭 人 二 千 手 足 名 為 違 細 是 人 臍 中 生 千 葉 
T04n0207_001:0529b12	金色蓮華，其光大明如萬日俱照，華中有人	金 色 蓮 華 其 光 大 明 如 萬 日 俱 照 華 中 有 人 
T04n0207_001:0529b13	結加趺坐。此人復有無量光明，名為梵天王。	結加趺坐 此 人 復 有 無量光明 名 為 梵 天 王 
T04n0207_001:0529b14	心生八子，八子生天地人民。是梵天王於諸	心 生 八 子 八 子 生 天 地 人 民 是 梵 天 王 於 諸 
T04n0207_001:0529b15	婬瞋已盡無餘。以是故言：「若有人修禪淨行	婬 瞋 已 盡 無 餘 以 是 故 言 若 有 人 修 禪 淨 行 
T04n0207_001:0529b16	斷除婬欲，名為行梵道，佛轉法輪或名梵輪。」	斷 除 婬 欲 名 為 行 梵 道 佛 轉 法 輪 或 名 梵 輪 
T04n0207_001:0529b17	是梵天王坐蓮花上，是故諸佛隨世俗故，於	是 梵 天 王 坐 蓮 花 上 是 故 諸 佛 隨 世 俗 故 於 
T04n0207_001:0529b18	寶蓮花上結加趺坐，說六波羅蜜，聞此法者	寶 蓮 花 上 結加趺坐 說 六波羅蜜 聞 此 法 者 
T04n0207_001:0529b19	必至阿耨多羅三藐三菩提。	必 至 阿耨多羅三藐三菩提 
T04n0207_001:0529b20	（三三）昔有一貴女人，面首端正儀容挺特，出家修	 三 三 昔 有 一 貴 女 人 面 首 端 正 儀 容 挺 特 出 家 修 
T04n0207_001:0529b21	學得應真道。於城外林樹間獨行，道逢一人	學 得 應 真 道 於 城 外 林 樹 間 獨 行 道 逢 一 人 
T04n0207_001:0529b22	見此比丘尼顏貌端正意甚愛著，當前立而	見 此 比 丘 尼 顏 貌 端 正 意 甚 愛 著 當 前 立 而 
T04n0207_001:0529b23	要之口宣誓言：「若不從我，不聽汝去。」比丘尼	要 之 口 宣 誓 言 若 不 從 我 不 聽 汝 去 比 丘 尼 
T04n0207_001:0529b24	便為說惡露不淨之法，頭眼手足有何可貪？	便 為 說 惡 露 不 淨 之 法 頭 眼 手 足 有 何 可 貪 
T04n0207_001:0529b25	彼士夫便語比丘尼言：「我愛汝眼好。」時彼比	彼 士 夫 便 語 比 丘 尼 言 我 愛 汝 眼 好 時 彼 比 
T04n0207_001:0529b26	丘尼右手挑其一眼示彼男子，血流于面，彼	丘 尼 右 手 挑 其 一 眼 示 彼 男 子 血 流 于 面 彼 
T04n0207_001:0529b27	男子見之欲意便息。比丘尼手捉一眼，還到	男 子 見 之 欲 意 便 息 比 丘 尼 手 捉 一 眼 還 到 
T04n0207_001:0529b28	佛所，以復眼本處，向佛具說。因是結戒，從是	佛 所 以 復 眼 本 處 向 佛 具 說 因 是 結 戒 從 是 
T04n0207_001:0529b29	以來，不聽比丘尼城外住及聚落外獨行也。	以 來 不 聽 比 丘 尼 城 外 住 及 聚 落 外 獨 行 也 
T04n0207_001:0529c01	（三四）天下草木皆可為藥，直不善別者故不知	 三 四 天 下 草 木 皆 可 為 藥 直 不 善 別 者 故 不 知 
T04n0207_001:0529c02	耳。昔有聖醫王名曰耆域，能和合藥草作童	耳 昔 有 聖 醫 王 名 曰 耆 域 能 和 合 藥 草 作 童 
T04n0207_001:0529c03	子形，見者歡喜眾病皆愈。或以一草治眾病，	子 形 見 者 歡 喜 眾 病 皆 愈 或 以 一 草 治 眾 病 
T04n0207_001:0529c04	或以眾草治一病，天下之草無有不任用者，	或 以 眾 草 治 一 病 天 下 之 草 無 有 不 任 用 者 
T04n0207_001:0529c05	天下之病無有不能治者。耆域命終，天下藥	天 下 之 病 無 有 不 能 治 者 耆 域 命 終 天 下 藥 
T04n0207_001:0529c06	草一時涕哭，俱發聲言：「我皆可用治病，唯	草 一 時 涕 哭 俱 發 聲 言 我 皆 可 用 治 病 唯 
T04n0207_001:0529c07	有耆域能明我耳。耆域死後無復有人能明	有 耆 域 能 明 我 耳 耆 域 死 後 無 復 有 人 能 明 
T04n0207_001:0529c08	我者，後世人或能錯用，或增或減令病不差，	我 者 後 世 人 或 能 錯 用 或 增 或 減 令 病 不 差 
T04n0207_001:0529c09	令舉世人皆謂我不神，思惟此以故涕哭耳。」	令 舉 世 人 皆 謂 我 不 神 思 惟 此 以 故 涕 哭 耳 
T04n0207_001:0529c10	唯有一訶梨勒，別在一面獨不涕哭，自言：	唯 有 一 訶 梨 勒 別 在 一 面 獨 不 涕 哭 自 言 
T04n0207_001:0529c11	「我眾病皆能治，服我者病皆當差，不服我者	 我 眾 病 皆 能 治 服 我 者 病 皆 當 差 不 服 我 者 
T04n0207_001:0529c12	自不差耳，不須人明，故不涕耳。」耆域者喻如	自 不 差 耳 不 須 人 明 故 不 涕 耳 耆 域 者 喻 如 
T04n0207_001:0529c13	佛也，眾藥草者如諸法也，訶梨勒者如非常	佛 也 眾 藥 草 者 如 諸 法 也 訶 梨 勒 者 如 非 常 
T04n0207_001:0529c14	也。言佛在世時善用法能，即以婬怒癡為藥	也 言 佛 在 世 時 善 用 法 能 即 以 婬 怒 癡 為 藥 
T04n0207_001:0529c15	差人病也，及諸餘善法隨宜而用。無常軌已，	差 人 病 也 及 諸 餘 善 法 隨 宜 而 用 無 常 軌 已 
T04n0207_001:0529c16	喻病者良醫耳。佛去世後少有能善用諸法	喻 病 者 良 醫 耳 佛 去 世 後 少 有 能 善 用 諸 法 
T04n0207_001:0529c17	應時而變者也，非常觀者多所治也，亦能治	應 時 而 變 者 也 非 常 觀 者 多 所 治 也 亦 能 治 
T04n0207_001:0529c18	婬亦能治恚亦能治癡，善用者則去病，不善	婬 亦 能 治 恚 亦 能 治 癡 善 用 者 則 去 病 不 善 
T04n0207_001:0529c19	用者無所傷，是故喻如訶梨勒也。其餘諸法	用 者 無 所 傷 是 故 喻 如 訶 梨 勒 也 其 餘 諸 法 
T04n0207_001:0529c20	不易用也，用之者宜必得其師，善用者則病	不 易 用 也 用 之 者 宜 必 得 其 師 善 用 者 則 病 
T04n0207_001:0529c21	損，不善用者則增病也。	損 不 善 用 者 則 增 病 也 
T04n0207_001:0529c22	（三五）昔有屠兒，詣阿闍世王所求乞一願。王	 三 五 昔 有 屠 兒 詣 阿 闍 世 王 所 求 乞 一 願 王 
T04n0207_001:0529c23	曰：「汝求何願？」答曰：「王節會之際宜須屠殺，願	曰 汝 求 何 願 答 曰 王 節 會 之 際 宜 須 屠 殺 願 
T04n0207_001:0529c24	王見賜我當盡為之。」王曰：「屠殺之事人所不	王 見 賜 我 當 盡 為 之 王 曰 屠 殺 之 事 人 所 不 
T04n0207_001:0529c25	樂，汝何故願樂為之？」答曰：「我昔為貧人，因	樂 汝 何 故 願 樂 為 之 答 曰 我 昔 為 貧 人 因 
T04n0207_001:0529c26	屠羊之肆以自生活，由是之故得生四天王	屠 羊 之 肆 以 自 生 活 由 是 之 故 得 生 四 天 王 
T04n0207_001:0529c27	上。盡彼天壽來生人中續復屠羊，命終之後	上 盡 彼 天 壽 來 生 人 中 續 復 屠 羊 命終之後 
T04n0207_001:0529c28	生第二天上。如是六反屠羊，因是事故遍生	生 第 二 天 上 如 是 六 反 屠 羊 因 是 事 故 遍 生 
T04n0207_001:0529c29	六天中受福無量，以是故今從王乞。」王曰：	六 天 中 受 福 無 量 以 是 故 今 從 王 乞 王 曰 
T04n0207_001:0530a01	「設如汝語，何以知之？」答曰：「我識宿命。」王聞	 設 如 汝 語 何 以 知 之 答 曰 我 識 宿 命 王 聞 
T04n0207_001:0530a02	不信謂是妄語，如此下賤之人何能識宿命	不 信 謂 是 妄 語 如 此 下 賤 之 人 何 能 識 宿 命 
T04n0207_001:0530a03	耶？後便問佛，佛答曰：「實如所言非妄語也。	耶 後 便 問 佛 佛 答 曰 實 如 所 言 非 妄 語 也 
T04n0207_001:0530a04	此人先世曾值辟支佛，見佛歡喜至心諦觀，	此 人 先 世 曾 值 辟 支 佛 見 佛 歡 喜 至 心 諦 觀 
T04n0207_001:0530a05	仰視其首俯察其足善心即生，緣是功德故，	仰 視 其 首 俯 察 其 足 善 心 即 生 緣 是 功 德 故 
T04n0207_001:0530a06	得一一生六天上。下生人間自識宿命，福德	得 一 一 生 六 天 上 下 生 人 間 自識宿命 福 德 
T04n0207_001:0530a07	以熟得故，六反生天人中也。罪未熟故，未便	以 熟 得 故 六 反 生 天 人 中 也 罪 未 熟 故 未 便 
T04n0207_001:0530a08	受也。畢此身方當墮地獄受屠羊之罪，地獄	受 也 畢 此 身 方 當 墮 地 獄 受 屠 羊 之 罪 地 獄 
T04n0207_001:0530a09	畢當生羊中一一償之也。」此人識宿命淺，唯	畢 當 生 羊 中 一 一 償 之 也 此 人 識 宿 命 淺 唯 
T04n0207_001:0530a10	見六天中事，不及過去第七身故，便謂屠羊	見 六 天 中 事 不 及 過 去 第 七 身 故 便 謂 屠 羊 
T04n0207_001:0530a11	即是生天因也。如是但是識宿命，非通非明	即 是 生 天 因 也 如 是 但 是 識 宿 命 非 通 非 明 
T04n0207_001:0530a12	也。	也 
T04n0207_001:0530a13	（三六）昔有一國王深識罪福信有果報，常好布	 三 六 昔 有 一 國 王 深 識 罪 福 信 有 果 報 常 好 布 
T04n0207_001:0530a14	施不逆人意，名流四遠無不聞知。時鄰境起	施 不 逆 人 意 名 流 四 遠 無 不 聞 知 時 鄰 境 起 
T04n0207_001:0530a15	兵以襲其國，王自思惟：「若我出戰必傷害，寧	兵 以 襲 其 國 王 自 思 惟 若 我 出 戰 必 傷 害 寧 
T04n0207_001:0530a16	自喪身不抂百姓。」彼軍已至從城東門入，王	自 喪 身 不 抂 百 姓 彼 軍 已 至 從 城 東 門 入 王 
T04n0207_001:0530a17	便從西門出，單獨一身逃奔林野。時有一婆	便 從 西 門 出 單 獨 一 身 逃 奔 林 野 時 有 一 婆 
T04n0207_001:0530a18	羅門從遠方來，路由林間遇值此王，即時二	羅 門 從 遠 方 來 路 由 林 間 遇 值 此 王 即 時 二 
T04n0207_001:0530a19	人對相問訊，王問婆羅門：「汝從何來欲何所	人 對 相 問 訊 王 問 婆 羅 門 汝 從 何 來 欲 何 所 
T04n0207_001:0530a20	往？」婆羅門曰：「我聞某甲國王，志好布施不	往 婆 羅 門 曰 我 聞 某 甲 國 王 志 好 布 施 不 
T04n0207_001:0530a21	逆人意，故從遠來欲有所求。」王即答言：「君	逆 人 意 故 從 遠 來 欲 有 所 求 王 即 答 言 君 
T04n0207_001:0530a22	所言者，我身是也。」婆羅門聞之驚怪，即問	所 言 者 我 身 是 也 婆 羅 門 聞 之 驚 怪 即 問 
T04n0207_001:0530a23	王曰：「王今如此，其故何耶？」時王具以事情	王 曰 王 今 如 此 其 故 何 耶 時 王 具 以 事 情 
T04n0207_001:0530a24	向婆羅門說。婆羅門聞之躃地絕死良久，王	向 婆 羅 門 說 婆 羅 門 聞 之 躃 地 絕 死 良 久 王 
T04n0207_001:0530a25	即扶起以水灑之然後乃蘇。王問之曰：「何故	即 扶 起 以 水 灑 之 然 後 乃 蘇 王 問 之 曰 何 故 
T04n0207_001:0530a26	若是？」婆羅門言：「我自昔貧窮乏無財，故從	若 是 婆羅門言 我 自 昔 貧 窮 乏 無 財 故 從 
T04n0207_001:0530a27	遠來欲乞財寶，如何今日值王如此？故懊惱	遠 來 欲 乞 財 寶 如 何 今 日 值 王 如 此 故 懊 惱 
T04n0207_001:0530a28	不自堪勝。」王即慰喻婆羅門：「汝莫愁憂，我當	不 自 堪 勝 王 即 慰 喻 婆 羅 門 汝 莫 愁 憂 我 當 
T04n0207_001:0530a29	令汝大得財寶。彼異王者雖得我國未獲我	令 汝 大 得 財 寶 彼 異 王 者 雖 得 我 國 未 獲 我 
T04n0207_001:0530b01	身，宣令遐裔贈募甚重，汝便可縛我身送詣	身 宣 令 遐 裔 贈 募 甚 重 汝 便 可 縛 我 身 送 詣 
T04n0207_001:0530b02	王門，彼王歡喜必重賞汝。」於是婆羅門即如	王 門 彼 王 歡 喜 必 重 賞 汝 於 是 婆 羅 門 即 如 
T04n0207_001:0530b03	其言，以草索繩縛其兩手，送詣王門。門人	其 言 以 草 索 繩 縛 其 兩 手 送 詣 王 門 門 人 
T04n0207_001:0530b04	見之速入白王，王聞驚喜，即命令前門士	見 之 速 入 白 王 王 聞 驚 喜 即 命 令 前 門 士 
T04n0207_001:0530b05	即將所攝王身及婆羅門詣王坐前。王問婆	即 將 所 攝 王 身 及 婆 羅 門 詣 王 坐 前 王 問 婆 
T04n0207_001:0530b06	羅門：「汝有何術能致此人？」婆羅門答：「我無	羅 門 汝 有 何 術 能 致 此 人 婆 羅 門 答 我 無 
T04n0207_001:0530b07	他術，此人本為王時志好布施，故從遠來欲	他 術 此 人 本 為 王 時 志 好 布 施 故 從 遠 來 欲 
T04n0207_001:0530b08	有所乞。於林樹間遇值相見，彼問我言：『欲何	有 所 乞 於 林 樹 間 遇 值 相 見 彼 問 我 言 欲 何 
T04n0207_001:0530b09	所至？』時我答言：『欲至某甲國王所。』彼答我	所 至 時 我 答 言 欲 至 某 甲 國 王 所 彼 答 我 
T04n0207_001:0530b10	言：『某國王者我身也。』我聞是語即時絕死了	言 某 國 王 者 我 身 也 我 聞 是 語 即 時 絕 死 了 
T04n0207_001:0530b11	不自覺，彼扶我起以水灑之，復問我言：『汝	不 自 覺 彼 扶 我 起 以 水 灑 之 復 問 我 言 汝 
T04n0207_001:0530b12	何故至此？』我答言：『宿世不施生世貧窮，故	何 故 至 此 我 答 言 宿 世 不 施 生 世 貧 窮 故 
T04n0207_001:0530b13	從遠來欲乞財寶，本願不遂故自懊惱耳。』彼	從 遠 來 欲 乞 財 寶 本 願 不 遂 故 自 懊 惱 耳 彼 
T04n0207_001:0530b14	勞我言：『勿生勒念，吾當以身給汝所須。』便	勞 我 言 勿 生 勒 念 吾 當 以 身 給 汝 所 須 便 
T04n0207_001:0530b15	語我言：『汝可持繩縛我兩臂送詣王門，彼王	語 我 言 汝 可 持 繩 縛 我 兩 臂 送 詣 王 門 彼 王 
T04n0207_001:0530b16	自當賞賜汝也。』」時王聞婆羅門語，即便淚出	自 當 賞 賜 汝 也 時 王 聞 婆 羅 門 語 即 便 淚 出 
T04n0207_001:0530b17	避席下坐語本王言：「汝真人王，我為賊也。」於	避 席 下 坐 語 本 王 言 汝 真 人 王 我 為 賊 也 於 
T04n0207_001:0530b18	是攝其所領還歸本國，前王復位令行如故。	是 攝 其 所 領 還 歸 本 國 前 王 復 位 令 行 如 故 
T04n0207_001:0530b19	此明菩薩本為凡人，所行至德其事如是，若	此 明 菩 薩 本 為 凡 人 所 行 至 德 其 事 如 是 若 
T04n0207_001:0530b20	有書持經卷至心如是，天及惡人終不得便	有 書 持 經 卷 至 心 如 是 天 及 惡 人 終 不 得 便 
T04n0207_001:0530b21	也。有二種賊，一者手力賊。二者方便賊。手	也 有 二 種 賊 一 者 手 力 賊 二 者 方 便 賊 手 
T04n0207_001:0530b22	力賊手自鑿壁，或作師子頭或作蓮花形，入	力 賊 手 自 鑿 壁 或 作 師 子 頭 或 作 蓮 花 形 入 
T04n0207_001:0530b23	舍取物不盡持去要少多留，欲令主人得生	舍 取 物 不 盡 持 去 要 少 多 留 欲 令 主 人 得 生 
T04n0207_001:0530b24	活也，欲使人稱此是好賊。還自變服與諸人	活 也 欲 使 人 稱 此 是 好 賊 還 自 變 服 與 諸 人 
T04n0207_001:0530b25	俱至失物家看，時彼眾人見賊鑿壁處，皆言	俱 至 失 物 家 看 時 彼 眾 人 見 賊 鑿 壁 處 皆 言 
T04n0207_001:0530b26	此是巧賊。時有一方便賊微梵志服，亦在其	此 是 巧 賊 時 有 一 方 便 賊 微 梵 志 服 亦 在 其 
T04n0207_001:0530b27	中便作是言：「此非巧賊，用力多而得物少，	中 便 作 是 言 此 非 巧 賊 用 力 多 而 得 物 少 
T04n0207_001:0530b28	云何為巧？要不用力而得物多爾乃為巧。」時	云 何 為 巧 要 不 用 力 而 得 物 多 爾 乃 為 巧 時 
T04n0207_001:0530b29	手力賊密著心中，待眾人去隨而問之：「云何	手 力 賊 密 著 心 中 待 眾 人 去 隨 而 問 之 云 何 
T04n0207_001:0530c01	為方便賊？」答言：「汝欲知者但隨我行，一月	為 方 便 賊 答 言 汝 欲 知 者 但 隨 我 行 一 月 
T04n0207_001:0530c02	餘日當使汝見。」於是方便賊便方便微梵志	餘 日 當 使 汝 見 於 是 方 便 賊 便 方 便 微 梵 志 
T04n0207_001:0530c03	服，造一大富長者家，告長者言：「我須少物，能	服 造 一 大 富 長 者 家 告 長 者 言 我 須 少 物 能 
T04n0207_001:0530c04	與我者不亦佳乎？」時長者謂索一衣直，便即	與 我 者 不 亦 佳 乎 時 長 者 謂 索 一 衣 直 便 即 
T04n0207_001:0530c05	答言：「當相給與。」未得之間續後重往言：「君	答 言 當 相 給 與 未 得 之 間 續 後 重 往 言 君 
T04n0207_001:0530c06	前許我者意定可得不？」長者答言：「當令必得。」	前 許 我 者 意 定 可 得 不 長 者 答 言 當 令 必 得 
T04n0207_001:0530c07	如是至三已，便作文書詣官言之言：「某甲長	如 是 至 三 已 便 作 文 書 詣 官 言 之 言 某 甲 長 
T04n0207_001:0530c08	者負我十萬兩金不欲還我。」賊便取長者怨	者 負 我 十 萬 兩 金 不 欲 還 我 賊 便 取 長 者 怨 
T04n0207_001:0530c09	家以為時人，時官錄其時人并長者身，問時	家 以 為 時 人 時 官 錄 其 時 人 并 長 者 身 問 時 
