T42n1827_001:0232a03	百論序疏	百 論 序 疏 
T42n1827_003:0288c22	大宗義破之。汝二十五諦皆是有法。雖從細	大 宗 義 破 之 汝 二十五諦 皆 是 有 法 雖 從 細 
T42n1827_003:0288c23	至麁從麁至細而有性不失。有既不失。虛空	至 麁 從 麁 至 細 而 有 性 不 失 有 既 不 失 虛 空 
T42n1827_003:0288c24	無法。無中無失。若爾天下都無有失。本對失	無 法 無 中 無 失 若 爾 天 下 都 無 有 失 本 對 失 
T42n1827_003:0288c25	論得。在失既無。故得亦無。二者自上已來別	論 得 在 失 既 無 故 得 亦 無 二 者 自 上 已 來 別 
T42n1827_003:0288c26	明內外法無失竟。今總彰內外無失之過。三	明 內 外 法 無 失 竟 今 總 彰 內 外 無 失 之 過 三 
T42n1827_003:0288c27	接上破老少生。老時不失此是有法不失。無	接 上 破 老 少 生 老 時 不 失 此 是 有 法 不 失 無 
T42n1827_003:0288c28	老之中無無所失。破意同前。注云泥團不應	老 之 中 無 無 所 失 破 意 同 前 注 云 泥 團 不 應 
T42n1827_003:0288c29	變為瓶者。此亦得是並。不失則不變。若變則	變 為 瓶 者 此 亦 得 是 並 不 失 則 不 變 若 變 則 
T42n1827_003:0289a01	失。又相對破之。有對無失對不失。有既不失	失 又 相 對 破 之 有 對 無 失 對 不 失 有 既 不 失 
T42n1827_003:0289a02	無應失也。外曰無失有何咎。二十五諦有性	無 應 失 也 外 曰 無 失 有 何 咎 二十五諦 有 性 
T42n1827_003:0289a03	不失。是彼大宗故不以為過。注云泥團不變	不 失 是 彼 大 宗 故 不 以 為 過 注 云 泥 團 不 變 
T42n1827_003:0289a04	為瓶者。馮師云。天親與外作義太過。彼但云	為 瓶 者 馮 師 云 天 親 與 外 作 義 太 過 彼 但 云 
T42n1827_003:0289a05	變故不失。非不變故不失。今明一義。一上以不	變 故 不 失 非 不 變 故 不 失 今 明 一 義 一 上 以 不 
T42n1827_003:0289a06	變並不失。外道滯並改宗例之。二變有二種。	變 並 不 失 外 道 滯 並 改 宗 例 之 二 變 有 二 種 
T42n1827_003:0289a07	一失滅名變。二轉變稱變。今言不變者無失	一 失 滅 名 變 二 轉 變 稱 變 今 言 不 變 者 無 失 
T42n1827_003:0289a08	滅之變。故文云無無常。驗知爾也。內曰若無	滅 之 變 故 文 云 無 無 常 驗 知 爾 也 內 曰 若 無 
T42n1827_003:0289a09	無常無罪福等破上不失義也。罪既無失則	無 常 無 罪 福 等 破 上 不 失 義 也 罪 既 無 失 則 
T42n1827_003:0289a10	常是罪故無福。福亦爾。又若無無常亦無有	常 是 罪 故 無 福 福 亦 爾 又 若 無 無 常 亦 無 有 
T42n1827_003:0289a11	常則一切無。又若無有失則煩惱永不可失	常 則 一 切 無 又 若 無 有 失 則 煩 惱 永 不 可 失 
T42n1827_003:0289a12	無得解脫。又罪若不失福亦不生。則一切法	無 得 解 脫 又 罪 若 不 失 福 亦 不 生 則 一 切 法 
T42n1827_003:0289a13	猶如虛空則不生不滅。外曰因中前有果下。	猶如虛空 則 不生不滅 外 曰 因 中 前 有 果 下 
T42n1827_003:0289a14	自上已來第一破彼二十五諦大宗明有不失	自 上 已 來 第 一 破 彼 二十五諦 大 宗 明 有 不 失 
T42n1827_003:0289a15	義。今第二正破因中前有果。今外前舉因有	義 今 第 二 正 破 因 中 前 有 果 今 外 前 舉 因 有 
T42n1827_003:0289a16	證因中有果。若無果與非因不異。今既有因	證 因 中 有 果 若 無 果 與 非 因 不 異 今 既 有 因 
T42n1827_003:0289a17	非因異。非因既無果。則驗因中已有果。如數	非 因 異 非 因 既 無 果 則 驗 因 中 已 有 果 如 數 
T42n1827_003:0289a18	人云因有果性。論因有果理異非性理。內曰	人 云 因 有 果 性 論 因 有 果 理 異 非 性 理 內 曰 
T42n1827_003:0289a19	下有二。一牒二破。若因中前有果故有果牒	下 有 二 一 牒 二 破 若 因 中 前 有 果 故 有 果 牒 
T42n1827_003:0289a20	外義也。果無故因無果次破也。汝實不見因	外 義 也 果 無 故 因 無 果 次 破 也 汝 實 不 見 因 
T42n1827_003:0289a21	中有果。但見果從因生。謂因中前有果者。亦	中 有 果 但 見 果 從 因 生 謂 因 中 前 有 果 者 亦 
T42n1827_003:0289a22	應見瓶果後時破壞。應說因中無果。若見果	應 見 瓶 果 後 時 破 壞 應 說 因中無果 若 見 果 
T42n1827_003:0289a23	壞不言因中無。亦見果成不說因中有。又例	壞 不 言 因 中 無 亦 見 果 成 不 說 因 中 有 又 例 
T42n1827_003:0289a24	並云。若見後時無而因中前有者。亦見後有	並 云 若 見 後 時 無 而 因 中 前 有 者 亦 見 後 有 
T42n1827_003:0289a25	應因中無。又無非因中無乃是後時無。則無	應 因 中 無 又 無 非 因 中 無 乃 是 後 時 無 則 無 
T42n1827_003:0289a26	自然為亦當有是自然有。又若因中本無此無	自 然 為 亦 當 有 是 自 然 有 又 若 因 中 本 無 此 無 
T42n1827_003:0289a27	後方無者。亦因中本無此有後自有耳。外曰	後 方 無 者 亦 因 中 本 無 此 有 後 自 有 耳 外 曰 
T42n1827_003:0289a28	因果一故救上因中無果義。我因果體一。壞	因 果 一 故 救 上 因中無果 義 我 因 果 體 一 壞 
T42n1827_003:0289a29	因為果。既不無因。今果破壞。豈是無果。如變	因 為 果 既 不 無 因 今 果 破 壞 豈 是 無 果 如 變 
T42n1827_003:0289b01	泥為瓶瓶不失土。變瓶為土亦不失瓶。雖復	泥 為 瓶 瓶 不 失 土 變 瓶 為 土 亦 不 失 瓶 雖 復 
T42n1827_003:0289b02	成壞不同而常是有義。故非因中無果。內曰	成 壞 不 同 而 常 是 有 義 故 非 因中無果 內 曰 
T42n1827_003:0289b03	若因果一無未來破因果一義也。明泥時本以	若 因 果 一 無 未 來 破 因 果 一 義 也 明 泥 時 本 以 
T42n1827_003:0289b04	瓶為未來。泥即是瓶故無未來。捉瓶望泥泥	瓶 為 未 來 泥 即 是 瓶 故 無 未 來 捉 瓶 望 泥 泥 
T42n1827_003:0289b05	為過去。只瓶是泥亦無過去。又捉泥望於瓶	為 過 去 只 瓶 是 泥 亦 無 過 去 又 捉 泥 望 於 瓶 
T42n1827_003:0289b06	土名為過未。瓶土即泥故無過未。外曰名等	土 名 為 過 未 瓶 土 即 泥 故 無 過 未 外 曰 名 等 
T42n1827_003:0289b07	失生故。以名失名生故有三世通內難也。體	失 生 故 以 名 失 名 生 故 有 三 世 通 內 難 也 體 
T42n1827_003:0289b08	無生失故因果不異。自宗便成。注云瓶瓮安	無 生 失 故 因 果 不 異 自 宗 便 成 注 云 瓶 瓮 安 
T42n1827_003:0289b09	在。瓶瓮之體安然而在。謂體不失則有宗便	在 瓶 瓮 之 體 安 然 而 在 謂 體 不 失 則 有 宗 便 
T42n1827_003:0289b10	成。但名有失生故有在不在三世立也。內曰	成 但 名 有 失 生 故 有 在 不 在 三 世 立 也 內 曰 
T42n1827_003:0289b11	若爾無果。破上名有失生體無失生也。凡有	若 爾 無 果 破 上 名 有 失 生 體 無 失 生 也 凡 有 
T42n1827_003:0289b12	二難。一者捉名難體。本以名召體以體應名。	二 難 一 者 捉 名 難 體 本 以 名 召 體 以 體 應 名 
T42n1827_003:0289b13	若前有果體應前有果名。若前無果名亦前	若 前 有 果 體 應 前 有 果 名 若 前 無 果 名 亦 前 
T42n1827_003:0289b14	無果體。二者因中若前無果名體名是一物。	無 果 體 二 者 因 中 若 前 無 果 名 體 名 是 一 物 
T42n1827_003:0289b15	因中既前無果名。即是因中無果。外曰不定	因 中 既 前 無 果 名 即 是 因中無果 外 曰 不 定 
T42n1827_003:0289b16	故者救上因中無果難也。所以因中前有果	故 者 救 上 因中無果 難 也 所 以 因 中 前 有 果 
T42n1827_003:0289b17	體未立果名者。以因中不定出一器。是故未	體 未 立 果 名 者 以 因 中 不 定 出 一 器 是 故 未 
T42n1827_003:0289b18	得為果作名。故雖無有名而有果體。內曰若	得 為 果 作 名 故 雖 無 有 名 而 有 果 體 內 曰 若 
T42n1827_003:0289b19	泥不定果亦不定。若泥不定者牒外義也。果	泥 不 定 果 亦 不 定 若 泥 不 定 者 牒 外 義 也 果 
T42n1827_003:0289b20	亦不定正破也。汝言不定作一物故不得為	亦 不 定 正 破 也 汝 言 不 定 作 一 物 故 不 得 為 
T42n1827_003:0289b21	瓶立名故無名者。亦應不得定作一物有義	瓶 立 名 故 無 名 者 亦 應 不 得 定 作 一 物 有 義 
T42n1827_003:0289b22	亦應不定。所以有不定者。此泥或作瓶或作	亦 應 不 定 所 以 有 不 定 者 此 泥 或 作 瓶 或 作 
T42n1827_003:0289b23	餘物故也。外曰微形有故者。泥中定有微形	餘 物 故 也 外 曰 微 形 有 故 者 泥 中 定 有 微 形 
T42n1827_003:0289b24	故有義定也。肉眼乃不見天眼既見未來則	故 有 義 定 也 肉 眼 乃 不 見 天 眼 既 見 未 來 則 
T42n1827_003:0289b25	見泥中微形。注為三。一釋偈本明有定。有二	見 泥 中 微 形 注 為 三 一 釋 偈 本 明 有 定 有 二 
T42n1827_003:0289b26	種不可知者第二防難。難云。既是微形何由	種 不 可 知 者 第 二 防 難 難 云 既 是 微 形 何 由 
T42n1827_003:0289b27	可知。既不可知何得言有。是故今明二不可	可 知 既 不 可 知 何 得 言 有 是 故 今 明 二 不 可 
T42n1827_003:0289b28	知。一無不可知。如不知兔角。二有不可知。同	知 一 無 不 可 知 如 不 知 兔 角 二 有 不 可 知 同 
T42n1827_003:0289b29	於八緣。如是泥團中瓶下第三舉非因推驗	於 八 緣 如 是 泥 團 中 瓶 下 第 三 舉 非 因 推 驗 
T42n1827_003:0289c01	因中有。以要從因出不從非因出。非因既無	因 中 有 以 要 從 因 出 不 從 非 因 出 非 因 既 無 
T42n1827_003:0289c02	則知因有。內曰若前有微形因中無果。此縱	則 知 因 有 內 曰 若 前 有 微 形 因中無果 此 縱 
T42n1827_003:0289c03	細奪有也。因中有細而無有麁。當知麁果本	細 奪 有 也 因 中 有 細 而 無 有 麁 當 知 麁 果 本 
T42n1827_003:0289c04	無今有。又有細無麁則亦有亦無。同勒沙婆	無 今 有 又 有 細 無 麁 則 亦 有 亦 無 同 勒 沙 婆 
T42n1827_003:0289c05	義。又因中無麁則麁果從非因生。又汝有義	義 又 因 中 無 麁 則 麁 果 從 非 因 生 又 汝 有 義 
T42n1827_003:0289c06	定細亦應定因。內有細應還生細果。又若麁	定 細 亦 應 定 因 內 有 細 應 還 生 細 果 又 若 麁 
T42n1827_003:0289c07	細不定有亦不定。又因中有果麁細並有即	細 不 定 有 亦 不 定 又 因 中 有 果 麁 細 並 有 即 
T42n1827_003:0289c08	應並生。又若生麁不生細則麁有而細無。外	應 並 生 又 若 生 麁 不 生 細 則 麁 有 而 細 無 外 
T42n1827_003:0289c09	曰因中應有果各取因故第三破外人各取因	曰 因 中 應 有 果 各 取 因 故 第 三 破 外 人 各 取 因 
T42n1827_003:0289c10	證有果。與前第二番異者。前直明因有故證	證 有 果 與 前 第 二 番 異 者 前 直 明 因 有 故 證 
T42n1827_003:0289c11	有果。此簡異因非因。今明各取因者就因簡。	有 果 此 簡 異 因 非 因 今 明 各 取 因 者 就 因 簡 
T42n1827_003:0289c12	因以諸因。以生果各異則驗因中有果。若因	因 以 諸 因 以 生 果 各 異 則 驗 因 中 有 果 若 因 
T42n1827_003:0289c13	中無果者則諸因便亂生。又果亦亂從。而因	中 無 果 者 則 諸 因 便 亂 生 又 果 亦 亂 從 而 因 
T42n1827_003:0289c14	不亂生果不亂從。則驗因中定有果也。注云	不 亂 生 果 不 亂 從 則 驗 因 中 定 有 果 也 注 云 
T42n1827_003:0289c15	埏埴成器堪受燒故者。本起經云。埏埴調柔。	埏 埴 成 器 堪 受 燒 故 者 本 起 經 云 埏 埴 調 柔 
T42n1827_003:0289c16	謂和泥也。莊子外篇馬蹄篇云柔治埴。司馬	謂 和 泥 也 莊 子 外 篇 馬 蹄 篇 云 柔 治 埴 司 馬 
T42n1827_003:0289c17	彪注云。埴者土也。可以為器者也。尚書禹貢	彪 注 云 埴 者 土 也 可 以 為 器 者 也 尚 書 禹 貢 
T42n1827_003:0289c18	赤埴亦謂土也。[土*廷]者和也。以手柔治之耳。其	赤 埴 亦 謂 土 也 [土廷] 者 和 也 以 手 柔 治 之 耳 其 
T42n1827_003:0289c19	輪謂之鈞。內曰若當有有若當無無破上各	輪 謂 之 鈞 內 曰 若 當 有 有 若 當 無 無 破 上 各 
T42n1827_003:0289c20	取因證因中有果也。此與上破異者。上明眼	取 因 證 因 中 有 果 也 此 與 上 破 異 者 上 明 眼 
T42n1827_003:0289c21	見瓶從泥出。驗因中有果。亦眼見瓶破應因	見 瓶 從 泥 出 驗 因 中 有 果 亦 眼 見 瓶 破 應 因 
T42n1827_003:0289c22	中無果。此就現成壞驗因中有無。今就當義	中 無 果 此 就 現 成 壞 驗 因 中 有 無 今 就 當 義 
T42n1827_003:0289c23	破之。汝果非是現有必是當有。泥中之瓶有	破 之 汝 果 非 是 現 有 必 是 當 有 泥 中 之 瓶 有 
T42n1827_003:0289c24	當成義復有當破義。若泥中瓶當成義遂言	當 成 義 復 有 當 破 義 若 泥 中 瓶 當 成 義 遂 言 
T42n1827_003:0289c25	因中有果者。亦因中瓶當破義亦應當無果。	因 中 有 果 者 亦 因 中 瓶 當 破 義 亦 應 當 無 果 
T42n1827_003:0289c26	二者上就體成壞破。今就相成壞破也。外曰	二 者 上 就 體 成 壞 破 今 就 相 成 壞 破 也 外 曰 
T42n1827_003:0289c27	生住壞次第有故無過救上當無之難也。泥	生 住 壞 次 第 有 故 無 過 救 上 當 無 之 難 也 泥 
T42n1827_003:0289c28	中之瓶雖有當成當破。但當成在當破前當	中 之 瓶 雖 有 當 成 當 破 但 當 成 在 當 破 前 當 
T42n1827_003:0289c29	破在當成後。以當成在前今從前故言因中	破 在 當 成 後 以 當 成 在 前 今 從 前 故 言 因 中 
T42n1827_003:0290a01	當有。當破既在後那得跨從後而言因中無	當 有 當 破 既 在 後 那 得 跨 從 後 而 言 因 中 無 
T42n1827_003:0290a02	果。如生住壞次第有者。引相例法體也。要前	果 如 生 住 壞 次 第 有 者 引 相 例 法 體 也 要 前 
T42n1827_003:0290a03	生次住後壞。當有瓶生時未有成壞。將何物	生 次 住 後 壞 當 有 瓶 生 時 未 有 成 壞 將 何 物 
T42n1827_003:0290a04	來壞瓶今瓶無耶。譬喻部明。三剎那為三相。	來 壞 瓶 今 瓶 無 耶 譬 喻 部 明 三 剎 那 為 三 相 
T42n1827_003:0290a05	當初剎那生時未有住壞。與此義同。成實師	當 初 剎 那 生 時 未 有 住 壞 與 此 義 同 成 實 師 
T42n1827_003:0290a06	實法三相一念六十剎那。前二十為生。次二十	實 法 三 相 一 念 六 十 剎 那 前 二 十 為 生 次 二 十 
T42n1827_003:0290a07	為住。後二十為滅。與此亦同。內曰若生前非	為 住 後 二 十 為 滅 與 此 亦 同 內 曰 若 生 前 非 
T42n1827_003:0290a08	後無果同破上生住滅次第也。泥中之瓶但	後 無 果 同 破 上 生 住 滅 次 第 也 泥 中 之 瓶 但 
T42n1827_003:0290a09	有當生未有當住當滅。是則因中無住滅兩	有 當 生 未 有 當 住 當 滅 是 則 因 中 無 住 滅 兩 
T42n1827_003:0290a10	相。故無果同也。此住滅兩相即是於果。既無	相 故 無 果 同 也 此 住 滅 兩 相 即 是 於 果 既 無 
T42n1827_003:0290a11	二相故名無果。又泥中之瓶具有三相。汝但	二 相 故 名 無 果 又 泥 中 之 瓶 具 有 三 相 汝 但 
T42n1827_003:0290a12	從有生相言因中有果者。無住滅兩相。應因	從 有 生 相 言 因 中 有 果 者 無 住 滅 兩 相 應 因 
T42n1827_003:0290a13	中無果。又三相相待既無住滅。待何說生。是	中 無 果 又 三 相 相 待 既 無 住 滅 待 何 說 生 是 
T42n1827_003:0290a14	故無生以無三相則無法體。故因中無果。又	故 無 生 以 無 三 相 則 無 法 體 故 因中無果 又 
T42n1827_003:0290a15	當有生時未有住滅。則法體不備三相便非	當 有 生 時 未 有 住 滅 則 法 體 不 備 三 相 便 非 
T42n1827_003:0290a16	有為法。若非有為亦非無為即無此物。又是	有 為 法 若 非 有 為 亦 非 無 為 即 無 此 物 又 是 
T42n1827_003:0290a17	因中無果。注為二。初破三相一時。即破毘曇	因中無果 注 為 二 初 破 三 相 一 時 即 破 毘 曇 
T42n1827_003:0290a18	等義。若言泥中瓶有三相同時在未來者。何	等 義 若 言 泥 中 瓶 有 三 相 同 時 在 未 來 者 何 
T42n1827_003:0290a19	故要前生後壞不前壞後生。汝言未生故下	故 要 前 生 後 壞 不 前 壞 後 生 汝 言 未 生 故 下 
T42n1827_003:0290a20	第二破三相前後。即破譬喻等義。外曰汝破	第 二 破 三 相 前 後 即 破 譬 喻 等 義 外 曰 汝 破 
T42n1827_003:0290a21	因中有果故有斷過第四破外人橫過論主。	因 中 有 果 故 有 斷 過 第 四 破 外 人 橫 過 論 主 
T42n1827_003:0290a22	今前外過於內。一者見因果之理不出有無。	今 前 外 過 於 內 一 者 見 因 果 之 理 不 出 有 無 
T42n1827_003:0290a23	既見內破有即謂內執無。二者上借無破有	既 見 內 破 有 即 謂 內 執 無 二 者 上 借 無 破 有 
T42n1827_003:0290a24	謂內執無。若因中無果則果不生。果既不生	謂 內 執 無 若 因中無果 則 果 不 生 果 既 不 生 
T42n1827_003:0290a25	無果起續。故名為斷。三者涅槃經云。眾生起	無 果 起 續 故 名 為 斷 三 者 涅 槃 經 云 眾 生 起 
T42n1827_003:0290a26	見凡有二種。一斷二常。前執有成常。今捨常	見 凡 有 二 種 一 斷 二 常 前 執 有 成 常 今 捨 常 
T42n1827_003:0290a27	入斷。有所得心必依倚故也。內曰續故不斷	入 斷 有所得心 必 依 倚 故 也 內 曰 續 故 不 斷 
T42n1827_003:0290a28	壞故不常。續故不斷破其斷見。壞故不常破	壞 故 不 常 續 故 不 斷 破 其 斷 見 壞 故 不 常 破 
T42n1827_003:0290a29	其常見。以其前執於斷故前破斷。除斷恐還	其 常 見 以 其 前 執 於 斷 故 前 破 斷 除 斷 恐 還 
T42n1827_003:0290b01	入常。故次破常。問舊亦云。實滅不常假續不	入 常 故 次 破 常 問 舊 亦 云 實 滅 不 常 假 續 不 
T42n1827_003:0290b02	斷。與今何異。答彼義實滅不常猶是斷義。續	斷 與 今 何 異 答 彼 義 實 滅 不 常 猶 是 斷 義 續 
T42n1827_003:0290b03	故不斷猶是常義。故乃執常為不斷。執斷為	故 不 斷 猶 是 常 義 故 乃 執 常 為 不 斷 執 斷 為 
T42n1827_003:0290b04	不常。此乃斷常互存。猶是斷常義耳。今明蓋	不 常 此 乃 斷 常 互 存 猶 是 斷 常 義 耳 今 明 蓋 
T42n1827_003:0290b05	是兩彈非雙取也。言其非常者。明其非是常。	是 兩 彈 非 雙 取 也 言 其 非 常 者 明 其 非 是 常 
T42n1827_003:0290b06	非謂是非常。不斷亦爾。又常云實滅不常假	非 謂 是 非 常 不 斷 亦 爾 又 常 云 實 滅 不 常 假 
T42n1827_003:0290b07	續不斷乃無斷常而有生滅。今明既不斷常	續 不 斷 乃 無 斷 常 而 有 生 滅 今 明 既 不 斷 常 
T42n1827_003:0290b08	即不生滅。故中論云。深求不常不斷即是不	即 不 生 滅 故 中 論 云 深 求 不 常 不 斷 即 是 不 
T42n1827_003:0290b09	生不滅。又舊雖明不斷不常而猶執二世無	生 不 滅 又 舊 雖 明 不 斷 不 常 而 猶 執 二 世 無 
T42n1827_003:0290b10	義。數人不斷不常執二世有義。今明不斷不常	義 數 人 不 斷 不 常 執 二 世 有 義 今 明 不 斷 不 常 
T42n1827_003:0290b11	即非無非有。顯在注文。問論主何故作續故	即 非 無 非 有 顯 在 注 文 問 論 主 何 故 作 續 故 
T42n1827_003:0290b12	不斷壞故不常。答云。若論始末有二破。一就	不 斷 壞 故 不 常 答 云 若 論 始 末 有 二 破 一 就 
T42n1827_003:0290b13	緣破。如就執有求有無從。二對緣破。但對緣	緣 破 如 就 執 有 求 有 無 從 二 對 緣 破 但 對 緣 
T42n1827_003:0290b14	破有二。一借無破有借邪破邪。二申正破邪。	破 有 二 一 借 無 破 有 借 邪 破 邪 二 申 正 破 邪 
T42n1827_003:0290b15	即今文是也。以外通不出因中有無。有即是	即 今 文 是 也 以 外 通 不 出 因 中 有 無 有 即 是 
T42n1827_003:0290b16	常無即是斷。今對有無斷常明非有非無不	常 無 即 是 斷 今 對 有 無 斷 常 明 非有非無 不 
T42n1827_003:0290b17	斷不常故。是中道即對偏明中。問今續故不	斷 不 常 故 是 中 道 即 對 偏 明 中 問 今 續 故 不 
T42n1827_003:0290b18	斷壞故不常云何是非有非無。答續故不斷	斷 壞 故 不 常 云 何 是 非有非無 答 續 故 不 斷 
T42n1827_003:0290b19	破因中無。壞故不常破因中有。僧佉執因中	破 因 中 無 壞 故 不 常 破 因 中 有 僧 佉 執 因 中 
T42n1827_003:0290b20	有。因不失壞故也。	有 因 不 失 壞 故 也 
T42n1827_003:0290b21	破因中無果品第八	破 因中無果 品 第 八 
T42n1827_003:0290b22	內外二家根本有無兩執。僧佉執有衛世計	內 外 二 家 根 本 有 無 兩 執 僧 佉 執 有 衛 世 計 
T42n1827_003:0290b23	無。內上座計有大眾部執無。前正破外有傍	無 內 上 座 計 有 大 眾 部 執 無 前 正 破 外 有 傍 
T42n1827_003:0290b24	破內有。今正破外無傍破內無。良以有無	破 內 有 今 正 破 外 無 傍 破 內 無 良 以 有 無 
T42n1827_003:0290b25	是眾見根障中道本。所以洗之。又上破僧佉	是 眾 見 根 障 中 道 本 所 以 洗 之 又 上 破 僧 佉 
T42n1827_003:0290b26	之有今改宗捉無。是故破無。又上借無破有。	之 有 今 改 宗 捉 無 是 故 破 無 又 上 借 無 破 有 
T42n1827_003:0290b27	則有是所破無是能破。上破所破今破能破。	則 有 是 所 破 無 是 能 破 上 破 所 破 今 破 能 破 
T42n1827_003:0290b28	又破無為成除有。以有無是相待法。若不破	又 破 無 為 成 除 有 以 有 無 是 相 待 法 若 不 破 
T42n1827_003:0290b29	無還生有見。是以破無令有心都息。又此品	無 還 生 有 見 是 以 破 無 令 有 心 都 息 又 此 品 
T42n1827_003:0290c01	正破於生不正破無。但為對僧佉之有故破	正 破 於 生 不 正 破 無 但 為 對 僧 佉 之 有 故 破 
T42n1827_003:0290c02	無耳。問何故破生耶。答提婆撰論破有為法	無 耳 問 何 故 破 生 耶 答 提 婆 撰 論 破 有 為 法 
T42n1827_003:0290c03	凡有四門。一者破一畢竟。因有果品破有為	凡 有 四 門 一 者 破 一 畢 竟 因 有 果 品 破 有 為 
T42n1827_003:0290c04	體門。此品破有為相門。體相既除則有為法	體 門 此 品 破 有 為 相 門 體 相 既 除 則 有 為 法 
T42n1827_003:0290c05	盡。是故破生。二者論主凡破二法從一異竟。	盡 是 故 破 生 二 者 論 主 凡 破 二 法 從 一 異 竟 
T42n1827_003:0290c06	因有果破於別法。謂眾家所計不同。亦法體	因 有 果 破 於 別 法 謂 眾 家 所 計 不 同 亦 法 體 
T42n1827_003:0290c07	差別為異。今次破其通法。三相通相有為故	差 別 為 異 今 次 破 其 通 法 三 相 通 相 有 為 故 
T42n1827_003:0290c08	名為通。又眾師通立故名為通。是故破生。三	名 為 通 又 眾 師 通 立 故 名 為 通 是 故 破 生 三 
T42n1827_003:0290c09	者欲示諸法本自無生今亦無滅。令外道悟	者 欲 示 諸 法 本 自 無 生 今 亦 無 滅 令 外 道 悟 
T42n1827_003:0290c10	無生忍。是故無生。四者論主上品末借果生	無 生 忍 是 故 無 生 四 者 論 主 上 品 末 借 果 生 
T42n1827_003:0290c11	因滅破其斷常。斷常之見雖除生滅之病便	因 滅 破 其 斷 常 斷 常 之 見 雖 除 生 滅 之 病 便 
T42n1827_003:0290c12	起。如他云實滅不常假續不斷。雖無斷常而	起 如 他 云 實 滅 不 常 假 續 不 斷 雖 無 斷 常 而 
T42n1827_003:0290c13	有生滅。是故今明既無斷常即不生滅。故次	有 生 滅 是 故 今 明 既 無 斷 常 即 不 生 滅 故 次 
T42n1827_003:0290c14	破生滅。上破斷常破外道義。今破假實生滅	破 生 滅 上 破 斷 常 破 外 道 義 今 破 假 實 生 滅 
T42n1827_003:0290c15	破內道義。故生此品。品有五段。第一破外人	破 內 道 義 故 生 此 品 品 有 五 段 第 一 破 外 人 
T42n1827_003:0290c16	能生證有可生因果義。第二破外可生證有	能 生 證 有 可 生 因 果 義 第 二 破 外 可 生 證 有 
T42n1827_003:0290c17	能生義。第三破外人雙舉生可生證有諸法	能 生 義 第 三 破 外 人 雙 舉 生 可 生 證 有 諸 法 
T42n1827_003:0290c18	義。第四破舉滅證有生義。第五破引因果證	義 第 四 破 舉 滅 證 有 生 義 第 五 破 引 因 果 證 
T42n1827_003:0290c19	有生可生義。外曰生有故一當成者。生有故	有 生 可 生 義 外 曰 生 有 故 一 當 成 者 生 有 故 
T42n1827_003:0290c20	者捉論主上明續故不斷之言也。以因滅故	者 捉 論 主 上 明 續 故 不 斷 之 言 也 以 因 滅 故 
T42n1827_003:0290c21	不常果生故不斷。汝乃不立斷常而立有生	不 常 果 生 故 不 斷 汝 乃 不 立 斷 常 而 立 有 生 
T42n1827_003:0290c22	滅。若立有生滅則與我同。此正是數論及有	滅 若 立 有 生 滅 則 與 我 同 此 正 是 數 論 及 有 
T42n1827_003:0290c23	所得大乘人明有為之法無有斷常而有生滅	所 得 大 乘 人 明 有 為 之 法 無 有 斷 常 而 有 生 滅 
T42n1827_003:0290c24	故言生有故也。一當成者。上立生相今立法	故 言 生 有 故 也 一 當 成 者 上 立 生 相 今 立 法 
T42n1827_003:0290c25	體。既有生相。於因中有果無果亦有亦無非	體 既 有 生 相 於 因 中 有 果 無 果 亦 有 亦 無 非 
T42n1827_003:0290c26	有非無四句之中必當有一。內曰生無生不	有 非 無 四 句 之 中 必 當 有 一 內 曰 生 無 生 不 
T42n1827_003:0290c27	生。前借生滅破斷常。若玄悟者既不執斷常	生 前 借 生 滅 破 斷 常 若 玄 悟 者 既 不 執 斷 常 
T42n1827_003:0290c28	亦不執生滅。但中下鈍根雖不執斷常更執	亦 不 執 生 滅 但 中 下 鈍 根 雖 不 執 斷 常 更 執 
T42n1827_003:0290c29	生滅。今次破生滅也。此偈本可有二義。所言	生 滅 今 次 破 生 滅 也 此 偈 本 可 有 二 義 所 言 
T42n1827_003:0291a01	生者。謂因中前有果也。無生者。因中前無果	生 者 謂 因 中 前 有 果 也 無 生 者 因 中 前 無 果 
T42n1827_003:0291a02	也。此二牒彼一當成也。不生者。明生相不能	也 此 二 牒 彼 一 當 成 也 不 生 者 明 生 相 不 能 
T42n1827_003:0291a03	生有果無果故有果無果並皆不生。即破彼	生 有 果 無 果 故 有 果 無 果 並 皆 不 生 即 破 彼 
T42n1827_003:0291a04	生有故之言也。此釋是勢破之耳。非正文意。	生 有 故 之 言 也 此 釋 是 勢 破 之 耳 非 正 文 意 
T42n1827_003:0291a05	又望下釋。生者已有法體也。無生者未有法	又 望 下 釋 生 者 已 有 法 體 也 無 生 者 未 有 法 
T42n1827_003:0291a06	體也。不生者生相不生。此二種法體已有不	體 也 不 生 者 生 相 不 生 此 二 種 法 體 已 有 不 
T42n1827_003:0291a07	須生相。未有則生相不能生也。次云。生者	須 生 相 未 有 則 生 相 不 能 生 也 次 云 生 者 
T42n1827_003:0291a08	明已有生相也。無生者未有生相也。不生	明 已 有 生 相 也 無 生 者 未 有 生 相 也 不 生 
T42n1827_003:0291a09	者已有生相及未有生相並不能生法體也。	者 已 有 生 相 及 未 有 生 相 並 不 能 生 法 體 也 
T42n1827_003:0291a10	汝何得云生有故一當成也。此釋為正。以	汝 何 得 云 生 有 故 一 當 成 也 此 釋 為 正 以 
