X60n1112_001:0080a03	蓬折箴	蓬 折 箴 
X60n1112_001:0086c18	也今或有人雖知大為究竟自識分量不可奇小且	也 今 或 有 人 雖 知 大 為 究 竟 自 識 分 量 不 可 奇 小 且 
X60n1112_001:0086c19	守己納未欲進大豈不由他何權妙覺折蓬始末皆	守 己 納 未 欲 進 大 豈 不 由 他 何 權 妙 覺 折 蓬 始 末 皆 
X60n1112_001:0086c20	是不解文義所以曲巧妄破不思便矩翻怒汲深汝	是 不 解 文 義 所 以 曲 巧 妄 破 不 思 便 矩 翻 怒 汲 深 汝 
X60n1112_001:0086c21	謂濟緣所問菩薩戒同異等文不待詳而自顯爭奈	謂 濟 緣 所 問 菩 薩 戒 同 異 等 文 不 待 詳 而 自 顯 爭 奈 
X60n1112_001:0086c22	折蓬不能詳何由自顯記主明云必有同異汝何得	折 蓬 不 能 詳 何 由 自 顯 記 主 明 云 必 有 同 異 汝 何 得 
X60n1112_001:0086c23	言恐疑有異佛祖記主皆令後受汝何斥為不了之	言 恐 疑 有 異 佛 祖 記 主 皆 令 後 受 汝 何 斥 為 不 了 之 
X60n1112_001:0086c24	師驗汝出言全無準則余云太圓具圓是則未是皆	師 驗 汝 出 言 全 無 準 則 余 云 太 圓 具 圓 是 則 未 是 皆 
X60n1112_001:0087a01	破汝汝都不曉却推教法白四受大豈非太也但能	破 汝 汝 都 不 曉 却 推 教 法 白 四 受 大 豈 非 太 也 但 能 
X60n1112_001:0087a02	圓小不能圓大豈欠也將圓為大是則未是本謂良	圓 小 不 能 圓 大 豈 欠 也 將 圓 為 大 是 則 未 是 本 謂 良 
X60n1112_001:0087a03	馬故不註脚今如此釋駑駘亦曉法花開顯祖師立	馬 故 不 註 脚 今 如 此 釋 駑 駘 亦 曉 法 花 開 顯 祖 師 立 
X60n1112_001:0087a04	圓記主三義誰云未是有何欠剩余書云只緣將此	圓 記 主 三 義 誰 云 未 是 有 何 欠 剩 余 書 云 只 緣 將 此 
X60n1112_001:0087a05	大戒推與他家乃至只一待字難消故持將為癈大	大 戒 推 與 他 家 乃 至 只 一 待 字 難 消 故 持 將 為 癈 大 
X60n1112_001:0087a06	正為點汝愚迷却將莊做佛祖汝凡見書中說汝短	正 為 點 汝 愚 迷 却 將 莊 做 佛 祖 汝 凡 見 書 中 說 汝 短 
X60n1112_001:0087a07	處便祖發祖師謂我今發心受戒為成三聚戒故何	處 便 祖 發 祖 師 謂 我 今 發 心 受 戒 為 成 三 聚 戒 故 何 
X60n1112_001:0087a08	曾不受推與他家若云即此便是成今納大資持何	曾 不 受 推 與 他 家 若 云 即 此 便 是 成 今 納 大 資 持 何 
X60n1112_001:0087a09	云遠期大乘三學遠期之言豈即耶汝若不肯受大	云 遠 期 大 乘 三 學 遠 期 之 言 豈 即 耶 汝 若 不 肯 受 大 
X60n1112_001:0087a10	豈得因汝不受三聚絕滅他家盛行豈非推與彼。	豈 得 因 汝 不 受 三 聚 絕 滅 他 家 盛 行 豈 非 推 與 彼 
X60n1112_001:0087a11	蓬破余曰必謂不稟三聚羯磨為推與他淺局之見	蓬 破 余 曰 必 謂 不 稟 三 聚 羯 磨 為 推 與 他 淺 局 之 見 
X60n1112_001:0087a12	也余四除也非淺局矣汝模不著謂淺局耳只緣汝	也 余 四 除 也 非 淺 局 矣 汝 模 不 著 謂 淺 局 耳 只 緣 汝 
X60n1112_001:0087a13	素不識事理圓是理體受是事用聖人有悟中之事	素 不 識 事 理 圓 是 理 體 受 是 事 用 聖 人 有 悟 中 之 事 
X60n1112_001:0087a14	理凡夫有迷中之事理迷悟雖殊事理不二理則法	理 凡 夫 有 迷 中 之 事 理 迷 悟 雖 殊 事 理 不 二 理 則 法 
X60n1112_001:0087a15	法圓融事乃一一不濫理不誰事事非理外事理一	法 圓 融 事 乃 一 一 不 濫 理 不 誰 事 事 非 理 外 事 理 一 
X60n1112_001:0087a16	如方稱圓極台宗乃明事理二造性具緣生究竟為	如 方 稱 圓 極 台 宗 乃 明 事 理 二 造 性 具 緣 生 究 竟 為 
X60n1112_001:0087a17	一汝云白四言下尚發三聚是誰亂道引來況釋若	一 汝 云 白 四 言 下 尚 發 三 聚 是 誰 亂 道 引 來 況 釋 若 
X60n1112_001:0087a18	使大中缺事則令小內虧圓由汝殘毀祖乘故斥包	使 大 中 缺 事 則 令 小 內 虧 圓 由 汝 殘 毀 祖 乘 故 斥 包 
X60n1112_001:0087a19	羅不盡記云前並小教此是大乘以大決小不待受	羅 不 盡 記 云 前 並 小 教 此 是 大 乘 以 大 決 小 不 待 受 
X60n1112_001:0087a20	大即圓頓義此之一字乃指圓體以大決即小是大	大 即 圓 頓 義 此 之 一 字 乃 指 圓 體 以 大 決 即 小 是 大 
X60n1112_001:0087a21	故云決也由理圓故故不待受正彰頓義若容不受	故 云 決 也 由 理 圓 故 故 不 待 受 正 彰 頓 義 若 容 不 受 
X60n1112_001:0087a22	合言不用妙盡於此雙弘可也何無律本文云今宗	合 言 不 用 妙 盡 於 此 雙 弘 可 也 何 無 律 本 文 云 今 宗 
X60n1112_001:0087a23	教唯開會皆一乘者教既一乘何須本觀終南妙觀	教 唯 開 會 皆 一 乘 者 教 既 一 乘 何 須 本 觀 終 南 妙 觀 
X60n1112_001:0087a24	本即一乘何待開會方稱為妙便是戒學亦即如來	本 即 一 乘 何 待 開 會 方 稱 為 妙 便 是 戒 學 亦 即 如 來 
X60n1112_001:0087b01	本有一乘圓極妙戒法華但是開顯而已戒體章中	本 有 一 乘 圓 極 妙 戒 法 華 但 是 開 顯 而 已 戒 體 章 中 
X60n1112_001:0087b02	記主深達實異常途折蓬達意雖欲返常不能合道	記 主 深 達 實 異 常 途 折 蓬 達 意 雖 欲 返 常 不 能 合 道 
X60n1112_001:0087b03	凡為修觀有法有體有行有相不知今律以何為本	凡 為 修 觀 有 法 有 體 有 行 有 相 不 知 今 律 以 何 為 本 
X60n1112_001:0087b04	吾佛受戒鹿苑最初一乎善來斷惑一輪道證初果	吾 佛 受 戒 鹿 苑 最 初 一 乎 善 來 斷 惑 一 輪 道 證 初 果 
X60n1112_001:0087b05	不知幾時修觀而亦證聖諸經結益即座證真未曾	不 知 幾 時 修 觀 而 亦 證 聖 諸 經 結 益 即 座 證 真 未 曾 
X60n1112_001:0087b06	修觀便得悟道鹿苑雙林大小互葢想此即是錯修	修 觀 便 得 悟 道 鹿 苑 雙 林 大 小 互 葢 想 此 即 是 錯 修 
X60n1112_001:0087b07	觀道故使大小得益不同十方世界六根六塵皆能	觀 道 故 使 大 小 得 益 不 同 十方世界 六 根 六 塵 皆 能 
X60n1112_001:0087b08	入道若不修觀只是世善見取結使封及信讀好自	入 道 若 不 修 觀 只 是 世 善 見 取 結 使 封 及 信 讀 好 自 
X60n1112_001:0087b09	招收無宜推托破余書中以太圓破一乘畫虵破立	招 收 無 宜 推 托 破 余 書 中 以 太 圓 破 一 乘 畫 虵 破 立 
X60n1112_001:0087b10	觀學之不到一恣意言試問識看此是話誰皮裏無	觀 學 之 不 到 一 恣 意 言 試 問 識 看 此 是 話 誰 皮 裏 無 
X60n1112_001:0087b11	血豈是活漢余云弘律以戒為本以持犯為正。	血 豈 是 活 漢 余 云 弘 律 以 戒 為 本 以 持 犯 為 正 
X60n1112_001:0087b12	蓬云彼以乳兒通知之語以惑聾盲使其易信余曰	蓬 云 彼 以 乳 兒 通 知 之 語 以 惑 聾 盲 使 其 易 信 余 曰 
X60n1112_001:0087b13	雖是乳兒通知之語爭奈鐵翁不知祖文自云律宗	雖 是 乳 兒 通 知 之 語 爭 奈 鐵 翁 不 知 祖 文 自 云 律 宗 
X60n1112_001:0087b14	其唯持犯之相實深非夫積學洞癈窮幽盡理者則	其 唯 持 犯 之 相 實 深 非 夫 積 學 洞 癈 窮 幽 盡 理 者 則 
X60n1112_001:0087b15	斯義難見汝謂易知故多妄解妙觀之義誰不知要	斯 義 難 見 汝 謂 易 知 故 多 妄 解 妙 觀 之 義 誰 不 知 要 
X60n1112_001:0087b16	用不得處翻成誑妄。	用 不 得 處 翻 成 誑 妄 
X60n1112_001:0087b17	折蓬云余每見吾宗學者以祖師諸文示觀各有別	折 蓬 云 余 每 見 吾 宗 學 者 以 祖 師 諸 文 示 觀 各 有 別 
X60n1112_001:0087b18	意乃至五例解中曾辨此一段文所謂全迷戒相暗	意 乃 至 五 例 解 中 曾 辨 此 一 段 文 所 謂 全 迷 戒 相 暗 
X60n1112_001:0087b19	托觀門欲明此意先須定境是約圓宗而論受隨須	托 觀 門 欲 明 此 意 先 須 定 境 是 約 圓 宗 而 論 受 隨 須 
X60n1112_001:0087b20	以法界為量仍知事理不同不分而分修觀據理受	以 法 界 為 量 仍 知 事 理 不 同 不 分 而 分 修 觀 據 理 受 
X60n1112_001:0087b21	戒緣事不出只是十界依正雖事理相即用與不同	戒 緣 事 不 出 只 是 十 界 依 正 雖 事 理 相 即 用 與 不 同 
X60n1112_001:0087b22	不可一槩故事鈔云未受已前惡遍法界今欲進受	不 可 一 槩 故 事 鈔 云 未 受 已 前 惡 遍 法 界 今 欲 進 受 
X60n1112_001:0087b23	翻前惡境並起善心故戒發所因還遍法界又復須	翻 前 惡 境 並 起 善 心 故 戒 發 所 因 還 遍 法 界 又 復 須 
X60n1112_001:0087b24	知圓宗戒限通禁十惡意地瞥起盡屬所防總歸制	知 圓 宗 戒 限 通 禁 十 惡 意 地 瞥 起 盡 屬 所 防 總 歸 制 
X60n1112_001:0087c01	限未涉觀門此是通論大教限量若約戒觀的示用	限 未 涉 觀 門 此 是 通 論 大 教 限 量 若 約 戒 觀 的 示 用 
X60n1112_001:0087c02	心所依無過衣食四儀語默動靜然而此境自不能	心 所 依 無 過 衣 食 四 儀 語 默 動 靜 然 而 此 境 自 不 能 
X60n1112_001:0087c03	戒善惡業行但由戒觀依此而行戒學言之森然萬	戒 善 惡 業 行 但 由 戒 觀 依 此 而 行 戒 學 言 之 森 然 萬 
X60n1112_001:0087c04	境何事非持日用時須不出在此是故祖文備立群	境 何 事 非 持 日 用 時 須 不 出 在 此 是 故 祖 文 備 立 群 
X60n1112_001:0087c05	篇廣引三藏欲令謹守無犯所以深切著明決同大	篇 廣 引 三 藏 欲 令 謹 守 無 犯 所 以 深 切 著 明 決 同 大 
X60n1112_001:0087c06	小律儀遠受大須先具大故云不待受大後若無待	小 律 儀 遠 受 大 須 先 具 大 故 云 不 待 受 大 後 若 無 待 
X60n1112_001:0087c07	圓須何成不識字義妄云分曉莫污祖文庶免苦報	圓 須 何 成 不 識 字 義 妄 云 分 曉 莫 污 祖 文 庶 免 苦 報 
X60n1112_001:0087c08	癈大甚明言無畏忌持興謗妄可謂無事造罪也。	癈 大 甚 明 言 無 畏 忌 持 興 謗 妄 可 謂 無 事 造 罪 也 
X60n1112_001:0087c09	彼引書云立圓既總大小雙弘乃至可令人笑此一	彼 引 書 云 立 圓 既 總 大 小 雙 弘 乃 至 可 令 人 笑 此 一 
X60n1112_001:0087c10	段欠半是愚迷半是欺圓法花開權顯實涅槃扶律	段 欠 半 是 愚 迷 半 是 欺 圓 法 花 開 權 顯 實 涅 槃 扶 律 
X60n1112_001:0087c11	談常終窮至極純圓獨妙吾祖依此建立圓宗是圓	談 常 終 窮 至 極 純 圓 獨 妙 吾 祖 依 此 建 立 圓 宗 是 圓 
X60n1112_001:0087c12	極否用此圓乘是弘大否專權戒律非專弘小那善	極 否 用 此 圓 乘 是 弘 大 否 專 權 戒 律 非 專 弘 小 那 善 
X60n1112_001:0087c13	戒七眾所受為菩薩本事鈔我今受戒為成三聚此	戒 七 眾 所 受 為 菩 薩 本 事 鈔 我 今 受 戒 為 成 三 聚 此 
X60n1112_001:0087c14	等双弘何為隔歷經云但念空無相無作於菩薩法	等 双 弘 何 為 隔 歷 經 云 但 念 空 無 相 無 作 於 菩 薩 法 
X60n1112_001:0087c15	心不善樂初聞佛法遇便信受思惟取證是辨得小	心 不 善 樂 初 聞 佛 法 遇 便 信 受 思 惟 取 證 是 辨 得 小 
X60n1112_001:0087c16	十方佛土中唯有一乘法無二無三是辨得大若我	十 方 佛 土 中 唯 有 一 乘 法 無 二 無 三 是 辨 得 大 若 我 
X60n1112_001:0087c17	待說所因成就阿耨菩提必以大乘而得度脫汝等	待 說 所 因 成 就 阿耨菩提 必 以 大 乘 而 得 度 脫 汝 等 
X60n1112_001:0087c18	所行是菩薩道諸開顯也雖是戲汝甚有義焉不肯	所 行 是 菩 薩 道 諸 開 顯 也 雖 是 戲 汝 甚 有 義 焉 不 肯 
X60n1112_001:0087c19	依經受菩薩戒是不辨大直以白四便發三聚是不	依 經 受 菩 薩 戒 是 不 辨 大 直 以 白 四 便 發 三 聚 是 不 
X60n1112_001:0087c20	辨小中開橫儀皆是綺語何堪推究却欲笑我何不	辨 小 中 開 橫 儀 皆 是 綺 語 何 堪 推 究 却 欲 笑 我 何 不 
X60n1112_001:0087c21	自笑。	自 笑 
X60n1112_001:0087c22	折蓬云吾祖弘律以妙觀為事相之等聞斯心驚不	折 蓬 云 吾 祖 弘 律 以 妙 觀 為 事 相 之 等 聞 斯 心 驚 不 
X60n1112_001:0087c23	足怪也非獨余聞而生驚怪記主見說寧無驚乎吾	足 怪 也 非 獨 余 聞 而 生 驚 怪 記 主 見 說 寧 無 驚 乎 吾 
X60n1112_001:0087c24	祖得知豈不怪也諸大祖師一切世尊亦必怪汝言	祖 得 知 豈 不 怪 也 諸 大 祖 師 一 切 世 尊 亦 必 怪 汝 言 
X60n1112_001:0088a01	無公當聖師自云煩惑難消要由方便致設三學用	無 公 當 聖 師 自 云 煩 惑 難 消 要 由 方 便 致 設 三 學 用 
X60n1112_001:0088a02	為治元律云為調三毒令盡故制增戒學是知三學	為 治 元 律 云 為 調 三 毒 令 盡 故 制 增 戒 學 是 知 三 學 
X60n1112_001:0088a03	皆佛法中公器豈得併為一疏獨推觀功經中亦云	皆 佛 法 中 公 器 豈 得 併 為 一 疏 獨 推 觀 功 經 中 亦 云 
X60n1112_001:0088a04	戒為無上菩提本部主乃云三世諸如來皆共尊敬	戒 為 無上菩提 本 部 主 乃 云 三 世 諸 如 來 皆 共 尊 敬 
X60n1112_001:0088a05	戒律序云如是諸佛子修行禁戒本終不問耶疏沒	戒 律 序 云 如 是 諸 佛 子 修 行 禁 戒 本 終 不 問 耶 疏 沒 
X60n1112_001:0088a06	溺生死海戒疏云舉宗以明持犯為正記主云三藏	溺 生 死 海 戒 疏 云 舉 宗 以 明 持 犯 為 正 記 主 云 三 藏 
X60n1112_001:0088a07	分宗所詮乃異據行雖通兼濟在教各有司在如上	分 宗 所 詮 乃 異 據 行 雖 通 兼 濟 在 教 各 有 司 在 如 上 
X60n1112_001:0088a08	所引皆不見以觀為律本便是諸文對破惑論但有	所 引 皆 不 見 以 觀 為 律 本 便 是 諸 文 對 破 惑 論 但 有 
X60n1112_001:0088a09	勝劣非全無煩惑毗尼者乃其義也。	勝 劣 非 全 無 煩 惑 毗 尼 者 乃 其 義 也 
X60n1112_001:0088a10	彼云十方諸佛成因證果本豈越斯佛以五分為身	彼 云 十方諸佛 成 因 證 果 本 豈 越 斯 佛 以 五 分 為 身 
X60n1112_001:0088a11	何獨本於一觀又云三乘賢聖上求下化功唯在此	何 獨 本 於 一 觀 又 云 三 乘 賢 聖 上 求 下 化 功 唯 在 此 
X60n1112_001:0088a12	三乘聖行曾受戒否能施戒守道非觀而不別淺深	三 乘 聖 行 曾 受 戒 否 能 施 戒 守 道 非 觀 而 不 別 淺 深 
X60n1112_001:0088a13	論中何云道品樓觀以戒為柱行之事理昭然可知	論 中 何 云 道 品 樓 觀 以 戒 為 柱 行 之 事 理 昭 然 可 知 
X60n1112_001:0088a14	何假觀分福慧乘戒化制小大盡是通途法相何總	何 假 觀 分 福 慧 乘 戒 化 制 小 大 盡 是 通 途 法 相 何 總 
X60n1112_001:0088a15	歸觀止觀雙遊真俗並運吾祖觀學期三聚妙戒推	歸 觀 止 觀 雙 遊 真 俗 並 運 吾 祖 觀 學 期 三 聚 妙 戒 推 
X60n1112_001:0088a16	窮過本起自三毒欲絕妄源更深防護故約化制兩	窮 過 本 起 自 三 毒 欲 絕 妄 源 更 深 防 護 故 約 化 制 兩 
X60n1112_001:0088a17	門所明觀念對治婬觀不淨煞起慈悲盜懷知足妄	門 所 明 觀 念 對 治 婬 觀 不 淨 煞 起 慈 悲 盜 懷 知 足 妄 
X60n1112_001:0088a18	思真實上根利智衣則著著食則口口房則出入常	思 真 實 上 根 利 智 衣 則 著 著 食 則 口 口 房 則 出 入 常 
X60n1112_001:0088a19	以五觀在心無使臨機異念故律云常爾一心念除	以 五 觀 在 心 無 使 臨 機 異 念 故 律 云 常 爾 一 心 念 除 
X60n1112_001:0088a20	諸盖中下根器通作一觀望上而學漸資後習離犯	諸 盖 中 下 根 器 通 作 一 觀 望 上 而 學 漸 資 後 習 離 犯 
X60n1112_001:0088a21	成持更有業重障深妄情難遣須作假想婬作虵口	成 持 更 有 業 重 障 深 妄 情 難 遣 須 作 假 想 婬 作 虵 口 
X60n1112_001:0088a22	大聚食作糞尿虫[亨了+果]鉢作血塗髑髏衣作血塗穢皮	大 聚 食 作 糞 尿 虫 [亨了果] 鉢 作 血 塗 髑 髏 衣 作 血 塗 穢 皮 
X60n1112_001:0088a23	熱鐵葉等飲作膿血等想無非為遣妄著圓成清淨	熱 鐵 葉 等 飲 作 膿 血 等 想 無 非 為 遣 妄 著 圓 成 清 淨 
X60n1112_001:0088a24	戒行是故疏中囑令常思使域心有處一宗戒學功	戒 行 是 故 疏 中 囑 令 常 思 使 域 心 有 處 一 宗 戒 學 功 
X60n1112_001:0088b01	歸在此所謂假想者大師云即雖未爾想力若成怖畏	歸 在 此 所 謂 假 想 者 大 師 云 即 雖 未 爾 想 力 若 成 怖 畏 
X60n1112_001:0088b02	心起能大助道開發正慧豈非持奉之助戒行乎末	心 起 能 大 助 道 開 發 正 慧 豈 非 持 奉 之 助 戒 行 乎 末 
X60n1112_001:0088b03	學者皆知唯汝不聞若彼連引諸文細推盡歸戒學	學 者 皆 知 唯 汝 不 聞 若 彼 連 引 諸 文 細 推 盡 歸 戒 學 
X60n1112_001:0088b04	所収妄謂祖師將為妙觀豈得持戒全不用心臥地	所 収 妄 謂 祖 師 將 為 妙 觀 豈 得 持 戒 全 不 用 心 臥 地 
X60n1112_001:0088b05	止持何成持犯又引判教屬憶念輪正當戒學何歸	止 持 何 成 持 犯 又 引 判 教 屬 憶 念 輪 正 當 戒 學 何 歸 
X60n1112_001:0088b06	觀行又云常爾一心念除諸蓋是用觀破惑蓋由不	觀 行 又 云 常 爾 一 心 念 除 諸 蓋 是 用 觀 破 惑 蓋 由 不 
X60n1112_001:0088b07	識三毒諸蓋通於業惑該乎戒觀今既結犯正屬戒	識 三 毒 諸 蓋 通 於 業 惑 該 乎 戒 觀 今 既 結 犯 正 屬 戒 
X60n1112_001:0088b08	宗業疏恒憶恒持乃無作功用一切戒行皆無作所	宗 業 疏 恒 憶 恒 持 乃 無 作 功 用 一 切 戒 行 皆 無 作 所 
X60n1112_001:0088b09	薰此三恒字要人常持微縱結犯未審制誰所謂觀	薰 此 三 恒 字 要 人 常 持 微 縱 結 犯 未 審 制 誰 所 謂 觀 
X60n1112_001:0088b10	境者亦是戒學所防之處此為事境文云觀事生滅	境 者 亦 是 戒 學 所 防 之 處 此 為 事 境 文 云 觀 事 生 滅 
X60n1112_001:0088b11	者是然於此境若不因觀何成聖行不論大小須明	者 是 然 於 此 境 若 不 因 觀 何 成 聖 行 不 論 大 小 須 明 
X60n1112_001:0088b12	諦觀所以文云知無我人善惡性相觀事是心知之	諦 觀 所 以 文 云 知 無 我 人 善 惡 性 相 觀 事 是 心 知 之 
X60n1112_001:0088b13	一字能觀觀智無之一字所觀諦境唯識觀中觀是	一 字 能 觀 觀 智 無 之 一 字 所 觀 諦 境 唯 識 觀 中 觀 是 
X60n1112_001:0088b14	能觀心是所觀皆以理觀契理境方成妙觀故資持	能 觀 心 是 所 觀 皆 以 理 觀 契 理 境 方 成 妙 觀 故 資 持 
X60n1112_001:0088b15	云前二性相以空為理後一以心為理我人善惡等	云 前 二 性 相 以 空 為 理 後 一 以 心 為 理 我 人 善 惡 等 
X60n1112_001:0088b16	事皆屬諦觀所破之法四明法師云須分兩重能所	事 皆 屬 諦 觀 所 破 之 法 四 明 法 師 云 須 分 兩 重 能 所 
X60n1112_001:0088b17	如器諸淳朴若使不以理為境者能觀之觀契合於	如 器 諸 淳 朴 若 使 不 以 理 為 境 者 能 觀 之 觀 契 合 於 
X60n1112_001:0088b18	何我人善惡豈能亡泯但逐事境何能會理須知祖	何 我 人 善 惡 豈 能 亡 泯 但 逐 事 境 何 能 會 理 須 知 祖 
X60n1112_001:0088b19	文明觀之處莫不皆具兩重能所逐名言不能推究	文 明 觀 之 處 莫 不 皆 具 兩 重 能 所 逐 名 言 不 能 推 究 
X60n1112_001:0088b20	所以論云說智及智處皆名為般若以如如智契如	所 以 論 云 說 智 及 智 處 皆 名 為 般 若 以 如 如 智 契 如 
X60n1112_001:0088b21	如理又復事理兩觀創心修之皆觀事中一念若觀	如 理 又 復 事 理 兩 觀 創 心 修 之 皆 觀 事 中 一 念 若 觀 
X60n1112_001:0088b22	此心即事之理名為理觀即理之事名為事觀故荊	此 心 即 事 之 理 名 為 理 觀 即 理 之 事 名 為 事 觀 故 荊 
X60n1112_001:0088b23	溪云隨緣不變謂之性不變隨緣謂之心生佛依正	溪 云 隨 緣 不 變 謂 之 性 不 變 隨 緣 謂 之 心 生 佛 依 正 
X60n1112_001:0088b24	等境皆可如是論之今宗唯識若總若別亦當依此	等 境 皆 可 如 是 論 之 今 宗 唯 識 若 總 若 別 亦 當 依 此 
X60n1112_001:0088c01	二義而論略分戒觀大約如此折蓬矯異不落觀絕	二 義 而 論 略 分 戒 觀 大 約 如 此 折 蓬 矯 異 不 落 觀 絕 
X60n1112_001:0088c02	戒不成戒觀不成觀自迷在汝破他何堪鉄翁宗師	戒 不 成 戒 觀 不 成 觀 自 迷 在 汝 破 他 何 堪 鉄 翁 宗 師 
X60n1112_001:0088c03	生平自任輕視同徒持誓家業為由自欲發揚己見	生 平 自 任 輕 視 同 徒 持 誓 家 業 為 由 自 欲 發 揚 己 見 
X60n1112_001:0088c04	意謂盡理期廣流傳不知罔冐太深翳昏祖教余以	意 謂 盡 理 期 廣 流 傳 不 知 罔 冐 太 深 翳 昏 祖 教 余 以 
X60n1112_001:0088c05	長書公心諫諭似是知非猶負抑鬱何以知之書中	長 書 公 心 諫 諭 似 是 知 非 猶 負 抑 鬱 何 以 知 之 書 中 
X60n1112_001:0088c06	所說一依祖教於理昭然若不知非何用改他語言	所 說 一 依 祖 教 於 理 昭 然 若 不 知 非 何 用 改 他 語 言 
X60n1112_001:0088c07	理汎正義廣揚着誓搆架折蓬飾邪非重為程器故	理 汎 正 義 廣 揚 着 誓 搆 架 折 蓬 飾 邪 非 重 為 程 器 故 
X60n1112_001:0088c08	於祖文曲巧鑽研全何正理難移轉增私分心邪見	於 祖 文 曲 巧 鑽 研 全 何 正 理 難 移 轉 增 私 分 心 邪 見 
X60n1112_001:0088c09	大慢一時併發於此文中分明可見故彼文云若不	大 慢 一 時 併 發 於 此 文 中 分 明 可 見 故 彼 文 云 若 不 
X60n1112_001:0088c10	用觀行屬有為戒成凡移遂引祖文若執戒為真道	用 觀 行 屬 有 為 戒 成 凡 移 遂 引 祖 文 若 執 戒 為 真 道 
X60n1112_001:0088c11	道則戒結所收乃至道在邇而求諸遠宜返思之(彼文)	道 則 戒 結 所 收 乃 至 道 在 邇 而 求 諸 遠 宜 返 思 之 彼 文 
X60n1112_001:0088c12	然吾祖教觀何所不該文體正意唯歸四分良由部主	然 吾 祖 教 觀 何 所 不 該 文 體 正 意 唯 歸 四 分 良 由 部 主 
X60n1112_001:0088c13	愽老三機殷鑒兩曲包括權實統収各理結茲藏通	愽 老 三 機 殷 鑒 兩 曲 包 括 權 實 統 収 各 理 結 茲 藏 通 
X60n1112_001:0088c14	被時賓記曰深有兼淺之能故傍収有却教蘊分通	被 時 賓 記 曰 深 有 兼 淺 之 能 故 傍 収 有 却 教 蘊 分 通 
X60n1112_001:0088c15	之義故終會圓乘聖師得意准法花涅槃建立圓宗	之 義 故 終 會 圓 乘 聖 師 得 意 准 法 花 涅 槃 建 立 圓 宗 
X60n1112_001:0088c16	扶通深之部意為稟大之先容依此受隨咸歸實道	扶 通 深 之 部 意 為 稟 大 之 先 容 依 此 受 隨 咸 歸 實 道 
X60n1112_001:0088c17	所以制作敷之則包羅法界捲之則唯在一律如星	所 以 制 作 敷 之 則 包 羅 法 界 捲 之 則 唯 在 一 律 如 星 
X60n1112_001:0088c18	拱北似水朝東若也依汝奪其弘律之本歸乎妙觀	拱 北 似 水 朝 東 若 也 依 汝 奪 其 弘 律 之 本 歸 乎 妙 觀 
X60n1112_001:0088c19	之宗正如曾若之宗呼出性澤之門客似主人[閽氏+由]人	之 宗 正 如 曾 若 之 宗 呼 出 性 澤 之 門 客 似 主 人 [閽氏由] 人 
X60n1112_001:0088c20	難辨却使一家發曲所引三藏大小戒觀化制兩門	難 辨 却 使 一 家 發 曲 所 引 三 藏 大 小 戒 觀 化 制 兩 門 
X60n1112_001:0088c21	觀念對治及諸祖戒言發明解慧皆無所歸咸失主	觀 念 對 治 及 諸 祖 戒 言 發 明 解 慧 皆 無 所 歸 咸 失 主 
X60n1112_001:0088c22	伴便是三種理觀隨律之經既僭為本隨律何在料	伴 便 是 三 種 理 觀 隨 律 之 經 既 僭 為 本 隨 律 何 在 料 
X60n1112_001:0088c23	得鐵翁但濫逐妙觀虗名不曾留心實學彼所弘戒	得 鐵 翁 但 濫 逐 妙 觀 虗 名 不 曾 留 心 實 學 彼 所 弘 戒 
X60n1112_001:0088c24	既虧解慧全缺莊嚴豈非任戒集業執則障道自合	既 虧 解 慧 全 缺 莊 嚴 豈 非 任 戒 集 業 執 則 障 道 自 合 
X60n1112_001:0089a01	招受無宜相贈自佛法東漸諸宗諸祖隨所闡揚建	招 受 無 宜 相 贈 自 佛 法 東 漸 諸 宗 諸 祖 隨 所 闡 揚 建 
X60n1112_001:0089a02	立門庭各在其本可甞交互如此顯異欲自主張妄	立 門 庭 各 在 其 本 可 甞 交 互 如 此 顯 異 欲 自 主 張 妄 
X60n1112_001:0089a03	謂深究祖懷實是埋沒聖教來學易瞞慮成遠害又	謂 深 究 祖 懷 實 是 埋 沒 聖 教 來 學 易 瞞 慮 成 遠 害 又 
X60n1112_001:0089a04	引四四句義凡論四句欲取雙美汝既劣於戒尊於	引 四 四 句 義 凡 論 四 句 欲 取 雙 美 汝 既 劣 於 戒 尊 於 
X60n1112_001:0089a05	觀豈兩得乎余云戒行觀行皆能發於定慧等者因	觀 豈 兩 得 乎 余 云 戒 行 觀 行 皆 能 發 於 定 慧 等 者 因 
X60n1112_001:0089a06	戒生定因定發慧三藏諸祖莫不常談汝固能知但	戒 生 定 因 定 發 慧 三 藏 諸 祖 莫 不 常 談 汝 固 能 知 但 
X60n1112_001:0089a07	猶不了戒有勝劣行有麤妙一槩相待定須本觀若	猶 不 了 戒 有 勝 劣 行 有 麤 妙 一 槩 相 待 定 須 本 觀 若 
X60n1112_001:0089a08	欲推於觀生定慧甕裏知見但逐文言曾不思修何	欲 推 於 觀 生 定 慧 甕 裏 知 見 但 逐 文 言 曾 不 思 修 何 
X60n1112_001:0089a09	能曉解須知創心修觀皆以第六王數為發觀之始	能 曉 解 須 知 創 心 修 觀 皆 以 第 六 王 數 為 發 觀 之 始 
X60n1112_001:0089a10	豈得便是定慧智論云始學凡夫邪心中語受戒發	豈 得 便 是 定 慧 智 論 云 始 學 凡 夫 邪 心 中 語 受 戒 發 
