T52n2113_001:0573a04	北山錄序	北 山 錄 序 
T52n2113_009:0628a26	老教云自然者蓋真如相似之名也。言萬物	老 教 云 自 然 者 蓋 真 如 相 似 之 名 也 言 萬 物 
T52n2113_009:0628a27	自然者。謂自然之道與萬物為一(萬物者有為事法也。自然者	自 然 者 謂 自 然 之 道 與 萬 物 為 一 萬 物 者 有 為 事 法 也 自 然 者 
T52n2113_009:0628a28	無為真理也。萬物事法與無為真理不即不離也)非萬物不由因緣(不言萬物不從因緣	無 為 真 理 也 萬 物 事 法 與 無 為 真 理 不 即 不 離 也 非 萬 物 不 由 因 緣 不 言 萬 物 不 從 因 緣 
T52n2113_009:0628b01	而生也)稱之曰自然也。今說者未達(異執之徒也)乃毀內	而 生 也 稱 之 曰 自 然 也 今 說 者 未 達 異 執 之 徒 也 乃 毀 內 
T52n2113_009:0628b02	教因緣之義。妄發揮自然之理。斯乃與西域	教 因 緣 之 義 妄 發 揮 自 然 之 理 斯 乃 與 西 域 
T52n2113_009:0628b03	外道同見(如自然外道云。誰尖棘刺畫离獸。誰掘河海與川源。暴風卒起。還自定萬法。須知皆自	外 道 同 見 如 自然外道 云 誰 尖 棘 刺 畫 离 獸 誰 掘 河 海 與 川 源 暴 風 卒 起 還 自 定 萬 法 須 知 皆 自 
T52n2113_009:0628b04	然)豈謂迦葉之貳化歟(清淨法行經云。老子是迦葉所化也)而洙泗	然 豈 謂 迦 葉 之 貳 化 歟 清 淨 法 行 經 云 老 子 是 迦 葉 所 化 也 而 洙 泗 
T52n2113_009:0628b05	之門以仁為至行非道德則必先於仁矣。故	之 門 以 仁 為 至 行 非 道 德 則 必 先 於 仁 矣 故 
T52n2113_009:0628b06	雖由也可使治千乘之賦(諸侯之賦。可使子路治之)赤也可	雖 由 也 可 使 治 千 乘 之 賦 諸 侯 之 賦 可 使 子 路 治 之 赤 也 可 
T52n2113_009:0628b07	使束帶立於朝(公西華可使為通使之官立朝與賓客言也)楚子文無三	使 束 帶 立 於 朝 公 西 華 可 使 為 通 使 之 官 立 朝 與 賓 客 言 也 楚 子 文 無 三 
T52n2113_009:0628b08	巳之色(楚令尹。姓鬪。名穀。字烏兔。三仕為令尹不喜。三巳去職亦不慍。舊令尹之政必告新令尹)	巳 之 色 楚 令 尹 姓 鬪 名 穀 字 烏 兔 三 仕 為 令 尹 不 喜 三 巳 去 職 亦 不 慍 舊 令 尹 之 政 必 告 新 令 尹 
T52n2113_009:0628b09	陳文子棄十乘之馬。求其仁稱(陳須無也。時崔杼弑君。文子棄四十	陳 文 子 棄 十 乘 之 馬 求 其 仁 稱 陳 須 無 也 時 崔 杼 弑 君 文 子 棄 四 十 
T52n2113_009:0628b10	匹馬而奔惡之也)仲尼之所不與(孔子皆曰。不知其仁明仁道難也)彼仁也	匹 馬 而 奔 惡 之 也 仲 尼 之 所 不 與 孔 子 皆 曰 不 知 其 仁 明 仁 道 難 也 彼 仁 也 
T52n2113_009:0628b11	者。通乎百行。協于一德(專一之德)未有不由仁而廣	者 通 乎 百 行 協 于 一 德 專 一 之 德 未 有 不 由 仁 而 廣 
T52n2113_009:0628b12	大者。在五天稱菩薩。在九州稱仁人。蓋人能	大 者 在 五 天 稱 菩 薩 在 九 州 稱 仁 人 蓋 人 能 
T52n2113_009:0628b13	慈慧。慈慧能仁。菩薩行仁之極行。君子漸得	慈 慧 慈 慧 能 仁 菩 薩 行 仁 之 極 行 君 子 漸 得 
T52n2113_009:0628b14	其門者矣。若使梁武不由二教。安得為君子	其 門 者 矣 若 使 梁 武 不 由 二 教 安 得 為 君 子 
T52n2113_009:0628b15	儒而至於大方乎(方道也。若言梁武局執。豈得稱君子儒而至於大道乎)今為	儒 而 至 於 大 方 乎 方 道 也 若 言 梁 武 局 執 豈 得 稱 君 子 儒 而 至 於 大 道 乎 今 為 
T52n2113_009:0628b16	論者必張孫吳之勢(孫武吳起並六國時良將。各著兵書善戰陣。今論義者與敵鏗	論 者 必 張 孫 吳 之 勢 孫 武 吳 起 並 六 國 時 良 將 各 著 兵 書 善 戰 陣 今 論 義 者 與 敵 鏗 
T52n2113_009:0628b17	鏘。如孫吳之戰勢也)學戒者必敦顏柳之節(顏叔子孤居有少女。夜風雨屋倒	鏘 如 孫 吳 之 戰 勢 也 學 戒 者 必 敦 顏 柳 之 節 顏 叔 子 孤 居 有 少 女 夜 風 雨 屋 倒 
T52n2113_009:0628b18	投之宿。叔子拒之不已。出屋令其入舍也。柳下惠姓展名离。食邑柳下諡惠。寒夜婦不及國門。柳下惠以衣覆之。	投 之 宿 叔 子 拒 之 不 已 出 屋 令 其 入 舍 也 柳 下 惠 姓 展 名 离 食 邑 柳 下 諡 惠 寒 夜 婦 不 及 國 門 柳 下 惠 以 衣 覆 之 
T52n2113_009:0628b19	至明而去不犯男子不仁之行也)栖禪者必慕巢由之高(許由巢父皆堯時高	至 明 而 去 不 犯 男 子 不 仁 之 行 也 栖 禪 者 必 慕 巢 由 之 高 許 由 巢 父 皆 堯 時 高 
T52n2113_009:0628b20	士。堯將禪位。惡之而洗耳隱居不仕也)維持者必思齊魯之變(綱紀維持之者。	士 堯 將 禪 位 惡 之 而 洗 耳 隱 居 不 仕 也 維 持 者 必 思 齊 魯 之 變 綱 紀 維 持 之 者 
T52n2113_009:0628b21	必須改更匡引。如齊一變至於魯。魯一變至於道也)故持外教以誘掖。窺內	必 須 改 更 匡 引 如 齊 一 變 至 於 魯 魯 一 變 至 於 道 也 故 持 外 教 以 誘 掖 窺 內 
T52n2113_009:0628b22	法以激志。亦惡有害焉(惡安也。初以外教誘引。後將內教訓導。亦安有害也)	法 以 激 志 亦 惡 有 害 焉 惡 安 也 初 以 外 教 誘 引 後 將 內 教 訓 導 亦 安 有 害 也 
T52n2113_009:0628b23	夫登木者競其高。鑿泉者競其深。不有前懦。	夫 登 木 者 競 其 高 鑿 泉 者 競 其 深 不 有 前 懦 
T52n2113_009:0628b24	誰為後勇。但梁氏雖至信。不審觀前往存亡。	誰 為 後 勇 但 梁 氏 雖 至 信 不 審 觀 前 往 存 亡 
T52n2113_009:0628b25	式恒其事(式用也)驟欲遷物從道以窮物之性不	式 恒 其 事 式 用 也 驟 欲 遷 物 從 道 以 窮 物 之 性 不 
T52n2113_009:0628b26	虞東野畢之御而終於佚矣(顏回見東野畢車知其必敗。以其馬未調良	虞 東 野 畢 之 御 而 終 於 佚 矣 顏 回 見 東 野 畢 車 知 其 必 敗 以 其 馬 未 調 良 
T52n2113_009:0628b27	故也。既御果輸敗而馬傷也)甞讀斷酒肉之文。慈愈於佛。輕	故 也 既 御 果 輸 敗 而 馬 傷 也 甞 讀 斷 酒 肉 之 文 慈 愈 於 佛 輕 
T52n2113_009:0628c01	身貸法。事過帝王(三度捨身入寺。與眾為奴。臣下備錢百萬。贖之眾僧。默許方歸。雖	身 貸 法 事 過 帝 王 三 度 捨 身 入 寺 與 眾 為 奴 臣 下 備 錢 百 萬 贖 之 眾 僧 默 許 方 歸 雖 
T52n2113_009:0628c02	屈身為座亦未過此。何必然也)且勅綾錦窠不得有鳥獸之形。	屈 身 為 座 亦 未 過 此 何 必 然 也 且 勅 綾 錦 窠 不 得 有 鳥 獸 之 形 
T52n2113_009:0628c03	而嫌裁剪起殺傷之意(恐傷仁恕之道)斯雖得養虎之	而 嫌 裁 剪 起 殺 傷 之 意 恐 傷 仁 恕 之 道 斯 雖 得 養 虎 之 
T52n2113_009:0628c04	術。而亦誨人殺心矣(周宣王之牧正梁鴦善養虎。以不與之生物為其因殺而怒也。	術 而 亦 誨 人 殺 心 矣 周 宣 王 之 牧 正 梁 鴦 善 養 虎 以 不 與 之 生 物 為 其 因 殺 而 怒 也 
T52n2113_009:0628c05	不以全物與之。為碎之而怒。饑飽以時。達其怒心不逆其意也。不使之喜。喜復必怒。雖欲絕之殺心而翻生其殺念	不 以 全 物 與 之 為 碎 之 而 怒 饑 飽 以 時 達 其 怒 心 不 逆 其 意 也 不 使 之 喜 喜 復 必 怒 雖 欲 絕 之 殺 心 而 翻 生 其 殺 念 
T52n2113_009:0628c06	者也。羅綺本無殺相。今強興殺想。此乃從無。設有亦是教人殺心之義也)宗廟郊祀。以麵	者 也 羅 綺 本 無 殺 相 今 強 興 殺 想 此 乃 從 無 設 有 亦 是 教 人 殺 心 之 義 也 宗 廟 郊 祀 以 麵 
T52n2113_009:0628c07	為犧牲不為則不為何誣祖考耶。而或有負	為 犧 牲 不 為 則 不 為 何 誣 祖 考 耶 而 或 有 負 
T52n2113_009:0628c08	之(以麵作肉。則成誣誑。不為又負祖考也)子由緇而乘。不鑒妍蚩。	之 以 麵 作 肉 則 成 誣 誑 不 為 又 負 祖 考 也 子 由 緇 而 乘 不 鑒 妍 蚩 
T52n2113_009:0628c09	式顯誇傲。題于縹墉素扆之上。特不知是誘	式 顯 誇 傲 題 于 縹 墉 素 扆 之 上 特 不 知 是 誘 
T52n2113_009:0628c10	敵致寇也(今有自披緇至顯榮。不辯善惡。空恣傲倪。而又兼以捐棄上教之事。題粉壁素屏之上。	敵 致 寇 也 今 有 自 披 緇 至 顯 榮 不 辯 善 惡 空 恣 傲 倪 而 又 兼 以 捐 棄 上 教 之 事 題 粉 壁 素 屏 之 上 
T52n2113_009:0628c11	可謂自招於槃詰)昔周道安二教論。隋彥琮通極論。恣	可 謂 自 招 於 槃 詰 昔 周 道 安 二 教 論 隋 彥 琮 通 極 論 恣 
T52n2113_009:0628c12	縱心目。出沒玄奧。假立賓主。先設奇難。後始	縱 心 目 出 沒 玄 奧 假 立 賓 主 先 設 奇 難 後 始 
T52n2113_009:0628c13	通之。將探賾異黨枳棘邪徑為法繚垣(先假立異宗。	通 之 將 探 賾 異 黨 枳 棘 邪 徑 為 法 繚 垣 先 假 立 異 宗 
T52n2113_009:0628c14	詰難本教。然後答之。預備異宗所見也)而後世李仲卿等得之穿窬	詰 難 本 教 然 後 答 之 預 備 異 宗 所 見 也 而 後 世 李 仲 卿 等 得 之 穿 窬 
T52n2113_009:0628c15	為盜。隱其所通。演其所難。以製十異九迷等	為 盜 隱 其 所 通 演 其 所 難 以 製 十 異 九 迷 等 
T52n2113_009:0628c16	論。誑彼所不知者(皆唐朝邪見之徒。誑以淺學者。不見安琮之論也)濟其	論 誑 彼 所 不 知 者 皆 唐 朝 邪 見 之 徒 誑 以 淺 學 者 不 見 安 琮 之 論 也 濟 其 
T52n2113_009:0628c17	毀詞。豈非二士圖馴而反噬(皆由二子著論防微反遭竊器以相攻也)	毀 詞 豈 非 二 士 圖 馴 而 反 噬 皆 由 二 子 著 論 防 微 反 遭 竊 器 以 相 攻 也 
T52n2113_009:0628c18	將安而貨危也。但此論未已。邪難未止。夫先	將 安 而 貨 危 也 但 此 論 未 已 邪 難 未 止 夫 先 
T52n2113_009:0628c19	王以衡斗去盜。而人以之于盜焉(置劍者比為殺賊。今賊反得	王 以 衡 斗 去 盜 而 人 以 之 于 盜 焉 置 劍 者 比 為 殺 賊 今 賊 反 得 
T52n2113_009:0628c20	以用之)以兵戈止殺而人以之于殺焉。故所防逾	以 用 之 以 兵 戈 止 殺 而 人 以 之 于 殺 焉 故 所 防 逾 
T52n2113_009:0628c21	多。所資逾遠。噫難乎哉。然守本教者。朴則	多 所 資 逾 遠 噫 難 乎 哉 然 守 本 教 者 朴 則 
T52n2113_009:0628c22	有餘。兼異學者。競則有餘。非君子罔以謹其	有 餘 兼 異 學 者 競 則 有 餘 非 君 子 罔 以 謹 其 
T52n2113_009:0628c23	極矣(若守本宗。可自質朴。因習異宗。遂多爭競。若兼異宗外學而能謙謹者。司謂君子僧也)故前	極 矣 若 守 本 宗 可 自 質 朴 因 習 異 宗 遂 多 爭 競 若 兼 異 宗 外 學 而 能 謙 謹 者 司 謂 君 子 僧 也 故 前 
T52n2113_009:0628c24	哲云。學之於身。如餌如樂。夫餌以醯醢鹽梅。	哲 云 學 之 於 身 如 餌 如 樂 夫 餌 以 醯 醢 鹽 梅 
T52n2113_009:0628c25	齊之使和。濟其不及。泄其所過。而後享之。五	齊 之 使 和 濟 其 不 及 泄 其 所 過 而 後 享 之 五 
T52n2113_009:0628c26	藏平矣(濟益也。泄減也。此乃齊侯與梁丘據晏遄臺。晏子對齊侯之詞也。左傳第二十四文小異也)	藏 平 矣 濟 益 也 泄 減 也 此 乃 齊 侯 與 梁 丘 據 晏 遄 臺 晏 子 對 齊 侯 之 詞 也 左 傳 第 二 十 四 文 小 異 也 
T52n2113_009:0628c27	樂以金石絲竹韻之使諧(金鍾也。石磬。絲琴瑟。竹簫等。匏笙竽也。土塤也。	樂 以 金 石 絲 竹 韻 之 使 諧 金 鍾 也 石 磬 絲 琴 瑟 竹 簫 等 匏 笙 竽 也 土 塤 也 
T52n2113_009:0629a01	革鼓也。木柷敔也。謂之八音也)節其將遺。剪其所淫(五聲之後。不容彈矣。則有	革 鼓 也 木 柷 敔 也 謂 之 八 音 也 節 其 將 遺 剪 其 所 淫 五 聲 之 後 不 容 彈 矣 則 有 
T52n2113_009:0629a02	繁手淫聲。宜剪節之也)而後聽之。五氣正矣(五行之氣)若專夫一	繁 手 淫 聲 宜 剪 節 之 也 而 後 聽 之 五 氣 正 矣 五 行 之 氣 若 專 夫 一 
T52n2113_009:0629a03	味一音。則於焉何取。昔慧遠製沙門不敬論。	味 一 音 則 於 焉 何 取 昔 慧 遠 製 沙 門 不 敬 論 
T52n2113_009:0629a04	但欲自理。而不毀儒道。人到于今受其賜也。	但 欲 自 理 而 不 毀 儒 道 人 到 于 今 受 其 賜 也 
T52n2113_009:0629a05	周道安二教論。忘功指過。語發心鬪。宇文氏	周 道 安 二 教 論 忘 功 指 過 語 發 心 鬪 宇 文 氏 
T52n2113_009:0629a06	窺之。得卞莊子之刺虎也(昔卞莊子見二虎爭食而鬪將斬之。家人諫請伺	窺 之 得 卞 莊 子 之 刺 虎 也 昔 卞 莊 子 見 二 虎 爭 食 而 鬪 將 斬 之 家 人 諫 請 伺 
T52n2113_009:0629a07	其鬪。大者必傷。小者必死。後刺之可一舉雙獲也。果如其言。今道安與外宗相毀。皆極其瑕礫。周武得以窺之。	其 鬪 大 者 必 傷 小 者 必 死 後 刺 之 可 一 舉 雙 獲 也 果 如 其 言 今 道 安 與 外 宗 相 毀 皆 極 其 瑕 礫 周 武 得 以 窺 之 
T52n2113_009:0629a08	而用其謀也)然帝邕恃威(邕周武名也。帝武成三年即位。至建德二年廢佛道二教。至大成元	而 用 其 謀 也 然 帝 邕 恃 威 邕 周 武 名 也 帝 武 成 三 年 即 位 至 建 德 二 年 廢 佛 道 二 教 至 大 成 元 
T52n2113_009:0629a09	年崩。毀滅自癸巳至戊戌)不信不甚於桓玄。而桓則服周則	年 崩 毀 滅 自 癸 巳 至 戊 戌 不 信 不 甚 於 桓 玄 而 桓 則 服 周 則 
T52n2113_009:0629a10	拒(桓玄將令僧拜及沙除。遠公上書而止。又作不拜論)豈不以才識厚薄而可	拒 桓 玄 將 令 僧 拜 及 沙 除 遠 公 上 書 而 止 又 作 不 拜 論 豈 不 以 才 識 厚 薄 而 可 
T52n2113_009:0629a11	知也。但時有不學者。心智聾瞽。恃其頑薄。如	知 也 但 時 有 不 學 者 心 智 聾 瞽 恃 其 頑 薄 如 
T52n2113_009:0629a12	豕如羊。很戾朋從。視於智藝。狎而笑之。以為	豕 如 羊 很 戾 朋 從 視 於 智 藝 狎 而 笑 之 以 為 
T52n2113_009:0629a13	著文字。過比夫衡岱未云重也(其有傭昧淺識之徒。如豕如羊。翻	著 文 字 過 比 夫 衡 岱 未 云 重 也 其 有 傭 昧 淺 識 之 徒 如 豕 如 羊 翻 
T52n2113_009:0629a14	以習文字者。為山岳之過)先聖以為群羊僧。不甚然乎(經律謂啞羊僧	以 習 文 字 者 為 山 岳 之 過 先 聖 以 為 群 羊 僧 不 甚 然 乎 經 律 謂 啞 羊 僧 
T52n2113_009:0629a15	也)復有狂狷之夫。棄乎本教。聊覽墳素。遊衍	也 復 有 狂 狷 之 夫 棄 乎 本 教 聊 覽 墳 素 遊 衍 
T52n2113_009:0629a16	內侮。若豕負塗。潔則忌之(狂狷進趨不得中者也。其有辭親慕道。割	內 侮 若 豕 負 塗 潔 則 忌 之 狂 狷 進 趨 不 得 中 者 也 其 有 辭 親 慕 道 割 
T52n2113_009:0629a17	愛為僧。而不知勵己進修。全棄教典。專心外習。吟詠風騷。而於本教反生輕侮。故我高德顧之忌如穢物。所謂辜	愛 為 僧 而 不 知 勵 己 進 修 全 棄 教 典 專 心 外 習 吟 詠 風 騷 而 於 本 教 反 生 輕 侮 故 我 高 德 顧 之 忌 如 穢 物 所 謂 辜 
T52n2113_009:0629a18	負先聖無利檀越。沈墜三塗。自貽伊咎也)如宋慧琳慧休之流也(二子皆江表詩	負 先 聖 無 利 檀 越 沈 墜 三 塗 自 貽 伊 咎 也 如 宋 慧 琳 慧 休 之 流 也 二 子 皆 江 表 詩 
T52n2113_009:0629a19	僧。於道德則無取者也)琳詞學迴拔。為太祖所賞(太祖劉裕)每昇	僧 於 道 德 則 無 取 者 也 琳 詞 學 迴 拔 為 太 祖 所 賞 太 祖 劉 裕 每 昇 
T52n2113_009:0629a20	獨榻。顏延之嫉其才。嘆咜不平之曰。此三台	獨 榻 顏 延 之 嫉 其 才 嘆 咜 不 平 之 曰 此 三 台 
T52n2113_009:0629a21	之座。豈可使刑餘居之乎。琳怠慢自賢。其師	之 座 豈 可 使 刑 餘 居 之 乎 琳 怠 慢 自 賢 其 師 
T52n2113_009:0629a22	道淵者有學行。文帝頗器重。甞詣傅亮宅。琳	道 淵 者 有 學 行 文 帝 頗 器 重 甞 詣 傅 亮 宅 琳 
T52n2113_009:0629a23	先在座。淵至不為禮。淵色怒。亮笞琳二十。後	先 在 座 淵 至 不 為 禮 淵 色 怒 亮 笞 琳 二 十 後 
T52n2113_009:0629a24	著黑白論。大較六度與五教並行。信順與慈	著 黑 白 論 大 較 六 度 與 五 教 並 行 信 順 與 慈 
T52n2113_009:0629a25	悲齊立。其間自多傷毀。何承天以為琳比丘	悲 齊 立 其 間 自 多 傷 毀 何 承 天 以 為 琳 比 丘 
T52n2113_009:0629a26	捷生奇見也。顏延之謂之居其門而伺其闕。	捷 生 奇 見 也 顏 延 之 謂 之 居 其 門 而 伺 其 闕 
T52n2113_009:0629a27	為法盜害。何地可容。後抵罪于交州。鼓憤而	為 法 盜 害 何 地 可 容 後 抵 罪 于 交 州 鼓 憤 而 
T52n2113_009:0629b01	卒。然傅公之為罰君子哉。不以己愛黨過而	卒 然 傅 公 之 為 罰 君 子 哉 不 以 己 愛 黨 過 而 
T52n2113_009:0629b02	失刑。實肅物之教也。小人則不然。與其臣而	失 刑 實 肅 物 之 教 也 小 人 則 不 然 與 其 臣 而 
T52n2113_009:0629b03	違君。介其卑而侮尊。且悅己之所利。而忘	違 君 介 其 卑 而 侮 尊 且 悅 己 之 所 利 而 忘 
T52n2113_009:0629b04	於巨醜也。慧休為文。名冠上才。嗜酒色無儀	於 巨 醜 也 慧 休 為 文 名 冠 上 才 嗜 酒 色 無 儀 
T52n2113_009:0629b05	法(蜀僧可朋亦然。死於逆旅。而尸棄郊野)孝武以其污沙門行。詔勒	法 蜀 僧 可 朋 亦 然 死 於 逆 旅 而 尸 棄 郊 野 孝 武 以 其 污 沙 門 行 詔 勒 
T52n2113_009:0629b06	還俗補揚州文學從事患不得志。終於句容	還 俗 補 揚 州 文 學 從 事 患 不 得 志 終 於 句 容 
T52n2113_009:0629b07	令焉。有僧明解者。篇什琴書丹青以為絕藝。	令 焉 有 僧 明 解 者 篇 什 琴 書 丹 青 以 為 絕 藝 
T52n2113_009:0629b08	視後學負笈謂之驢子。顯慶年(唐高宗時)西明寺成。	視 後 學 負 笈 謂 之 驢 子 顯 慶 年 唐 高 宗 時 西 明 寺 成 
T52n2113_009:0629b09	詔靈潤令選有德者居之。寮寀有薦解者。潤	詔 靈 潤 令 選 有 德 者 居 之 寮 寀 有 薦 解 者 潤 
T52n2113_009:0629b10	公曰。公等國器。名臣出言不易宜求。戒定慧	公 曰 公 等 國 器 名 臣 出 言 不 易 宜 求 戒 定 慧 
T52n2113_009:0629b11	學增長福田。何容舉酒肉畫師以當洪寄。解	學 增 長 福 田 何 容 舉 酒 肉 畫 師 以 當 洪 寄 解 
T52n2113_009:0629b12	聞尤以為懟遇。詔徵四科不問僧俗。遂射策	聞 尤 以 為 懟 遇 詔 徵 四 科 不 問 僧 俗 遂 射 策 
T52n2113_009:0629b13	登第。喜曰。今得捨驢皮矣。後筮仕無成寒餒	登 第 喜 曰 今 得 捨 驢 皮 矣 後 筮 仕 無 成 寒 餒 
T52n2113_009:0629b14	沈疾將死。覩異形十人執烈炬而迎之。蓋不	沈 疾 將 死 覩 異 形 十 人 執 烈 炬 而 迎 之 蓋 不 
T52n2113_009:0629b15	祥之兆也。故小人之量有君子之藝。未甞不	祥 之 兆 也 故 小 人 之 量 有 君 子 之 藝 未 甞 不 
T52n2113_009:0629b16	顛覆敗辱。實天貽之不祥矣。其猶狂象燧尾	顛 覆 敗 辱 實 天 貽 之 不 祥 矣 其 猶 狂 象 燧 尾 
T52n2113_009:0629b17	(以束蘆繫象尾燒之。令奔踐敵人。謂之燧象也)怒雞介羽(季郈隣居雞鬪。季氏以金介其翼。郈氏以	 以 束 蘆 繫 象 尾 燒 之 令 奔 踐 敵 人 謂 之 燧 象 也 怒 雞 介 羽 季 郈 隣 居 雞 鬪 季 氏 以 金 介 其 翼 郈 氏 以 
T52n2113_009:0629b18	金為距二家。因以相攻致亂也)祇益其害也。故易曰。負且乘致	金 為 距 二 家 因 以 相 攻 致 亂 也 祇 益 其 害 也 故 易 曰 負 且 乘 致 
T52n2113_009:0629b19	寇至(易解卦六三爻辭也。言居非其位。履非其正。乘二負四以容其身。寇之來也。自己所致矣)言	寇 至 易 解 卦 六 三 爻 辭 也 言 居 非 其 位 履 非 其 正 乘 二 負 四 以 容 其 身 寇 之 來 也 自 己 所 致 矣 言 
T52n2113_009:0629b20	小人不當有盜思奪之也。非獨才藝由之。然	小 人 不 當 有 盜 思 奪 之 也 非 獨 才 藝 由 之 然 
T52n2113_009:0629b21	而貌亦未甞不然(非其才而有其藝。是以顛蹶。非其才而有其貌。亦致顛蹶)故	而 貌 亦 未 甞 不 然 非 其 才 而 有 其 藝 是 以 顛 蹶 非 其 才 而 有 其 貌 亦 致 顛 蹶 故 
T52n2113_009:0629b22	陽貨象孔子(魯季氏家臣陽貨。貌似孔子。而害季氏。以作亂出魯也。故孔子曾至匡。為匡誤	陽 貨 象 孔 子 魯 季 氏 家 臣 陽 貨 貌 似 孔 子 而 害 季 氏 以 作 亂 出 魯 也 故 孔 子 曾 至 匡 為 匡 誤 
T52n2113_009:0629b23	圍。錯認為陽虎。以陽虎曾暴於匡故也)項籍如帝舜(項羽也。舜目重瞳。項羽目亦重瞳也)	圍 錯 認 為 陽 虎 以 陽 虎 曾 暴 於 匡 故 也 項 籍 如 帝 舜 項 羽 也 舜 目 重 瞳 項 羽 目 亦 重 瞳 也 
T52n2113_009:0629b24	皆文犢狀虎。而終殘乃壽也。今為釋不以道。	皆 文 犢 狀 虎 而 終 殘 乃 壽 也 今 為 釋 不 以 道 
T52n2113_009:0629b25	而但以儒學聞彼。蓋斷髮一俗人耳。其可令	而 但 以 儒 學 聞 彼 蓋 斷 髮 一 俗 人 耳 其 可 令 
T52n2113_009:0629b26	得終久乎(近代雲頂山詩僧昭符毀佛輕人。投江而死。東川楚巒自縊而死。平膺死客舍冷然凍餒赤	得 終 久 乎 近 代 雲 頂 山 詩 僧 昭 符 毀 佛 輕 人 投 江 而 死 東 川 楚 巒 自 縊 而 死 平 膺 死 客 舍 冷 然 凍 餒 赤 
T52n2113_009:0629b27	地而卒。龜符終歲。瘡痍皆輕慢之士也)昔晉道寶臨剃髮為詩曰。方	地 而 卒 龜 符 終 歲 瘡 痍 皆 輕 慢 之 士 也 昔 晉 道 寶 臨 剃 髮 為 詩 曰 方 
T52n2113_009:0629b28	知萬里水。初發濫觴源。真翛然之道意也。識	知 萬 里 水 初 發 濫 觴 源 真 翛 然 之 道 意 也 識 
T52n2113_009:0629c01	者感其言。而勵進是曰為文夫稻畦為衣。陶	者 感 其 言 而 勵 進 是 曰 為 文 夫 稻 畦 為 衣 陶 
T52n2113_009:0629c02	土為器(稻畦袈裟。陶土瓦鉢也)使人服而執之。澹然無為。	土 為 器 稻 畦 袈 裟 陶 土 瓦 鉢 也 使 人 服 而 執 之 澹 然 無 為 
T52n2113_009:0629c03	然後以經律為繩墨。以文章為潤色。其能不	然 後 以 經 律 為 繩 墨 以 文 章 為 潤 色 其 能 不 
T52n2113_009:0629c04	思容服而神何福歟。詩曰。維鵜在梁。不濡其	思 容 服 而 神 何 福 歟 詩 曰 維 鵜 在 梁 不 濡 其 
T52n2113_009:0629c05	翼。彼其之子。不稱其服(鵜洿澤鳥也。梁魚梁也。今澤鳥而居梁而濡其翼	翼 彼 其 之 子 不 稱 其 服 鵜 洿 澤 鳥 也 梁 魚 梁 也 今 澤 鳥 而 居 梁 而 濡 其 翼 
T52n2113_009:0629c06	者未之聞也。此詩本刺曹共好用小人升之爵位。但潔其衣服逍遙而已。無治國之心。如鵜洿在梁者也。今釋子非	者 未 之 聞 也 此 詩 本 刺 曹 共 好 用 小 人 升 之 爵 位 但 潔 其 衣 服 逍 遙 而 已 無 治 國 之 心 如 鵜 洿 在 梁 者 也 今 釋 子 非 
T52n2113_009:0629c07	僧行而處僧田亦爾也)余甞觀乎緇衣者。讀書為文。唯知	僧 行 而 處 僧 田 亦 爾 也 余 甞 觀 乎 緇 衣 者 讀 書 為 文 唯 知 
T52n2113_009:0629c08	有俗情。而不知其他。迨病喘喘然。淚橫于目。	有 俗 情 而 不 知 其 他 迨 病 喘 喘 然 淚 橫 于 目 
T52n2113_009:0629c09	怨誤于昔。其雖悔可追乎傷哉(處布金之地。受檀越之食。著信施之	怨 誤 于 昔 其 雖 悔 可 追 乎 傷 哉 處 布 金 之 地 受 檀 越 之 食 著 信 施 之 
T52n2113_009:0629c10	衣。惑溺墳素。不事進修。自倚薄才。輕侮賢善。篾視本教。以為棄物。此乃賤住比丘。一旦風燭將臨可不忙乎)	衣 惑 溺 墳 素 不 事 進 修 自 倚 薄 才 輕 侮 賢 善 篾 視 本 教 以 為 棄 物 此 乃 賤 住 比 丘 一 旦 風 燭 將 臨 可 不 忙 乎 
T52n2113_009:0629c11	然有抱琳琅之器。炳龍象之姿。高出塵世。既	然 有 抱 琳 琅 之 器 炳 龍 象 之 姿 高 出 塵 世 既 
T52n2113_009:0629c12	寬且慧。篤志好學。開卷求於未聞。務滋其美。	寬 且 慧 篤 志 好 學 開 卷 求 於 未 聞 務 滋 其 美 
T52n2113_009:0629c13	以崇其德。至若觀夷叔讓國。得其仁也。里名	以 崇 其 德 至 若 觀 夷 叔 讓 國 得 其 仁 也 里 名 
T52n2113_009:0629c14	勝母曾子不入。得其孝也(曾參至孝行次有勝母里。參惡其名而不入也)	勝 母 曾 子 不 入 得 其 孝 也 曾 參 至 孝 行 次 有 勝 母 里 參 惡 其 名 而 不 入 也 
T52n2113_009:0629c15	柳下惠援寡室。得其貞也。顏叔子辭隣女。得	柳 下 惠 援 寡 室 得 其 貞 也 顏 叔 子 辭 隣 女 得 
T52n2113_009:0629c16	其慎也。孫叔敖爵益高身益卑(身為楚令尹而常謙卑也)得	其 慎 也 孫 叔 敖 爵 益 高 身 益 卑 身 為 楚 令 尹 而 常 謙 卑 也 得 
T52n2113_009:0629c17	其防惡也。正考父三命循牆。得其恭也(正考父仲尼祖	其 防 惡 也 正 考 父 三 命 循 牆 得 其 恭 也 正 考 父 仲 尼 祖 
