X56n0949_001:0865a03	 閑居編序	 閑 居 編 序 
X56n0949_043:0929b12	　凭檻不能去　　澄澄發靜吟	 凭 檻 不 能 去 澄 澄 發 靜 吟 
X56n0949_043:0929b13	贈僧	贈 僧 
X56n0949_043:0929b14	　諸祖參尋徧　　消搖髮未華　　舊房扃海外	 諸 祖 參 尋 徧 消 搖 髮 未 華 舊 房 扃 海 外 
X56n0949_043:0929b15	　孤跡寄天涯　　琢句秋牕月　　觀空晚砌華	 孤 跡 寄 天 涯 琢 句 秋 牕 月 觀 空 晚 砌 華 
X56n0949_043:0929b16	　時來說高趣　　終去隱煙霞	 時 來 說 高 趣 終 去 隱 煙 霞 
X56n0949_043:0929b17	湖居秋日病起(六韻)	湖 居 秋 日 病 起 六 韻 
X56n0949_043:0929b18	　舊識稀相訪　　寥寥掩壞房　　鼎深殘藥在	 舊 識 稀 相 訪 寥 寥 掩 壞 房 鼎 深 殘 藥 在 
X56n0949_043:0929b19	　頷瘦白髭長　　塵點沾書篋　　苔痕汙石牀	 頷 瘦 白 髭 長 塵 點 沾 書 篋 苔 痕 汙 石 牀 
X56n0949_043:0929b20	　簷幽蟲織網　　砌冷菊含香　　靜思憐深夜	 簷 幽 蟲 織 網 砌 冷 菊 含 香 靜 思 憐 深 夜 
X56n0949_043:0929b21	　清羸怯晚涼　　雲峰歸未得　　閑坐詠滄浪	 清 羸 怯 晚 涼 雲 峰 歸 未 得 閑 坐 詠 滄 浪 
X56n0949_043:0929b22	贈夷中師	贈 夷 中 師 
X56n0949_043:0929b23	　澹泊背時態　　翛然塵外心　　靜吟霜月盡	 澹 泊 背 時 態 翛 然 塵 外 心 靜 吟 霜 月 盡 
X56n0949_043:0929b24	　歸夢海雲深　　室冷苔生榻　　牕閑鳥覰琴	 歸 夢 海 雲 深 室 冷 苔 生 榻 牕 閑 鳥 覰 琴 
X56n0949_043:0929c01	　幽棲共得趣　　乘興幾相尋	 幽 棲 共 得 趣 乘 興 幾 相 尋 
X56n0949_043:0929c02	寄圓長老	寄 圓 長 老 
X56n0949_043:0929c03	　澹慮棲幽境　　閑將水石隣　　信衣傳往祖	 澹 慮 棲 幽 境 閑 將 水 石 隣 信 衣 傳 往 祖 
X56n0949_043:0929c04	　禪語示來人　　晚屋茶煙細　　晴軒岳翠勻	 禪 語 示 來 人 晚 屋 茶 煙 細 晴 軒 岳 翠 勻 
X56n0949_043:0929c05	　相懷獨南望　　林木又經春	 相 懷 獨 南 望 林 木 又 經 春 
X56n0949_043:0929c06	同友人宿山院	同 友 人 宿 山 院 
X56n0949_043:0929c07	　共依清境宿　　話道復論文　　潭月秋深見	 共 依 清 境 宿 話 道 復 論 文 潭 月 秋 深 見 
X56n0949_043:0929c08	　山鐘夜後聞　　蟲聲沉古砌　　螢影沒殘雲	 山 鐘 夜 後 聞 蟲 聲 沉 古 砌 螢 影 沒 殘 雲 
X56n0949_043:0929c09	　會約長棲此　　爐香樹下焚	 會 約 長 棲 此 爐 香 樹 下 焚 
X56n0949_043:0929c10	贈清曉師	贈 清 曉 師 
X56n0949_043:0929c11	　道勝塵機息　　講餘林葉枯　　清名高臥遠	 道 勝 塵 機 息 講 餘 林 葉 枯 清 名 高 臥 遠 
X56n0949_043:0929c12	　黑髮苦吟無　　庭靜秋雲澹　　牕閑夜月孤	 黑 髮 苦 吟 無 庭 靜 秋 雲 澹 牕 閑 夜 月 孤 
X56n0949_043:0929c13	　時聞適幽興　　上閣望平湖	 時 聞 適 幽 興 上 閣 望 平 湖 
X56n0949_043:0929c14	寄德聰師	寄 德 聰 師 
X56n0949_043:0929c15	　古院稽山下　　幽棲猒客尋　　機心禪外盡	 古 院 稽 山 下 幽 棲 猒 客 尋 機 心 禪 外 盡 
X56n0949_043:0929c16	　詩思病來深　　缾水寒凘結　　杉風晚磬沉	 詩 思 病 來 深 缾 水 寒 凘 結 杉 風 晚 磬 沉 
X56n0949_043:0929c17	　他時若招隱　　香火繼東林	 他 時 若 招 隱 香 火 繼 東 林 
X56n0949_043:0929c18	上方院	上 方 院 
X56n0949_043:0929c19	　禪扉開絕頂　　海色映層巒　　剎影浸寥泬	 禪 扉 開 絕 頂 海 色 映 層 巒 剎 影 浸 寥 泬 
X56n0949_043:0929c20	　鐘聲度渺漫　　荒苔幽徑滑　　冬雪暮牕寒	 鐘 聲 度 渺 漫 荒 苔 幽 徑 滑 冬 雪 暮 牕 寒 
X56n0949_043:0929c21	　吟罷慵迴首　　遲遲獨凭欄	 吟 罷 慵 迴 首 遲 遲 獨 凭 欄 
X56n0949_043:0929c22	登樓懷遵易	登 樓 懷 遵 易 
X56n0949_043:0929c23	　閑景杳無極　　凭欄思若何　　鳥行沈遠岳	 閑 景 杳 無 極 凭 欄 思 若 何 鳥 行 沈 遠 岳 
X56n0949_043:0929c24	　秋色滿滄波　　來信經年絕　　新愁向晚多	 秋 色 滿 滄 波 來 信 經 年 絕 新 愁 向 晚 多 
X56n0949_043:0930a01	　依依自吟望　　舊約負煙蘿	 依 依 自 吟 望 舊 約 負 煙 蘿 
X56n0949_043:0930a03	閑居編第四十三	閑 居 編 第 四 十 三 
X56n0949_044:0930a06	閑居編第四十四	閑 居 編 第 四 十 四 
X56n0949_044:0930a08	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_044:0930a09	贈詩僧保暹師	贈 詩 僧 保 暹 師 
X56n0949_044:0930a10	　吟檻漾寒水　　平湖煙景閑　　無人識高趣	 吟 檻 漾 寒 水 平 湖 煙 景 閑 無 人 識 高 趣 
X56n0949_044:0930a11	　盡日對空山　　晚樹舂禽語　　晴牕夜月還	 盡 日 對 空 山 晚 樹 舂 禽 語 晴 牕 夜 月 還 
X56n0949_044:0930a12	　新編皆雅正　　不待仲尼刪	 新 編 皆 雅 正 不 待 仲 尼 刪 
X56n0949_044:0930a13	寄石城行光長老	寄 石 城 行 光 長 老 
X56n0949_044:0930a14	　幽棲塵想絕　　岩閣倚杉松　　吟思禪中盡	 幽 棲 塵 想 絕 岩 閣 倚 杉 松 吟 思 禪 中 盡 
X56n0949_044:0930a15	　霜髭病後濃　　溪閑澄夜月　　山靜答秋鐘	 霜 髭 病 後 濃 溪 閑 澄 夜 月 山 靜 答 秋 鐘 
X56n0949_044:0930a16	　寂寞懷高趣　　殘陽獨倚笻	 寂 寞 懷 高 趣 殘 陽 獨 倚 笻 
X56n0949_044:0930a17	寄仁姪	寄 仁 姪 
X56n0949_044:0930a18	　庭木西風動　　閑軒落葉稠　　夢迴霜月曉	 庭 木 西 風 動 閑 軒 落 葉 稠 夢 迴 霜 月 曉 
X56n0949_044:0930a19	　信斷海山秋　　道性歸無念　　孤吟已絕愁	 信 斷 海 山 秋 道 性 歸 無 念 孤 吟 已 絕 愁 
X56n0949_044:0930a20	　況疎林下約　　煙水路悠悠	 況 疎 林 下 約 煙 水 路 悠 悠 
X56n0949_044:0930a21	山行	山 行 
X56n0949_044:0930a22	　筞杖乘閑興　　山深人跡稀　　斷橋摧宿雨	 筞 杖 乘 閑 興 山 深 人 跡 稀 斷 橋 摧 宿 雨 
X56n0949_044:0930a23	　高樹桂殘暉　　嵓靜雲孤起　　潭空鳥獨飛	 高 樹 桂 殘 暉 嵓 靜 雲 孤 起 潭 空 鳥 獨 飛 
X56n0949_044:0930a24	　前峯有蘭若　　吟賞自忘歸	 前 峯 有 蘭 若 吟 賞 自 忘 歸 
X56n0949_044:0930b01	秋日感事	秋 日 感 事 
X56n0949_044:0930b02	　滿眼皆相識　　論心自不同　　閑門扃夕照	 滿 眼 皆 相 識 論 心 自 不 同 閑 門 扃 夕 照 
X56n0949_044:0930b03	　敗葉落西風　　往事全成夢　　浮生漸覺空	 敗 葉 落 西 風 往 事 全 成 夢 浮 生 漸 覺 空 
X56n0949_044:0930b04	　搘頤獨無語　　四壁響秋蟲	 搘 頤 獨 無 語 四 壁 響 秋 蟲 
X56n0949_044:0930b05	湖上晚望寄友人	湖 上 晚 望 寄 友 人 
X56n0949_044:0930b06	　不得天涯信　　相思對景濃　　驚飈吹落葉	 不 得 天 涯 信 相 思 對 景 濃 驚 飈 吹 落 葉 
X56n0949_044:0930b07	　殘日在遙峰　　照水魚村火　　沈煙野寺鐘	 殘 日 在 遙 峰 照 水 魚 村 火 沈 煙 野 寺 鐘 
X56n0949_044:0930b08	　幽懷向誰說　　靜立自搘笻	 幽 懷 向 誰 說 靜 立 自 搘 笻 
X56n0949_044:0930b09	贈聞聰師	贈 聞 聰 師 
X56n0949_044:0930b10	　淡然塵慮絕　　禪外苦風騷　　性覺眠雲僻	 淡 然 塵 慮 絕 禪 外 苦 風 騷 性 覺 眠 雲 僻 
X56n0949_044:0930b11	　名因背俗高　　水煙蒸紙帳　　寒髮澁銅刀	 名 因 背 俗 高 水 煙 蒸 紙 帳 寒 髮 澁 銅 刀 
X56n0949_044:0930b12	　幾宿秋江寺　　閑吟聽夜濤	 幾 宿 秋 江 寺 閑 吟 聽 夜 濤 
X56n0949_044:0930b13	送僧歸饒陽	送 僧 歸 饒 陽 
X56n0949_044:0930b14	　執手離亭暮　　言歸思不禁　　故鄉千里外	 執 手 離 亭 暮 言 歸 思 不 禁 故 鄉 千 里 外 
X56n0949_044:0930b15	　為客十年心　　帆影寒江靜　　猿啼雪嶠深	 為 客 十 年 心 帆 影 寒 江 靜 猿 啼 雪 嶠 深 
X56n0949_044:0930b16	　饒陽泉石在　　講退自堪吟	 饒 陽 泉 石 在 講 退 自 堪 吟 
X56n0949_044:0930b17	悼廣鈞師	悼 廣 鈞 師 
X56n0949_044:0930b18	　北僧傳示滅　　高跡更難尋　　故國房空在	 北 僧 傳 示 滅 高 跡 更 難 尋 故 國 房 空 在 
X56n0949_044:0930b19	　新墳草已深　　雲泉違舊約　　風月罷論心	 新 墳 草 已 深 雲 泉 違 舊 約 風 月 罷 論 心 
X56n0949_044:0930b20	　默坐看遺偈　　西牕月又沈	 默 坐 看 遺 偈 西 牕 月 又 沈 
X56n0949_044:0930b21	次韻詶隣僧晝上人	次 韻 詶 隣 僧 晝 上 人 
X56n0949_044:0930b22	　居止閑相近　　臨流野色分　　深秋山共見	 居 止 閑 相 近 臨 流 野 色 分 深 秋 山 共 見 
X56n0949_044:0930b23	　清夜磬交聞　　靜榻移明月　　疎簾卷暮雲	 清 夜 磬 交 聞 靜 榻 移 明 月 疎 簾 卷 暮 雲 
X56n0949_044:0930b24	　相於別有趣　　冷淡況同群	 相 於 別 有 趣 冷 淡 況 同 群 
X56n0949_044:0930c01	旅中別趙璞	旅 中 別 趙 璞 
X56n0949_044:0930c02	　筞馬將登路　　星河曙色分　　殘燈照離席	 筞 馬 將 登 路 星 河 曙 色 分 殘 燈 照 離 席 
X56n0949_044:0930c03	　來鴈咽寒雲　　鄉遠書難到　　吟狂酒易醺	 來 鴈 咽 寒 雲 鄉 遠 書 難 到 吟 狂 酒 易 醺 
X56n0949_044:0930c04	　堪嗟經濟術　　未得致明君	 堪 嗟 經 濟 術 未 得 致 明 君 
X56n0949_044:0930c05	旅中即事寄友生	旅 中 即 事 寄 友 生 
X56n0949_044:0930c06	　欹枕不成夢　　寒蟲叫壁陰　　高梧深夜雨	 欹 枕 不 成 夢 寒 蟲 叫 壁 陰 高 梧 深 夜 雨 
X56n0949_044:0930c07	　遠客故鄉心　　分與浮名背　　年將白髮侵	 遠 客 故 鄉 心 分 與 浮 名 背 年 將 白 髮 侵 
X56n0949_044:0930c08	　終須約宗炳　　結社向東林	 終 須 約 宗 炳 結 社 向 東 林 
X56n0949_044:0930c09	秋晚客舍寄故山友僧	秋 晚 客 舍 寄 故 山 友 僧 
X56n0949_044:0930c10	　隱几不成寢　　何人慰寂寥　　空堦鳴蟋蟀	 隱 几 不 成 寢 何 人 慰 寂 寥 空 堦 鳴 蟋 蟀 
X56n0949_044:0930c11	　寒雨滴芭蕉　　靜語牕燈暗　　歸心海寺遙	 寒 雨 滴 芭 蕉 靜 語 牕 燈 暗 歸 心 海 寺 遙 
X56n0949_044:0930c12	　唯應釋慧遠　　蓮社為相招	 唯 應 釋 慧 遠 蓮 社 為 相 招 
X56n0949_044:0930c13	寄輦下譯經正覺大師	寄 輦 下 譯 經 正 覺 大 師 
X56n0949_044:0930c14	　水國無歸夢　　年來帝澤深　　梵書翻宋語	 水 國 無 歸 夢 年 來 帝 澤 深 梵 書 翻 宋 語 
X56n0949_044:0930c15	　道論變吳音　　靜室清香凝　　閑庭古樹陰	 道 論 變 吳 音 靜 室 清 香 凝 閑 庭 古 樹 陰 
X56n0949_044:0930c16	　玉華前事在　　高跡許誰尋	 玉 華 前 事 在 高 跡 許 誰 尋 
X56n0949_044:0930c17	寄潤姪法師	寄 潤 姪 法 師 
X56n0949_044:0930c18	　庭木凝秋色　　依依廢苦吟　　來書江上絕	 庭 木 凝 秋 色 依 依 廢 苦 吟 來 書 江 上 絕 
X56n0949_044:0930c19	　幽夢雨中深　　水鳥閑窺硯　　牕燈冷照琴	 幽 夢 雨 中 深 水 鳥 閑 窺 硯 牕 燈 冷 照 琴 
X56n0949_044:0930c20	　誰知此時興　　華髮暗相侵	 誰 知 此 時 興 華 髮 暗 相 侵 
X56n0949_044:0930c21	贈白蓮社主圓淨大師	贈 白 蓮 社 主 圓 淨 大 師 
X56n0949_044:0930c22	　社客盡卿相　　草堂雲樹間　　景分廬岳秀	 社 客 盡 卿 相 草 堂 雲 樹 間 景 分 廬 岳 秀 
X56n0949_044:0930c23	　人類遠公閑　　夜定開明月　　秋吟對暮山	 人 類 遠 公 閑 夜 定 開 明 月 秋 吟 對 暮 山 
X56n0949_044:0930c24	　唯應謝康樂　　時得扣松關	 唯 應 謝 康 樂 時 得 扣 松 關 
X56n0949_044:0931a01	春晚言懷寄聰上人	春 晚 言 懷 寄 聰 上 人 
X56n0949_044:0931a02	　晚樹歸禽亂　　翛然古院空　　清談遠君子	 晚 樹 歸 禽 亂 翛 然 古 院 空 清 談 遠 君 子 
X56n0949_044:0931a03	　幽興寄絲桐　　短髮全成雪　　殘花半逐風	 幽 興 寄 絲 桐 短 髮 全 成 雪 殘 花 半 逐 風 
X56n0949_044:0931a04	　終期結真侶　　歸老亂雲中	 終 期 結 真 侶 歸 老 亂 雲 中 
X56n0949_044:0931a05	留題因師院石楠花	留 題 因 師 院 石 楠 花 
X56n0949_044:0931a06	　陽和資萬木　　獨此異群花　　映草驚殘燒	 陽 和 資 萬 木 獨 此 異 群 花 映 草 驚 殘 燒 
X56n0949_044:0931a07	　臨牕認曉霞　　色雖因雨減　　勢不逐風斜	 臨 牕 認 曉 霞 色 雖 因 雨 減 勢 不 逐 風 斜 
X56n0949_044:0931a08	　幸賴栽培力　　繁枝鬬日華	 幸 賴 栽 培 力 繁 枝 鬬 日 華 
X56n0949_044:0931a09	寄省悟師	寄 省 悟 師 
X56n0949_044:0931a10	　平湖波渺渺　　蹤跡杳難尋　　城裏無時到	 平 湖 波 渺 渺 蹤 跡 杳 難 尋 城 裏 無 時 到 
X56n0949_044:0931a11	　雲邊閉戶深　　寒燈明古像　　晚磬出疎林	 雲 邊 閉 戶 深 寒 燈 明 古 像 晚 磬 出 疎 林 
X56n0949_044:0931a12	　寂寞懷高趣　　西軒日易沈	 寂 寞 懷 高 趣 西 軒 日 易 沈 
X56n0949_044:0931a13	留題聞氏林亭小山	留 題 聞 氏 林 亭 小 山 
X56n0949_044:0931a14	　簷前狀奇險　　咫尺見清幽　　鳥下疑靈鷲	 簷 前 狀 奇 險 咫 尺 見 清 幽 鳥 下 疑 靈 鷲 
X56n0949_044:0931a15	　僧過認沃洲　　危遮虗檻月　　冷奪遠峯秋	 僧 過 認 沃 洲 危 遮 虗 檻 月 冷 奪 遠 峯 秋 
X56n0949_044:0931a16	　始信紅塵裏　　豪家有勝遊	 始 信 紅 塵 裏 豪 家 有 勝 遊 
X56n0949_044:0931a17	宿仲係上人房	宿 仲 係 上 人 房 
X56n0949_044:0931a18	　偶從支遁約　　深夜宿閑房　　牕靜燈遺燼	 偶 從 支 遁 約 深 夜 宿 閑 房 牕 靜 燈 遺 燼 
X56n0949_044:0931a19	　庭寒樹有霜　　禪心論的的　　塵事省茫茫	 庭 寒 樹 有 霜 禪 心 論 的 的 塵 事 省 茫 茫 
X56n0949_044:0931a20	　又說天台去　　林間埽石床	 又 說 天 台 去 林 間 埽 石 床 
X56n0949_044:0931a21	題聰上人林亭	題 聰 上 人 林 亭 
X56n0949_044:0931a22	　四面遠塵跡　　吟過稱野情　　堦閑秋菓落	 四 面 遠 塵 跡 吟 過 稱 野 情 堦 閑 秋 菓 落 
X56n0949_044:0931a23	　池冷月華生　　倚竹蟬聲斷　　開琴鶴夢驚	 池 冷 月 華 生 倚 竹 蟬 聲 斷 開 琴 鶴 夢 驚 
X56n0949_044:0931a24	　却來還有約　　未可猒逢迎	 却 來 還 有 約 未 可 猒 逢 迎 
X56n0949_044:0931b01	書久上人城中幽齋	書 久 上 人 城 中 幽 齋 
X56n0949_044:0931b02	　杉竹帀吟徑　　軒牕更絕塵　　清風生後夜	 杉 竹 帀 吟 徑 軒 牕 更 絕 塵 清 風 生 後 夜 
X56n0949_044:0931b03	　幽景徧諸隣　　磬斷棲禽夢　　香凝出定身	 幽 景 徧 諸 隣 磬 斷 棲 禽 夢 香 凝 出 定 身 
X56n0949_044:0931b04	　城中有高趣　　寧羨賴留人	 城 中 有 高 趣 寧 羨 賴 留 人 
X56n0949_044:0931b05	江上作	江 上 作 
X56n0949_044:0931b06	　往事那堪問　　長江空渺然　　孤城閉殘日	 往 事 那 堪 問 長 江 空 渺 然 孤 城 閉 殘 日 
X56n0949_044:0931b07	　荒隴積寒煙　　沙漲中洲闊　　潮衝古路偏	 荒 隴 積 寒 煙 沙 漲 中 洲 闊 潮 衝 古 路 偏 
X56n0949_044:0931b08	　莫疑陵谷事　　即目是桑田	 莫 疑 陵 谷 事 即 目 是 桑 田 
X56n0949_044:0931b09	懷保暹師	懷 保 暹 師 
X56n0949_044:0931b10	　高跡知何處　　相懷早晚休　　苦吟空對月	 高 跡 知 何 處 相 懷 早 晚 休 苦 吟 空 對 月 
X56n0949_044:0931b11	　閉戶更禁秋　　砌隙寒蟲切　　林稍下葉稠	 閉 戶 更 禁 秋 砌 隙 寒 蟲 切 林 稍 下 葉 稠 
X56n0949_044:0931b12	　音書杳難寄　　天闊水悠悠	 音 書 杳 難 寄 天 闊 水 悠 悠 
X56n0949_044:0931b13	贈宣密大師不出院	贈 宣 密 大 師 不 出 院 
X56n0949_044:0931b14	　侯門休請謁　　香火務真修　　古院扃蒼蘚	 侯 門 休 請 謁 香 火 務 真 修 古 院 扃 蒼 蘚 
X56n0949_044:0931b15	　他山空舊遊　　出禪庭月曉　　開卷竹牕秋	 他 山 空 舊 遊 出 禪 庭 月 曉 開 卷 竹 牕 秋 
X56n0949_044:0931b16	　已得棲幽趣　　何須買沃洲	 已 得 棲 幽 趣 何 須 買 沃 洲 
X56n0949_044:0931b17	懷中姪	懷 中 姪 
X56n0949_044:0931b18	　一從林下別　　倐忽又經年　　舊約山空在	 一 從 林 下 別 倐 忽 又 經 年 舊 約 山 空 在 
X56n0949_044:0931b19	　相懷月屢圓　　郡鍾宵斷夢　　江樹晚沈煙	 相 懷 月 屢 圓 郡 鍾 宵 斷 夢 江 樹 晚 沈 煙 
X56n0949_044:0931b20	　書札憑誰寄　　波濤況渺然	 書 札 憑 誰 寄 波 濤 況 渺 然 
X56n0949_044:0931b21	宿道場山寺	宿 道 場 山 寺 
X56n0949_044:0931b22	　絕頂秋氣清　　危欄憑樹杪　　仰窺清漢近	 絕 頂 秋 氣 清 危 欄 憑 樹 杪 仰 窺 清 漢 近 
X56n0949_044:0931b23	　下視群峯小　　空池生夜月　　風枝鳴宿鳥	 下 視 群 峯 小 空 池 生 夜 月 風 枝 鳴 宿 鳥 
X56n0949_044:0931b24	　吟坐不成寐　　疎鍾起將曉	 吟 坐 不 成 寐 疎 鍾 起 將 曉 
X56n0949_044:0931c01	送遇貞師歸四明山	送 遇 貞 師 歸 四 明 山 
X56n0949_044:0931c02	　吟餘江上別　　一錫寄扁舟　　遠度浮殘照	 吟 餘 江 上 別 一 錫 寄 扁 舟 遠 度 浮 殘 照 
X56n0949_044:0931c03	　千峯指舊遊　　疎鍾沈杳靄　　羣木落高秋	 千 峯 指 舊 遊 疎 鍾 沈 杳 靄 羣 木 落 高 秋 
X56n0949_044:0931c04	　莫負重來約　　禪心本自由	 莫 負 重 來 約 禪 心 本 自 由 
X56n0949_044:0931c05	秋夕寄友僧	秋 夕 寄 友 僧 
X56n0949_044:0931c06	　白雲高臥者　　滯疾阻相尋　　信斷滄洲闊	 白 雲 高 臥 者 滯 疾 阻 相 尋 信 斷 滄 洲 闊 
X56n0949_044:0931c07	　房扃翠岳深　　寒蟲藏壞壁　　庭樹滴殘霖	 房 扃 翠 岳 深 寒 蟲 藏 壞 壁 庭 樹 滴 殘 霖 
X56n0949_044:0931c08	　早晚同閑話　　孤燈照苦吟	 早 晚 同 閑 話 孤 燈 照 苦 吟 
X56n0949_044:0931c10	閑居編第四十四	閑 居 編 第 四 十 四 
X56n0949_045:0931c13	閑居編第四十五	閑 居 編 第 四 十 五 
X56n0949_045:0931c15	宋孤山沙門　智圓　著	宋 孤 山 沙 門 智 圓 著 
X56n0949_045:0931c16	陳宮	陳 宮 
X56n0949_045:0931c17	　龍盤虎踞景堪尋　　王氣消亡信禍淫	 龍 盤 虎 踞 景 堪 尋 王 氣 消 亡 信 禍 淫 
X56n0949_045:0931c18	　結綺臨春何處是　　數聲啼鳥暮煙深	 結 綺 臨 春 何 處 是 數 聲 啼 鳥 暮 煙 深 
X56n0949_045:0931c19	春日別同志	春 日 別 同 志 
X56n0949_045:0931c20	　路岐南北與東西　　竚立遲遲惜解擕	 路 岐 南 北 與 東 西 竚 立 遲 遲 惜 解 擕 
X56n0949_045:0931c21	　忍向離亭折楊柳　　晚花零落杜鵑啼	 忍 向 離 亭 折 楊 柳 晚 花 零 落 杜 鵑 啼 
X56n0949_045:0931c22	夏日湖上寄太白長老	夏 日 湖 上 寄 太 白 長 老 
X56n0949_045:0931c23	　風撼芙蕖入座香　　水軒閑坐趣何長	 風 撼 芙 蕖 入 座 香 水 軒 閑 坐 趣 何 長 
X56n0949_045:0931c24	　相懷不是人間景　　隔岸歸禽噪晚涼	 相 懷 不 是 人 間 景 隔 岸 歸 禽 噪 晚 涼 
X56n0949_045:0932a01	西湖	西 湖 
X56n0949_045:0932a02	　清帶月華涵竹戶　　冷澄秋色照禪衣	 清 帶 月 華 涵 竹 戶 冷 澄 秋 色 照 禪 衣 
X56n0949_045:0932a03	　滔滔潤物知多少　　極目寒波瀁落暉	 滔 滔 潤 物 知 多 少 極 目 寒 波 瀁 落 暉 
X56n0949_045:0932a04	送禪者	送 禪 者 
X56n0949_045:0932a05	　祖意曾明萬事閑　　誰云方外與人間	 祖 意 曾 明 萬 事 閑 誰 云 方 外 與 人 間 
X56n0949_045:0932a06	　卷衣江上秋來別　　處處禪心朵朵山	 卷 衣 江 上 秋 來 別 處 處 禪 心 朵 朵 山 
X56n0949_045:0932a07	古意	古 意 
X56n0949_045:0932a08	　登山伐樵柯忽折　　臨井汲泉綆仍絕	 登 山 伐 樵 柯 忽 折 臨 井 汲 泉 綆 仍 絕 
X56n0949_045:0932a09	　音信不來無處說　　朔風飄飄滿天雪	 音 信 不 來 無 處 說 朔 風 飄 飄 滿 天 雪 
X56n0949_045:0932a10	雲	雲 
X56n0949_045:0932a11	　冷照碧潭閑不極　　靜當青漢影彌分	 冷 照 碧 潭 閑 不 極 靜 當 青 漢 影 彌 分 
X56n0949_045:0932a12	　卷舒終合為霖雨　　不向陽臺惑楚君	 卷 舒 終 合 為 霖 雨 不 向 陽 臺 惑 楚 君 
X56n0949_045:0932a13	苔錢三首	苔 錢 三 首 
X56n0949_045:0932a14	　夷甫不言非爾類　　魯褒為論偶同名	 夷 甫 不 言 非 爾 類 魯 褒 為 論 偶 同 名 
X56n0949_045:0932a15	　秋來自滿虗閑地　　不用良工鼓鑄成	 秋 來 自 滿 虗 閑 地 不 用 良 工 鼓 鑄 成 
X56n0949_045:0932a16	其一	其 一 
X56n0949_045:0932a17	　求多未必增貪競　　委積唯堪貰寂寥	 求 多 未 必 增 貪 競 委 積 唯 堪 貰 寂 寥 
X56n0949_045:0932a18	　顏子黔婁舊居畔　　亂鋪平地伴逍遙	 顏 子 黔 婁 舊 居 畔 亂 鋪 平 地 伴 逍 遙 
X56n0949_045:0932a19	其二	其 二 
X56n0949_045:0932a20	　鑪冶只應憑陋巷　　富饒應不是豪家	 鑪 冶 只 應 憑 陋 巷 富 饒 應 不 是 豪 家 
X56n0949_045:0932a21	　晚來雨歇茆堂外　　散在閑庭買落花	 晚 來 雨 歇 茆 堂 外 散 在 閑 庭 買 落 花 
X56n0949_045:0932a22	其三	其 三 
X56n0949_045:0932a23	自遣三首	自 遣 三 首 
X56n0949_045:0932a24	　古屋苔荒疾乍瘳　　前村林木覺先秋	 古 屋 苔 荒 疾 乍 瘳 前 村 林 木 覺 先 秋 
X56n0949_045:0932b01	　野塘日暮搘笻立　　雲自無依水自流	 野 塘 日 暮 搘 笻 立 雲 自 無 依 水 自 流 
X56n0949_045:0932b02	其一	其 一 
X56n0949_045:0932b03	　講退時時學苦吟　　人間聲利已無心	 講 退 時 時 學 苦 吟 人 間 聲 利 已 無 心 
X56n0949_045:0932b04	　水邊占得清閑景　　雨霽遙峰夜月深	 水 邊 占 得 清 閑 景 雨 霽 遙 峰 夜 月 深 
X56n0949_045:0932b05	其二	其 二 
X56n0949_045:0932b06	　不惑年猶欠四年　　道情高趣恥前賢	 不 惑 年 猶 欠 四 年 道 情 高 趣 恥 前 賢 
X56n0949_045:0932b07	　清風明月知多少　　謾學廬山種白蓮	 清 風 明 月 知 多 少 謾 學 廬 山 種 白 蓮 
X56n0949_045:0932b08	其三	其 三 
X56n0949_045:0932b09	送僧	送 僧 
X56n0949_045:0932b10	　萬緣難繫自由身　　道性何妨學世人	 萬 緣 難 繫 自 由 身 道 性 何 妨 學 世 人 
X56n0949_045:0932b11	　擬向東門贈離別　　長堤楊柳未成春	 擬 向 東 門 贈 離 別 長 堤 楊 柳 未 成 春 
X56n0949_045:0932b12	庭竹	庭 竹 
X56n0949_045:0932b13	　移去羣花種此君　　滿庭寒翠更無塵	 移 去 羣 花 種 此 君 滿 庭 寒 翠 更 無 塵 
X56n0949_045:0932b14	　暑天閑遶煩襟盡　　猶有清風借四鄰	 暑 天 閑 遶 煩 襟 盡 猶 有 清 風 借 四 鄰 
X56n0949_045:0932b15	雞	雞 
X56n0949_045:0932b16	　簷前棲息傍蒿叢　　風雨司晨爾有功	 簷 前 棲 息 傍 蒿 叢 風 雨 司 晨 爾 有 功 
X56n0949_045:0932b17	　鸚鵡無能憑佞舌　　侯門翻得養金籠	 鸚 鵡 無 能 憑 佞 舌 侯 門 翻 得 養 金 籠 
X56n0949_045:0932b18	送僧之金陵	送 僧 之 金 陵 
X56n0949_045:0932b19	　金錫孤攜問去程　　萋萋原草暮煙平	 金 錫 孤 攜 問 去 程 萋 萋 原 草 暮 煙 平 
X56n0949_045:0932b20	　六朝舊跡秦淮畔　　應感興亡聽水聲	 六 朝 舊 跡 秦 淮 畔 應 感 興 亡 聽 水 聲 
X56n0949_045:0932b21	出道場山途中作	出 道 場 山 途 中 作 
X56n0949_045:0932b22	　獨下層巒景物秋　　依依雲木似相留	 獨 下 層 巒 景 物 秋 依 依 雲 木 似 相 留 
X56n0949_045:0932b23	　孤舟曉汎平波去　　更為青山一轉頭	 孤 舟 曉 汎 平 波 去 更 為 青 山 一 轉 頭 
