X65n1282_001:0255a03	 自序	 自 序 
X65n1282_003:0277b20	來問。但於內書土字答之。[○@土]此名玄印玄旨相。獨脫	來 問 但 於 內 書 土 字 答 之 [土] 此 名 玄 印 玄 旨 相 獨 脫 
X65n1282_003:0277b21	超前眾相。不著教意所攝。若是靈利底。對面分付。擬	超 前 眾 相 不 著 教 意 所 攝 若 是 靈 利 底 對 面 分 付 擬 
X65n1282_003:0277b22	之則不見也。三祖云。毫釐有差。天地懸隔。苟不具眼。	之 則 不 見 也 三 祖 云 毫 釐 有 差 天 地 懸 隔 苟 不 具 眼 
X65n1282_003:0277b23	焉能辨此。	焉 能 辨 此 
X65n1282_003:0277b24	三山來云。玄問玄答即不無。若一向滯在裏許。未	三 山 來 云 玄 問 玄 答 即 不 無 若 一 向 滯 在 裏 許 未 
X65n1282_003:0277c01	免成耙脫印子矣。何以為吾宗向上之旨哉。學者	免 成 耙 脫 印 子 矣 何 以 為 吾 宗 向 上 之 旨 哉 學 者 
X65n1282_003:0277c02	師其意。而用之可也。	師 其 意 而 用 之 可 也 
X65n1282_003:0277c03	三山來頌云。一人拈起一人圓。兩兩相將各一邊。	三 山 來 頌 云 一 人 拈 起 一 人 圓 兩 兩 相 將 各 一 邊 
X65n1282_003:0277c04	識得兩邊符合處。收來依舊月團圞。	識 得 兩 邊 符 合 處 收 來 依 舊 月 團 圞 
X65n1282_003:0277c05	辨第八識	辨 第 八 識 
X65n1282_003:0277c06	此是眾生具有六識。添空一識。名為七識。七識不	此 是 眾 生 具 有 六 識 添 空 一 識 名 為 七 識 七 識 不 
X65n1282_003:0277c07	可得。名第八識。亦名八王子。亦名八解脫。亦名八丈	可 得 名 第 八 識 亦 名 八 王 子 亦 名 八 解 脫 亦 名 八 丈 
X65n1282_003:0277c08	夫。總有四八三十二相。此是果相。因智報德。七識亦	夫 總 有 四 八 三十二相 此 是 果 相 因 智 報 德 七 識 亦 
X65n1282_003:0277c09	名傳送識。七八二識不相離故。來為先鋒。去為殿後。	名 傳 送 識 七 八 二 識 不 相 離 故 來 為 先 鋒 去 為 殿 後 
X65n1282_003:0277c10	以至追思過去。攀援現在。念慮未來。三細．六粗．五意．	以 至 追 思 過 去 攀 援 現 在 念 慮 未 來 三 細 六 粗 五 意 
X65n1282_003:0277c11	六染．七識。分彼分此。分是分非。八阿賴耶識。名為白	六 染 七 識 分 彼 分 此 分 是 分 非 八 阿賴耶識 名 為 白 
X65n1282_003:0277c12	淨識。本無瑕玷。無佛無眾生。無你亦無我。古德頌云。	淨 識 本 無 瑕 玷 無 佛 無 眾 生 無 你 亦 無 我 古 德 頌 云 
X65n1282_003:0277c13	賴耶白淨本無愚。三細分時有六粗。八萬四千從此	賴 耶 白 淨 本 無 愚 三 細 分 時 有 六 粗 八萬四千 從 此 
X65n1282_003:0277c14	得。大千沙界作凡夫。夢心桎梏原非有。病眼空花豈	得 大 千 沙 界 作 凡 夫 夢 心 桎 梏 原 非 有 病 眼 空 花 豈 
X65n1282_003:0277c15	是無。反掌之間成十善。依然赤水獲玄珠。第八識亦	是 無 反 掌 之 間 成 十 善 依 然 赤 水 獲 玄 珠 第 八 識 亦 
X65n1282_003:0277c16	名含藏識。若是悟底人。六七因中轉。五八果上圓。六	名 含 藏 識 若 是 悟 底 人 六 七 因 中 轉 五 八 果 上 圓 六 
X65n1282_003:0277c17	識轉為妙觀察智。反觀第八識為不動智。空無內外。	識 轉 為 妙觀察智 反 觀 第 八 識 為 不 動 智 空 無 內 外 
X65n1282_003:0277c18	名大圓鏡智。即一體也。平等性智總號也。以妙觀察	名 大圓鏡智 即 一 體 也 平等性智 總 號 也 以 妙 觀 察 
X65n1282_003:0277c19	智收前六根．六塵．六識。乃至八萬四千塵勞。轉為成	智 收 前 六 根 六 塵 六 識 乃 至 八萬四千 塵 勞 轉 為 成 
X65n1282_003:0277c20	所作智。成所作智轉入妙觀察智。妙觀察智轉入平	所 作 智 成所作智 轉 入 妙觀察智 妙觀察智 轉 入 平 
X65n1282_003:0277c21	等性智。平等性智轉入大圓鏡智。即一體也。是相宗	等 性 智 平等性智 轉 入 大圓鏡智 即 一 體 也 是 相 宗 
X65n1282_003:0277c22	師。若有問難能轉者。即轉在那箇識。按楞伽經云。佛	師 若 有 問 難 能 轉 者 即 轉 在 那 箇 識 按 楞 伽 經 云 佛 
X65n1282_003:0277c23	誡大慧。初中後夜。常以妙觀察智當淨現流識。轉六	誡 大 慧 初中後夜 常 以 妙觀察智 當 淨 現 流 識 轉 六 
X65n1282_003:0277c24	根為成所作智。如手仰時。不應問覆手何在。亦如水	根 為 成所作智 如 手 仰 時 不 應 問 覆 手 何 在 亦 如 水 
X65n1282_003:0278a01	為冰時。不即有異。故云煩惱即是菩提。百法．唯識二	為 冰 時 不 即 有 異 故 云 煩 惱 即 是 菩 提 百 法 唯 識 二 
X65n1282_003:0278a02	論。但取其義。莫著言句也。六祖偈云。大圓鏡智性清	論 但 取 其 義 莫 著 言 句 也 六 祖 偈 云 大圓鏡智 性 清 
X65n1282_003:0278a03	淨。平等性智心無病。妙觀察智見非功。成所作智同	淨 平等性智 心 無 病 妙觀察智 見 非 功 成所作智 同 
X65n1282_003:0278a04	圓鏡。五八六七果因轉。但轉其名無實性。若於轉處	圓 鏡 五 八 六 七 果 因 轉 但 轉 其 名 無 實 性 若 於 轉 處 
X65n1282_003:0278a05	不留情。繁興永處那伽定　六妙觀察智．七平等性	不 留 情 繁 興 永 處 那 伽 定 六 妙觀察智 七 平 等 性 
X65n1282_003:0278a06	智因地轉。五成所作智．八大圓鏡智果上轉。	智 因 地 轉 五 成所作智 八 大圓鏡智 果 上 轉 
X65n1282_003:0278a07	三山來云。還見麼。○喚作識亦得。○喚作智亦得。	三 山 來 云 還 見 麼 喚 作 識 亦 得 喚 作 智 亦 得 
X65n1282_003:0278a08	且道能轉底在甚麼處。○打破鏡來纔向道。	且 道 能 轉 底 在 甚 麼 處 打 破 鏡 來 纔 向 道 
X65n1282_003:0278a09	三種然燈(此見曹山錄中。非仰山語。因前收在溈仰宗。故不欲移動也)	三 種 然 燈 此 見 曹 山 錄 中 非 仰 山 語 因 前 收 在 溈 仰 宗 故 不 欲 移 動 也 
X65n1282_003:0278a10	曹山云。然燈前有一種。一未知有。同於類血之乳。	曹 山 云 然 燈 前 有 一 種 一 未 知 有 同 於 類 血 之 乳 
X65n1282_003:0278a11	一知有。猶如意未萌時始得本物。此名然燈前。有	一 知 有 猶 如 意 未 萌 時 始 得 本 物 此 名 然 燈 前 有 
X65n1282_003:0278a12	一種知有。往來言說．聲色．是非。亦不屬正照。亦不	一 種 知 有 往 來 言 說 聲 色 是 非 亦 不 屬 正 照 亦 不 
X65n1282_003:0278a13	得記。同類血之乳。是漏失邊事。此名然燈後。直是	得 記 同 類 血 之 乳 是 漏 失 邊 事 此 名 然 燈 後 直 是 
X65n1282_003:0278a14	三際事盡。表裏情忘。得無間斷。此始得正然燈。乃	三 際 事 盡 表 裏 情 忘 得 無 間 斷 此 始 得 正 然 燈 乃 
X65n1282_003:0278a15	云得記(載祖庭事苑)。	云 得 記 載 祖 庭 事 苑 
X65n1282_003:0278a16	如何是然燈前　首山云。諸佛在我前　智門祚云。	如 何 是 然 燈 前 首 山 云 諸 佛 在 我 前 智 門 祚 云 
X65n1282_003:0278a17	空劫無閑人　五祖演云。令人疑著。	空 劫 無 閑 人 五 祖 演 云 令 人 疑 著 
X65n1282_003:0278a18	如何是然燈後　山云。諸佛在我後　祚云。衲僧天	如 何 是 然 燈 後 山 云 諸 佛 在 我 後 祚 云 衲 僧 天 
X65n1282_003:0278a19	下走　演云。一場懡[怡台+羅]。	下 走 演 云 一 場 懡 [怡台羅] 
X65n1282_003:0278a20	如何是正然燈　山云。青山無異路　祚云。火星入	如 何 是 正 然 燈 山 云 青 山 無 異 路 祚 云 火 星 入 
X65n1282_003:0278a21	牛斗　演云。錯認定盤星。	牛 斗 演 云 錯 認 定 盤 星 
X65n1282_003:0278a22	頌。解得分明珠走盤。未能透脫幾多難。如瓶注水	頌 解 得 分 明 珠 走 盤 未 能 透 脫 幾 多 難 如 瓶 注 水 
X65n1282_003:0278a23	無遺漏。隔海風光冷眼看(然燈前)。	無 遺 漏 隔 海 風 光 冷 眼 看 然 燈 前 
X65n1282_003:0278a24	頌。不見明珠不走盤。長天靜夜黑漫漫。古今十世	頌 不 見 明 珠 不 走 盤 長 天 靜 夜 黑 漫 漫 古 今 十 世 
X65n1282_003:0278b01	無增減。拈起牛頭尾上安(然燈後)。	無 增 減 拈 起 牛 頭 尾 上 安 然 燈 後 
X65n1282_003:0278b02	頌。問處分明答處親。塵塵剎剎總逢君。一聲黃鳥	頌 問 處 分 明 答 處 親 塵 塵 剎 剎 總 逢 君 一 聲 黃 鳥 
X65n1282_003:0278b03	青山外。占斷風光作主人(正然燈)。	青 山 外 占 斷 風 光 作 主 人 正 然 燈 
X65n1282_003:0278b04	三山來云。前後且置。直須正照俱忘。猶較些子。	三 山 來 云 前 後 且 置 直 須 正 照 俱 忘 猶 較 些 子 
X65n1282_003:0278b05	　頌曰。然燈前後不相因。正是然燈略較親。三際情	 頌 曰 然 燈 前 後 不 相 因 正 是 然 燈 略 較 親 三 際 情 
X65n1282_003:0278b06	忘無所住。堂堂得見本來人。	忘 無 所 住 堂 堂 得 見 本 來 人 
X65n1282_003:0278b07	香嚴三照語頌	香 嚴 三 照 語 頌 
X65n1282_003:0278b08	本來照　擬心開口隔山河。寂寞無言也被訶。舒展	本 來 照 擬 心 開 口 隔 山 河 寂 寞 無 言 也 被 訶 舒 展 
X65n1282_003:0278b09	無窮又無盡。卷來絕跡已成多。	無 窮 又 無 盡 卷 來 絕 跡 已 成 多 
X65n1282_003:0278b10	寂照　不動如山萬事休。澄潭徹底未曾流。箇中正	寂 照 不 動 如 山 萬 事 休 澄 潭 徹 底 未 曾 流 箇 中 正 
X65n1282_003:0278b11	念常相續。月皎天心雲霧收。	念 常 相 續 月 皎 天 心 雲 霧 收 
X65n1282_003:0278b12	常照　四威儀內不曾虧。今古初無間斷時。地獄天	常 照 四 威 儀 內 不 曾 虧 今 古 初 無 間 斷 時 地 獄 天 
X65n1282_003:0278b13	堂無變異。春回楊柳綠如絲。	堂 無 變 異 春 回 楊 柳 綠 如 絲 
X65n1282_003:0278b14	三山來頌云。三照由來一照同。何分前後與當中。	三 山 來 頌 云 三 照 由 來 一 照 同 何 分 前 後 與 當 中 
X65n1282_003:0278b15	箇中若了全無事。一點靈光暎不窮。	箇 中 若 了 全 無 事 一 點 靈 光 暎 不 窮 
X65n1282_003:0278b16	仰山設九十六種圓相。開為百二十。合為九十六。共	仰 山 設 九 十 六 種 圓 相 開 為 百 二 十 合 為 九 十 六 共 
X65n1282_003:0278b17	一十九種門設施。圓收在於六門。一．圓相。二．義海。	一 十 九 種 門 設 施 圓 收 在 於 六 門 一 圓 相 二 義 海 
X65n1282_003:0278b18	三．暗機。四．多字學。五．意語。六．默論。	三 暗 機 四 多 字 學 五 意 語 六 默 論 
X65n1282_003:0278b19	三山來頌云。祇箇從中辨假真。一門闢破許多門。	三 山 來 頌 云 祇 箇 從 中 辨 假 真 一 門 闢 破 許 多 門 
X65n1282_003:0278b20	門門施設成何義。貴在臨機妙用親。	門 門 施 設 成 何 義 貴 在 臨 機 妙 用 親 
X65n1282_003:0278b21	仰山臨終付法偈云。一二二三子。平目復仰視。兩口	仰 山 臨 終 付 法 偈 云 一 二 二 三 子 平 目 復 仰 視 兩 口 
X65n1282_003:0278b22	無一舌。此是吾宗旨。後龍潭智演為四偈。	無 一 舌 此 是 吾 宗 旨 後 龍 潭 智 演 為 四 偈 
X65n1282_003:0278b23	三山來云。仰山平生弄盡虗頭。喜得臨行一句傾	三 山 來 云 仰 山 平 生 弄 盡 虗 頭 喜 得 臨 行 一 句 傾 
X65n1282_003:0278b24	心吐出。別無剩旨。若非龍潭註破。惹得無數人打	心 吐 出 別 無 剩 旨 若 非 龍 潭 註 破 惹 得 無 數 人 打 
X65n1282_003:0278c01	瓦鑽龜。委悉麼。一輪明月空歸去。萬朵河山鏡影	瓦 鑽 龜 委 悉 麼 一 輪 明 月 空 歸 去 萬 朵 河 山 鏡 影 
X65n1282_003:0278c02	中。	中 
X65n1282_003:0278c03	龍潭智四偈	龍 潭 智 四 偈 
X65n1282_003:0278c04	一二二三子。[○@牛]牛字清風起。[○@(俬禾)]佛來看不就。[○@人]人	一 二 二 三 子 [牛]牛字清風起[俬禾]佛來看不就[人] 人 
X65n1282_003:0278c05	來爭綱紀。	來 爭 綱 紀 
X65n1282_003:0278c06	平目復仰視。兒孫還有異。未辨箇端倪。出門俱失	平 目 復 仰 視 兒 孫 還 有 異 未 辨 箇 端 倪 出 門 俱 失 
X65n1282_003:0278c07	利。	利 
X65n1282_003:0278c08	兩口無一舌。止止不須說。西天僧到來。烏龜喚作	兩 口 無 一 舌 止 止 不 須 說 西 天 僧 到 來 烏 龜 喚 作 
X65n1282_003:0278c09	鱉。	鱉 
X65n1282_003:0278c10	此是吾宗旨。揚聲囉囉哩。鏡智出三生。吹到大風	此 是 吾 宗 旨 揚 聲 囉 囉 哩 鏡 智 出 三 生 吹 到 大 風 
X65n1282_003:0278c11	止。	止 
X65n1282_003:0278c12	溈仰宗旨頌	溈 仰 宗 旨 頌 
X65n1282_003:0278c13	權分九十六圈圞。脫印相承有所傳。垂手為人曾	權 分 九 十 六 圈 圞 脫 印 相 承 有 所 傳 垂 手 為 人 曾 
X65n1282_003:0278c14	作拜。橫身應物善交拳。禪天雲散心光現。義海波	作 拜 橫 身 應 物 善 交 拳 禪 天 雲 散 心 光 現 義 海 波 
X65n1282_003:0278c15	澄月影圓。明暗相參看變態。莫教辜負草鞋錢。	澄 月 影 圓 明 暗 相 參 看 變 態 莫 教 辜 負 草 鞋 錢 
X65n1282_003:0279a01	仰山九十六種圓相圖	仰 山 九 十 六 種 圓 相 圖 
X65n1282_003:0279a12	末前句○　第一句(方員任器。頭角全彰)。	末 前 句 第 一 句 方 員 任 器 頭 角 全 彰 
X65n1282_003:0279a13	日用句○　第二句(體用互收。名言不立)。	日 用 句 第 二 句 體 用 互 收 名 言 不 立 
X65n1282_003:0279a14	末後句　第三句(隱顯無私。旁通者畔)。	末 後 句 第 三 句 隱 顯 無 私 旁 通 者 畔 
X65n1282_003:0279a15	修羅三昧擎日月勢	修 羅 三 昧 擎 日 月 勢 
X65n1282_003:0279a18	女人三昧羅剎不隱	女 人 三 昧 羅 剎 不 隱 
X65n1282_003:0279b01	　已上開為百二十。合為九十六種。總不出	 已 上 開 為 百 二 十 合 為 九 十 六 種 總 不 出 
X65n1282_003:0279b02	十九門施設也。	十 九 門 施 設 也 
X65n1282_003:0279b03	一．垂示三昧門　　二．問答互換門。	一 垂 示 三 昧 門 二 問 答 互 換 門 
X65n1282_003:0279b04	三．性起無作門　　四．緣起無礙門。	三 性 起 無 作 門 四 緣 起 無 礙 門 
X65n1282_003:0279b05	五．明機普互門　　六．暗合賓主門。	五 明 機 普 互 門 六 暗 合 賓 主 門 
X65n1282_003:0279b06	七．三生不隔門　　八．即幻明真門。	七 三 生 不 隔 門 八 即 幻 明 真 門 
X65n1282_003:0279b07	九．用了生緣門　　十．就生顯法門。	九 用 了 生 緣 門 十 就 生 顯 法 門 
X65n1282_003:0279b08	十一．冥府生緣門　　十二．三境順真門。	十 一 冥 府 生 緣 門 十 二 三 境 順 真 門 
X65n1282_003:0279b09	十三．隨機識生門　　十四．海印收生門。	十 三 隨 機 識 生 門 十 四 海 印 收 生 門 
X65n1282_003:0279b10	十五．密用靈機門　　十六．啐啄同時門。	十 五 密 用 靈 機 門 十 六 啐 啄 同 時 門 
X65n1282_003:0279b11	十七．隨收隨放門　　十八．卷舒無任門。	十 七 隨 收 隨 放 門 十 八 卷 舒 無 任 門 
X65n1282_003:0279b12	十九．一多自在門。	十 九 一 多 自 在 門 
X65n1282_003:0279b13	圓收六門	圓 收 六 門 
X65n1282_003:0279b14	一．圓相　○　二．義海○○　三．暗機○○。	一 圓 相 二 義 海 三 暗 機 
X65n1282_003:0279b15	四．多字學○○五．意語　六．默論。	四 多 字 學 五 意 語 六 默 論 
X65n1282_003:0279b16	總斷	總 斷 
X65n1282_003:0279b17	三山來云。種種圓相。雖是多門設施。不過師資辨	三 山 來 云 種 種 圓 相 雖 是 多 門 設 施 不 過 師 資 辨 
X65n1282_003:0279b18	驗。臨機拈出。毋論是生是佛。情與無情。那能越得	驗 臨 機 拈 出 毋 論 是 生 是 佛 情 與 無 情 那 能 越 得 
X65n1282_003:0279b19	圈子去。莫道九十六箇。即百千萬億。剎剎塵塵。種	圈 子 去 莫 道 九 十 六 箇 即 百 千 萬 億 剎 剎 塵 塵 種 
X65n1282_003:0279b20	種變現。無過一箇包羅。得其意者。勿執其本。庶幾	種 變 現 無 過 一 箇 包 羅 得 其 意 者 勿 執 其 本 庶 幾 
X65n1282_003:0279b21	用而無礙可也。識者酌之。	用 而 無 礙 可 也 識 者 酌 之 
X65n1282_003:0279b22	雲門宗	雲 門 宗 
X65n1282_003:0279b23	雲門禪師。諱文偃。姑蘇嘉興人也。俗姓張氏。受具遊	雲 門 禪 師 諱 文 偃 姑 蘇 嘉 興 人 也 俗 姓 張 氏 受 具 遊 
X65n1282_003:0279b24	方。初參睦州陳尊宿。發明心要。州指見雪峰存禪師。	方 初 參 睦 州 陳 尊 宿 發 明 心 要 州 指 見 雪 峰 存 禪 師 
X65n1282_003:0279c01	再蒙印可。初至靈樹。開法嗣雪峰。後遷雲門光泰寺。	再 蒙 印 可 初 至 靈 樹 開 法 嗣 雪 峰 後 遷 雲 門 光 泰 寺 
X65n1282_003:0279c02	其道大振。天下學者望風而至。號雲門宗。	其 道 大 振 天 下 學 者 望 風 而 至 號 雲 門 宗 
X65n1282_003:0279c03	雲門宗風。出語高古。迥異尋常。北斗藏身。金風露體。	雲 門 宗 風 出 語 高 古 迥 異 尋 常 北 斗 藏 身 金 風 露 體 
X65n1282_003:0279c04	三句可辨。一鏃遼空。超脫意言。不留情見。以無伴為	三 句 可 辨 一 鏃 遼 空 超 脫 意 言 不 留 情 見 以 無 伴 為 
X65n1282_003:0279c05	宗。或一字。或多語。隨機拈示明之。	宗 或 一 字 或 多 語 隨 機 拈 示 明 之 
X65n1282_003:0279c06	雲門示眾云。函葢乾坤。目機銖兩。不涉萬緣。作麼生	雲 門 示 眾 云 函 葢 乾 坤 目 機 銖 兩 不 涉 萬 緣 作 麼 生 
X65n1282_003:0279c07	承當。眾無語。自代云。一鏃破三關。後德山圓明密禪	承 當 眾 無 語 自 代 云 一 鏃 破 三 關 後 德 山 圓 明 密 禪 
X65n1282_003:0279c08	師遂離其語為三句。函葢乾坤句．截斷眾流句．隨波	師 遂 離 其 語 為 三 句 函 葢 乾 坤 句 截 斷 眾 流 句 隨 波 
X65n1282_003:0279c09	逐浪句。	逐 浪 句 
X65n1282_003:0279c10	雲門三句	雲 門 三 句 
X65n1282_003:0279c11	函葢乾坤句　本真本空。一色一味。凡有語句。無不	函 葢 乾 坤 句 本 真 本 空 一 色 一 味 凡 有 語 句 無 不 
X65n1282_003:0279c12	包羅。不待躊躇。全該妙體。以事明理。體中玄也。	包 羅 不 待 躊 躇 全 該 妙 體 以 事 明 理 體 中 玄 也 
X65n1282_003:0279c13	如何是函葢乾坤句。	如 何 是 函 葢 乾 坤 句 
X65n1282_003:0279c14	三山來云。總在裏許。頌曰。函葢乾坤事莫窮。頭	三 山 來 云 總 在 裏 許 頌 曰 函 葢 乾 坤 事 莫 窮 頭 
X65n1282_003:0279c15	頭物物露真風。頂門亞豎摩醯眼。萬象森羅一鏡	頭 物 物 露 真 風 頂 門 亞 豎 摩 醯 眼 萬 象 森 羅 一 鏡 
X65n1282_003:0279c16	中。	中 
X65n1282_003:0279c17	截斷眾流句　本非解會。排遣將來。不消一字。萬機	截 斷 眾 流 句 本 非 解 會 排 遣 將 來 不 消 一 字 萬 機 
X65n1282_003:0279c18	頓息。言思路絕。諸見不存。玄中玄也。	頓 息 言 思 路 絕 諸 見 不 存 玄 中 玄 也 
X65n1282_003:0279c19	如何是截斷眾流句。	如 何 是 截 斷 眾 流 句 
X65n1282_003:0279c20	三山來云。不通一滴。頌曰。截斷眾流意若何。算	三 山 來 云 不 通 一 滴 頌 曰 截 斷 眾 流 意 若 何 算 
X65n1282_003:0279c21	來一字已成多。推排解會徒勞力。肯把要津放得	來 一 字 已 成 多 推 排 解 會 徒 勞 力 肯 把 要 津 放 得 
X65n1282_003:0279c22	過。	過 
X65n1282_003:0279c23	隨波逐浪句　許他相見。順機接引。應物無心。因語	隨 波 逐 浪 句 許 他 相 見 順 機 接 引 應 物 無 心 因 語 
X65n1282_003:0279c24	識人。從苗辨地。不須揀擇。方便隨宜。句中玄也。	識 人 從 苗 辨 地 不 須 揀 擇 方 便 隨 宜 句 中 玄 也 
X65n1282_003:0280a01	如何是隨波逐浪句。	如 何 是 隨 波 逐 浪 句 
X65n1282_003:0280a02	三山來云。一葉扁舟。頌曰。隨波逐浪過前川。綠	三 山 來 云 一 葉 扁 舟 頌 曰 隨 波 逐 浪 過 前 川 綠 
X65n1282_003:0280a03	笠青簑把釣閑。一曲漁歌江際晚。高低棹破水中	笠 青 簑 把 釣 閑 一 曲 漁 歌 江 際 晚 高 低 棹 破 水 中 
X65n1282_003:0280a04	天。	天 
X65n1282_003:0280a05	雲門宗八要	雲 門 宗 八 要 
X65n1282_003:0280a06	一．玄　一玄者。凡有用處。玄妙難思。不在尋常語句	一 玄 一 玄 者 凡 有 用 處 玄 妙 難 思 不 在 尋 常 語 句 
X65n1282_003:0280a07	內。無容測度。不可思量。故名為玄　毗盧頂上起	內 無 容 測 度 不 可 思 量 故 名 為 玄 毗 盧 頂 上 起 
X65n1282_003:0280a08	寒濤。沒手泥人斬怒蛟。瞶耳千程聞蟻鬬。失明萬	寒 濤 沒 手 泥 人 斬 怒 蛟 瞶 耳 千 程 聞 蟻 鬬 失 明 萬 
X65n1282_003:0280a09	里見秋毫。	里 見 秋 毫 
X65n1282_003:0280a10	如何是一玄。	如 何 是 一 玄 
X65n1282_003:0280a11	三山來云。燈籠騎露柱。頌曰。幾度乘風泛小舠。	三 山 來 云 燈 籠 騎 露 柱 頌 曰 幾 度 乘 風 泛 小 舠 
X65n1282_003:0280a12	彩雲影裏漫撐篙。舉網撒破虗空面。又向山頭釣	彩 雲 影 裏 漫 撐 篙 舉 網 撒 破 虗 空 面 又 向 山 頭 釣 
X65n1282_003:0280a13	巨鼇。	巨 鼇 
X65n1282_003:0280a14	二．從　二從者。凡有指點。皆隨機拈弄。或因其見解	二 從 二 從 者 凡 有 指 點 皆 隨 機 拈 弄 或 因 其 見 解 
X65n1282_003:0280a15	而接引之。不另標特解。故名為從　萬頃清風雨	而 接 引 之 不 另 標 特 解 故 名 為 從 萬 頃 清 風 雨 
X65n1282_003:0280a16	後山。暖鶯鶯語巧喧喧。溪花野水不知數。總在春	後 山 暖 鶯 鶯 語 巧 喧 喧 溪 花 野 水 不 知 數 總 在 春 
X65n1282_003:0280a17	風和照間。	風 和 照 間 
X65n1282_003:0280a18	如何是二從。	如 何 是 二 從 
X65n1282_003:0280a19	三山來云。柳絮隨風。頌曰。桃紅李白鬬芳妍。一	三 山 來 云 柳 絮 隨 風 頌 曰 桃 紅 李 白 鬬 芳 妍 一 
X65n1282_003:0280a20	夜東風色更鮮。猾蝶狂蜂何處去。慣尋香氣到花	夜 東 風 色 更 鮮 猾 蝶 狂 蜂 何 處 去 慣 尋 香 氣 到 花 
X65n1282_003:0280a21	前。	前 
X65n1282_003:0280a22	三．真要　真要者。就其本體。真實切要。而言不屬玄	三 真 要 真 要 者 就 其 本 體 真 實 切 要 而 言 不 屬 玄 
X65n1282_003:0280a23	微奧妙。支離蔓衍。故名真要　看盡雲山雨翠深。	微 奧 妙 支 離 蔓 衍 故 名 真 要 看 盡 雲 山 雨 翠 深 
X65n1282_003:0280a24	秋霜助日夢魂清。有人問道無餘事。雲在青天水	秋 霜 助 日 夢 魂 清 有 人 問 道 無 餘 事 雲 在 青 天 水 
X65n1282_003:0280b01	在瓶。	在 瓶 
X65n1282_003:0280b02	如何是真要。	如 何 是 真 要 
X65n1282_003:0280b03	三山來云。六月日頭到處熱。頌曰。脚底茫茫路	三 山 來 云 六 月 日 頭 到 處 熱 頌 曰 脚 底 茫 茫 路 
X65n1282_003:0280b04	轉賒。東西南北盡天涯。風塵踏遍無閑思。竟畢回	轉 賒 東 西 南 北 盡 天 涯 風 塵 踏 遍 無 閑 思 竟 畢 回 
X65n1282_003:0280b05	頭始是家。	頭 始 是 家 
X65n1282_003:0280b06	四．奪　四奪者。隨所拈弄都是刀鎗。就機奪機不容	四 奪 四 奪 者 隨 所 拈 弄 都 是 刀 鎗 就 機 奪 機 不 容 
X65n1282_003:0280b07	擬議。任彼千般知解。一味搶攙。故名為奪　一陣	擬 議 任 彼 千 般 知 解 一 味 搶 攙 故 名 為 奪 一 陣 
X65n1282_003:0280b08	白蘋一葉風。滿池零落玉芙蓉。巨鱗吸盡滄溟水。	白 蘋 一 葉 風 滿 池 零 落 玉 芙 蓉 巨 鱗 吸 盡 滄 溟 水 
X65n1282_003:0280b09	留得珊瑚照日紅。	留 得 珊 瑚 照 日 紅 
X65n1282_003:0280b10	如何是四奪。	如 何 是 四 奪 
X65n1282_003:0280b11	三山來云。不遇無情霹靂手。埽蕩烟塵將屬誰。	三 山 來 云 不 遇 無 情 霹 靂 手 埽 蕩 烟 塵 將 屬 誰 
X65n1282_003:0280b12	頌曰。拓土開疆也大難。幾回血汗染征衫。可憐三	頌 曰 拓 土 開 疆 也 大 難 幾 回 血 汗 染 征 衫 可 憐 三 
X65n1282_003:0280b13	尺魚腸劍。漫假雄才手靖邊。	尺 魚 腸 劍 漫 假 雄 才 手 靖 邊 
X65n1282_003:0280b14	五．或　或者。疑而未定之辭。或隱或顯。或東或西。用	五 或 或 者 疑 而 未 定 之 辭 或 隱 或 顯 或 東 或 西 用 
X65n1282_003:0280b15	無一定。語絕方所。此機竅之不容捉摸者。故名為	無 一 定 語 絕 方 所 此 機 竅 之 不 容 捉 摸 者 故 名 為 
X65n1282_003:0280b16	或　把定要津路不通。路殊不復辨西東。梅花玉	或 把 定 要 津 路 不 通 路 殊 不 復 辨 西 東 梅 花 玉 
X65n1282_003:0280b17	片開晴岸。柳絮金絲遇曉風。	片 開 晴 岸 柳 絮 金 絲 遇 曉 風 
X65n1282_003:0280b18	如何是五或。	如 何 是 五 或 
X65n1282_003:0280b19	三山來云。我到者裏却不會。頌曰。習習香風過	三 山 來 云 我 到 者 裏 却 不 會 頌 曰 習 習 香 風 過 
X65n1282_003:0280b20	樹頭。去來何處覓踪由。行人無數空惆悵。幾度尋	樹 頭 去 來 何 處 覓 踪 由 行 人 無 數 空 惆 悵 幾 度 尋 
X65n1282_003:0280b21	思恨未休。	思 恨 未 休 
X65n1282_003:0280b22	六．過　過者。用到極頭。十分孤峻。無你挨拶處。無你	六 過 過 者 用 到 極 頭 十 分 孤 峻 無 你 挨 拶 處 無 你 
X65n1282_003:0280b23	轉身處。迴避不及。忒煞無情。故名過　古德擎叉	轉 身 處 迴 避 不 及 忒 煞 無 情 故 名 過 古 德 擎 叉 
X65n1282_003:0280b24	過也難。雪籠台頂衲衣寒。是非得失俱收拾。分付	過 也 難 雪 籠 台 頂 衲 衣 寒 是 非 得 失 俱 收 拾 分 付 
X65n1282_003:0280c01	諸方仔細看。	諸 方 仔 細 看 
X65n1282_003:0280c02	如何是六過。	如 何 是 六 過 
