X87n1618_001:0144c06	 自序	 自 序 
X87n1618_002:0173c06	衣頂相寄之。後卓錫蘇州鄧尉山。衲子奔集。遂成叢	衣 頂 相 寄 之 後 卓 錫 蘇 州 鄧 尉 山 衲 子 奔 集 遂 成 叢 
X87n1618_002:0173c07	林。嗣法三人(無風荷動有魚遊。[跳兆+孛]跳金鱗出一頭。閃爍翻身恁麼去。無賓主句一時收)。	林 嗣 法 三 人 無 風 荷 動 有 魚 遊 [跳兆孛] 跳 金 鱗 出 一 頭 閃 爍 翻 身 恁 麼 去 無 賓 主 句 一 時 收 
X87n1618_002:0173c08	第二十六世寶藏普持禪師萬峯嗣住聖恩為二世。	第 二 十 六 世 寶 藏 普 持 禪 師 萬 峯 嗣 住 聖 恩 為 二 世 
X87n1618_002:0173c09	萬峯禪師付法與師偈曰。大愚肋下痛還拳。三要三	萬 峯 禪 師 付 法 與 師 偈 曰 大 愚 肋 下 痛 還 拳 三 要 三 
X87n1618_002:0173c10	玄絕正偏。臨濟窟中獅子子。燈燈續燄古今傳。嗣法	玄 絕 正 偏 臨 濟 窟 中 獅 子 子 燈 燈 續 燄 古 今 傳 嗣 法 
X87n1618_002:0173c11	六人(哮吼一聲獅子出。掀翻無限野狐窟。大家躶躶赤條條。箇箇堂堂明歷歷)。	六 人 哮 吼 一 聲 獅 子 出 掀 翻 無 限 野 狐 窟 大 家 躶 躶 赤 條 條 箇 箇 堂 堂 明 歷 歷 
X87n1618_002:0173c12	第二十七世東明虗白慧旵禪師寶藏嗣。時年十四。	第 二 十 七 世 東 明 虗 白 慧 旵 禪 師 寶 藏 嗣 時 年 十 四 
X87n1618_002:0173c13	于丹陽妙覺寺禮湛然師薙髮受戒參雲間松隱。叩	于 丹 陽 妙 覺 寺 禮 湛 然 師 薙 髮 受 戒 參 雲 間 松 隱 叩 
X87n1618_002:0173c14	其心印。然未心肯。自誓若不徹證不已。因禪定六日。	其 心 印 然 未 心 肯 自 誓 若 不 徹 證 不 已 因 禪 定 六 日 
X87n1618_002:0173c15	出定。舉首覩松。豁然有省。尋至松之玄墓聖恩寺。見	出 定 舉 首 覩 松 豁 然 有 省 尋 至 松 之 玄 墓 聖 恩 寺 見 
X87n1618_002:0173c16	果林和尚。針芥相投。復指示見寶藏持禪師。且陳悟	果 林 和 尚 針 芥 相 投 復 指 示 見 寶 藏 持 禪 師 且 陳 悟 
X87n1618_002:0173c17	因。藏叱之曰。佛法如大海。轉入轉深。那得泊在者裏。	因 藏 叱 之 曰 佛 法 如 大 海 轉 入 轉 深 那 得 泊 在 者 裏 
X87n1618_002:0173c18	師遂親炙座下。藏一日問曰心不是佛。智不是道。汝	師 遂 親 炙 座 下 藏 一 日 問 曰 心 不 是 佛 智 不 是 道 汝 
X87n1618_002:0173c19	云何會。師向前問詢叉手而立。藏呵曰。汝在此許多	云 何 會 師 向 前 問 詢 叉 手 而 立 藏 呵 曰 汝 在 此 許 多 
X87n1618_002:0173c20	時。還作者箇見解。師乃發憤。忘寢食。至第二夜。驀然	時 還 作 者 箇 見 解 師 乃 發 憤 忘 寢 食 至 第 二 夜 驀 然 
X87n1618_002:0173c21	徹法源底。遂呈偈曰。一拳打破太虗空。百億須彌不	徹 法 源 底 遂 呈 偈 曰 一 拳 打 破 太 虗 空 百 億 須 彌 不 
X87n1618_002:0173c22	露踪。借問箇中誰是主。扶桑湧出一輪紅。藏笑曰。雖	露 踪 借 問 箇 中 誰 是 主 扶 桑 湧 出 一 輪 紅 藏 笑 曰 雖 
X87n1618_002:0173c23	然如是。也須善自護持。時節既至。其理自彰。嗣法一	然 如 是 也 須 善 自 護 持 時 節 既 至 其 理 自 彰 嗣 法 一 
X87n1618_002:0173c24	人(打破虗空活卓卓。全身湧出絕承當。廓然獨露無私旨。天上人間沒處藏)。	人 打 破 虗 空 活 卓 卓 全 身 湧 出 絕 承 當 廓 然 獨 露 無 私 旨 天 上 人 間 沒 處 藏 
X87n1618_002:0174a01	第二十八世湖州東明海舟普慈禪師蘇之常熟人。	第 二 十 八 世 湖 州 東 明 海 舟 普 慈 禪 師 蘇 之 常 熟 人 
X87n1618_002:0174a02	姓錢。世宗儒業。出家於破山至慧日寺聽講楞嚴。至	姓 錢 世 宗 儒 業 出 家 於 破 山 至 慧 日 寺 聽 講 楞 嚴 至 
X87n1618_002:0174a03	但有言說都無實義處。乃曰。言說今日愈多矣。遂歸。	但有言說 都 無 實 義 處 乃 曰 言 說 今 日 愈 多 矣 遂 歸 
X87n1618_002:0174a04	日夜閱經。尋思實義。面顏日悴。有居士問曰。師顏色	日 夜 閱 經 尋 思 實 義 面 顏 日 悴 有 居 士 問 曰 師 顏 色 
X87n1618_002:0174a05	有病。師云佛法不明故爾。非病也。士曰。佛法不明。何	有 病 師 云 佛 法 不 明 故 爾 非 病 也 士 曰 佛 法 不 明 何 
X87n1618_002:0174a06	不往府中鄧尉山。問取萬峯和尚去。師聞之。欣然便	不 往 府 中 鄧 尉 山 問 取 萬 峯 和 尚 去 師 聞 之 欣 然 便 
X87n1618_002:0174a07	詣鄧尉。見萬峯。峯問曰。沙彌何來。師禮拜。起曰常熟。	詣 鄧 尉 見 萬 峯 峯 問 曰 沙 彌 何 來 師 禮 拜 起 曰 常 熟 
X87n1618_002:0174a08	峯曰到此何為師舉前話。再拜求示。峯便劈頭兩棒。	峯 曰 到 此 何 為 師 舉 前 話 再 拜 求 示 峯 便 劈 頭 兩 棒 
X87n1618_002:0174a09	攔背一踏。以脚兩踢曰。只者是實義。師有省。起曰好	攔 背 一 踏 以 脚 兩 踢 曰 只 者 是 實 義 師 有 省 起 曰 好 
X87n1618_002:0174a10	只好。太費和尚心力。峯笑而許之。付以偈曰。龜毛付	只 好 太 費 和 尚 心 力 峯 笑 而 許 之 付 以 偈 曰 龜 毛 付 
X87n1618_002:0174a11	囑與兒孫。兔角拈來要問津。一喝耳聾三日去箇中	囑 與 兒 孫 兔 角 拈 來 要 問 津 一 喝 耳 聾 三 日 去 箇 中 
X87n1618_002:0174a12	消息許誰親。又曰子當匿跡護持。莫輕為人師範。師	消 息 許 誰 親 又 曰 子 當 匿 跡 護 持 莫 輕 為 人 師 範 師 
X87n1618_002:0174a13	乃結菴於洞庭山塢。廿有九年。一日僧至。問曰當日	乃 結 菴 於 洞 庭 山 塢 廿 有 九 年 一 日 僧 至 問 曰 當 日 
X87n1618_002:0174a14	有何所見。遂隱於此。就不再參人去。師曰我昔日問	有 何 所 見 遂 隱 於 此 就 不 再 參 人 去 師 曰 我 昔 日 問 
X87n1618_002:0174a15	萬峯。但有言說都無實義。峯便打。自從此得悟。僧曰	萬 峯 但有言說 都 無 實 義 峯 便 打 自 從 此 得 悟 僧 曰 
X87n1618_002:0174a16	請言。得之所以。師曰。但要人知痛癢的。是實義。是妙	請 言 得 之 所 以 師 曰 但 要 人 知 痛 癢 的 是 實 義 是 妙 
X87n1618_002:0174a17	心。言說盡屬皮毛。僧曰。若據此見解。生死尚未了。何	心 言 說 盡 屬 皮 毛 僧 曰 若 據 此 見 解 生 死 尚 未 了 何 
X87n1618_002:0174a18	得言語。不見道。心不是佛。智不是道耶。師遂有疑。即	得 言 語 不 見 道 心 不 是 佛 智 不 是 道 耶 師 遂 有 疑 即 
X87n1618_002:0174a19	棄庵渡湖往安溪。詣東明。適有人設齋。師至關前。問	棄 庵 渡 湖 往 安 溪 詣 東 明 適 有 人 設 齋 師 至 關 前 問 
X87n1618_002:0174a20	明曰。今日齋是什麼滋味。明曰。到口方知。說即遠矣。	明 曰 今 日 齋 是 什 麼 滋 味 明 曰 到 口 方 知 說 即 遠 矣 
X87n1618_002:0174a21	師曰。如何是到口味。明即打滅燈。曰識得燈光何處	師 曰 如 何 是 到 口 味 明 即 打 滅 燈 曰 識 得 燈 光 何 處 
X87n1618_002:0174a22	著落。味即到口。師無語。次日黎明。遣侍者請師。師至。	著 落 味 即 到 口 師 無 語 次 日 黎 明 遣 侍 者 請 師 師 至 
X87n1618_002:0174a23	明問曰。曾見人否。師笑曰。見只見一人。說出恐驚人。	明 問 曰 曾 見 人 否 師 笑 曰 見 只 見 一 人 說 出 恐 驚 人 
X87n1618_002:0174a24	明曰假使親見釋迦。依然是箇俗漢。但說何妨。師曰	明 曰 假 使 親 見 釋 迦 依 然 是 箇 俗 漢 但 說 何 妨 師 曰 
X87n1618_002:0174b01	萬峯。明曰。萬峯即今在什麼處。師面赤罔然。明曰。若	萬 峯 明 曰 萬 峯 即 今 在 什 麼 處 師 面 赤 罔 然 明 曰 若 
X87n1618_002:0174b02	如此不曾見萬峯。師歸客寮。三晝夜寢食俱忘。偶值	如 此 不 曾 見 萬 峯 師 歸 客 寮 三 晝 夜 寢 食 俱 忘 偶 值 
X87n1618_002:0174b03	香燈繩斷墮地。忽然大悟。詣關前呈悟繇。明曰。老闍	香 燈 繩 斷 墮 地 忽 然 大 悟 詣 關 前 呈 悟 繇 明 曰 老 闍 
X87n1618_002:0174b04	黎承嗣萬峯去。師曰白公為我打徹。何得承嗣萬峯。	黎 承 嗣 萬 峯 去 師 曰 白 公 為 我 打 徹 何 得 承 嗣 萬 峯 
X87n1618_002:0174b05	明乃笑。遂集眾。出關陞座。曰瞿曇有意向誰傳。迦葉	明 乃 笑 遂 集 眾 出 關 陞 座 曰 瞿 曇 有 意 向 誰 傳 迦 葉 
X87n1618_002:0174b06	無端開笑顏。至此豈容七佛長。文殊面赤也茫然。今	無 端 開 笑 顏 至 此 豈 容 七 佛 長 文 殊 面 赤 也 茫 然 今 
X87n1618_002:0174b07	朝好笑東明事。千古令人費唾涎。幸得海公忘我我。	朝 好 笑 東 明 事 千 古 令 人 費 唾 涎 幸 得 海 公 忘 我 我 
X87n1618_002:0174b08	濟宗一脉續綿綿。乃擲下拄杖下座。師即入方丈禮	濟 宗 一 脉 續 綿 綿 乃 擲 下 拄 杖 下 座 師 即 入 方 丈 禮 
X87n1618_002:0174b09	謝。明曰老僧不出月去也。至廿七夜辭眾。廿九日示	謝 明 曰 老 僧 不 出 月 去 也 至 廿 七 夜 辭 眾 廿 九 日 示 
X87n1618_002:0174b10	寂。師仍欲遁歸洞庭。四眾苦留。乃繼其席。萬峯忌日。	寂 師 仍 欲 遁 歸 洞 庭 四 眾 苦 留 乃 繼 其 席 萬 峯 忌 日 
X87n1618_002:0174b11	師拈香指真曰。我幾淹殺你甕裏。幸是普慈。若別人	師 拈 香 指 真 曰 我 幾 淹 殺 你 甕 裏 幸 是 普 慈 若 別 人 
X87n1618_002:0174b12	不可救也。爇此瓣香。堪酬接引。喝一喝云。只笑你護	不 可 救 也 爇 此 瓣 香 堪 酬 接 引 喝 一 喝 云 只 笑 你 護 
X87n1618_002:0174b13	短沒頭師。佛法當人情。展坐具禮拜。又拈香云。此一	短 沒 頭 師 佛 法 當 人 情 展 坐 具 禮 拜 又 拈 香 云 此 一 
X87n1618_002:0174b14	瓣香。供養東明長老。一片赤心鞭策。令余洞達宗源。	瓣 香 供 養 東 明 長 老 一 片 赤 心 鞭 策 令 余 洞 達 宗 源 
X87n1618_002:0174b15	連喝兩喝。受恩深處便為家。有乳方知是阿娘。禮拜	連 喝 兩 喝 受 恩 深 處 便 為 家 有 乳 方 知 是 阿 娘 禮 拜 
X87n1618_002:0174b16	起。慟哭。歸方丈。臨示寂說偈曰。九十六年於世。七十	起 慟 哭 歸 方 丈 臨 示 寂 說 偈 曰 九 十 六 年 於 世 七 十 
X87n1618_002:0174b17	四載為僧。中間多少誵訛。一見東明消殞。以拂子打	四 載 為 僧 中 間 多 少 誵 訛 一 見 東 明 消 殞 以 拂 子 打 
X87n1618_002:0174b18	○云。釋迦至我六十二世。有不可數老和尚。又打○	 云 釋 迦 至 我 六 十 二 世 有 不 可 數 老 和 尚 又 打 
X87n1618_002:0174b19	云。多向者裏安身。咄。乃投筆而逝。在景泰元年。全身	云 多 向 者 裏 安 身 咄 乃 投 筆 而 逝 在 景 泰 元 年 全 身 
X87n1618_002:0174b20	塔于東明左側。得法十二人(驢事未去。馬事到來。分明鉄山崩倒壓銀山。盤	塔 于 東 明 左 側 得 法 十 二 人 驢 事 未 去 馬 事 到 來 分 明 鉄 山 崩 倒 壓 銀 山 盤 
X87n1618_002:0174b21	走珠兮珠走盤。不得春風花不開。花開又被風吹落。所謂曾伴夜行驚惡虎。幾回同上碧蘿峯)。	走 珠 兮 珠 走 盤 不 得 春 風 花 不 開 花 開 又 被 風 吹 落 所 謂 曾 伴 夜 行 驚 惡 虎 幾 回 同 上 碧 蘿 峯 
X87n1618_002:0174b22	第二十九世寶峯明瑄禪師海舟嗣。姑蘇吳江人。姓	第 二 十 九 世 寶 峯 明 瑄 禪 師 海 舟 嗣 姑 蘇 吳 江 人 姓 
X87n1618_002:0174b23	范氏在俗為木匠。因海舟和尚造塔院。斧傷自足。痛	范 氏 在 俗 為 木 匠 因 海 舟 和 尚 造 塔 院 斧 傷 自 足 痛 
X87n1618_002:0174b24	甚索酒喫。舟聞之往謂曰。適來范作頭傷足。猶可。假	甚 索 酒 喫 舟 聞 之 往 謂 曰 適 來 范 作 頭 傷 足 猶 可 假 
X87n1618_002:0174c01	若斫去頭。千石酒。與作頭喫。作頭能喫否。師有省。即	若 斫 去 頭 千 石 酒 與 作 頭 喫 作 頭 能 喫 否 師 有 省 即 
X87n1618_002:0174c02	止酒。遂求為僧。舟即與披剃。曰今日汝頭落地。師曰。	止 酒 遂 求 為 僧 舟 即 與 披 剃 曰 今 日 汝 頭 落 地 師 曰 
X87n1618_002:0174c03	頭雖落。好喫酒人頭不落也。乃充火頭。一日師負薪	頭 雖 落 好 喫 酒 人 頭 不 落 也 乃 充 火 頭 一 日 師 負 薪 
X87n1618_002:0174c04	舟見曰。將荊棘作麼。師曰是柴。舟呵呵大笑。師罔然。	舟 見 曰 將 荊 棘 作 麼 師 曰 是 柴 舟 呵 呵 大 笑 師 罔 然 
X87n1618_002:0174c05	舟曰是柴。將去燒却。師起疑。曰和尚畢竟是甚麼道	舟 曰 是 柴 將 去 燒 却 師 起 疑 曰 和 尚 畢 竟 是 甚 麼 道 
X87n1618_002:0174c06	理。故問我。我不能答。是夕刻意參究。不覺被火燎去	理 故 問 我 我 不 能 答 是 夕 刻 意 參 究 不 覺 被 火 燎 去 
X87n1618_002:0174c07	眉毛面如刀割。以鏡炤之。豁然大悟。呈悟於舟。舟便	眉 毛 面 如 刀 割 以 鏡 炤 之 豁 然 大 悟 呈 悟 於 舟 舟 便 
X87n1618_002:0174c08	打。師奪拄杖云。者條六尺竿。幾年不用。今日又要重	打 師 奪 拄 杖 云 者 條 六 尺 竿 幾 年 不 用 今 日 又 要 重 
X87n1618_002:0174c09	拈。舟大笑。師呈偈曰。棒頭著處血痕班。笑裏藏刀仔	拈 舟 大 笑 師 呈 偈 曰 棒 頭 著 處 血 痕 班 笑 裏 藏 刀 仔 
X87n1618_002:0174c10	細看。若是英靈真漢子。死人喫棒舞喃喃。舟曰即此	細 看 若 是 英 靈 真 漢 子 死 人 喫 棒 舞 喃 喃 舟 曰 即 此 
X87n1618_002:0174c11	偈語。可紹吾宗。乃付偈曰。臨濟兒孫是獅子。一吼千	偈 語 可 紹 吾 宗 乃 付 偈 曰 臨 濟 兒 孫 是 獅 子 一 吼 千 
X87n1618_002:0174c12	山百獸死。今朝汝具爪牙威。也須萬壑深藏止。從此	山 百 獸 死 今 朝 汝 具 爪 牙 威 也 須 萬 壑 深 藏 止 從 此 
X87n1618_002:0174c13	名聞遐邇。學者雲集。得法五人。逝於成化八年十二	名 聞 遐 邇 學 者 雲 集 得 法 五 人 逝 於 成 化 八 年 十 二 
X87n1618_002:0174c14	月九日。全身塔于東明寺左。嗣法一人(將柴喚棘嘴都盧。鉄汁灌	月 九 日 全 身 塔 于 東 明 寺 左 嗣 法 一 人 將 柴 喚 棘 嘴 都 盧 鉄 汁 灌 
X87n1618_002:0174c15	他作醉壺。骨髓皮毛皆換盡。太阿舞得把龍屠)。	他 作 醉 壺 骨 髓 皮 毛 皆 換 盡 太 阿 舞 得 把 龍 屠 
X87n1618_002:0174c16	第三十世天奇本瑞禪師寶峯嗣。南昌鍾陵江氏子。	第 三 十 世 天 奇 本 瑞 禪 師 寶 峯 嗣 南 昌 鍾 陵 江 氏 子 
X87n1618_002:0174c17	年二十。隨父商于頴州。偶厭世相。遂信步至荊門。禮	年 二 十 隨 父 商 于 頴 州 偶 厭 世 相 遂 信 步 至 荊 門 禮 
X87n1618_002:0174c18	無說能公披剃為沙門。令看萬法歸一一歸何處話。	無 說 能 公 披 剃 為 沙 門 令 看 萬 法 歸 一 一 歸 何 處 話 
X87n1618_002:0174c19	師乃徧參耆宿。晝夜坐禪。至隨州觀音寺。聞進長老	師 乃 徧 參 耆 宿 晝 夜 坐 禪 至 隨 州 觀 音 寺 聞 進 長 老 
X87n1618_002:0174c20	會中度夏。見壁間有警策一篇。師時持不語。每擡頭	會 中 度 夏 見 壁 間 有 警 策 一 篇 師 時 持 不 語 每 擡 頭 
X87n1618_002:0174c21	惟看中間兩句曰。沉吟是阿誰。舉處是何人。且看且	惟 看 中 間 兩 句 曰 沉 吟 是 阿 誰 舉 處 是 何 人 且 看 且 
X87n1618_002:0174c22	參。日久意深。覺山河大地。林木池沼。六根六塵。都來	參 日 久 意 深 覺 山 河 大 地 林 木 池 沼 六 根 六 塵 都 來 
X87n1618_002:0174c23	只是一箇誰字。後與全首座。往襄陽。偶聞婦人喚猪	只 是 一 箇 誰 字 後 與 全 首 座 往 襄 陽 偶 聞 婦 人 喚 猪 
X87n1618_002:0174c24	聲。全說偈曰。阿娘墻內喚哪哪。途路師僧會也麼。拶	聲 全 說 偈 曰 阿 娘 墻 內 喚 哪 哪 途 路 師 僧 會 也 麼 拶 
X87n1618_002:0175a01	破者些關棙子。阿娘依舊是婆婆。全舉了便行。再不	破 者 些 關 棙 子 阿 娘 依 舊 是 婆 婆 全 舉 了 便 行 再 不 
X87n1618_002:0175a02	回顧。師自念曰。且不得直下承當便是乎。行數程。猶	回 顧 師 自 念 曰 且 不 得 直 下 承 當 便 是 乎 行 數 程 猶 
X87n1618_002:0175a03	恍惚不已。一日病中。聞僧舉大慧禪師發背因緣。豁	恍 惚 不 已 一 日 病 中 聞 僧 舉 大 慧 禪 師 發 背 因 緣 豁 
X87n1618_002:0175a04	然透得全公說偈之意。乃作頌曰。直下承當事不差。	然 透 得 全 公 說 偈 之 意 乃 作 頌 曰 直 下 承 當 事 不 差 
X87n1618_002:0175a05	皆因分別隔天涯。若能返此回光炤。直下承當本不	皆 因 分 別 隔 天 涯 若 能 返 此 回 光 炤 直 下 承 當 本 不 
X87n1618_002:0175a06	差。因入蜀。見楚山雪峯諸老。漸有省發。末後參寶峯	差 因 入 蜀 見 楚 山 雪 峯 諸 老 漸 有 省 發 末 後 參 寶 峯 
X87n1618_002:0175a07	和尚。峯云甚麼處來。師云北京。峯云只在北京。別有	和 尚 峯 云 甚 麼 處 來 師 云 北 京 峯 云 只 在 北 京 別 有 
X87n1618_002:0175a08	去處。師云隨方瀟灑。峯云曾到四川否。云曾到。峯云	去 處 師 云 隨 方 瀟 灑 峯 云 曾 到 四 川 否 云 曾 到 峯 云 
X87n1618_002:0175a09	四川境界。與此間如何。云江山雖異。風月一般。峯竪	四 川 境 界 與 此 間 如 何 云 江 山 雖 異 風 月 一 般 峯 竪 
X87n1618_002:0175a10	起拳頭云。還有這箇麼。云無。峯云因甚却無。云非我	起 拳 頭 云 還 有 這 箇 麼 云 無 峯 云 因 甚 却 無 云 非 我 
X87n1618_002:0175a11	境界。峯云如何是你境界。云諸佛不能識。誰敢強安	境 界 峯 云 如 何 是 你 境 界 云 諸 佛 不 能 識 誰 敢 強 安 
X87n1618_002:0175a12	名。峯云汝豈不是著空。云終不向鬼窟裏作活計。峯	名 峯 云 汝 豈 不 是 著 空 云 終 不 向 鬼 窟 裏 作 活 計 峯 
X87n1618_002:0175a13	云西天九十六種外道。你是第一。師拂袖便出乃付	云 西 天 九 十 六 種 外 道 你 是 第 一 師 拂 袖 便 出 乃 付 
X87n1618_002:0175a14	偈曰。濟山棒喝如輕觸。殺活從茲手眼親。聖解凡情	偈 曰 濟 山 棒 喝 如 輕 觸 殺 活 從 茲 手 眼 親 聖 解 凡 情 
X87n1618_002:0175a15	俱坐斷。曇花猶放一枝新。嗣法二人(隨機瀟灑大方出。拶着當頭便	俱 坐 斷 曇 花 猶 放 一 枝 新 嗣 法 二 人 隨 機 瀟 灑 大 方 出 拶 着 當 頭 便 
X87n1618_002:0175a16	返擲。箇中境界阿誰知。諸佛從來不能識)。	返 擲 箇 中 境 界 阿 誰 知 諸 佛 從 來 不 能 識 
X87n1618_002:0175a17	第三十一世關子嶺無聞明聰禪師天奇嗣。邵武光	第 三 十 一 世 關 子 嶺 無 聞 明 聰 禪 師 天 奇 嗣 邵 武 光 
X87n1618_002:0175a18	澤縣人也。俗姓奚。母吳氏。將誕師前一夕。有病僧告	澤 縣 人 也 俗 姓 奚 母 吳 氏 將 誕 師 前 一 夕 有 病 僧 告 
X87n1618_002:0175a19	宿。吳氏辭之。夜半遂生師。而病僧亦以是夕亡於道	宿 吳 氏 辭 之 夜 半 遂 生 師 而 病 僧 亦 以 是 夕 亡 於 道 
X87n1618_002:0175a20	上。里人咸謂此僧再來也。師生三歲。父母繼亡。外祖	上 里 人 咸 謂 此 僧 再 來 也 師 生 三 歲 父 母 繼 亡 外 祖 
X87n1618_002:0175a21	憐而收養之。未期年。外祖亦死。舅氏以師命孤苦。乃	憐 而 收 養 之 未 期 年 外 祖 亦 死 舅 氏 以 師 命 孤 苦 乃 
X87n1618_002:0175a22	送且隱菴為僧。十七得度。二十受具。精毗尼。兼修止	送 且 隱 菴 為 僧 十 七 得 度 二 十 受 具 精 毗 尼 兼 修 止 
X87n1618_002:0175a23	觀。深究唯識等論。同學皆敬之。一日遊百丈山。逢一	觀 深 究 唯 識 等 論 同 學 皆 敬 之 一 日 遊 百 丈 山 逢 一 
X87n1618_002:0175a24	老宿。問師曰。大通智勝佛。十劫坐道場。佛法不現前。	老 宿 問 師 曰 大 通 智 勝 佛 十 劫 坐 道 場 佛 法 不 現 前 
X87n1618_002:0175b01	不得成佛道。此理如何。師乃依文講之。老宿詬罵而	不 得 成 佛 道 此 理 如 何 師 乃 依 文 講 之 老 宿 詬 罵 而 
X87n1618_002:0175b02	去。師從此疑情頓發。念念孜孜。經五六載。一日聞馬	去 師 從 此 疑 情 頓 發 念 念 孜 孜 經 五 六 載 一 日 聞 馬 
X87n1618_002:0175b03	嘶。豁然大悟。乃曰。如斯之事。如來明見。無有差謬。遂	嘶 豁 然 大 悟 乃 曰 如 斯 之 事 如 來 明 見 無 有 差 謬 遂 
X87n1618_002:0175b04	參諸方。得法于天奇老人焉。奇問在世忘世。是如何。	參 諸 方 得 法 于 天 奇 老 人 焉 奇 問 在 世 忘 世 是 如 何 
X87n1618_002:0175b05	師云了物非物。奇曰。在念忘念。是如何。師云於心無	師 云 了 物 非 物 奇 曰 在 念 忘 念 是 如 何 師 云 於 心 無 
X87n1618_002:0175b06	心。奇曰心佛俱忘。是如何。師云華山高[山*突]。太行峨。嗣	心 奇 曰 心 佛 俱 忘 是 如 何 師 云 華 山 高 [山突] 太 行 峨 嗣 
X87n1618_002:0175b07	法五人(輕輕翻轉定盤星。迷悟都來摠不親。赤子條條赤骨。[骨*歷]一雙隻手起家門)。	法 五 人 輕 輕 翻 轉 定 盤 星 迷 悟 都 來 摠 不 親 赤 子 條 條 赤 骨 [骨歷] 一 雙 隻 手 起 家 門 
X87n1618_002:0175b08	第三十二世笑巖月心德寶禪師無聞嗣。金臺吳氏	第 三 十 二 世 笑 巖 月 心 德 寶 禪 師 無 聞 嗣 金 臺 吳 氏 
X87n1618_002:0175b09	子。世族錦衣。師幼孤。情質近道。弱冠時入寺聽講華	子 世 族 錦 衣 師 幼 孤 情 質 近 道 弱 冠 時 入 寺 聽 講 華 
X87n1618_002:0175b10	嚴大疏。至十地品。如來為輪王時。捨國城妻子。頭目	嚴 大 疏 至 十 地 品 如 來 為 輪 王 時 捨 國 城 妻 子 頭 目 
X87n1618_002:0175b11	手足。因感悟禮廣慧能禪師出家。既落髮。徧參名宿。	手 足 因 感 悟 禮 廣 慧 能 禪 師 出 家 既 落 髮 徧 參 名 宿 
X87n1618_002:0175b12	乃至伏牛火場。淨土觀門。無所不歷。遂造關嶺。謁無	乃 至 伏 牛 火 場 淨 土 觀 門 無 所 不 歷 遂 造 關 嶺 謁 無 
X87n1618_002:0175b13	聞聰公。問曰。十聖三賢。已全聖智。為甚不明斯旨。聰	聞 聰 公 問 曰 十 聖 三 賢 已 全 聖 智 為 甚 不 明 斯 旨 聰 
X87n1618_002:0175b14	厲聲。曰如何是斯旨。速道速道。師連下數轉語。皆不	厲 聲 曰 如 何 是 斯 旨 速 道 速 道 師 連 下 數 轉 語 皆 不 
X87n1618_002:0175b15	契。後因泉邊洗菜。忽然一莖菜葉墮水。師逐水圜轉	契 後 因 泉 邊 洗 菜 忽 然 一 莖 菜 葉 墮 水 師 逐 水 圜 轉 
X87n1618_002:0175b16	捉之不可得。遂有省。喜躍來歸。至晚。聰以玄沙未徹	捉 之 不 可 得 遂 有 省 喜 躍 來 歸 至 晚 聰 以 玄 沙 未 徹 
X87n1618_002:0175b17	語問之。師曰賊入空房。聰曰者則公案。不得草草。師	語 問 之 師 曰 賊 入 空 房 聰 曰 者 則 公 案 不 得 草 草 師 
X87n1618_002:0175b18	便喝。拂袖而出。數日後。辭關嶺。與爽菴結伴。入楚參	便 喝 拂 袖 而 出 數 日 後 辭 關 嶺 與 爽 菴 結 伴 入 楚 參 
X87n1618_002:0175b19	大覺。一日室中。舉外道問佛。不問有言。不問無言。世	大 覺 一 日 室 中 舉 外 道 問 佛 不 問 有 言 不 問 無 言 世 
X87n1618_002:0175b20	尊良久。外道便悟。覺曰既不涉有無。良久亦是閑名。	尊 良 久 外 道 便 悟 覺 曰 既 不 涉 有 無 良 久 亦 是 閑 名 
X87n1618_002:0175b21	正當恁麼時外道悟箇甚麼。師擬對。覺以手掩師口。	正 當 恁 麼 時 外 道 悟 箇 甚 麼 師 擬 對 覺 以 手 掩 師 口 
X87n1618_002:0175b22	曰止止。猶更挂齒在。師乃豁然曰。可謂東土衲僧。不	曰 止 止 猶 更 挂 齒 在 師 乃 豁 然 曰 可 謂 東 土 衲 僧 不 
X87n1618_002:0175b23	若西天外道。誠大遠在。即呈偈曰。自笑當年畵模則。	若 西 天 外 道 誠 大 遠 在 即 呈 偈 曰 自 笑 當 年 畵 模 則 
X87n1618_002:0175b24	幾番紅了幾番黑。如今謝主老還鄉。那管平生得未	幾 番 紅 了 幾 番 黑 如 今 謝 主 老 還 鄉 那 管 平 生 得 未 
X87n1618_002:0175c01	得。覺為助喜。未幾覺順世。師回關嶺。聰禪師甚重之	得 覺 為 助 喜 未 幾 覺 順 世 師 回 關 嶺 聰 禪 師 甚 重 之 
X87n1618_002:0175c02	付以法印。後與聰圍爐次。聰云。人人有本來父母。子	付 以 法 印 後 與 聰 圍 爐 次 聰 云 人 人 有 本 來 父 母 子 
X87n1618_002:0175c03	之父母今在何處。師云。一火焚之。聰云。恁麼。則子無	之 父 母 今 在 何 處 師 云 一 火 焚 之 聰 云 恁 麼 則 子 無 
X87n1618_002:0175c04	父母耶。師云。有即有。佛眼覷不見。聰云。子還見麼。師	父 母 耶 師 云 有 即 有 佛 眼 覷 不 見 聰 云 子 還 見 麼 師 
X87n1618_002:0175c05	云。某亦不見。聰云。為甚麼不見。師云。若見。則非真父	云 某 亦 不 見 聰 云 為 甚 麼 不 見 師 云 若 見 則 非 真 父 
