T85n2762_001:0261c03	勝鬘經疏	勝 鬘 經 疏 
T85n2762_001:0274b17	如來說四聖諦也。如是八聖諦如來為小根	如 來 說 四 聖 諦 也 如 是 八 聖 諦 如 來 為 小 根 
T85n2762_001:0274b18	之人。說有作四聖諦也。如是無作聖諦。唯	之 人 說 有 作 四 聖 諦 也 如 是 無 作 聖 諦 唯 
T85n2762_001:0274b19	如來窮盡其原故。言事究竟。此章門非羅	如 來 窮 盡 其 原 故 言 事 究 竟 此 章 門 非 羅 
T85n2762_001:0274b20	漢等事究竟亦是章。何以聲聞辟支事非究	漢 等 事 究 竟 亦 是 章 何 以 聲 聞 辟 支 事 非 究 
T85n2762_001:0274b21	竟下。言非下中上法得涅槃故。聲聞等不	竟 下 言 非 下 中 上 法 得 涅 槃 故 聲 聞 等 不 
T85n2762_001:0274b22	究竟。三乘之人所得涅槃。有上中下之殊故。	究 竟 三乘之人 所 得 涅 槃 有 上 中 下 之 殊 故 
T85n2762_001:0274b23	於無作四聖諦事非究竟也。下釋前第一章	於 無 作 四 聖 諦 事 非 究 竟 也 下 釋 前 第 一 章 
T85n2762_001:0274b24	門。何故如來於無作四聖諦事究竟下。言一	門 何 故 如 來 於 無 作 四 聖 諦 事 究 竟 下 言 一 
T85n2762_001:0274b25	切如來知一切未來苦來苦無邊。唯如來知	切 如 來 知 一 切 未 來 苦 來 苦 無 邊 唯 如 來 知 
T85n2762_001:0274b26	盡故。佛於苦諦事究竟也。斷一切煩惱者。總	盡 故 佛 於 苦 諦 事 究 竟 也 斷 一切煩惱 者 總 
T85n2762_001:0274b27	舉五住地惑。上上煩惱者。單言恒沙煩惱所	舉 五 住 地 惑 上 上 煩 惱 者 單 言 恒 沙 煩 惱 所 
T85n2762_001:0274b28	攝受一切集者。攝因則得無明住地。收果于	攝 受 一 切 集 者 攝 因 則 得 無明住地 收 果 于 
T85n2762_001:0274c01	得四住地故言所攝受一切集也。自下明如	得 四 住 地 故 言 所 攝 受 一 切 集 也 自 下 明 如 
T85n2762_001:0274c02	來。於滅諦中事究竟。明無或盡變易患亡故。	來 於 滅 諦 中 事 究 竟 明 無 或 盡 變 易 患 亡 故 
T85n2762_001:0274c03	言滅一切意生身陰也。略結最後或滅。當知	言 滅 一 切 意 生 身 陰 也 略 結 最 後 或 滅 當 知 
T85n2762_001:0274c04	三界分段已亡故。言一切苦滅作證也。世尊	三 界 分 段 已 亡 故 言 一 切 苦 滅 作 證 也 世 尊 
T85n2762_001:0274c05	已下廣明常住體無或累名為性滅。非壞法	已 下 廣 明 常 住 體 無 或 累 名 為 性 滅 非 壞 法 
T85n2762_001:0274c06	故名為苦滅者。體無萬相名之為滅故。非壞	故 名 為 苦 滅 者 體 無 萬 相 名 之 為 滅 故 非 壞 
T85n2762_001:0274c07	法之滅也。所言苦滅已下六句。前三明無始。	法 之 滅 也 所 言 苦 滅 已 下 六 句 前 三 明 無 始 
T85n2762_001:0274c08	後三明無終本有故。今有故言無始。非工匠	後 三 明 無 終 本 有 故 今 有 故 言 無 始 非 工 匠 
T85n2762_001:0274c09	所造名為無作。為物所為者可起在於現。既	所 造 名 為 無 作 為 物 所 為 者 可 起 在 於 現 既 
T85n2762_001:0274c10	不可起造亦不可起。在於現在故言無起也。	不 可 起 造 亦 不 可 起 在 於 現 在 故 言 無 起 也 
T85n2762_001:0274c11	次下三句明無終。一有常有言無盡體絕生	次 下 三 句 明 無 終 一 有 常 有 言 無 盡 體 絕 生 
T85n2762_001:0274c12	滅名為離盡。何以離盡下言常住故。體寂眾	滅 名 為 離 盡 何 以 離 盡 下 言 常 住 故 體 寂 眾 
T85n2762_001:0274c13	相故言自性清淨。在於金剛心後故。言離一	相 故 言 自 性 清 淨 在 於 金 剛 心 後 故 言 離 一 
T85n2762_001:0274c14	切煩惱藏。自下舉藏結於法身。上解法身開	切 煩 惱 藏 自 下 舉 藏 結 於 法 身 上 解 法 身 開 
T85n2762_001:0274c15	之在後。所以在前結者欲明藏。與法身體無	之 在 後 所 以 在 前 結 者 欲 明 藏 與 法 身 體 無 
T85n2762_001:0274c16	別狀故也。世尊過於恒沙者。過恒沙劫數明	別 狀 故 也 世 尊 過 於 恒 沙 者 過 恒 沙 劫 數 明 
T85n2762_001:0274c17	如來藏常住。不離者不可斷離。不脫者不可	如 來 藏 常 住 不 離 者 不 可 斷 離 不 脫 者 不 可 
T85n2762_001:0274c18	易脫。不異者不可變異。不思議佛法者。如	易 脫 不 異 者 不 可 變 異 不 思 議 佛 法 者 如 
T85n2762_001:0274c19	來藏體隱在煩惱之下。而不為或染故。言不	來 藏 體 隱 在 煩 惱 之 下 而 不 為 或 染 故 言 不 
T85n2762_001:0274c20	思議佛法也。此舉藏為結。於法身故言成就。	思 議 佛 法 也 此 舉 藏 為 結 於 法 身 故 言 成 就 
T85n2762_001:0274c21	說如來法身成就者。起現為成就也。世尊已	說 如來法身 成 就 者 起 現 為 成 就 也 世 尊 已 
T85n2762_001:0274c22	下還舉法身結如來藏。如是法身不離煩惱	下 還 舉 法 身 結 如 來 藏 如 是 法 身 不 離 煩 惱 
T85n2762_001:0274c23	藏者。隱在煩惱之下名為不離。如是之時說	藏 者 隱 在 煩 惱 之 下 名 為 不 離 如 是 之 時 說 
T85n2762_001:0274c24	作如來藏也。	作 如 來 藏 也 
T85n2762_001:0274c25	世尊以下第九明空義隱覆真實章。所以來	世 尊 以 下 第 九 明 空 義 隱 覆 真 實 章 所 以 來 
T85n2762_001:0274c26	者上明如來藏法身體極常住。如此之法。從	者 上 明 如 來 藏 法 身 體 極 常 住 如 此 之 法 從 
T85n2762_001:0274c27	昔以來何故不說也。欲明如來昔說苦空無	昔 以 來 何 故 不 說 也 欲 明 如 來 昔 說 苦 空 無 
T85n2762_001:0274c28	常義隱覆常住真實故也。此章明教覆下顛	常 義 隱 覆 常 住 真 實 故 也 此 章 明 教 覆 下 顛 
T85n2762_001:0274c29	倒真實偏論解倒也。亦可此欲兼明道諦故	倒 真 實 偏 論 解 倒 也 亦 可 此 欲 兼 明 道 諦 故 
T85n2762_001:0275a01	此中開也。若爾何故在滅諦中。說欲明道滅	此 中 開 也 若爾何故 在 滅 諦 中 說 欲 明 道 滅 
T85n2762_001:0275a02	二諦體無別狀故耳。世尊如來藏智是如來	二 諦 體 無 別 狀 故 耳 世 尊 如 來 藏 智 是 如 來 
T85n2762_001:0275a03	空智。如來藏者有二種藏。一明佛性體備萬	空 智 如 來 藏 者 有 二 種 藏 一 明 佛 性 體 備 萬 
T85n2762_001:0275a04	德故名為藏。二者煩惱隱覆當佛故。即名煩	德 故 名 為 藏 二 者 煩 惱 隱 覆 當 佛 故 即 名 煩 
T85n2762_001:0275a05	惱藏也。智者亦有二種。當如來體大照故名	惱 藏 也 智 者 亦 有 二 種 當 如 來 體 大 照 故 名 
T85n2762_001:0275a06	為智煩惱藏體。體是神解亦名為智亦可下	為 智 煩 惱 藏 體 體 是 神 解 亦 名 為 智 亦 可 下 
T85n2762_001:0275a07	地名煩惱上頭智故有二種智也。是如來空	地 名 煩 惱 上 頭 智 故 有 二 種 智 也 是 如 來 空 
T85n2762_001:0275a08	智者亦有二種空。一者煩惱藏體是可空之	智 者 亦 有 二 種 空 一 者 煩 惱 藏 體 是 可 空 之 
T85n2762_001:0275a09	法故名藏空。第二如來藏體永絕相累亦名	法 故 名 藏 空 第 二 如 來 藏 體 永 絕 相 累 亦 名 
T85n2762_001:0275a10	為空。此等皆是章門也。世尊如來者。一切	為 空 此 等 皆 是 章 門 也 世 尊 如 來 者 一 切 
T85n2762_001:0275a11	羅漢大力菩薩本所不得者。亦是章門。世尊	羅 漢 大力菩薩 本 所 不 得 者 亦 是 章 門 世 尊 
T85n2762_001:0275a12	有二種如來藏。空亦二種智。如之皆釋上章	有 二 種 如 來 藏 空 亦 二 種 智 如 之 皆 釋 上 章 
T85n2762_001:0275a13	門。從世尊以下。釋上二種藏。空如來藏者。煩	門 從 世 尊 以 下 釋 上 二 種 藏 空 如 來 藏 者 煩 
T85n2762_001:0275a14	惱是可空之法故。可名空如來藏。煩惱鄙惡	惱 是 可 空 之 法 故 可 名 空 如 來 藏 煩 惱 鄙 惡 
T85n2762_001:0275a15	可指捨故名若離。可得易脫故言若□。可	可 指 捨 故 名 若 離 可 得 易 脫 故 言 若 可 
T85n2762_001:0275a16	得變異言若異。如此之法未指其體故。次言	得 變 異 言 若 異 如 此 之 法 未 指 其 體 故 次 言 
T85n2762_001:0275a17	一切煩惱藏也。從世尊以下釋佛性。前言空	一切煩惱藏 也 從 世 尊 以 下 釋 佛 性 前 言 空 
T85n2762_001:0275a18	者。但噵無其相累而體極妙有故。從此以下	者 但 噵 無 其 相 累 而 體 極 妙 有 故 從 此 以 下 
T85n2762_001:0275a19	說作不空如來藏。過於恒沙者。逕於劫數體	說 作 不 空 如 來 藏 過 於 恒 沙 者 逕 於 劫 數 體 
T85n2762_001:0275a20	不可斷離故云不離。常住湛然不可易脫故	不 可 斷 離 故 云 不 離 常 住 湛 然 不 可 易 脫 故 
T85n2762_001:0275a21	言不脫。不異者不可變易。雖言不異等指其	言 不 脫 不 異 者 不 可 變 易 雖 言 不 異 等 指 其 
T85n2762_001:0275a22	狀故。次言不思議佛法是也。上來廣明二藏	狀 故 次 言 不 思 議 佛 法 是 也 上 來 廣 明 二 藏 
T85n2762_001:0275a23	事在可知。從世尊以下。以空智怗之。此二空	事 在 可 知 從 世 尊 以 下 以 空 智 怗 之 此 二 空 
T85n2762_001:0275a24	智者。此藏即是二空二智也。諸大聲聞能信	智 者 此 藏 即 是 二 空 二 智 也 諸 大 聲 聞 能 信 
T85n2762_001:0275a25	如來者。今日時中聲聞能信也。一切羅漢以	如 來 者 今 日 時 中 聲 聞 能 信 也 一 切 羅 漢 以 
T85n2762_001:0275a26	下。明昔聲聞不能信解也。羅漢辟支空智者。	下 明 昔 聲 聞 不能信解 也 羅 漢 辟 支 空 智 者 
T85n2762_001:0275a27	此是可空之法故言空智。於四不顛倒常樂	此 是 可 空 之 法 故 言 空 智 於 四 不 顛 倒 常 樂 
T85n2762_001:0275a28	我淨轉者。作苦空無常解也。若爾應是解倒。	我 淨 轉 者 作 苦 空 無 常 解 也 若 爾 應 是 解 倒 
T85n2762_001:0275a29	但解由教生故。亦名教覆也。是故一切羅漢	但 解 由 教 生 故 亦 名 教 覆 也 是 故 一 切 羅 漢 
T85n2762_001:0275b01	以下。還結前第三章門。乃至大力本所得也。	以 下 還 結 前 第 三 章 門 乃 至 大 力 本 所 得 也 
T85n2762_001:0275b02	一切苦滅唯佛得證者。結於滅諦。壞一切煩	一 切 苦 滅 唯 佛 得 證 者 結 於 滅 諦 壞 一 切 煩 
T85n2762_001:0275b03	惱藏。修一切滅苦道結道諦究竟也。	惱 藏 修 一 切 滅 苦 道 結 道 諦 究 竟 也 
T85n2762_001:0275b04	世尊此四聖諦以下。第十一諦章。所以來者。	世 尊 此 四 聖 諦 以 下 第 十 一 諦 章 所 以 來 者 
T85n2762_001:0275b05	上雖明無邊聖諦。未指其體。今明苦集道諦	上 雖 明 無 邊 聖 諦 未 指 其 體 今 明 苦 集 道 諦 
T85n2762_001:0275b06	盡於金剛所謂無邊滅諦是也。亦可上明空	盡 於 金 剛 所 謂 無 邊 滅 諦 是 也 亦 可 上 明 空 
T85n2762_001:0275b07	義隱覆真實而未別其體。今明苦集道諦是	義 隱 覆 真 實 而 未 別 其 體 今 明 苦 集 道 諦 是 
T85n2762_001:0275b08	能覆滅諦是所覆之理也。然住滅道體無別	能 覆 滅 諦 是 所 覆 之 理 也 然 住 滅 道 體 無 別 
T85n2762_001:0275b09	狀。何故但言一諦。欲明往昔說道為無常苦	狀 何 故 但 言 一 諦 欲 明 往 昔 說 道 為 無 常 苦 
T85n2762_001:0275b10	空名通能覆昔日說滅不說為無常苦空名不	空 名 通 能 覆 昔 日 說 滅 不 說 為 無 常 苦 空 名 不 
T85n2762_001:0275b11	濫能覆故。論一諦亦可上章處處言菩提智	濫 能 覆 故 論 一 諦 亦 可 上 章 處 處 言 菩 提 智 
T85n2762_001:0275b12	所斷道諦名章事在可解滅諦難知故。今但	所 斷 道 諦 名 章 事 在 可 解 滅 諦 難 知 故 今 但 
T85n2762_001:0275b13	言一諦也。三是無常一是常以下。若分段解	言 一 諦 也 三 是 無 常 一 是 常 以 下 若 分 段 解 
T85n2762_001:0275b14	義者。至苦滅諦以來是一諦章自下明一依	義 者 至 苦 滅 諦 以 來 是 一 諦 章 自 下 明 一 依 
T85n2762_001:0275b15	也。若不爾者此文非則雙非是則。並是不可	也 若 不 爾 者 此 文 非 則 雙 非 是 則 並 是 不 可 
T85n2762_001:0275b16	取別。但解一諦竟下言是常。是依者即以安	取 別 但 解 一 諦 竟 下 言 是 常 是 依 者 即 以 安 
T85n2762_001:0275b17	穩二字怗之。便成安穩一依文句無多殊別	穩 二 字 怗 之 便 成 安 穩 一 依 文 句 無 多 殊 別 
T85n2762_001:0275b18	也。	也 
T85n2762_001:0275b19	從是滅諦以下第十二章。所以來者。上明如	從 是 滅 諦 以 下 第 十 二 章 所 以 來 者 上 明 如 
T85n2762_001:0275b20	來藏一住諦常住時情意謂為即身中有之	來 藏 一 住 諦 常 住 時 情 意 謂 為 即 身 中 有 之 
T85n2762_001:0275b21	故。此明是顛倒真實。亦可退理之解名為顛	故 此 明 是 顛 倒 真 實 亦 可 退 理 之 解 名 為 顛 
T85n2762_001:0275b22	倒。稱理生知目曰真實。顛倒真實合為一章	倒 稱 理 生 知 目 曰 真 實 顛 倒 真 實 合 為 一 章 
T85n2762_001:0275b23	故。名顛倒真實也。是滅諦者還舉上章開於	故 名 顛 倒 真 實 也 是 滅 諦 者 還 舉 上 章 開 於 
T85n2762_001:0275b24	此章也。過一切眾生心所緣者。欲明常住滅	此 章 也 過 一 切 眾 生 心 所 緣 者 欲 明 常 住 滅 
T85n2762_001:0275b25	諦妙絕玄境故。言過一切眾生也。時眾謂為	諦 妙 絕 玄 境 故 言 過 一 切 眾 生 也 時 眾 謂 為 
T85n2762_001:0275b26	聲聞能解故。言亦非二乘智惠境界也。譬如	聲 聞 能 解 故 言 亦 非 二 乘 智 惠 境 界 也 譬 如 
T85n2762_001:0275b27	生盲者與凡夫為譬欲明生盲之不覩青黃凡	生 盲 者 與 凡 夫 為 譬 欲 明 生 盲 之 不 覩 青 黃 凡 
T85n2762_001:0275b28	夫不見滅諦也。七日嬰兒不見日輪者。喻聲	夫 不 見 滅 諦 也 七 日 嬰 兒 不 見 日 輪 者 喻 聲 
T85n2762_001:0275b29	聞欲明嬰兒有目不見日輪。二乘有惠不觀	聞 欲 明 嬰 兒 有 目 不 見 日 輪 二 乘 有 惠 不 觀 
T85n2762_001:0275c01	滅諦下合喻。言苦滅諦者。合色及以日輪。非	滅 諦 下 合 喻 言 苦 滅 諦 者 合 色 及 以 日 輪 非 
T85n2762_001:0275c02	凡夫心識緣者合生盲。亦非二乘智惠境界	凡 夫 心 識 緣 者 合 生 盲 亦 非 二 乘 智 惠 境 界 
T85n2762_001:0275c03	者合嬰兒也。上雖言凡夫如生盲不釋所以	者 合 嬰 兒 也 上 雖 言 凡 夫 如 生 盲 不 釋 所 以 
T85n2762_001:0275c04	下。明二見顛倒故耳。此二是章門。一切羅漢	下 明 二 見 顛 倒 故 耳 此 二 是 章 門 一 切 羅 漢 
T85n2762_001:0275c05	是則清淨者。釋如嬰兒所以亦作章門也。邊	是 則 清 淨 者 釋 如 嬰 兒 所 以 亦 作 章 門 也 邊 
T85n2762_001:0275c06	見以下釋第一章門。上言凡夫二見者。一是	見 以 下 釋 第 一 章 門 上 言 凡 夫 二 見 者 一 是 
T85n2762_001:0275c07	常見二者斷見。此二差違中道名之為遍。自	常 見 二 者 斷 見 此 二 差 違 中 道 名 之 為 遍 自 
T85n2762_001:0275c08	下三周明斷常。第一明神我上起斷常二。下	下 三 周 明 斷 常 第 一 明 神 我 上 起 斷 常 二 下 
T85n2762_001:0275c09	界起斷。上界起常。亦可身上起斷常亦可涅	界 起 斷 上 界 起 常 亦 可 身 上 起 斷 常 亦 可 涅 
T85n2762_001:0275c10	槃。上起常第三色上計斷心上計常。凡夫於	槃 上 起 常 第 三 色 上 計 斷 心 上 計 常 凡 夫 於 
T85n2762_001:0275c11	五受陰我見妄相計著生二見者。於五陰之	五 受 陰 我 見 妄 相 計 著 生 二 見 者 於 五 陰 之 
T85n2762_001:0275c12	中生忘想之心執有神我。若離陰計者名為	中 生 忘 想 之 心 執 有 神 我 若 離 陰 計 者 名 為 
T85n2762_001:0275c13	常見。即陰計者作斷見故。言忘相生二見。是	常 見 即 陰 計 者 作 斷 見 故 言 忘 相 生 二 見 是 
T85n2762_001:0275c14	名邊見者。總結其體也。所謂以下別見形二	名 邊 見 者 總 結 其 體 也 所 謂 以 下 別 見 形 二 
T85n2762_001:0275c15	見名也。是諸行無常以下。第二起見六道諸	見 名 也 是 諸行無常 以 下 第 二 起 見 六 道 諸 
T85n2762_001:0275c16	行所得之身生滅無常。謂為畢竟不續故起	行 所 得 之 身 生 滅 無 常 謂 為 畢 竟 不 續 故 起 
T85n2762_001:0275c17	斷見也。見涅槃常是常見者。欲明計上界之	斷 見 也 見 涅 槃 常 是 常 見 者 欲 明 計 上 界 之 
T85n2762_001:0275c18	身以為涅槃畢竟不滅者此是常見者。非正	身 以 為 涅 槃 畢 竟 不 滅 者 此 是 常 見 者 非 正 
T85n2762_001:0275c19	見以忘相之心作如是見也。於身諸根以下	見 以 忘 相 之 心 作 如 是 見 也 於 身 諸 根 以 下 
T85n2762_001:0275c20	第三也。於其五根不能分別。現法見壞於有	第 三 也 於 其 五 根 不 能 分 別 現 法 見 壞 於 有 
T85n2762_001:0275c21	者。於三有相續更生義邊不見故起斷也。於	者 於 三 有 相 續 更 生 義 邊 不 見 故 起 斷 也 於 
T85n2762_001:0275c22	心相續滅邊愚闇故。不知剎那遷謝故起常	心 相 續 滅 邊 愚 闇 故 不 知 剎 那 遷 謝 故 起 常 
T85n2762_001:0275c23	見也。此明心上計常。此忘想見者。總舉三處	見 也 此 明 心 上 計 常 此 忘 想 見 者 總 舉 三 處 
T85n2762_001:0275c24	斷常故言此忘想見也。於彼義者。此三見於	斷 常 故 言 此 忘 想 見 也 於 彼 義 者 此 三 見 於 
T85n2762_001:0275c25	彼滅諦義若過若不及者。斷見名過常見曰	彼 滅 諦 義 若 過 若 不 及 者 斷 見 名 過 常 見 曰 
T85n2762_001:0275c26	不及。所以然者。未來必有常果之理斷見謂	不 及 所 以 然 者 未 來 必 有 常 果 之 理 斷 見 謂 
T85n2762_001:0275c27	為捨此身已永無相續。若爾滂於常果。是故	為 捨 此 身 已 永 無 相 續 若 爾 滂 於 常 果 是 故 
T85n2762_001:0275c28	三處斷見皆名為過。夫常要當或盡善滿金	三 處 斷 見 皆 名 為 過 夫 常 要 當 或 盡 善 滿 金 
T85n2762_001:0275c29	剛心。彼湛然不滅。常見之人即於此身以為	剛 心 彼 湛 然 不 滅 常 見 之 人 即 於 此 身 以 為 
T85n2762_001:0276a01	神我不遷。不待金剛心後故言不及也。從顛	神 我 不 遷 不 待 金 剛 心 後 故 言 不 及 也 從 顛 
T85n2762_001:0276a02	倒以下。釋前第二章門。於五受陰無常之中	倒 以 下 釋 前 第 二 章 門 於 五 受 陰 無 常 之 中 
T85n2762_001:0276a03	生於常相。生死八苦之中而生樂相。虛假陰	生 於 常 相 生 死 八 苦 之 中 而 生 樂 相 虛 假 陰 
T85n2762_001:0276a04	無真實我而生我相。煩惱不淨相故名顛倒。	無 真 實 我 而 生 我 相 煩 惱 不 淨 相 故 名 顛 倒 
T85n2762_001:0276a05	一切阿羅漢以下。釋上第三章門。羅漢辟支	一 切 阿 羅 漢 以 下 釋 上 第 三 章 門 羅 漢 辟 支 
T85n2762_001:0276a06	三界或亡形於凡夫故名清淨。於彼滅諦非	三 界 或 亡 形 於 凡 夫 故 名 清 淨 於 彼 滅 諦 非 
T85n2762_001:0276a07	其所知也。於一切智境界者。應身是真智境	其 所 知 也 於 一 切 智 境 界 者 應 身 是 真 智 境 
T85n2762_001:0276a08	界也。及如來法身本所不見者。存彼丈六之	界 也 及 如來法身 本所不見 者 存 彼 丈 六 之 
T85n2762_001:0276a09	佛謂為王宮始生雙林實滅故云本所不見	佛 謂 為 王 宮 始 生 雙 林 實 滅 故 云 本所不見 
T85n2762_001:0276a10	也。上來至此解其顛倒自下次論真實也。或	也 上 來 至 此 解 其 顛 倒 自 下 次 論 真 實 也 或 
T85n2762_001:0276a11	有眾生者性地菩薩也。信佛語故者順丈六	有 眾 生 者 性 地 菩 薩 也 信 佛 語 故 者 順 丈 六 
T85n2762_001:0276a12	佛教也。起常相我樂淨相者。於彼法身之上	佛 教 也 起 常 相 我 樂 淨 相 者 於 彼 法 身 之 上 
T85n2762_001:0276a13	生如此解。此人解心當理故名正見非顛倒	生 如 此 解 此 人 解 心 當 理 故 名 正 見 非 顛 倒 
T85n2762_001:0276a14	也。何以故釋何以於彼法身生此常樂淨相	也 何 以 故 釋 何 以 於 彼 法 身 生 此 常 樂 淨 相 
T85n2762_001:0276a15	非顛倒也。下言如來法身是常樂我淨事究	非 顛 倒 也 下 言 如來法身 是 常樂我淨 事 究 
T85n2762_001:0276a16	竟。於常我樂淨上如理而知不違其旨故名正	竟 於 常 我 樂 淨 上 如 理 而 知 不 違 其 旨 故 名 正 
T85n2762_001:0276a17	也。於佛法身起正見者。必能紹繼聖蹤故云	也 於 佛 法 身 起 正 見 者 必 能 紹 繼 聖 蹤 故 云 
T85n2762_001:0276a18	真子。解常未滿故云得餘財也。世尊淨智以	真 子 解 常 未 滿 故 云 得 餘 財 也 世 尊 淨 智 以 
T85n2762_001:0276a19	下。此文何以更來。上文噵或有眾生性地菩	下 此 文 何 以 更 來 上 文 噵 或 有 眾 生 性 地 菩 
T85n2762_001:0276a20	薩起常樂淨相名曰正見。是佛真子時眾謂	薩 起 常 樂 淨 相 名 曰 正 見 是 佛 真 子 時 眾 謂 
T85n2762_001:0276a21	為小乘性地亦是真子故。此中言羅漢淨智。	為 小 乘 性 地 亦 是 真 子 故 此 中 言 羅 漢 淨 智 
T85n2762_001:0276a22	猶尚不知何況小乘性地也。亦可上明顛倒	猶 尚 不 知 何 況 小 乘 性 地 也 亦 可 上 明 顛 倒 
T85n2762_001:0276a23	眾生不能得知時眾謂為小乘性地。是真實	眾 生 不 能 得 知 時 眾 謂 為 小 乘 性 地 是 真 實 
T85n2762_001:0276a24	便能得解故。從此以下明羅漢淨智尚自不知	便 能 得 解 故 從 此 以 下 明 羅 漢 淨 智 尚 自 不 知 
T85n2762_001:0276a25	何說性地而能得解也。淨智者羅漢盡無生	何 說 性 地 而 能 得 解 也 淨 智 者 羅 漢 盡 無 生 
T85n2762_001:0276a26	智居宗幹極故。言智波羅蜜也。此淨智常三	智 居 宗 幹 極 故 言 智波羅蜜 也 此 淨 智 常 三 
T85n2762_001:0276a27	界或亡故名為淨。此淨智於彼滅諦尚非境	界 或 亡 故 名 為 淨 此 淨 智 於 彼 滅 諦 尚 非 境 
T85n2762_001:0276a28	界。何說小乘性地四依能得解也。何以故以	界 何 說 小 乘 性 地 四 依 能 得 解 也 何 以 故 以 
T85n2762_001:0276a29	下。釋何以淨智不知便使四依智亦不知也。	下 釋 何 以 淨 智 不 知 便 使 四 依 智 亦 不 知 也 
T85n2762_001:0276b01	自下以上說下。三乘初樂者無想行也。不愚	自 下 以 上 說 下 三 乘 初 樂 者 無 想 行 也 不 愚 
T85n2762_001:0276b02	於法者羅漢人也。此二勝解於彼滅諦當得	於 法 者 羅 漢 人 也 此 二 勝 解 於 彼 滅 諦 當 得 
T85n2762_001:0276b03	覺當時者。當來之世乃能覺未來之世。乃能	覺 當 時 者 當來之世 乃 能 覺 未 來 之 世 乃 能 
T85n2762_001:0276b04	得現在實。若夜由世尊為彼故說四能者。上	得 現 在 實 若 夜 由 世 尊 為 彼 故 說 四 能 者 上 
T85n2762_001:0276b05	明無相行中勝人不能得知。為彼小乘性地	明 無 相 行 中 勝 人 不 能 得 知 為 彼 小 乘 性 地 
T85n2762_001:0276b06	人得無相解故。世尊說四依法。若爾者無想	人 得 無 相 解 故 世 尊 說 四 依 法 若 爾 者 無 想 
T85n2762_001:0276b07	行是勝。乃至羅漢當不知何說性地。依四諦	行 是 勝 乃 至 羅 漢 當 不 知 何 說 性 地 依 四 諦 
T85n2762_001:0276b08	生解者而能得知也。下正四依所在乃至出	生 解 者 而 能 得 知 也 下 正 四 依 所 在 乃 至 出 
T85n2762_001:0276b09	一依之名故言世尊。此四依者是世間法也。	一 依 之 名 故 言 世 尊 此 四 依 者 是 世 間 法 也 
T85n2762_001:0276b10	一依者一切依上世間上上者。欲明從其性	一 依 者 一 切 依 上 世 間 上 上 者 欲 明 從 其 性 
T85n2762_001:0276b11	地乃至十住應身。皆能與物作依。今此滅諦	地 乃 至 十 住 應 身 皆 能 與 物 作 依 今 此 滅 諦 
T85n2762_001:0276b12	超過如是一切依上金剛之心是世間之上。	超 過 如是一切 依 上 金 剛 之 心 是 世 間 之 上 
T85n2762_001:0276b13	今明滅諦在金剛心後故。言出世間。上上所	今 明 滅 諦 在 金 剛 心 後 故 言 出 世 間 上 上 所 
T85n2762_001:0276b14	謂滅諦也。	謂 滅 諦 也 
T85n2762_001:0276b15	世尊生死者依如來藏以已下。第十三章。所	世 尊 生 死 者 依 如 來 藏 以 已 下 第 十 三 章 所 
T85n2762_001:0276b16	以來者。上明眾生顛倒真實時情謂理可染	以 來 者 上 明 眾 生 顛 倒 真 實 時 情 謂 理 可 染 
T85n2762_001:0276b17	污顛倒於理。今明如來藏體性光潔在於累	污 顛 倒 於 理 今 明 如 來 藏 體 性 光 潔 在 於 累 
T85n2762_001:0276b18	外自性清淨也。亦可前明違理諸解名曰顛	外 自 性 清 淨 也 亦 可 前 明 違 理 諸 解 名 曰 顛 
T85n2762_001:0276b19	倒想理生知故名真實。今明此之善惡所以	倒 想 理 生 知 故 名 真 實 今 明 此 之 善 惡 所 以 
T85n2762_001:0276b20	不斷者依如來藏故。是以次顛倒真實後明	不 斷 者 依 如 來 藏 故 是 以 次 顛 倒 真 實 後 明 
T85n2762_001:0276b21	自性清淨也。世尊生死依如來藏者。應言生	自 性 清 淨 也 世 尊 生 死 依 如 來 藏 者 應 言 生 
T85n2762_001:0276b22	死相續。何故不斷者以如來藏也　若無如來	死 相 續 何 故 不 斷 者 以 如 來 藏 也 若 無 如 來 
T85n2762_001:0276b23	藏者。一生一死便盡一化以有成佛之理故。	藏 者 一 生 一 死 便 盡 一 化 以 有 成 佛 之 理 故 
T85n2762_001:0276b24	相續不斷故云生死者依如來藏也。就此章	相續不斷 故 云 生 死 者 依 如 來 藏 也 就 此 章 
T85n2762_001:0276b25	中可有三段明義。初明生死善惡依如來藏。	中 可 有 三 段 明 義 初 明 生 死 善 惡 依 如 來 藏 
T85n2762_001:0276b26	第三從如來藏者以下。正明自性清淨心隱	第 三 從 如 來 藏 者 以 下 正 明 自 性 清 淨 心 隱 
T85n2762_001:0276b27	覆。亦可言如來藏不為煩惱所染。第三從說	覆 亦 可 言 如 來 藏 不 為 煩 惱 所 染 第 三 從 說 
T85n2762_001:0276b28	是難解之法以下明如來述成也。就初段中	是 難 解 之 法 以 下 明 如 來 述 成 也 就 初 段 中 
T85n2762_001:0276b29	亦有三文。一明生死依如來藏。第二從世尊	亦 有 三 文 一 明 生 死 依 如 來 藏 第 二 從 世 尊 
T85n2762_001:0276c01	若無如來藏以下明善惡依如來藏。第三從	若 無 如 來 藏 以 下 明 善 惡 依 如 來 藏 第 三 從 
