X25n0488_001:0282a06	 自序	 自 序 
X25n0488_001:0315a11	以者何。須菩提。實無有法發阿耨多羅三藐三菩提心者。(十二斷佛因是有菩提疑)須菩提。於意云何。	以 者 何 須 菩 提 實 無 有 法 發 阿耨多羅三藐三菩提 心 者 十 二 斷 佛 因 是 有 菩 提 疑 須 菩 提 於意云何 
X25n0488_001:0315a12	如來於然燈佛所(此方是佛自稱過去相)。有法得阿耨多羅三藐三菩提不。不也。世尊。如我解佛所	如 來 於 然 燈 佛 所 此 方 是 佛 自 稱 過 去 相 有 法 得阿耨多羅三藐三菩提 不 不 也 世 尊 如 我 解 佛 所 
X25n0488_001:0315a13	說義。佛於然燈佛所。無有法得阿耨多羅三藐三菩提。佛言。如是如是。須菩	說 義 佛 於 然 燈 佛 所 無 有 法 得阿耨多羅三藐三菩提 佛 言 如是如是 須 菩 
X25n0488_001:0315a14	提。實無有法。如來得阿耨多羅三藐三菩提。須菩提。若有法。如來得阿耨多	提 實 無 有 法 如 來 得阿耨多羅三藐三菩提 須 菩 提 若 有 法 如 來 得 阿 耨 多 
X25n0488_001:0315a15	羅三藐三菩提者。然燈佛則不與我授記(纔是明明說出)。汝於來世當得作佛。號釋迦牟尼。	羅 三藐三菩提 者 然 燈 佛 則 不 與 我 授 記 纔 是 明 明 說 出 汝 於 來 世 當 得 作 佛 號 釋 迦 牟 尼 
X25n0488_001:0315a16	以實無有法得阿耨多羅三藐三菩提。是故然燈佛與我授記。作是言。汝於	以 實 無 有 法 得阿耨多羅三藐三菩提 是 故 然 燈 佛 與 我 授 記 作 是 言 汝 於 
X25n0488_001:0315a17	來世當得作佛號釋迦牟尼。(十三斷無因則無佛法疑)何以故。如來者。即諸法如義(正是自解意)。若有人言。如來得	來 世 當 得 作 佛 號 釋 迦 牟 尼 十 三 斷 無 因 則 無 佛 法 疑 何 以 故 如 來 者 即 諸 法 如 義 正 是 自 解 意 若 有 人 言 如 來 得 
X25n0488_001:0315a18	阿耨多羅三藐三菩提。須菩提。實無有法佛得阿耨多羅三藐三菩提。須菩	阿耨多羅三藐三菩提 須 菩 提 實 無 有 法 佛 得阿耨多羅三藐三菩提 須 菩 
X25n0488_001:0316a01	提。如來所得阿耨多羅三藐三菩提。於是中無實無虗。是故如來說。一切法	提 如 來 所 得阿耨多羅三藐三菩提 於 是 中 無 實 無 虗 是 故 如 來 說 一 切 法 
X25n0488_001:0316a02	皆是佛法。須菩提。所言一切法者。即非一切法。是故名一切法。須菩提。譬如	皆 是 佛 法 須 菩 提 所 言 一 切 法 者 即 非 一 切 法 是 故 名 一 切 法 須 菩 提 譬 如 
X25n0488_001:0316a03	人身長大。須菩提言。世尊。如來說人身長大。則為非大身。是名大身。(十四斷無人度生嚴土疑)須菩提。	人 身 長 大 須 菩 提 言 世 尊 如 來 說 人 身 長 大 則 為 非 大 身 是 名 大 身 十 四 斷 無 人 度 生 嚴 土 疑 須 菩 提 
X25n0488_001:0316a04	菩薩亦如是。若作是言。我當滅度無量眾生。則不名菩薩。何以故。須菩提。實	菩 薩 亦 如 是 若 作 是 言 我 當 滅 度 無 量 眾 生 則 不 名 菩 薩 何 以 故 須 菩 提 實 
X25n0488_001:0316a05	無有法名為菩薩。是故佛說一切法。無我無人無眾生無壽者。須菩提。若菩	無 有 法 名 為 菩 薩 是 故 佛 說 一 切 法 無 我 無 人 無 眾 生 無 壽 者 須 菩 提 若 菩 
X25n0488_001:0316a06	薩作是言。我當莊嚴佛土。是不名菩薩。何以故。如來說莊嚴佛土者。即非莊	薩 作 是 言 我 當 莊 嚴 佛 土 是 不 名 菩 薩 何 以 故 如 來 說 莊 嚴 佛 土 者 即 非 莊 
X25n0488_001:0316a07	嚴。是名莊嚴。須菩提。若菩薩通達無我法者。如來說名真是菩薩。	嚴 是 名 莊 嚴 須 菩 提 若 菩 薩 通 達 無 我 法 者 如 來 說 名 真 是 菩 薩 
X25n0488_001:0316a08	此一節。須菩提再問現在佛法而佛言無我法也前此須菩提本問佛法	此 一 節 須 菩 提 再 問 現 在 佛 法 而 佛 言 無 我 法 也 前 此 須 菩 提 本 問 佛 法 
X25n0488_001:0316a09	也。因佛屢稱如來。故疑佛別有法。至此乃即現在善男子善女人而申問。	也 因 佛 屢 稱 如 來 故 疑 佛 別 有 法 至 此 乃 即 現 在 善 男 子 善 女 人 而 申 問 
X25n0488_001:0316a10	之佛答一如前說。而但專其指曰。實無有法。又曰一切法無我葢佛至此	之 佛 答 一 如 前 說 而 但 專 其 指 曰 實 無 有 法 又 曰 一切法無我 葢 佛 至 此 
X25n0488_001:0316a11	纔認如來是我矣。前此空生謂如來即佛。佛則推而遠之。今此空生疑佛	纔 認 如 來 是 我 矣 前 此 空 生 謂 如 來 即 佛 佛 則 推 而 遠 之 今 此 空 生 疑 佛 
X25n0488_001:0316a12	有異。則又親而合之。不即不離。非一非二。正佛機妙用。所以破空生有相	有 異 則 又 親 而 合 之 不 即 不 離 非 一 非 二 正 佛 機 妙 用 所 以 破 空 生 有 相 
X25n0488_001:0316a13	之疑也。故下遂證以然燈授記。當得作佛。則無法即佛法。佛法即如來法。	之 疑 也 故 下 遂 證 以 然 燈 授 記 當 得 作 佛 則 無 法 即 佛 法 佛 法 即 如 來 法 
X25n0488_001:0316a14	又何異哉。諸法如義。言諸法如其真性。有儒家率性意。無實無虗。即真性	又 何 異 哉 諸 法 如 義 言 諸 法 如 其 真 性 有 儒 家 率 性 意 無 實 無 虗 即 真 性 
X25n0488_001:0316a15	之體。真性一切皆具。又一切皆空。真性一切無異。則一切法皆是佛法。又	之 體 真 性 一 切 皆 具 又 一切皆空 真 性 一 切 無 異 則 一 切 法 皆 是 佛 法 又 
X25n0488_001:0316a16	何疑佛與如來有二法乎。此佛法佛字。泛謂學佛之法。然所謂一切法皆	何 疑 佛 與 如 來 有 二 法 乎 此 佛 法 佛 字 泛 謂 學 佛 之 法 然 所 謂 一 切 法 皆 
X25n0488_001:0316a17	佛法者。但就破疑而言。若論實義。則所謂一切法者亦無相矣。故又曰實	佛 法 者 但 就 破 疑 而 言 若 論 實 義 則 所 謂 一 切 法 者 亦 無 相 矣 故 又 曰 實 
X25n0488_001:0316a18	無有法。人身長大。亦是喻意。言一切法為佛法而又云非一切法者。譬如	無 有 法 人 身 長 大 亦 是 喻 意 言 一 切 法 為 佛 法 而 又 云 非 一 切 法 者 譬 如 
X25n0488_001:0317a01	謂人身長大。非以形相為大。乃以法相為大也。是緊緊繳明上文之意。不	謂 人 身 長 大 非 以 形 相 為 大 乃 以 法 相 為 大 也 是 緊 緊 繳 明 上 文 之 意 不 
X25n0488_001:0317a02	必另作法身實講。方得譬如二字語氣。菩薩亦如是。正答空生所問現在	必 另 作 法 身 實 講 方 得 譬 如 二 字 語 氣 菩 薩 亦 如 是 正 答 空 生 所 問 現 在 
X25n0488_001:0317a03	菩薩。又就譬如之意而申言亦不當作滅度眾生之我見。以合如來無四	菩 薩 又 就 譬 如 之 意 而 申 言 亦 不 當 作 滅 度 眾 生 之 我 見 以 合 如 來 無 四 
X25n0488_001:0317a04	相之旨。要見無相故無法耳。文義迴環。上下一貫。不可離說。離說即非此	相 之 旨 要 見 無 相 故 無 法 耳 文 義 迴 環 上 下 一 貫 不 可 離 說 離 說 即 非 此 
X25n0488_001:0317a05	經真面目矣。莊嚴佛土。亦是著相意。就現在學佛人言。故加我當二字。作	經 真 面 目 矣 莊 嚴 佛 土 亦 是 著 相 意 就 現 在 學 佛 人 言 故 加 我 當 二 字 作 
X25n0488_001:0317a06	虗語以禁之。葢空生所以重問佛法者。原為現在祗園會上諸菩薩開門	虗 語 以 禁 之 葢 空 生 所 以 重 問 佛 法 者 原 為 現 在 祗 園 會 上 諸 菩 薩 開 門 
X25n0488_001:0317a07	路也。故前既反覆以明實無有法。而此又兩呼菩薩若作是言以正之。良	路 也 故 前 既 反 覆 以 明 實 無 有 法 而 此 又 兩 呼 菩 薩 若 作 是 言 以 正 之 良 
X25n0488_001:0317a08	由諸菩薩看得今日別是一番境界。定與如來不同。皆由我見不淨之故	由 諸 菩 薩 看 得 今 日 別 是 一 番 境 界 定 與 如 來 不 同 皆 由 我 見 不 淨 之 故 
X25n0488_001:0317a09	因我見不淨而遂別求我法。此空生重問之障蔽也。故又明言以結之。曰。	因 我 見 不 淨 而 遂 別 求 我 法 此 空 生 重 問 之 障 蔽 也 故 又 明 言 以 結 之 曰 
X25n0488_001:0317a10	通達無我法者真是菩薩。亦可謂深切著明矣。	通 達 無 我 法 者 真 是 菩 薩 亦 可 謂 深 切 著 明 矣 
X25n0488_001:0317a11	(十五斷諸佛不見諸法疑)須菩提。於意云何。如來有肉眼不。如是。世尊。如來有肉眼。須菩提。於意云何。	 十 五 斷 諸 佛 不 見 諸 法 疑 須 菩 提 於意云何 如 來 有 肉 眼 不 如 是 世 尊 如 來 有 肉 眼 須 菩 提 於意云何 
X25n0488_001:0317a12	如來有天眼不。如是世尊。如來有天眼。須菩提。於意云何。如來有慧眼不。如	如 來 有 天 眼 不 如 是 世 尊 如 來 有 天 眼 須 菩 提 於意云何 如 來 有 慧 眼 不 如 
X25n0488_001:0317a13	是。世尊。如來有慧眼。須菩提。於意云何。如來有法眼不。如是。世尊。如來有法	是 世 尊 如 來 有 慧 眼 須 菩 提 於意云何 如 來 有 法 眼 不 如 是 世 尊 如 來 有 法 
X25n0488_001:0317a14	眼。須菩提。於意云何。如來有佛眼不。如是。世尊。如來有佛眼。須菩提。於意云	眼 須 菩 提 於意云何 如 來 有 佛 眼 不 如 是 世 尊 如 來 有 佛 眼 須 菩 提 於 意 云 
X25n0488_001:0317a15	何。如恒河中所有沙。佛說是沙不。如是。世尊。如來說是沙。須菩提。於意云何。	何 如 恒 河 中 所 有 沙 佛 說 是 沙 不 如 是 世 尊 如 來 說 是 沙 須 菩 提 於意云何 
X25n0488_001:0317a16	如一恒河中所有沙。有如是沙等恒河。是諸恒河所有沙數。佛世界如是。寧	如 一 恒 河 中 所 有 沙 有 如 是 沙 等 恒 河 是 諸 恒 河 所 有 沙 數 佛 世 界 如 是 寧 
X25n0488_001:0317a17	為多不。甚多世尊。佛告須菩提。爾所國土中所有眾生。若干種心。如來悉知。	為 多 不 甚 多 世 尊 佛 告 須 菩 提 爾 所 國 土 中 所 有 眾 生 若 干 種 心 如 來 悉 知 
X25n0488_001:0317a18	何以故。如來說。諸心皆為非心。是名為心。所以者何。須菩提。過去心不可得。	何 以 故 如 來 說 諸 心 皆 為 非 心 是 名 為 心 所以者何 須 菩 提 過 去 心 不 可 得 
X25n0488_001:0318a01	現在心不可得。未來心不可得。	現 在 心 不 可 得 未來心不可得 
X25n0488_001:0318a02	此一節。言心無三世之別以明無我法也。葢須菩提所以疑佛有異法者。	此 一 節 言 心 無 三 世 之 別 以 明 無 我 法 也 葢 須 菩 提 所 以 疑 佛 有 異 法 者 
X25n0488_001:0318a03	由于三世異見也。故以五眼無三世心破之。見障內色而不見障外者曰	由 于 三 世 異 見 也 故 以 五 眼 無 三 世 心 破 之 見 障 內 色 而 不 見 障 外 者 曰 
X25n0488_001:0318a04	肉眼。內外俱明曰天眼。照了諸相曰慧眼。觀機設教曰法眼。普觀法界曰	肉 眼 內 外 俱 明 曰 天 眼 照 了 諸 相 曰 慧 眼 觀 機 設 教 曰 法 眼 普 觀 法 界 曰 
X25n0488_001:0318a05	佛眼。恒河沙世界。甚言眾心之多。然五眼中實有此理。如華嚴會。一毛孔	佛 眼 恒 河 沙 世 界 甚 言 眾 心 之 多 然 五 眼 中 實 有 此 理 如 華 嚴 會 一 毛 孔 
X25n0488_001:0318a06	中皆有一華世界是也。與信心不取章不同。如來悉知若干種心。正五眼	中 皆 有 一 華 世 界 是 也 與 信 心 不 取 章 不 同 如 來 悉 知 若 干 種 心 正 五 眼 
X25n0488_001:0318a07	所見也。然其所以能知者。非徒五眼之神通。由于法心與塵心不同。塵心	所 見 也 然 其 所 以 能 知 者 非 徒 五 眼 之 神 通 由 于 法 心 與 塵 心 不 同 塵 心 
X25n0488_001:0318a08	有過去現在未來之異相。法心無相。故曰不可得。言佛心中清淨一常。不	有 過去現在未來 之 異 相 法 心 無 相 故 曰 不 可 得 言 佛 心 中 清 淨 一 常 不 
X25n0488_001:0318a09	可得此三種塵心。故諸法如如。總是一法。總是一無法。何必以過去現在	可 得 此 三 種 塵 心 故 諸 法 如 如 總 是 一 法 總 是 一 無 法 何 必 以 過去現在 
X25n0488_001:0318a10	之異。而疑佛與如來有異法乎。故偈曰。依彼法身佛。依。倚著之義。言須菩	之 異 而 疑 佛 與 如 來 有 異 法 乎 故 偈 曰 依 彼 法 身 佛 依 倚 著 之 義 言 須 菩 
X25n0488_001:0318a11	提倚著現在報身相一邊。故疑有異。而佛乃倚著法身相為言以破之也。	提 倚 著 現 在 報 身 相 一 邊 故 疑 有 異 而 佛 乃 倚 著 法 身 相 為 言 以 破 之 也 
X25n0488_001:0318a12	偈意皆照三世而言。葢須菩提問法因緣。實有三世異見。故佛屢以身相	偈 意 皆 照 三 世 而 言 葢 須 菩 提 問 法 因 緣 實 有 三 世 異 見 故 佛 屢 以 身 相 
X25n0488_001:0318a13	破之自此以後。更不一而足。熟誦偈句自見。	破 之 自 此 以 後 更 不 一 而 足 熟 誦 偈 句 自 見 
X25n0488_001:0318a14	(十六斷福德例心顛倒疑)須菩提。於意云何。若有人滿三千大千世界七寶以用布施。是人以是因緣	 十 六 斷 福 德 例 心 顛 倒 疑 須 菩 提 於意云何 若 有 人 滿 三千大千世界 七 寶 以用布施 是 人 以是因緣 
X25n0488_001:0318a15	得福多不。如是。世尊。此人以是因緣得福甚多。須菩提。若福德有實。如來不	得 福 多 不 如 是 世 尊 此 人 以是因緣 得 福 甚 多 須 菩 提 若 福 德 有 實 如 來 不 
X25n0488_001:0318a16	說得福德多。以福德無故。如來說得福德多。	說 得 福 德 多 以 福 德 無 故 如 來 說 得 福 德 多 
X25n0488_001:0318a17	此一節。言無我法福德也。無我法。與不取法同義。故其福德亦勝於七寶	此 一 節 言 無 我 法 福 德 也 無 我 法 與 不 取 法 同 義 故 其 福 德 亦 勝 於 七 寶 
X25n0488_001:0318a18	布施。福德無實。亦是無我不取意。不取法。則法愈實。不取福德。則福德愈	布 施 福 德 無 實 亦 是 無 我 不 取 意 不 取 法 則 法 愈 實 不 取 福 德 則 福 德 愈 
X25n0488_001:0319a01	多。無我法。正是實法。無我福德。是真福德也。然不言較勝。亦見佛法不自	多 無 我 法 正 是 實 法 無 我 福 德 是 真 福 德 也 然 不 言 較 勝 亦 見 佛 法 不 自 
X25n0488_001:0319a02	憍上之意。	憍 上 之 意 
X25n0488_001:0319a03	須菩提。於意云何。佛可以具足色身見不。不也。世尊。(十七斷無為何有相好疑)如來不應以具足色身	須 菩 提 於意云何 佛 可 以 具足色身 見 不 不 也 世 尊 十 七 斷 無 為 何 有 相 好 疑 如 來 不 應 以 具足色身 
X25n0488_001:0319a04	見。何以故。如來說。具足色身。即非具足色身。是名具足色身。須菩提。於意云	見 何 以 故 如 來 說 具足色身 即 非 具足色身 是 名 具足色身 須 菩 提 於 意 云 
X25n0488_001:0319a05	何。如來可以具足諸相見不。不也。世尊。如來不應以具足諸相見。何以故。如	何 如 來 可 以 具 足 諸 相 見 不 不 也 世 尊 如 來 不 應 以 具 足 諸 相 見 何 以 故 如 
X25n0488_001:0319a06	來說。諸相具足即非具足。是名諸相具足。(十八斷無身何以說法疑)須菩提。汝勿謂如來作是念。我當	來 說 諸 相 具 足 即 非 具 足 是 名 諸 相 具 足 十 八 斷 無 身 何 以 說 法 疑 須 菩 提 汝 勿 謂 如 來 作 是 念 我 當 
X25n0488_001:0319a07	有所說法(答重問意纔完)。莫作是念。何以故。若人言如來有所說法。即為謗佛。不能解我所	有 所 說 法 答 重 問 意 纔 完 莫 作 是 念 何 以 故 若 人 言 如 來 有 所 說 法 即 為 謗 佛 不 能 解 我 所 
X25n0488_001:0319a08	說故。須菩提。說法者。無法可說。是名說法。	說 故 須 菩 提 說 法 者 無 法 可 說 是 名 說 法 
X25n0488_001:0319a09	此一節。合言佛與如來皆無相。而且皆無法可說。結完實無我法之意。葢	此 一 節 合 言 佛 與 如 來 皆 無 相 而 且 皆 無 法 可 說 結 完 實 無 我 法 之 意 葢 
X25n0488_001:0319a10	上文既明無我法者由于三世一相也。故遂以佛身現在之色相。與如來	上 文 既 明 無 我 法 者 由 于 三 世 一 相 也 故 遂 以 佛 身 現 在 之 色 相 與 如 來 
X25n0488_001:0319a11	法身之相。並列而兩證之。曰我今雖得作佛矣。然所以得成就佛果者。在	法 身 之 相 並 列 而 兩 證 之 曰 我 今 雖 得 作 佛 矣 然 所 以 得 成 就 佛 果 者 在 
X25n0488_001:0319a12	此有為之色身能具足。而自顯為佛乎。不乎。葢佛之所以為佛者。原有法	此 有 為 之 色 身 能 具 足 而 自 顯 為 佛 乎 不 乎 葢 佛 之 所 以 為 佛 者 原 有 法 
X25n0488_001:0319a13	身在。而非此色相之身也。故須菩提遂以不應對。而佛之無我信矣。佛乃	身 在 而 非 此 色 相 之 身 也 故 須 菩 提 遂 以 不 應 對 而 佛 之 無 我 信 矣 佛 乃 
X25n0488_001:0319a14	又呼須菩提而問之。曰。如來雖過去不可得見矣。而三十二相。八十種好。	又 呼 須 菩 提 而 問 之 曰 如 來 雖 過 去 不 可 得 見 矣 而 三十二相 八十種好 
X25n0488_001:0319a15	留傳人間。則法相自在也。汝以為如來之法身。果在此諸相之具足乎。不	留 傳 人 間 則 法 相 自 在 也 汝 以 為 如來之法 身 果 在 此 諸 相 之 具 足 乎 不 
X25n0488_001:0319a16	乎。葢如來諸相。亦相傳應化之相。非真法相也。故須菩提亦以不應對。而	乎 葢 如 來 諸 相 亦 相 傳 應 化 之 相 非 真 法 相 也 故 須 菩 提 亦 以 不 應 對 而 
X25n0488_001:0319a17	如來之無法相又信矣佛無我。則現在之佛。即過去之如來。如來無法相	如 來 之 無 法 相 又 信 矣 佛 無 我 則 現 在 之 佛 即 過 去 之 如 來 如 來 無 法 相 
X25n0488_001:0319a18	則過去如來之法。即現在佛法。安所見為我法者乎。此時佛纔顯言與如	則 過 去 如來之法 即 現 在 佛 法 安 所 見 為 我 法 者 乎 此 時 佛 纔 顯 言 與 如 
X25n0488_001:0320a01	來合一之故。所以破空生重問之疑。故下曰。莫作是念。我當有所說法。此	來 合 一 之 故 所 以 破 空 生 重 問 之 疑 故 下 曰 莫 作 是 念 我 當 有 所 說 法 此 
X25n0488_001:0320a02	我法正與前通達無我法者相應。而說法者尚為謗佛。況謂有我法哉其	我 法 正 與 前 通 達 無 我 法 者 相 應 而 說 法 者 尚 為 謗 佛 況 謂 有 我 法 哉 其 
X25n0488_001:0320a03	儆戒空生亦深且切矣。此處并不言福果。尤見佛不自增上之意。	儆 戒 空 生 亦 深 且 切 矣 此 處 并 不 言 福 果 尤 見 佛 不 自 增 上 之 意 
X25n0488_001:0320a04	右說經之四章。言佛法即如來法也。	右 說 經 之 四 章 言 佛 法 即 如 來 法 也 
X25n0488_001:0320a05	自此以後。諸說謬誤多矣。無論滅度眾生。然燈無得。遠跡相同。即具足	自 此 以 後 諸 說 謬 誤 多 矣 無 論 滅 度 眾 生 然 燈 無 得 遠 跡 相 同 即 具 足 
X25n0488_001:0320a06	色身。具足諸相。兩問。明明有佛與如來兩號。而說者不分別。況前此三	色 身 具 足 諸 相 兩 問 明 明 有 佛 與 如 來 兩 號 而 說 者 不 分 別 況 前 此 三 
X25n0488_001:0320a07	問相見。皆謂學人得見如來不。今此見下不復有指。是言佛自呈見。故	問 相 見 皆 謂 學 人 得 見 如 來 不 今 此 見 下 不 復 有 指 是 言 佛 自 呈 見 故 
X25n0488_001:0320a08	偈曰。法身畢竟體。正詮色身問也。現在之佛。色身即法身。故曰法身畢	偈 曰 法 身 畢 竟 體 正 詮 色 身 問 也 現 在 之 佛 色 身 即 法 身 故 曰 法 身 畢 
X25n0488_001:0320a09	竟體。又曰。以非相成就。正詮諸相問也。如來以非相為宗。則并所謂三	竟 體 又 曰 以 非 相 成 就 正 詮 諸 相 問 也 如 來 以 非 相 為 宗 則 并 所 謂 三 
X25n0488_001:0320a10	十二相。八十種好之法身。亦非真相矣。故曰以非相成就葢如來為過	十 二 相 八十種好 之 法 身 亦 非 真 相 矣 故 曰 以 非 相 成 就 葢 如 來 為 過 
X25n0488_001:0320a11	去之佛。故以諸相為法身。相雖稍異。而總為法身。則總非不佛。然其所	去 之 佛 故 以 諸 相 為 法 身 相 雖 稍 異 而 總 為 法 身 則 總 非 不 佛 然 其 所 
X25n0488_001:0320a12	以成佛者。皆不在此。又非不在此。故曰不離于法身。彼二非不佛。故重	以 成 佛 者 皆 不 在 此 又 非 不 在 此 故 曰 不 離 于 法 身 彼 二 非 不 佛 故 重 
X25n0488_001:0320a13	說成就。亦無二及有。下言無法可說。亦兼如來與佛並言。故曰。如佛法	說 成 就 亦 無 二 及 有 下 言 無 法 可 說 亦 兼 如 來 與 佛 並 言 故 曰 如 佛 法 
X25n0488_001:0320a14	亦然。如。如來也。偈語簡文。率多此例。所說二差別。不離于法界。則豈可	亦 然 如 如 來 也 偈 語 簡 文 率 多 此 例 所 說 二 差 別 不 離 于 法 界 則 豈 可 
X25n0488_001:0320a15	取為說法乎。偈語亦甚明顯。今人多臆猜。總由佛與如來不分別故耳。	取 為 說 法 乎 偈 語 亦 甚 明 顯 今 人 多 臆 猜 總 由 佛 與 如 來 不 分 別 故 耳 
X25n0488_001:0320a16	爾時慧命須菩提白佛言。世尊。頗有眾生於未來世聞說是法。生信心不。佛	爾 時 慧 命 須 菩 提 白 佛 言 世 尊 頗 有 眾 生 於未來世 聞 說 是 法 生 信 心 不 佛 
X25n0488_001:0320a17	言須菩提。彼非眾生。非不眾生。何以故。須菩提。眾生眾生者。如來說非眾生。	言 須 菩 提 彼 非 眾 生 非 不 眾 生 何 以 故 須 菩 提 眾 生 眾 生 者 如 來 說 非 眾 生 
X25n0488_001:0320a18	是名眾生。	是 名 眾 生 
X25n0488_001:0321a01	此一節。言未來眾生法與佛無異也。須菩提既聞佛法與如來法無異。則	此 一 節 言 未 來 眾 生 法 與 佛 無 異 也 須 菩 提 既 聞 佛 法 與 如 來 法 無 異 則 
X25n0488_001:0321a02	過去現在無異矣。而佛言三世心皆不可得。則豈未來亦無異法乎。故又	過去現在 無 異 矣 而 佛 言 三 世 心 皆 不 可 得 則 豈 未 來 亦 無 異 法 乎 故 又 
X25n0488_001:0321a03	疑而問之。慧命。猶慧性。前向上言曰慧眼。此向後言曰慧命。葢佛言三世	疑 而 問 之 慧 命 猶 慧 性 前 向 上 言 曰 慧 眼 此 向 後 言 曰 慧 命 葢 佛 言 三 世 
X25n0488_001:0321a04	心不可得。本有結前啟後之機。而空生能悟。故曰慧命。非眾生。言真性與	心 不 可 得 本 有 結 前 啟 後 之 機 而 空 生 能 悟 故 曰 慧 命 非 眾 生 言 真 性 與 
X25n0488_001:0321a05	佛無異。非不眾生。不修真性。便與佛異耳。若能學佛。自空眾生之相。此真	佛 無 異 非 不 眾 生 不 修 真 性 便 與 佛 異 耳 若 能 學 佛 自 空 眾 生 之 相 此 真 
X25n0488_001:0321a06	得眾生之性。完眾生之實者。楞嚴所謂根塵同源。縛脫非二也。葢佛法與	得 眾 生 之 性 完 眾 生 之 實 者 楞 嚴 所 謂 根 塵 同 源 縛 脫 非 二 也 葢 佛 法 與 
X25n0488_001:0321a07	儒理。只是一性。此性亘天地而不變。豈以世之久遠而有異乎。故佛答只	儒 理 只 是 一 性 此 性 亘 天 地 而 不 變 豈 以 世 之 久 遠 而 有 異 乎 故 佛 答 只 
X25n0488_001:0321a08	就眾生之名號上闡發。而未來不必言。其理自見矣。	就 眾 生 之 名 號 上 闡 發 而 未 來 不 必 言 其 理 自 見 矣 
X25n0488_001:0321a09	(十九斷無法如何修證疑)須菩提白佛言。世尊。佛得阿耨多羅三藐三菩提為無所得耶。佛言。如是如	 十 九 斷 無 法 如 何 修 證 疑 須 菩 提 白 佛 言 世 尊 佛 得阿耨多羅三藐三菩提 為 無 所 得 耶 佛 言 如 是 如 
X25n0488_001:0321a10	是。須菩提。我於阿耨多羅三藐三菩提。乃至無有少法可得。是名阿耨多羅	是 須 菩 提 我 於 阿耨多羅三藐三菩提 乃 至 無 有 少 法 可 得 是 名 阿 耨 多 羅 
X25n0488_001:0321a11	三藐三菩提。復次須菩提。是法平等。無有高下。是名阿耨多羅三藐三菩提。	三藐三菩提 復 次 須 菩 提 是 法 平 等 無有高下 是 名 阿耨多羅三藐三菩提 
X25n0488_001:0321a12	以無我無人無眾生無壽者修一切善法。則得阿耨多羅三藐三菩提。須菩	以 無 我 無 人 無 眾 生 無 壽 者 修 一 切 善 法 則 得阿耨多羅三藐三菩提 須 菩 
X25n0488_001:0321a13	提。所言善法者。如來說即非善法。是名善法。	提 所 言 善 法 者 如 來 說 即 非 善 法 是 名 善 法 
X25n0488_001:0321a14	此一節。言佛本無可得之法與眾生平等以明佛無異之意也。須菩提因	此 一 節 言 佛 本 無 可 得 之 法 與 眾 生 平 等 以 明 佛 無 異 之 意 也 須 菩 提 因 
X25n0488_001:0321a15	上言眾生非眾生。然則佛豈亦如眾生乎。故以得為無得問。得為無得。乃	上 言 眾 生 非 眾 生 然 則 佛 豈 亦 如 眾 生 乎 故 以 得 為 無 得 問 得 為 無 得 乃 
X25n0488_001:0321a16	不著空相一邊。正佛法真體。故佛答如是如是。乃至無有少法可得。乃至	不 著 空 相 一 邊 正 佛 法 真 體 故 佛 答 如是如是 乃 至 無 有 少 法 可 得 乃 至 
X25n0488_001:0321a17	二字。亦是先有後無意。平等無有高下。兼佛與眾生說。四相。亦就佛與眾	二 字 亦 是 先 有 後 無 意 平 等 無有高下 兼 佛 與 眾 生 說 四 相 亦 就 佛 與 眾 
X25n0488_001:0321a18	生人我間互看。無字。與前空相不同。此言無論人我眾生壽者。凡修善法。	生 人 我 間 互 看 無 字 與 前 空 相 不 同 此 言 無 論 人 我 眾 生 壽 者 凡 修 善 法 
X25n0488_001:0322a01	皆可得菩提。正上章非眾生是名眾生意也。善法。修善心。行善行之法。就	皆 可 得 菩 提 正 上 章 非 眾 生 是 名 眾 生 意 也 善 法 修 善 心 行 善 行 之 法 就 
X25n0488_001:0322a02	眾生言。若使易知。亦不外降心布施。正眾佛無異耳。	眾 生 言 若 使 易 知 亦 不 外 降 心 布 施 正 眾 佛 無 異 耳 
X25n0488_001:0322a03	(二十斷所說無記非因疑)須菩提。若三千大千世界中所有諸須彌山王。如是等七寶聚。有人持用布	 二 十 斷 所 說 無 記 非 因 疑 須 菩 提 若 三千大千世界 中 所 有 諸 須 彌 山 王 如 是 等 七 寶 聚 有 人 持 用 布 
X25n0488_001:0322a04	施。若人以此般若波羅蜜經。乃至四句偈等。受持讀誦。為他人說。於前福德。	施 若 人 以 此 般若波羅蜜經 乃 至 四 句 偈 等 受持讀誦 為 他 人 說 於 前 福 德 
X25n0488_001:0322a05	百分不及一。千萬億分乃至算數譬喻所不能及。	百 分 不 及 一 千萬億分 乃 至 算 數 譬 喻 所 不 能 及 
X25n0488_001:0322a06	此一節。言眾生平等法福報也。須彌山王。世界中獨尊者。有喻佛意。言眾	此 一 節 言 眾 生 平 等 法 福 報 也 須 彌 山 王 世 界 中 獨 尊 者 有 喻 佛 意 言 眾 
X25n0488_001:0322a07	生持經福德勝之。隱然見眾生成就。即能勝諸佛功德。則眾生非眾生可	生 持 經 福 德 勝 之 隱 然 見 眾 生 成 就 即 能 勝 諸 佛 功 德 則 眾 生 非 眾 生 可 
X25n0488_001:0322a08	知矣。	知 矣 
