X88n1646_001:0180a04	 居士傳序	 居 士 傳 序 
X88n1646_044:0262a11	陶周望名望齡。號石簣居士。會稽人也。萬歷十七年	陶 周 望 名 望 齡 號 石 簣 居 士 會 稽 人 也 萬 歷 十 七 年 
X88n1646_044:0262a12	舉會試第一。成進士。授編修。與同官焦弱侯相策發。	舉 會 試 第 一 成 進 士 授 編 修 與 同 官 焦 弱 侯 相 策 發 
X88n1646_044:0262a13	始研求性命之學。已而請假歸。過吳江與袁中郎論	始 研 求 性 命 之 學 已 而 請 假 歸 過 吳 江 與 袁 中 郎 論 
X88n1646_044:0262a14	學三日。上剡溪謁周海門。參叩甚力。每自撫膺曰。此	學 三 日 上 剡 溪 謁 周 海 門 參 叩 甚 力 每 自 撫 膺 曰 此 
X88n1646_044:0262a15	中終未穩在。一日讀方山合論。手足忭舞。語弟奭齡	中 終 未 穩 在 一 日 讀 方 山 合 論 手 足 忭 舞 語 弟 奭 齡 
X88n1646_044:0262a16	曰。吾往者空自生退屈也。海門甞致書詰其所得。周	曰 吾 往 者 空 自 生 退 屈 也 海 門 甞 致 書 詰 其 所 得 周 
X88n1646_044:0262a17	望復書曰。竊聞華嚴十信。初心即齊佛智。佛智者無	望 復 書 曰 竊 聞 華 嚴 十 信 初 心 即 齊 佛 智 佛 智 者 無 
X88n1646_044:0262a18	待之智也。何階級之可言哉。然必五十位升進。鄰於	待 之 智 也 何 階 級 之 可 言 哉 然 必 五 十 位 升 進 鄰 於 
X88n1646_044:0262a19	二覺。後契佛乘。孔子三十而立已歷信位矣。然必知	二 覺 後 契 佛 乘 孔 子 三 十 而 立 已 歷 信 位 矣 然 必 知 
X88n1646_044:0262a20	命耳順以至從心。葢知見久汰而日銷。習氣旋除而	命 耳 順 以 至 從 心 葢 知 見 久 汰 而 日 銷 習 氣 旋 除 而 
X88n1646_044:0262a21	日淨。如精金離鑛經鍛鍊而益露光芒。嬰兒出胎加	日 淨 如 精 金 離 鑛 經 鍛 鍊 而 益 露 光 芒 嬰 兒 出 胎 加 
X88n1646_044:0262a22	歲時而自然充長。人形金體不異舊時。瑩淨魁梧新	歲 時 而 自 然 充 長 人 形 金 體 不 異 舊 時 瑩 淨 魁 梧 新 
X88n1646_044:0262a23	新莫掩。然則放刀屠兒。獻珠龍女。無待之智燈也。懶	新 莫 掩 然 則 放 刀 屠 兒 獻 珠 龍 女 無 待 之 智 燈 也 懶 
X88n1646_044:0262a24	安拽鼻。二祖調心。神化之實功也。以緣起無生為覺	安 拽 鼻 二 祖 調 心 神 化 之 實 功 也 以 緣 起 無 生 為 覺 
X88n1646_044:0262b01	照。故不屬斷除。以佛知見為對治。故不落二乘耳。是	照 故 不 屬 斷 除 以 佛 知 見 為 對 治 故 不 落 二 乘 耳 是 
X88n1646_044:0262b02	故道人有道人之遷改。俗學有俗學之遷改。凡夫於	故 道 人 有 道 人 之 遷 改 俗 學 有 俗 學 之 遷 改 凡 夫 於 
X88n1646_044:0262b03	心外見法。種種善惡執為實有。如魘人認手為鬼。穉	心 外 見 法 種 種 善 惡 執 為 實 有 如 魘 人 認 手 為 鬼 穉 
X88n1646_044:0262b04	子怖影為物。遷改雖嚴。終成壓伏。學道人善是己善	子 怖 影 為 物 遷 改 雖 嚴 終 成 壓 伏 學 道 人 善 是 己 善 
X88n1646_044:0262b05	過是己過。遷是己遷改是己改。以無善為善故見過	過 是 己 過 遷 是 己 遷 改 是 己 改 以 無 善 為 善 故 見 過 
X88n1646_044:0262b06	愈微。以罪性本空故改過甚速。顏子有不善未甞不	愈 微 以 罪 性 本 空 故 改 過 甚 速 顏 子 有 不 善 未 甞 不 
X88n1646_044:0262b07	知。知之未甞復行者是也。僧問古宿如何保任。曰一	知 知 之 未 甞 復 行 者 是 也 僧 問 古 宿 如 何 保 任 曰 一 
X88n1646_044:0262b08	翳在目空花亂墜。大慧亦言。學道人須要熟處生。生	翳 在 目 空 花 亂 墜 大 慧 亦 言 學 道 人 須 要 熟 處 生 生 
X88n1646_044:0262b09	處熟。如何生處。無分別處是。如何熟處。分別處是。到	處 熟 如 何 生 處 無 分 別 處 是 如 何 熟 處 分 別 處 是 到 
X88n1646_044:0262b10	此則過是過。善亦是過。分別是習氣。饒你不分別亦	此 則 過 是 過 善 亦 是 過 分 別 是 習 氣 饒 你 不 分 別 亦 
X88n1646_044:0262b11	是習氣。直得念念知非。時時改過。始有相應分。是真	是 習 氣 直 得 念 念 知 非 時 時 改 過 始 有 相 應 分 是 真 
X88n1646_044:0262b12	遷善。是真改過。是名隨心自在。亦名稱性修行。先代	遷 善 是 真 改 過 是 名 隨 心 自 在 亦 名 稱 性 修 行 先 代 
X88n1646_044:0262b13	聖賢所有言說。總不出此。尚何置同異於其間哉。然	聖 賢 所 有 言 說 總 不 出 此 尚 何 置 同 異 於 其 間 哉 然 
X88n1646_044:0262b14	僕今日之病則在悟頭未徹。疑情未消。解處與行處。	僕 今 日 之 病 則 在 悟 頭 未 徹 疑 情 未 消 解 處 與 行 處 
X88n1646_044:0262b15	說處與受用處。未能相應。以此惻惻。居心不寧。老丈	說 處 與 受 用 處 未 能 相 應 以 此 惻 惻 居 心 不 寧 老 丈 
X88n1646_044:0262b16	何以救之。周望居常參一歸何處公案。自言緊作課。	何 以 救 之 周 望 居 常 參 一 歸 何 處 公 案 自 言 緊 作 課 
X88n1646_044:0262b17	寬作程。一生再生。會有出頭分。不敢求速效也。已而	寬 作 程 一 生 再 生 會 有 出 頭 分 不 敢 求 速 效 也 已 而 
X88n1646_044:0262b18	起前官。累遷左諭德。萬歷三十一年妖書事起。沈一	起 前 官 累 遷 左 諭 德 萬 歷 三 十 一 年 妖 書 事 起 沈 一 
X88n1646_044:0262b19	貫當國。欲藉以陷沈鯉．郭正域。周望詣一貫切責之。	貫 當 國 欲 藉 以 陷 沈 鯉 郭 正 域 周 望 詣 一 貫 切 責 之 
X88n1646_044:0262b20	又見朱賡不為救。慷慨數賡。願棄官與沈郭同死。二	又 見 朱 賡 不 為 救 慷 慨 數 賡 願 棄 官 與 沈 郭 同 死 二 
X88n1646_044:0262b21	人皆心動。沈郭卒得免者。亦周望力也。頃之復乞歸。	人 皆 心 動 沈 郭 卒 得 免 者 亦 周 望 力 也 頃 之 復 乞 歸 
X88n1646_044:0262b22	以祭酒徵不起。周望生平廉隅甚峻。進退以義。自奉	以 祭 酒 徵 不 起 周 望 生 平 廉 隅 甚 峻 進 退 以 義 自 奉 
X88n1646_044:0262b23	薄。布衣蔬食終其身。其為學久而益誠。未甞自是。每	薄 布 衣 蔬 食 終 其 身 其 為 學 久 而 益 誠 未 甞 自 是 每 
X88n1646_044:0262b24	曰。古人見性空以修道。今人見性空以長慾。晚而參	曰 古 人 見 性 空 以 修 道 今 人 見 性 空 以 長 慾 晚 而 參 
X88n1646_044:0262c01	雲棲宏公。受菩薩戒。因與諸善友創放生會於城南。	雲 棲 宏 公 受 菩 薩 戒 因 與 諸 善 友 創 放 生 會 於 城 南 
X88n1646_044:0262c02	以廣雲棲之化。作放生詩十首。以凡百畏刀杖。無不	以 廣 雲 棲 之 化 作 放 生 詩 十 首 以 凡 百 畏 刀 杖 無 不 
X88n1646_044:0262c03	愛壽命為韻。其一云。人生事膓腹。及與口舌三。二但	愛 壽 命 為 韻 其 一 云 人 生 事 膓 腹 及 與 口 舌 三 二 但 
X88n1646_044:0262c04	取飽軟。一乃司吾饞。萬錢飾盤筵。殉此徑寸甘。下咽	取 飽 軟 一 乃 司 吾 饞 萬 錢 飾 盤 筵 殉 此 徑 寸 甘 下 咽 
X88n1646_044:0262c05	了無知。理與木札兼。晚食美葵蓼。甚飢望虀鹽。徑寸	了 無 知 理 與 木 札 兼 晚 食 美 葵 蓼 甚 飢 望 虀 鹽 徑 寸 
X88n1646_044:0262c06	况易欺。何當信其婪。半臠償一身。債主真不廉。人羊	况 易 欺 何 當 信 其 婪 半 臠 償 一 身 債 主 真 不 廉 人 羊 
X88n1646_044:0262c07	須臾理。請君覩其凡。其二曰。毒莖烹肉肥。利刃藏魚	須 臾 理 請 君 覩 其 凡 其 二 曰 毒 莖 烹 肉 肥 利 刃 藏 魚 
X88n1646_044:0262c08	窄。魚肉豈不美。智者走弗食。吾有萬世患。驁以取一	窄 魚 肉 豈 不 美 智 者 走 弗 食 吾 有 萬 世 患 驁 以 取 一 
X88n1646_044:0262c09	適。匕箸成戈矛。操之還自賊。君看几筵上。怨敵常繞	適 匕 箸 成 戈 矛 操 之 還 自 賊 君 看 几 筵 上 怨 敵 常 繞 
X88n1646_044:0262c10	百。食肉作莖觀。斯言心可刺。其三曰。介盧曉牛鳴。冶	百 食 肉 作 莖 觀 斯 言 心 可 刺 其 三 曰 介 盧 曉 牛 鳴 冶 
X88n1646_044:0262c11	長諳雀噦。吾願天耳通。達此音聲類。羣魚泣妻妾。雞	長 諳 雀 噦 吾 願 天 耳 通 達 此 音 聲 類 羣 魚 泣 妻 妾 雞 
X88n1646_044:0262c12	鶩呼弟妹。不獨死可哀。生離亦多慨。楚語既侏離。齊	鶩 呼 弟 妹 不 獨 死 可 哀 生 離 亦 多 慨 楚 語 既 侏 離 齊 
X88n1646_044:0262c13	音了難會。寧聞楚人肉。忍作齊人膾。可憐登陸魚。噞	音 了 難 會 寧 聞 楚 人 肉 忍 作 齊 人 膾 可 憐 登 陸 魚 噞 
X88n1646_044:0262c14	喁向人誶。人曰魚口喑。魚言人耳背。何當破網羅。施	喁 向 人 誶 人 曰 魚 口 喑 魚 言 人 耳 背 何 當 破 網 羅 施 
X88n1646_044:0262c15	之以無畏。其四曰。挾弩隱衣袂。入林羣鳥號。狗屠一	之 以 無 畏 其 四 曰 挾 弩 隱 衣 袂 入 林 羣 鳥 號 狗 屠 一 
X88n1646_044:0262c16	鳴鞭。眾吠從之囂。殺機翳胸中。燦然若懸杓。吾聞螳	鳴 鞭 眾 吠 從 之 囂 殺 機 翳 胸 中 燦 然 若 懸 杓 吾 聞 螳 
X88n1646_044:0262c17	螂蟬。能變琴者操。至人秉慈尚。虎象焉足調。因果苟	螂 蟬 能 變 琴 者 操 至 人 秉 慈 尚 虎 象 焉 足 調 因 果 苟 
X88n1646_044:0262c18	無徵。視斯亦已昭。與其噉群生。寧我吞千刀。其五曰。	無 徵 視 斯 亦 已 昭 與 其 噉 群 生 寧 我 吞 千 刀 其 五 曰 
X88n1646_044:0262c19	從事愁見拘。波臣苦遭蕩。蟈氏群處囊。悲鳴更相杖。	從 事 愁 見 拘 波 臣 苦 遭 蕩 蟈 氏 群 處 囊 悲 鳴 更 相 杖 
X88n1646_044:0262c20	寄書已成悔。見夢徒增妄。數錢贖爾至。縛解羈囚放。	寄 書 已 成 悔 見 夢 徒 增 妄 數 錢 贖 爾 至 縛 解 羈 囚 放 
X88n1646_044:0262c21	困極勢未遒。蘇餘氣仍壯。[銜金+缶]恩未忍去。故作三回望。	困 極 勢 未 遒 蘇 餘 氣 仍 壯 [銜金缶] 恩 未 忍 去 故 作 三 回 望 
X88n1646_044:0262c22	何方絕網羅。向去保無恙。感激見深衷。遲疑抱遐悵。	何 方 絕 網 羅 向 去 保 無 恙 感 激 見 深 衷 遲 疑 抱 遐 悵 
X88n1646_044:0262c23	贈爾金口言。努力此回向。耨水具功德。蓮華好安養。	贈 爾 金 口 言 努 力 此 回 向 耨 水 具 功 德 蓮 華 好 安 養 
X88n1646_044:0262c24	微施豈懷報。往矣慎波浪。群蛙尤有情。鼓吹西窓傍。	微 施 豈 懷 報 往 矣 慎 波 浪 群 蛙 尤 有 情 鼓 吹 西 窓 傍 
X88n1646_044:0263a01	其六曰。昔有二勇者。操刀相與酤。曰子我肉也。奚更	其 六 曰 昔 有 二 勇 者 操 刀 相 與 酤 曰 子 我 肉 也 奚 更 
X88n1646_044:0263a02	求肉乎。互割還互噉。彼盡我亦枯。食彼因自食。舉世	求 肉 乎 互 割 還 互 噉 彼 盡 我 亦 枯 食 彼 因 自 食 舉 世 
X88n1646_044:0263a03	歎其愚。還語血食人。有以異此無。其七曰。吾聞豐坊	歎 其 愚 還 語 血 食 人 有 以 異 此 無 其 七 曰 吾 聞 豐 坊 
X88n1646_044:0263a04	生。赤章呪蚤虱。蚤虱食幾許。討捕已酷烈。借問坊食	生 赤 章 呪 蚤 虱 蚤 虱 食 幾 許 討 捕 已 酷 烈 借 問 坊 食 
X88n1646_044:0263a05	者。還當呪坊不。宏恕聖所稱。斯言非佞佛。其八曰。生	者 還 當 呪 坊 不 宏 恕 聖 所 稱 斯 言 非 佞 佛 其 八 曰 生 
X88n1646_044:0263a06	食不可食。熟以過時敗。生既嫌腥膻。敗時仍臭穢。腥	食 不 可 食 熟 以 過 時 敗 生 既 嫌 腥 膻 敗 時 仍 臭 穢 腥 
X88n1646_044:0263a07	穢君所知。胡為強吞嘬。水火幻味香。口鼻成災怪。如	穢 君 所 知 胡 為 強 吞 嘬 水 火 幻 味 香 口 鼻 成 災 怪 如 
X88n1646_044:0263a08	蠅穢中育。還以臭為愛。及其生子孫。居然臭穢內。阬	蠅 穢 中 育 還 以 臭 為 愛 及 其 生 子 孫 居 然 臭 穢 內 阬 
X88n1646_044:0263a09	圊難久居。蟲乎可為戒。其九曰。竪首橫目人。竪目橫	圊 難 久 居 蟲 乎 可 為 戒 其 九 曰 竪 首 橫 目 人 竪 目 橫 
X88n1646_044:0263a10	身獸。從獸者智攖。甘人者勇鬬。悲哉肉世界。奚物獲	身 獸 從 獸 者 智 攖 甘 人 者 勇 鬬 悲 哉 肉 世 界 奚 物 獲 
X88n1646_044:0263a11	長壽。一虎當邑居。萬人怖而走。萬人俱虎心。物命誰	長 壽 一 虎 當 邑 居 萬 人 怖 而 走 萬 人 俱 虎 心 物 命 誰 
X88n1646_044:0263a12	當救。莫言他肉肥。可療吾身瘦。彼此電露命。但當相	當 救 莫 言 他 肉 肥 可 療 吾 身 瘦 彼 此 電 露 命 但 當 相 
X88n1646_044:0263a13	憫宥。共修三堅法。人獸兩無負。其十曰。食肉反有墨。	憫 宥 共 修 三 堅 法 人 獸 兩 無 負 其 十 曰 食 肉 反 有 墨 
X88n1646_044:0263a14	食糠反肥盛。薇蕨雖苦飢。甘脂亦生病。我痛思彼痛。	食 糠 反 肥 盛 薇 蕨 雖 苦 飢 甘 脂 亦 生 病 我 痛 思 彼 痛 
X88n1646_044:0263a15	彼命如我命。勿憎質直語。質語應易聽。又設問答著	彼 命 如 我 命 勿 憎 質 直 語 質 語 應 易 聽 又 設 問 答 著 
X88n1646_044:0263a16	放生解惑篇。甚詳辨。文多不載。三十七年秋有疾。飭	放 生 解 惑 篇 甚 詳 辨 文 多 不 載 三 十 七 年 秋 有 疾 飭 
X88n1646_044:0263a17	治後事。三日而逝。諡文簡。奭齡亦好禪學。崇禎中與	治 後 事 三 日 而 逝 諡 文 簡 奭 齡 亦 好 禪 學 崇 禎 中 與 
X88n1646_044:0263a18	蕺山劉子講學陽明祠。從之者甚眾(明史．歇菴文集．行述．雲棲法彙．	蕺 山 劉 子 講 學 陽 明 祠 從 之 者 甚 眾 明 史 歇 菴 文 集 行 述 雲 棲 法 彙 
X88n1646_044:0263a19	紹興志．獪園)。	紹 興 志 獪 園 
X88n1646_044:0263a20	焦弱侯名竑。應天人也。萬歷十七年舉進士第。一有	焦 弱 侯 名 竑 應 天 人 也 萬 歷 十 七 年 舉 進 士 第 一 有 
X88n1646_044:0263a21	司欲為建坊。弱侯謝之。請移賑飢民。除修撰。為東宮	司 欲 為 建 坊 弱 侯 謝 之 請 移 賑 飢 民 除 修 撰 為 東 宮 
X88n1646_044:0263a22	講官。進講時有鳥飛鳴而過。皇太子目之。弱侯即輟	講 官 進 講 時 有 鳥 飛 鳴 而 過 皇 太 子 目 之 弱 侯 即 輟 
X88n1646_044:0263a23	講。皇太子改容聽之。乃復講如初。甞采故事為養正	講 皇 太 子 改 容 聽 之 乃 復 講 如 初 甞 采 故 事 為 養 正 
X88n1646_044:0263a24	圖以進。日有啟導之益。為同官所嫉。用科場事被謫	圖 以 進 日 有 啟 導 之 益 為 同 官 所 嫉 用 科 場 事 被 謫 
X88n1646_044:0263b01	出為福寧同知。再遷為南京司業。初弱侯師事耿天	出 為 福 寧 同 知 再 遷 為 南 京 司 業 初 弱 侯 師 事 耿 天 
X88n1646_044:0263b02	臺．羅近溪。已而篤信李卓吾。往來論學始終無間。居	臺 羅 近 溪 已 而 篤 信 李 卓 吾 往 來 論 學 始 終 無 間 居 
X88n1646_044:0263b03	常博覧群書。卒歸心於佛氏。天臺甞引程子斥佛語	常 博 覧 群 書 卒 歸 心 於 佛 氏 天 臺 甞 引 程 子 斥 佛 語 
X88n1646_044:0263b04	以相詰。弱侯復之曰。伯淳斥佛。大抵謂出離生死為	以 相 詰 弱 侯 復 之 曰 伯 淳 斥 佛 大 抵 謂 出 離 生 死 為 
X88n1646_044:0263b05	利心。夫生死者所謂生滅心也。起信論有真如生滅	利 心 夫 生 死 者 所 謂 生 滅 心 也 起 信 論 有 真 如 生 滅 
X88n1646_044:0263b06	二門。未達真如之門則念念遷流。終無了歇。欲止其	二 門 未 達 真 如 之 門 則 念 念 遷 流 終 無 了 歇 欲 止 其 
X88n1646_044:0263b07	所不能矣。以出離生死為利心。是易之止其所亦利	所 不 能 矣 以 出 離 生 死 為 利 心 是 易 之 止 其 所 亦 利 
X88n1646_044:0263b08	心也。苟止其所非利心。則即生滅而證真如。乃吾曹	心 也 苟 止 其 所 非 利 心 則 即 生 滅 而 證 真 如 乃 吾 曹 
X88n1646_044:0263b09	所當亟求者。從而斥之可乎。時有唐子張者。先從近	所 當 亟 求 者 從 而 斥 之 可 乎 時 有 唐 子 張 者 先 從 近 
X88n1646_044:0263b10	溪學。已而來謁。初見言知。弱侯曰。如為常見。是眾生	溪 學 已 而 來 謁 初 見 言 知 弱 侯 曰 如 為 常 見 是 眾 生 
X88n1646_044:0263b11	法。再見言無知。弱侯曰。無知為斷見。是二乘法。子張	法 再 見 言 無 知 弱 侯 曰 無 知 為 斷 見 是 二 乘 法 子 張 
X88n1646_044:0263b12	憮然。弱侯因語之曰。人心之妙。囊括太虗。不可以有	憮 然 弱 侯 因 語 之 曰 人 心 之 妙 囊 括 太 虗 不 可 以 有 
X88n1646_044:0263b13	無求。不可以取舍得。以無求之者攝心獨坐一事不	無 求 不 可 以 取 舍 得 以 無 求 之 者 攝 心 獨 坐 一 事 不 
X88n1646_044:0263b14	理。靜中光景了了可即。事物現前茫無湊泊。大慧呵	理 靜 中 光 景 了 了 可 即 事 物 現 前 茫 無 湊 泊 大 慧 呵 
X88n1646_044:0263b15	之為默照邪禪是也。以有求之者。認取識神以為家	之 為 默 照 邪 禪 是 也 以 有 求 之 者 認 取 識 神 以 為 家 
X88n1646_044:0263b16	寶。有可俟排有可著手輙生歡悅。不知認賊為子。百	寶 有 可 俟 排 有 可 著 手 輙 生 歡 悅 不 知 認 賊 為 子 百 
X88n1646_044:0263b17	劫千生輾轉淪墜。楞嚴所謂知見立知即無明本。元	劫 千 生 輾 轉 淪 墜 楞 嚴 所 謂 知 見 立 知 即 無 明 本 元 
X88n1646_044:0263b18	沙訶之為昭昭靈靈的禪是也。夫此本地風光。無徑	沙 訶 之 為 昭 昭 靈 靈 的 禪 是 也 夫 此 本 地 風 光 無 徑 
X88n1646_044:0263b19	可尋。無門可入。纔有所重。便成窠臼。學者於口耳俱	可 尋 無 門 可 入 纔 有 所 重 便 成 窠 臼 學 者 於 口 耳 俱 
X88n1646_044:0263b20	喪之餘。言思路絕之際。瞥地一下。任伊說有說無。信	喪 之 餘 言 思 路 絕 之 際 瞥 地 一 下 任 伊 說 有 說 無 信 
X88n1646_044:0263b21	手拈來何所不可。若未曾實證此理。靠些知解為本	手 拈 來 何 所 不 可 若 未 曾 實 證 此 理 靠 些 知 解 為 本 
X88n1646_044:0263b22	命元辰。不知此知頭出頭沒時滅時生。生死流浪輾	命 元 辰 不 知 此 知 頭 出 頭 沒 時 滅 時 生 生 死 流 浪 輾 
X88n1646_044:0263b23	轉不休。於無生法忍還相契否。子既有意此道。便當	轉 不 休 於 無生法忍 還 相 契 否 子 既 有 意 此 道 便 當 
X88n1646_044:0263b24	真參實悟。求正人指與出路。此正人。吾有一訣可以	真 參 實 悟 求 正 人 指 與 出 路 此 正 人 吾 有 一 訣 可 以 
X88n1646_044:0263c01	勘驗。出離生死為正。流浪生死為邪。說無為法為正。	勘 驗 出 離 生 死 為 正 流 浪 生 死 為 邪 說 無 為 法 為 正 
X88n1646_044:0263c02	說有為法為邪。無門路無階級為正。可以知知可以	說 有 為 法 為 邪 無 門 路 無 階 級 為 正 可 以 知 知 可 以 
X88n1646_044:0263c03	說說為邪。中心行道而外不毀法為正。駕言無礙任	說 說 為 邪 中 心 行 道 而 外 不 毀 法 為 正 駕 言 無 礙 任 
X88n1646_044:0263c04	情恣肆為邪。子當如此辨別之。既得其人。死心蹋地	情 恣 肆 為 邪 子 當 如 此 辨 別 之 既 得 其 人 死 心 蹋 地 
X88n1646_044:0263c05	務求安身立命一著。方是究竟法也。居南京。以所學	務 求 安 身 立 命 一 著 方 是 究 竟 法 也 居 南 京 以 所 學 
X88n1646_044:0263c06	倡後進。從者甚眾。晚修念佛三昧。泰昌元年卒。年八	倡 後 進 從 者 甚 眾 晚 修 念佛三昧 泰 昌 元 年 卒 年 八 
X88n1646_044:0263c07	十一。贈諭德。崇禎末諡文端(憺園集．陶石簣集．明儒學案)。	十 一 贈 諭 德 崇 禎 末 諡 文 端 憺 園 集 陶 石 簣 集 明 儒 學 案 
X88n1646_044:0263c08	唐宜之名時。湖州人也。以諸生貢太學。出判壽陽。繼	唐 宜 之 名 時 湖 州 人 也 以 諸 生 貢 太 學 出 判 壽 陽 繼 
X88n1646_044:0263c09	輔襄國。流賊破襄陽。宜之投端禮門左井中。家人掖	輔 襄 國 流 賊 破 襄 陽 宜 之 投 端 禮 門 左 井 中 家 人 掖 
X88n1646_044:0263c10	之出。絕而復蘇。上書自訟。詔付三司究問。得白放還	之 出 絕 而 復 蘇 上 書 自 訟 詔 付 三 司 究 問 得 白 放 還 
X88n1646_044:0263c11	家。宜之初參蓮池。授以念佛法門。遂勤修淨業。諸眷	家 宜 之 初 參 蓮 池 授 以 念 佛 法 門 遂 勤 修 淨 業 諸 眷 
X88n1646_044:0263c12	屬皆能覆誦金剛經及普門品。晝則各習所業。夜則	屬 皆 能 覆 誦 金 剛 經 及 普 門 品 晝 則 各 習 所 業 夜 則 
X88n1646_044:0263c13	共集佛前回向以為常。甞言修淨土者以觀門為要。	共 集 佛 前 回 向 以 為 常 甞 言 修 淨 土 者 以 觀 門 為 要 
X88n1646_044:0263c14	須穿衣喫飯常在觀中。或神遊蓮海。華中禮佛。或坐	須 穿 衣 喫 飯 常 在 觀 中 或 神 遊 蓮 海 華 中 禮 佛 或 坐 
X88n1646_044:0263c15	瞻寶剎。佛光照身。淨想既成。往生何待。遂專修佛觀。	瞻 寶 剎 佛 光 照 身 淨 想 既 成 往 生 何 待 遂 專 修 佛 觀 
X88n1646_044:0263c16	過南京長干寺。禮塔念佛。次見塔頂放白光。佛為現	過 南 京 長 干 寺 禮 塔 念 佛 次 見 塔 頂 放 白 光 佛 為 現 
X88n1646_044:0263c17	相。如黃金色。一日坐禪堂。推窗忽見大海中湧一山。	相 如 黃 金 色 一 日 坐 禪 堂 推 窗 忽 見 大 海 中 湧 一 山 
X88n1646_044:0263c18	佛坐其上。光明四徹。墻壁林木盡空不見。其精誠所	佛 坐 其 上 光 明 四 徹 墻 壁 林 木 盡 空 不 見 其 精 誠 所 
X88n1646_044:0263c19	感如此。宜之工文章。既歸心佛乘。每順世語言說諸	感 如 此 宜 之 工 文 章 既 歸 心 佛 乘 每 順 世 語 言 說 諸 
X88n1646_044:0263c20	法要。淮南李小有述廣仁品。宜之為序曰。學者聞胞	法 要 淮 南 李 小 有 述 廣 仁 品 宜 之 為 序 曰 學 者 聞 胞 
X88n1646_044:0263c21	民與物之說。亦有刻意推心引為同體。而無奈與自	民 與 物 之 說 亦 有 刻 意 推 心 引 為 同 體 而 無 奈 與 自 
X88n1646_044:0263c22	身痛癢畢竟不同。譬如蒙鏡照人。雖強以人面相逼。	身 痛 癢 畢 竟 不 同 譬 如 蒙 鏡 照 人 雖 強 以 人 面 相 逼 
X88n1646_044:0263c23	而鬚眉終不能了了。古人在畎畝中。未有天下之任。	而 鬚 眉 終 不 能 了 了 古 人 在 畎 畝 中 未 有 天 下 之 任 
X88n1646_044:0263c24	而念及一夫如己推溝。亦無奈其覺性明徹。眾生痛	而 念 及 一 夫 如 己 推 溝 亦 無 奈 其 覺 性 明 徹 眾 生 痛 
X88n1646_044:0264a01	癢呼吸相關。故不禁其焦腸輪轉也。凡夫與眾生雖	癢 呼 吸 相 關 故 不 禁 其 焦 腸 輪 轉 也 凡 夫 與 眾 生 雖 
X88n1646_044:0264a02	求親而反隔。聖人與眾生不求緣而自不隔。則覺與	求 親 而 反 隔 聖 人 與 眾 生 不 求 緣 而 自 不 隔 則 覺 與 
X88n1646_044:0264a03	不覺之分也。聖人經理民物如拯溺救焚。千方百變	不 覺 之 分 也 聖 人 經 理 民 物 如 拯 溺 救 焚 千 方 百 變 
X88n1646_044:0264a04	皆是仁中之用。唯此覺性徧滿法界是之謂仁耳。伊	皆 是 仁 中 之 用 唯 此 覺 性 徧 滿 法 界 是 之 謂 仁 耳 伊 
X88n1646_044:0264a05	尹天民之先覺者也。覺眾生與我不隔。而又覺眾生	尹 天 民 之 先 覺 者 也 覺 眾 生 與 我 不 隔 而 又 覺 眾 生 
X88n1646_044:0264a06	不能與我不隔。如父與子不能一心。安能禁其焦腸	不 能 與 我 不 隔 如 父 與 子 不 能 一 心 安 能 禁 其 焦 腸 
X88n1646_044:0264a07	輪轉乎。夫如是自不得不以天下為己任。故曰伊尹	輪 轉 乎 夫 如 是 自 不 得 不 以 天 下 為 己 任 故 曰 伊 尹 
X88n1646_044:0264a08	聖之任者也。伊尹之任。盖自覺中來也。伊尹之任。天	聖 之 任 者 也 伊 尹 之 任 盖 自 覺 中 來 也 伊 尹 之 任 天 
X88n1646_044:0264a09	下不獨謂生民塗炭出之水火而已。若以此為任。後	下 不 獨 謂 生 民 塗 炭 出 之 水 火 而 已 若 以 此 為 任 後 
X88n1646_044:0264a10	世豪傑將相皆然。安見其重哉。伊尹自思匹夫匹婦	世 豪 傑 將 相 皆 然 安 見 其 重 哉 伊 尹 自 思 匹 夫 匹 婦 
X88n1646_044:0264a11	有不與被堯舜之澤者。若己推而內之溝中。欲使天	有 不 與 被 堯 舜 之 澤 者 若 己 推 而 內 之 溝 中 欲 使 天 
X88n1646_044:0264a12	下之人皆有匹夫匹婦不與被堯舜之澤者。若己推	下 之 人 皆 有 匹 夫 匹 婦 不 與 被 堯 舜 之 澤 者 若 己 推 
X88n1646_044:0264a13	而內之溝中之思。此之謂先覺覺後覺。其任天下如	而 內 之 溝 中 之 思 此 之 謂 先 覺 覺 後 覺 其 任 天 下 如 
X88n1646_044:0264a14	此。故曰重也。盖眾生不覺。非止於不覺而已。不覺之	此 故 曰 重 也 盖 眾 生 不 覺 非 止 於 不 覺 而 已 不 覺 之 
X88n1646_044:0264a15	言不可勝言也。不知君父是我頭目起愛戴想。則自	言 不 可 勝 言 也 不 知 君 父 是 我 頭 目 起 愛 戴 想 則 自 
X88n1646_044:0264a16	然欺慢。不知百姓是我血肉起調理想。則自然貪虐。	然 欺 慢 不 知 百 姓 是 我 血 肉 起 調 理 想 則 自 然 貪 虐 
X88n1646_044:0264a17	不知鳥獸魚鼈是我手足指爪起保護。想則自然屠	不 知 鳥 獸 魚 鼈 是 我 手 足 指 爪 起 保 護 想 則 自 然 屠 
