T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_008:0544c11	以為法華。非改法華為靈寶也。準如此狀可	以 為 法 華 非 改 法 華 為 靈 寶 也 準 如 此 狀 可 
T52n2110_008:0544c12	以情求。靈寶之經不言可見。若言羅什改靈	以 情 求 靈 寶 之 經 不 言 可 見 若 言 羅 什 改 靈 
T52n2110_008:0544c13	寶經為法華者。出何記傳止可誑此東土以	寶 經 為 法 華 者 出 何 記 傳 止 可 誑 此 東 土 以 
T52n2110_008:0544c14	惑下民。不應流向西域所在皆有。今彼沙門	惑 下 民 不 應 流 向 西 域 所 在 皆 有 今 彼 沙 門 
T52n2110_008:0544c15	來游此國。其所持經以樹葉抄寫。爾日又遣	來 游 此 國 其 所 持 經 以 樹 葉 抄 寫 爾 日 又 遣 
T52n2110_008:0544c16	譯人對之翻解。與今經文不異。以此驗之。定	譯 人 對 之 翻 解 與 今 經 文 不 異 以 此 驗 之 定 
T52n2110_008:0544c17	知道士偷改法華以為道經。此事誠可信。如	知 道 士 偷 改 法 華 以 為 道 經 此 事 誠 可 信 如 
T52n2110_008:0544c18	前所列。非止一部。凡是道書除五千文之外。	前 所 列 非 止 一 部 凡 是 道 書 除 五 千 文 之 外 
T52n2110_008:0544c19	悉皆偷採安置己典。誠如涅槃經之所說也。	悉 皆 偷 採 安 置 己 典 誠 如 涅 槃 經 之 所 說 也 
T52n2110_008:0544c20	竊以佛之與僧代代相承。前賢後哲人人欽	竊 以 佛 之 與 僧 代 代 相 承 前 賢 後 哲 人 人 欽 
T52n2110_008:0544c21	敬。蓋由威靈化被理事可詳。所以往古來今	敬 蓋 由 威 靈 化 被 理 事 可 詳 所 以 往 古 來 今 
T52n2110_008:0544c22	名僧繼踵。猶如師子得無畏焉。有喻香林栴	名 僧 繼 踵 猶 如 師 子 得 無 畏 焉 有 喻 香 林 栴 
T52n2110_008:0544c23	檀圍遶。住持國界冥潤難量。以慈修身安人	檀 圍 遶 住 持 國 界 冥 潤 難 量 以 慈 修 身 安 人 
T52n2110_008:0544c24	恕己。慎行之美無辱先乎。立身奉道揚名現	恕 己 慎 行 之 美 無 辱 先 乎 立 身 奉 道 揚 名 現 
T52n2110_008:0544c25	矣。其若偷改道經為法華者。既習學詭言。寧	矣 其 若 偷 改 道 經 為 法 華 者 既 習 學 詭 言 寧 
T52n2110_008:0544c26	有許多勝行。心用高潔智海弘深。而道士既	有 許 多 勝 行 心 用 高 潔 智 海 弘 深 而 道 士 既 
T52n2110_008:0544c27	奉真文。何事愚短相次。書史所載。未得其一。	奉 真 文 何 事 愚 短 相 次 書 史 所 載 未 得 其 一 
T52n2110_008:0544c28	以此往推。改換正經以為邪典。其義可嚗。眾	以 此 往 推 改 換 正 經 以 為 邪 典 其 義 可 嚗 眾 
T52n2110_008:0544c29	共詳焉。	共 詳 焉 
T52n2110_008:0545a01	偷佛法四果十地謬	偷 佛 法 四 果 十 地 謬 
T52n2110_008:0545a02	道經度國王品云。天尊告純陀王曰。諸得道	道 經 度 國 王 品 云 天 尊 告 純 陀 王 曰 諸 得 道 
T52n2110_008:0545a03	大聖眾至恒沙如來者。莫不從凡夫積行而	大 聖 眾 至 恒 沙 如 來 者 莫 不 從 凡 夫 積 行 而 
T52n2110_008:0545a04	得也。十仙者無量無數眾。亦有一興而致一	得 也 十 仙 者 無量無數 眾 亦 有 一 興 而 致 一 
T52n2110_008:0545a05	仙。復有從凡而得其住。所以者何。功高則	仙 復 有 從 凡 而 得 其 住 所以者何 功 高 則 
T52n2110_008:0545a06	一舉。功卑則十昇。十昇者十住處階級而	一 舉 功 卑 則 十 昇 十 昇 者 十 住 處 階 級 而 
T52n2110_008:0545a07	往。從歡喜至法雲。相好具足現身金剛。於	往 從 歡 喜 至 法 雲 相好具足 現 身 金 剛 於 
T52n2110_008:0545a08	是大王小王聞天尊說法即得四果。又案度	是 大 王 小 王 聞 天 尊 說 法 即 得 四 果 又 案 度 
T52n2110_008:0545a09	身品云。尼乾子於天尊所聞說法解定。便獲	身 品 云 尼 乾 子 於 天 尊 所 聞 說 法 解 定 便 獲 
T52n2110_008:0545a10	須陀洹果道。又云。玄中養於靈鷲山中說五	須陀洹果 道 又 云 玄 中 養 於 靈 鷲 山 中 說 五 
T52n2110_008:0545a11	部尊經。度人無量。又云。與太和先生於檀毒	部 尊 經 度 人 無 量 又 云 與 太 和 先 生 於 檀 毒 
T52n2110_008:0545a12	山中大度王民。號曰沙門。案文始傳云。老子	山 中 大 度 王 民 號 曰 沙 門 案 文 始 傳 云 老 子 
T52n2110_008:0545a13	在罽賓國。彈指引諸天王及羅漢五通飛天	在 罽 賓 國 彈 指 引 諸 天 王 及 羅 漢 五 通 飛 天 
T52n2110_008:0545a14	大眾一時俱至。遣尹喜為師。又云。得道菩薩	大 眾 一 時 俱 至 遣 尹 喜 為 師 又 云 得 道 菩 薩 
T52n2110_008:0545a15	為老子作頌。又靈寶智慧罪根品云。恒沙天	為 老 子 作 頌 又 靈 寶 智 慧 罪 根 品 云 恒 沙 天 
T52n2110_008:0545a16	人聞法得道已成如來。此等妄說既多。為謗	人 聞 法 得 道 已 成 如 來 此 等 妄 說 既 多 為 謗 
T52n2110_008:0545a17	亦甚。所以然者。佛之與道教迹不同。出沒隱	亦 甚 所 以 然 者 佛 之 與 道 教 迹 不 同 出 沒 隱 
T52n2110_008:0545a18	顯變通亦異。道以自然為宗。佛以因緣為義。	顯 變 通 亦 異 道 以 自 然 為 宗 佛 以 因 緣 為 義 
T52n2110_008:0545a19	自然者無為而成。因緣者積行乃證。是以小	自 然 者 無 為 而 成 因 緣 者 積 行 乃 證 是 以 小 
T52n2110_008:0545a20	乘列四果之梯。大乘顯十等之級。從凡入真	乘 列 四 果 之 梯 大 乘 顯 十 等 之 級 從 凡 入 真 
T52n2110_008:0545a21	具有文證。未知道家所列四果十地。名與佛	具 有 文 證 未 知 道 家 所 列 四 果 十 地 名 與 佛 
T52n2110_008:0545a22	同。修行品次未見其說。又復道家所修。或	同 修 行 品 次 未 見 其 說 又 復 道 家 所 修 或 
T52n2110_008:0545a23	有吸氣以沖天。或飲水而證道。或聞法以飛	有 吸 氣 以 沖 天 或 飲 水 而 證 道 或 聞 法 以 飛 
T52n2110_008:0545a24	空。或餌草而尸解。行業既殊證果理異。或云。	空 或 餌 草 而 尸 解 行 業 既 殊 證 果 理 異 或 云 
T52n2110_008:0545a25	九重天。或云。三萬六千。或云。八十一天。或	九 重 天 或 云 三 萬 六 千 或 云 八 十 一 天 或 
T52n2110_008:0545a26	云。六十大梵。或云。三十六天。或云。三十二	云 六 十 大 梵 或 云 三 十 六 天 或 云 三 十 二 
T52n2110_008:0545a27	帝。或云。二十八天。或云。二十四帝。或云。一	帝 或 云 二十八天 或 云 二 十 四 帝 或 云 一 
T52n2110_008:0545a28	十八天。或云。九真天王。或云。九氣天君。或	十 八 天 或 云 九 真 天 王 或 云 九 氣 天 君 或 
T52n2110_008:0545a29	云。欲界六天。或云。四方氣君。或云。三元三	云 欲界六天 或 云 四 方 氣 君 或 云 三 元 三 
T52n2110_008:0545b01	天。或云。九宮天曹。或云。玉清大有。或云。玄	天 或 云 九 宮 天 曹 或 云 玉 清 大 有 或 云 玄 
T52n2110_008:0545b02	都紫微宮。或云。三皇太極。諸如此類略件	都 紫 微 宮 或 云 三 皇 太 極 諸 如 此 類 略 件 
T52n2110_008:0545b03	其目。未識此天為同為別。為重為橫。為高	其 目 未 識 此 天 為 同 為 別 為 重 為 橫 為 高 
T52n2110_008:0545b04	為下。為虛為實。修何業行而能昇陟。服食何	為 下 為 虛 為 實 修 何 業 行 而 能 昇 陟 服 食 何 
T52n2110_008:0545b05	草而得往生因緣次第未聞其說。然後視其	草 而 得 往 生 因 緣 次 第 未 聞 其 說 然 後 視 其 
T52n2110_008:0545b06	所以。觀其所由。察其所安。則虛妄之情見	所 以 觀 其 所 由 察 其 所 安 則 虛 妄 之 情 見 
T52n2110_008:0545b07	矣。	矣 
T52n2110_008:0545b08	道經未出言出謬	道 經 未 出 言 出 謬 
T52n2110_008:0545b09	按玄都觀道士等所上一切經目云。取宋人	按 玄 都 觀 道 士 等 所 上 一 切 經 目 云 取 宋 人 
T52n2110_008:0545b10	陸修靜所撰之者。依而寫送。檢修靜舊目。注	陸 修 靜 所 撰 之 者 依 而 寫 送 檢 修 靜 舊 目 注 
T52n2110_008:0545b11	上清經有一百八十六卷。其一百一十七卷。	上 清 經 有 一 百 八 十 六 卷 其 一 百 一 十 七 卷 
T52n2110_008:0545b12	已行於世。從始清以下有四十部。合六十九	已 行 於 世 從 始 清 以 下 有 四 十 部 合 六 十 九 
T52n2110_008:0545b13	卷。未行於世。檢今經目。並云見在。修靜經	卷 未 行 於 世 檢 今 經 目 並 云 見 在 修 靜 經 
T52n2110_008:0545b14	目。又云。洞玄經有三十六卷。其二十一卷。已	目 又 云 洞 玄 經 有 三 十 六 卷 其 二 十 一 卷 已 
T52n2110_008:0545b15	行於世。其大小劫已下有十一部。合一十五	行 於 世 其 大 小 劫 已 下 有 十 一 部 合 一 十 五 
T52n2110_008:0545b16	卷。猶隱天宮未出。檢今經目並注云見在。陸	卷 猶 隱 天 宮 未 出 檢 今 經 目 並 注 云 見 在 陸 
T52n2110_008:0545b17	修靜者。宋明帝時人也。以太始七年。因勅上	修 靜 者 宋 明 帝 時 人 也 以 太 始 七 年 因 勅 上 
T52n2110_008:0545b18	此經目。修靜注云。隱在天宮未出於世。從此	此 經 目 修 靜 注 云 隱 在 天 宮 未 出 於 世 從 此 
T52n2110_008:0545b19	以來二百許年。不聞天人下降。又不見道士	以 來 二 百 許 年 不 聞 天 人 下 降 又 不 見 道 士 
T52n2110_008:0545b20	昇天。不知此經何因而來。昔文成以書飯牛	昇 天 不 知 此 經 何 因 而 來 昔 文 成 以 書 飯 牛 
T52n2110_008:0545b21	詐言王母命至。而黃庭元陽以道換佛。張陵	詐 言 王 母 命 至 而 黃 庭 元 陽 以 道 換 佛 張 陵 
T52n2110_008:0545b22	創造靈寶。以吳赤烏之年。始出其上清起於	創 造 靈 寶 以 吳 赤 烏 之 年 始 出 其 上 清 起 於 
T52n2110_008:0545b23	葛玄。宋齊之間乃行。鮑靜造三皇經。當時事	葛 玄 宋 齊 之 間 乃 行 鮑 靜 造 三 皇 經 當 時 事 
T52n2110_008:0545b24	露而寢。文成致戮於漢朝。鮑氏滅族於往昔。	露 而 寢 文 成 致 戮 於 漢 朝 鮑 氏 滅 族 於 往 昔 
T52n2110_008:0545b25	今之學者仍踵其術。良可悲矣。漢劉焉傳稱。	今 之 學 者 仍 踵 其 術 良 可 悲 矣 漢 劉 焉 傳 稱 
T52n2110_008:0545b26	張魯祖父陵桓帝時客於蜀學道鶴鳴山中。	張 魯 祖 父 陵 桓 帝 時 客 於 蜀 學 道 鶴 鳴 山 中 
T52n2110_008:0545b27	造作符書以惑百姓。受其道者出米五斗。故	造 作 符 書 以 惑 百 姓 受 其 道 者 出 米 五 斗 故 
T52n2110_008:0545b28	謂之米賊。陵傳其子衡。衡為繼師。衡傳子魯。	謂 之 米 賊 陵 傳 其 子 衡 衡 為 繼 師 衡 傳 子 魯 
T52n2110_008:0545b29	魯為嗣師。號曰三師。其來學者。初名鬼卒。後	魯 為 嗣 師 號 曰 三 師 其 來 學 者 初 名 鬼 卒 後 
T52n2110_008:0545c01	號祭酒。聚合醜徒頻為非據。三人之妻。號為	號 祭 酒 聚 合 醜 徒 頻 為 非 據 三 人 之 妻 號 為 
T52n2110_008:0545c02	三夫人。陵為蟒蛇所螫。弟子亦相次餧蛇。皆	三 夫 人 陵 為 蟒 蛇 所 螫 弟 子 亦 相 次 餧 蛇 皆 
T52n2110_008:0545c03	云。白日昇天。欺詐妖妄傳記所明也。案姚	云 白 日 昇 天 欺 詐 妖 妄 傳 記 所 明 也 案 姚 
T52n2110_008:0545c04	書云。上代已來。至於符姚。皆喚眾僧名曰道	書 云 上 代 已 來 至 於 符 姚 皆 喚 眾 僧 名 曰 道 
T52n2110_008:0545c05	士。魏太武時。有妖人寇謙之。欺詐誑惑自號	士 魏 太 武 時 有 妖 人 寇 謙 之 欺 詐 誑 惑 自 號 
T52n2110_008:0545c06	天師。始偷道士之名。私易祭酒之稱。案禮良	天 師 始 偷 道 士 之 名 私 易 祭 酒 之 稱 案 禮 良 
T52n2110_008:0545c07	弓之子必善為箕。良冶之家能為裘者。以	弓 之 子 必 善 為 箕 良 冶 之 家 能 為 裘 者 以 
T52n2110_008:0545c08	其事類然也。若陵道實朴素。其子孫何所承	其 事 類 然 也 若 陵 道 實 朴 素 其 子 孫 何 所 承 
T52n2110_008:0545c09	稟。妖誑若此。又案三元品經稱。積善之人。則	稟 妖 誑 若 此 又 案 三 元 品 經 稱 積 善 之 人 則 
T52n2110_008:0545c10	有積善子孫來生其家。積惡之人。則有不善	有 積 善 子 孫 來 生 其 家 積 惡 之 人 則 有 不 善 
T52n2110_008:0545c11	子孫來生其家。張陵既白日昇天。有何不善	子 孫 來 生 其 家 張 陵 既 白 日 昇 天 有 何 不 善 
T52n2110_008:0545c12	而招此妖妄子孫也。穿鑿之端。皆此類知矣。	而 招 此 妖 妄 子 孫 也 穿 鑿 之 端 皆 此 類 知 矣 
T52n2110_008:0545c13	道士合氣謬	道 士 合 氣 謬 
T52n2110_008:0545c14	真人內朝律云。真人曰禮法男女至朔望之	真 人 內 朝 律 云 真 人 曰 禮 法 男 女 至 朔 望 之 
T52n2110_008:0545c15	日。先齋三日入朝師入私房。來詣師立功德。	日 先 齋 三 日 入 朝 師 入 私 房 來 詣 師 立 功 德 
T52n2110_008:0545c16	陰陽並進命聽許立功訖出。日夜六時常立	陰 陽 並 進 命 聽 許 立 功 訖 出 日 夜 六 時 常 立 
T52n2110_008:0545c17	功德。又案真人內禮。道家內侍律稱。不得	功 德 又 案 真 人 內 禮 道 家 內 侍 律 稱 不 得 
T52n2110_008:0545c18	失內侍之序。不得貪外道失中御之教。不得	失 內 侍 之 序 不 得 貪 外 道 失 中 御 之 教 不 得 
T52n2110_008:0545c19	好外交接失內養之禮。不得好在前失內修	好 外 交 接 失 內 養 之 禮 不 得 好 在 前 失 內 修 
T52n2110_008:0545c20	之事。老子曰。我師教我金丹經。使我專心養	之 事 老 子 曰 我 師 教 我 金 丹 經 使 我 專 心 養 
T52n2110_008:0545c21	玉莖。三五七九還陰精呼吸玉池入玄冥行	玉 莖 三 五 七 九 還 陰 精 呼 吸 玉 池 入 玄 冥 行 
T52n2110_008:0545c22	道半守昇太清。又云。老子曰。我師教我通師	道 半 守 昇 太 清 又 云 老 子 曰 我 師 教 我 通 師 
T52n2110_008:0545c23	精會食金丹昇太清我行三五住七九呼吸太	精 會 食 金 丹 昇 太 清 我 行 三 五 住 七 九 呼 吸 太 
T52n2110_008:0545c24	玄生門口堅守玉池拜道母。赤松子曰。我師	玄 生 門 口 堅 守 玉 池 拜 道 母 赤 松 子 曰 我 師 
T52n2110_008:0545c25	教我金丹經。使我專心養玉莖三五七九還	教 我 金 丹 經 使 我 專 心 養 玉 莖 三 五 七 九 還 
T52n2110_008:0545c26	陰精呼吸玉池入玄城行氣半守昇太清。又	陰 精 呼 吸 玉 池 入 玄 城 行 氣 半 守 昇 太 清 又 
T52n2110_008:0545c27	真人內禮詣師家行道律云。行氣以次不得	真 人 內 禮 詣 師 家 行 道 律 云 行 氣 以 次 不 得 
T52n2110_008:0545c28	任意。排醜近好抄截越次。又道士禮律云。玄	任 意 排 醜 近 好 抄 截 越 次 又 道 士 禮 律 云 玄 
T52n2110_008:0545c29	子曰。不鬲戾得度世。不嫉姤世可度。陰陽	子 曰 不 鬲 戾 得 度 世 不 嫉 姤 世 可 度 陰 陽 
T52n2110_008:0546a01	和合乘龍去。赤松子曰。木昇仙開生門真人	和 合 乘 龍 去 赤 松 子 曰 木 昇 仙 開 生 門 真 人 
T52n2110_008:0546a02	紫府開腸戶。	紫 府 開 腸 戶 
T52n2110_008:0546a03	甄鸞笑曰。昔年二十之時。心好道術。就諸道	甄 鸞 笑 曰 昔 年 二 十 之 時 心 好 道 術 就 諸 道 
T52n2110_008:0546a04	士。先行黃書合氣三五七九男女交接之道。	士 先 行 黃 書 合 氣 三 五 七 九 男 女 交 接 之 道 
T52n2110_008:0546a05	四目四鼻孔兩口兩舌四手。令心正對陰陽。	四 目 四 鼻 孔 兩 口 兩 舌 四 手 令 心 正 對 陰 陽 
T52n2110_008:0546a06	法二十四氣之數行道。真決在於丹田。唯以	法 二 十 四 氣 之 數 行 道 真 決 在 於 丹 田 唯 以 
T52n2110_008:0546a07	禁祕為急。不泄道路。不得更相嫉姤。行者	禁 祕 為 急 不 泄 道 路 不 得 更 相 嫉 姤 行 者 
T52n2110_008:0546a08	災厄皆除。號為真人度世延年。交夫易婦唯	災 厄 皆 除 號 為 真 人 度 世 延 年 交 夫 易 婦 唯 
T52n2110_008:0546a09	色為先。父兄立前不知羞恥。自稱中氣真術。	色 為 先 父 兄 立 前 不 知 羞 恥 自 稱 中 氣 真 術 
T52n2110_008:0546a10	今民間道士常行此法。以之求道有所未許。	今 民 間 道 士 常 行 此 法 以 之 求 道 有 所 未 許 
T52n2110_008:0546a11	敘天尊及化迹謬	敘 天 尊 及 化 迹 謬 
T52n2110_008:0546a12	靈寶智慧定志通微經云。天尊過去世是道	靈 寶 智 慧 定 志 通 微 經 云 天 尊 過 去 世 是 道 
T52n2110_008:0546a13	民。姓樂名淨信。由供養道士得成天尊。右	民 姓 樂 名 淨 信 由 供 養 道 士 得 成 天 尊 右 
T52n2110_008:0546a14	玄真人者。過去時施比丘財帛飲食。今成真	玄 真 人 者 過 去 時 施 比 丘 財 帛 飲 食 今 成 真 
T52n2110_008:0546a15	人者。是亦不可。何者道有十號皆自然應化。	人 者 是 亦 不 可 何 者 道 有 十 號 皆 自 然 應 化 
T52n2110_008:0546a16	天尊先天而生。不由業行而得。本無父母不	天 尊 先 天 而 生 不 由 業 行 而 得 本 無 父 母 不 
T52n2110_008:0546a17	稟陰陽。何有過去修因今成無極。自相矛楯	稟 陰 陽 何 有 過 去 修 因 今 成 無 極 自 相 矛 楯 
T52n2110_008:0546a18	偽妄可知。若實氏族所生。何為傳記不載。靈	偽 妄 可 知 若 實 氏 族 所 生 何 為 傳 記 不 載 靈 
T52n2110_008:0546a19	寶度命經云。天尊出遊西河之邊。坐弱水之	寶 度 命 經 云 天 尊 出 遊 西 河 之 邊 坐 弱 水 之 
T52n2110_008:0546a20	上。口吐五色之光。普照諸天四方。邊國普見	上 口 吐 五 色 之 光 普 照 諸 天 四 方 邊 國 普 見 
T52n2110_008:0546a21	光明。長幼男女皆往稽首。天尊口吐五篇真	光 明 長 幼 男 女 皆 往 稽 首 天 尊 口 吐 五 篇 真 
T52n2110_008:0546a22	文。宣示男女者。今略詳之。所以然者。赤縣神	文 宣 示 男 女 者 今 略 詳 之 所 以 然 者 赤 縣 神 
T52n2110_008:0546a23	州大人坐處。城邑聚落戶口眾多。天尊誠心	州 大 人 坐 處 城邑聚落 戶 口 眾 多 天 尊 誠 心 
T52n2110_008:0546a24	計應平等。何為遠遊邊國近捨中華。為是神	計 應 平 等 何 為 遠 遊 邊 國 近 捨 中 華 為 是 神 
T52n2110_008:0546a25	力所不周。為當夏民劣下堪化縱其劣也。不	力 所 不 周 為 當 夏 民 劣 下 堪 化 縱 其 劣 也 不 
T52n2110_008:0546a26	應劣彼邊夷。邊夷既蒙聖力而垂容中土。何	應 劣 彼 邊 夷 邊 夷 既 蒙 聖 力 而 垂 容 中 土 何 
T52n2110_008:0546a27	不降慈光而現德。若不能來此即是無靈。但	不 降 慈 光 而 現 德 若 不 能 來 此 即 是 無 靈 但 
T52n2110_008:0546a28	搆虛談還成詭論比來商人行往蕃使經過	搆 虛 談 還 成 詭 論 比 來 商 人 行 往 蕃 使 經 過 
T52n2110_008:0546a29	共所未詳絕無蹤緒。智慧罪根經云。不得輕	共 所 未 詳 絕 無 蹤 緒 智 慧 罪 根 經 云 不 得 輕 
T52n2110_008:0546b01	師慢法傲誕三寶。第十二戒云。不得竊取佛	師 慢 法 傲 誕 三 寶 第 十 二 戒 云 不 得 竊 取 佛 
T52n2110_008:0546b02	經妄宣道要。	經 妄 宣 道 要 
T52n2110_008:0546b03	十二門論云。寂寂融真際。蕭蕭遊智河。一入	十 二 門 論 云 寂 寂 融 真 際 蕭 蕭 遊 智 河 一 入 
T52n2110_008:0546b04	大乘海。孰量千劫多。超陵三界外。慈心出世	大 乘 海 孰 量 千 劫 多 超 陵 三 界 外 慈 心 出 世 
T52n2110_008:0546b05	羅。	羅 
T52n2110_008:0546b06	佛為無心宗。亦是有物因。立功無定主。本願	佛 為 無 心 宗 亦 是 有 物 因 立 功 無 定 主 本 願 
T52n2110_008:0546b07	各由人。虛懷濟群品。汎愛本來均。	各 由 人 虛 懷 濟 群 品 汎 愛 本 來 均 
T52n2110_008:0546b08	諸子為道書謬	諸 子 為 道 書 謬 
T52n2110_008:0546b09	檢玄都觀經。自稱道家傳記符圖論等。總有	檢 玄 都 觀 經 自 稱 道 家 傳 記 符 圖 論 等 總 有 
T52n2110_008:0546b10	六千三百六十三卷。其二千四十卷見有本	六 千 三 百 六 十 三 卷 其 二 千 四 十 卷 見 有 本 
T52n2110_008:0546b11	計須紙四萬五十四張。其一千一百五十六	計 須 紙 四 萬 五 十 四 張 其 一 千 一 百 五 十 六 
T52n2110_008:0546b12	卷。是道經傳及符圖。其八百八十四卷。是諸	卷 是 道 經 傳 及 符 圖 其 八 百 八 十 四 卷 是 諸 
T52n2110_008:0546b13	子論等。其四千三百二十三卷。披檢道士陸	子 論 等 其 四 千 三 百 二 十 三 卷 披 檢 道 士 陸 
T52n2110_008:0546b14	修靜答宋明帝所上目錄。其目及本今並未	修 靜 答 宋 明 帝 所 上 目 錄 其 目 及 本 今 並 未 
T52n2110_008:0546b15	見。	見 
T52n2110_008:0546b16	養生經一部十卷(彭祖修撰)　神仙傳一部十卷(抱朴子葛	養 生 經 一 部 十 卷 彭 祖 修 撰 神 仙 傳 一 部 十 卷 抱 朴 子 葛 
T52n2110_008:0546b17	洪修撰)　列仙傳一部十卷(劉向修撰)　夷夏論一部五	洪 修 撰 列 仙 傳 一 部 十 卷 劉 向 修 撰 夷 夏 論 一 部 五 
T52n2110_008:0546b18	卷(道士顧歡修撰)　莊子一部十七卷(莊周所出葛洪修撰)　抱朴子	卷 道 士 顧 歡 修 撰 莊 子 一 部 十 七 卷 莊 周 所 出 葛 洪 修 撰 抱 朴 子 
T52n2110_008:0546b19	一部二十卷(葛洪撰)　廣成子一部四卷(商洛公修撰)	一 部 二 十 卷 葛 洪 撰 廣 成 子 一 部 四 卷 商 洛 公 修 撰 
T52n2110_008:0546b20	　尹文子一部二卷(劉歆修撰)　淮南子一部二十卷	 尹 文 子 一 部 二 卷 劉 歆 修 撰 淮 南 子 一 部 二 十 卷 
T52n2110_008:0546b21	(漢淮南王劉安撰)　文子一部十一卷(文陽所撰)　列子一部八	 漢 淮 南 王 劉 安 撰 文 子 一 部 十 一 卷 文 陽 所 撰 列 子 一 部 八 
T52n2110_008:0546b22	卷(列寇所撰)　抱朴子服食方一部四卷(葛洪撰錄)　崔文	卷 列 寇 所 撰 抱 朴 子 服 食 方 一 部 四 卷 葛 洪 撰 錄 崔 文 
T52n2110_008:0546b23	子經一部七卷(崔文子撰)　鬼谷子經一部十三卷(鬼谷	子 經 一 部 七 卷 崔 文 子 撰 鬼 谷 子 經 一 部 十 三 卷 鬼 谷 
T52n2110_008:0546b24	先生撰)　服食禁忌經一部五卷　黃帝龍首經一	先 生 撰 服 食 禁 忌 經 一 部 五 卷 黃 帝 龍 首 經 一 
T52n2110_008:0546b25	部五卷(玄女皇人等說)　治練五石一部八卷　怪異志	部 五 卷 玄 女 皇 人 等 說 治 練 五 石 一 部 八 卷 怪 異 志 
T52n2110_008:0546b26	一部十二卷　興利宅舍法一部五卷　治	一 部 十 二 卷 興 利 宅 舍 法 一 部 五 卷 治 
T52n2110_008:0546b27	病經一卷　說陰陽經一卷　日月明鏡經一	病 經 一 卷 說 陰 陽 經 一 卷 日 月 明 鏡 經 一 
T52n2110_008:0546c01	卷　太玄鏡經一卷　案摩經一卷　崔文子	卷 太 玄 鏡 經 一 卷 案 摩 經 一 卷 崔 文 子 
T52n2110_008:0546c02	肘後經一卷　陶朱變化術經一卷(陶朱公撰)　彭祖	肘 後 經 一 卷 陶 朱 變 化 術 經 一 卷 陶 朱 公 撰 彭 祖 
T52n2110_008:0546c03	記經一卷　養性經一卷(彭祖等雜出)　定心經一卷	記 經 一 卷 養 性 經 一 卷 彭 祖 等 雜 出 定 心 經 一 卷 
T52n2110_008:0546c04	　鬼谷先生變化類經一卷　師曠為西宮子	 鬼 谷 先 生 變 化 類 經 一 卷 師 曠 為 西 宮 子 
T52n2110_008:0546c05	授藥經一卷　九宮蓍龜序經一卷　導引	授 藥 經 一 卷 九 宮 蓍 龜 序 經 一 卷 導 引 
T52n2110_008:0546c06	圖一部一卷　河圖文一部九卷(何承天等修撰)　芝	圖 一 部 一 卷 河 圖 文 一 部 九 卷 何 承 天 等 修 撰 芝 
T52n2110_008:0546c07	草圖經一卷　芝草圖六卷　鄒陽子經一卷	草 圖 經 一 卷 芝 草 圖 六 卷 鄒 陽 子 經 一 卷 
T52n2110_008:0546c08	　江都王思聖一部二卷　道德玄義三十三	 江 都 王 思 聖 一 部 二 卷 道 德 玄 義 三 十 三 
T52n2110_008:0546c09	卷(孟智周修撰)　必然論一卷　榮隱論一卷　遂通	卷 孟 智 周 修 撰 必 然 論 一 卷 榮 隱 論 一 卷 遂 通 
T52n2110_008:0546c10	論一卷　歸根論一卷　明法論一卷　自然	論 一 卷 歸 根 論 一 卷 明 法 論 一 卷 自 然 
T52n2110_008:0546c11	因緣論一卷　五符論一卷　三門論一卷	因 緣 論 一 卷 五 符 論 一 卷 三 門 論 一 卷 
T52n2110_008:0546c12	右八論陸修靜撰。	右 八 論 陸 修 靜 撰 
T52n2110_008:0546c13	道士所上經目。皆云。依宋人陸修靜所列檢	道 士 所 上 經 目 皆 云 依 宋 人 陸 修 靜 所 列 檢 
T52n2110_008:0546c14	修靜目中。見有經書藥方符圖等。合有一千	修 靜 目 中 見 有 經 書 藥 方 符 圖 等 合 有 一 千 
T52n2110_008:0546c15	二百二十八卷。本無雜書諸子之名。而道士	二 百 二 十 八 卷 本 無 雜 書 諸 子 之 名 而 道 士 
T52n2110_008:0546c16	今列乃有二千四十卷。其中多取漢書藝文	今 列 乃 有 二 千 四 十 卷 其 中 多 取 漢 書 藝 文 
T52n2110_008:0546c17	志目妄注八百八十四卷為道經論。據如此	志 目 妄 注 八 百 八 十 四 卷 為 道 經 論 據 如 此 
T52n2110_008:0546c18	狀理有可怪。何者指如韓子孟子淮南之徒。	狀 理 有 可 怪 何 者 指 如 韓 子 孟 子 淮 南 之 徒 
T52n2110_008:0546c19	竝言道事。又復八老黃白之方。陶朱變化之	竝 言 道 事 又 復 八 老 黃 白 之 方 陶 朱 變 化 之 
T52n2110_008:0546c20	術。翻天倒地之符。辟兵殺鬼之法。及藥方呪	術 翻 天 倒 地 之 符 辟 兵 殺 鬼 之 法 及 藥 方 呪 
T52n2110_008:0546c21	厭。並得為道書者。其連山歸藏周林太玄	厭 並 得 為 道 書 者 其 連 山 歸 藏 周 林 太 玄 
T52n2110_008:0546c22	黃帝金匱太公陰符陰陽書五姓宅圖七十二	黃 帝 金 匱 太 公 陰 符 陰 陽 書 五 姓 宅 圖 七 十 二 
T52n2110_008:0546c23	葬書等。亦得為道書乎。案修靜目中並無前	葬 書 等 亦 得 為 道 書 乎 案 修 靜 目 中 並 無 前 
