X68n1319_001:0523c06	 御製總序	 御 製 總 序 
X68n1319_019:0739a24	此岸彼岸之可言。岸即清淨法身。筏即百千萬億化	此 岸 彼 岸 之 可 言 岸 即 清 淨 法 身 筏 即 百 千 萬 億 化 
X68n1319_019:0739b01	身。乘筏登岸即圓滿報身。三者一耳。一亦不立。安得	身 乘 筏 登 岸 即 圓 滿 報 身 三 者 一 耳 一 亦 不 立 安 得 
X68n1319_019:0739b02	云三。今我與子相對此室。岸耶。筏耶。子耶。吾耶。客乃	云 三 今 我 與 子 相 對 此 室 岸 耶 筏 耶 子 耶 吾 耶 客 乃 
X68n1319_019:0739b03	相視而笑。因書其語以為記。	相 視 而 笑 因 書 其 語 以 為 記 
X68n1319_019:0739b04	茶話	茶 話 
X68n1319_019:0739b05	或問有。曰。空。問空。曰。有。或猶未達。乃說偈曰。空倚有	或 問 有 曰 空 問 空 曰 有 或 猶 未 達 乃 說 偈 曰 空 倚 有 
X68n1319_019:0739b06	以立。有倚空以名。萬有悉皆空。虗空實為有。一毛孔	以 立 有 倚 空 以 名 萬 有 悉 皆 空 虗 空 實 為 有 一 毛 孔 
X68n1319_019:0739b07	之空。有有中居之。凡此實有物。自具本性空。有既不	之 空 有 有 中 居 之 凡 此 實 有 物 自 具 本 性 空 有 既 不 
X68n1319_019:0739b08	可得。空亦是強名。若住空有相。何得云涅槃。今爾問	可 得 空 亦 是 強 名 若 住 空 有 相 何 得 云 涅 槃 今 爾 問 
X68n1319_019:0739b09	於我。我爾復何名。名空既不可。名有實豈然。若然無	於 我 我 爾 復 何 名 名 空 既 不 可 名 有 實 豈 然 若 然 無 
X68n1319_019:0739b10	爾我。何處立問答。於此二無中。為空抑為有。空有若	爾 我 何 處 立 問 答 於 此 二 無 中 為 空 抑 為 有 空 有 若 
X68n1319_019:0739b11	一如。強名曰不二。	一 如 強 名 曰 不 二 
X68n1319_019:0739b12	覺生寺文覺禪師元信雪鴻	覺 生 寺 文 覺 禪 師 元 信 雪 鴻 
X68n1319_019:0739b13	上堂。佛法兩字。不是惟佛有此法。亦非眾生無此法。	上 堂 佛 法 兩 字 不 是 惟 佛 有 此 法 亦 非 眾 生 無 此 法 
X68n1319_019:0739b14	謂之佛法也。佛者覺義。覺即是法。覺因迷立。不迷何	謂 之 佛 法 也 佛 者 覺 義 覺 即 是 法 覺 因 迷 立 不 迷 何 
X68n1319_019:0739b15	覺。何為迷。見山河大地。認作山河大地。於見聞覺知。	覺 何 為 迷 見 山 河 大 地 認 作 山 河 大 地 於 見聞覺知 
X68n1319_019:0739b16	便立見聞覺知。此即是迷。何為覺。見山河大地。喚山	便 立 見聞覺知 此 即 是 迷 何 為 覺 見 山 河 大 地 喚 山 
X68n1319_019:0739b17	河大地。於見聞覺知。使見聞覺知。此即是覺。同見山	河 大 地 於 見聞覺知 使 見聞覺知 此 即 是 覺 同 見 山 
X68n1319_019:0739b18	河大地。同是見聞覺知。因甚有迷有覺。咄。山河大地	河 大 地 同 是 見聞覺知 因 甚 有 迷 有 覺 咄 山 河 大 地 
X68n1319_019:0739b19	見聞覺知。幾曾向你道迷道覺來。總之說覺說迷。說	見聞覺知 幾 曾 向 你 道 迷 道 覺 來 總 之 說 覺 說 迷 說 
X68n1319_019:0739b20	真說妄。皆以假名字。引導於眾生。吾人本有之性。本	真 說 妄 皆 以 假 名 字 引 導 於 眾 生 吾 人 本 有 之 性 本 
X68n1319_019:0739b21	自現成。本自具足。本無生滅。非空非有。非真非妄。非	自 現 成 本 自 具 足 本 無 生 滅 非 空 非 有 非 真 非 妄 非 
X68n1319_019:0739b22	迷非覺。祇為眾生無執生執。無礙作礙。妄見有空有	迷 非 覺 祇 為 眾 生 無 執 生 執 無 礙 作 礙 妄 見 有 空 有 
X68n1319_019:0739b23	有。有真有妄。有迷有覺。若能一念回光。自然萬法俱	有 有 真 有 妄 有 迷 有 覺 若 能 一 念 回 光 自 然 萬 法 俱 
X68n1319_019:0739b24	了。要知了底道理麼。驢事未去。馬事又來。	了 要 知 了 底 道 理 麼 驢 事 未 去 馬 事 又 來 
X68n1319_019:0739c01	上堂。一人有眼不能見。有耳不能聞。有舌不能語。有	上 堂 一 人 有 眼 不 能 見 有 耳 不 能 聞 有 舌 不 能 語 有 
X68n1319_019:0739c02	心不能鑒。一人無眼能見。無耳能聞。無舌能語。無心	心 不 能 鑒 一 人 無 眼 能 見 無 耳 能 聞 無 舌 能 語 無 心 
X68n1319_019:0739c03	能鑒。兩人相見。那箇在前。那箇在後。復云。且道兩人	能 鑒 兩 人 相 見 那 箇 在 前 那 箇 在 後 復 云 且 道 兩 人 
X68n1319_019:0739c04	因甚得恁麼。	因 甚 得 恁 麼 
X68n1319_019:0739c05	上堂。但有言說。都無實義。山僧敢道凡有言說。無非	上 堂 但有言說 都 無 實 義 山 僧 敢 道 凡 有 言 說 無 非 
X68n1319_019:0739c06	實義。諸人還識得者道理磨。若識得也。塵說。剎說。熾	實 義 諸 人 還 識 得 者 道 理 磨 若 識 得 也 塵 說 剎 說 熾 
X68n1319_019:0739c07	然說。無間歇。但有言說。無非實義。若識不得也。塵亦	然 說 無 間 歇 但有言說 無 非 實 義 若 識 不 得 也 塵 亦 
X68n1319_019:0739c08	不說。剎亦不說。無熾然說。無無間歇。但有言說。都無	不 說 剎 亦 不 說 無 熾 然 說 無 無 間 歇 但有言說 都 無 
X68n1319_019:0739c09	實義。	實 義 
X68n1319_019:0739c10	上堂。南方行脚一遭。拄杖頭不曾撥著一箇會佛法	上 堂 南 方 行 脚 一 遭 拄 杖 頭 不 曾 撥 著 一 箇 會 佛 法 
X68n1319_019:0739c11	底人。者箇說話。大似不知自己拄杖頭短。山僧亦南	底 人 者 箇 說 話 大 似 不 知 自 己 拄 杖 頭 短 山 僧 亦 南 
X68n1319_019:0739c12	方來。拄杖頭不敢動著一箇。何故呢。彼自無瘡。勿傷	方 來 拄 杖 頭 不 敢 動 著 一 箇 何 故 呢 彼 自 無 瘡 勿 傷 
X68n1319_019:0739c13	之也。乃一夏在者裏。終日與諸人搬石運土。拆東補	之 也 乃 一 夏 在 者 裏 終 日 與 諸 人 搬 石 運 土 拆 東 補 
X68n1319_019:0739c14	西。山門決要向南。露柱定須著地。鍋子有大有小。杓	西 山 門 決 要 向 南 露 柱 定 須 著 地 鍋 子 有 大 有 小 杓 
X68n1319_019:0739c15	柄較短較長。無規繩中立規繩。無內外處分內外。堂	柄 較 短 較 長 無 規 繩 中 立 規 繩 無 內 外 處 分 內 外 堂 
X68n1319_019:0739c16	內底要知堂外事。不得離堂內。堂外底要知堂內事。	內 底 要 知 堂 外 事 不 得 離 堂 內 堂 外 底 要 知 堂 內 事 
X68n1319_019:0739c17	不得離堂外。且道與諸人分中最動耶。不是動耶。靠	不 得 離 堂 外 且 道 與 諸 人 分 中 最 動 耶 不 是 動 耶 靠 
X68n1319_019:0739c18	拄杖云且喜太平。	拄 杖 云 且 喜 太 平 
X68n1319_019:0739c19	示眾。東弗於逮人喫飯。西瞿耶尼人腹脹。南閻浮提	示 眾 東 弗 於 逮 人 喫 飯 西 瞿 耶 尼 人 腹 脹 南 閻 浮 提 
X68n1319_019:0739c20	人行路。北鬱單越人脚痛。是合有底常事。因甚眼能	人 行 路 北 鬱 單 越 人 脚 痛 是 合 有 底 常 事 因 甚 眼 能 
X68n1319_019:0739c21	見物。有見得及底。有見不及底。耳能聞聲。有聞得到	見 物 有 見 得 及 底 有 見 不 及 底 耳 能 聞 聲 有 聞 得 到 
X68n1319_019:0739c22	底。有聞不到底。為見聞之性有不徧耶。為見聞之境	底 有 聞 不 到 底 為 見 聞 之 性 有 不 徧 耶 為 見 聞 之 境 
X68n1319_019:0739c23	有隔礙耶。皆因迷却目前。往往失却背後。理上無不	有 隔 礙 耶 皆 因 迷 却 目 前 往 往 失 却 背 後 理 上 無 不 
X68n1319_019:0739c24	融通。事上不免成滯。總能理事一如。畢竟事理兩橛。	融 通 事 上 不 免 成 滯 總 能 理 事 一 如 畢 竟 事 理 兩 橛 
X68n1319_019:0740a01	釋迦老子直得差排不來。只得道箇是法住法位。世	釋 迦 老 子 直 得 差 排 不 來 只 得 道 箇 是 法 住 法 位 世 
X68n1319_019:0740a02	間相常住。須知者法位。迷亦在是。悟亦在是。無明煩	間 相 常 住 須 知 者 法 位 迷 亦 在 是 悟 亦 在 是 無 明 煩 
X68n1319_019:0740a03	惱由此。妄想執著由此。全身在者位裏。更向外覓。全	惱 由 此 妄 想 執 著 由 此 全 身 在 者 位 裏 更 向 外 覓 全 
X68n1319_019:0740a04	身原不在者位裏。却向內求。左也被他礙。右也被他	身 原 不 在 者 位 裏 却 向 內 求 左 也 被 他 礙 右 也 被 他 
X68n1319_019:0740a05	礙。口能喫飯。手能捉持。通融不來。火作水用。水作火	礙 口 能 喫 飯 手 能 捉 持 通 融 不 來 火 作 水 用 水 作 火 
X68n1319_019:0740a06	用。假借不得。所以學道人貴知處處有出身之路。物	用 假 借 不 得 所 以 學 道 人 貴 知 處 處 有 出 身 之 路 物 
X68n1319_019:0740a07	物上有轉身之機。能於一法位中轉得身。便於一切	物 上 有 轉 身 之 機 能 於 一 法 位 中 轉 得 身 便 於 一 切 
X68n1319_019:0740a08	法位出得身。自然東不礙西。南不礙北。移彼作此。移	法 位 出 得 身 自 然 東 不 礙 西 南 不 礙 北 移 彼 作 此 移 
X68n1319_019:0740a09	此作彼。然後入佛不礙。入魔不礙。入凡不礙。入聖不	此 作 彼 然 後 入 佛 不 礙 入 魔 不 礙 入 凡 不 礙 入 聖 不 
X68n1319_019:0740a10	礙。入空不礙。入有不礙。入生不礙。入滅不礙。若作本	礙 入 空 不 礙 入 有 不 礙 入 生 不 礙 入 滅 不 礙 若 作 本 
X68n1319_019:0740a11	無佛魔凡聖。本無空有生滅。認為不礙。敢保伊總會	無 佛 魔 凡 聖 本 無 空 有 生 滅 認 為 不 礙 敢 保 伊 總 會 
X68n1319_019:0740a12	得是法住法位。未會得世間相常住在。	得 是 法 住 法 位 未 會 得 世 間 相 常 住 在 
X68n1319_019:0740a13	示眾。不可以智知。亦可以智知。不可以識識。亦可以	示 眾 不 可 以 智 知 亦 可 以 智 知 不 可 以 識 識 亦 可 以 
X68n1319_019:0740a14	識識。本無名相。亦有名相。本無言說。亦有言說。本無	識 識 本 無 名 相 亦 有 名 相 本 無 言 說 亦 有 言 說 本 無 
X68n1319_019:0740a15	差別。亦有差別。本無遷變。亦有遷變。因有遷變。知無	差 別 亦 有 差 別 本 無 遷 變 亦 有 遷 變 因 有 遷 變 知 無 
X68n1319_019:0740a16	遷變。因有差別。知無差別。因有言說。知無言說。因有	遷 變 因 有 差 別 知 無 差 別 因 有 言 說 知 無 言 說 因 有 
X68n1319_019:0740a17	名相。知無名相。因可識識。知不可識識。因可智知。知	名 相 知 無 名 相 因 可 識 識 知 不 可 識 識 因 可 智 知 知 
X68n1319_019:0740a18	不可智知。所以若剩一法。不是者箇法。若欠一法。不	不 可 智 知 所 以 若 剩 一 法 不 是 者 箇 法 若 欠 一 法 不 
X68n1319_019:0740a19	是者箇法。譬如說普天之下。莫非王土。率土之濵。莫	是 者 箇 法 譬 如 說 普 天 之 下 莫 非 王 土 率 土 之 濵 莫 
X68n1319_019:0740a20	非王臣。肥亦土也。瘠亦土也。大亦臣也。小亦臣也。恁	非 王 臣 肥 亦 土 也 瘠 亦 土 也 大 亦 臣 也 小 亦 臣 也 恁 
X68n1319_019:0740a21	麼也。王還有功幹也無。不見道不現而章。不動而化。	麼 也 王 還 有 功 幹 也 無 不 見 道 不 現 而 章 不 動 而 化 
X68n1319_019:0740a22	無為而成。其惟聖人之道乎。設謂山僧不解直指。只	無 為 而 成 其 惟 聖 人 之 道 乎 設 謂 山 僧 不 解 直 指 只 
X68n1319_019:0740a23	念篇章。便向道某也幸。	念 篇 章 便 向 道 某 也 幸 
X68n1319_019:0740a24	示眾。達摩西來直指人心見性成佛。要知別無指法。	示 眾 達 摩 西 來 直 指 人 心 見 性 成 佛 要 知 別 無 指 法 
X68n1319_019:0740b01	只要忘情泯見。自然見性明心。若不明心。不知心之	只 要 忘 情 泯 見 自 然 見 性 明 心 若 不 明 心 不 知 心 之 
X68n1319_019:0740b02	本空。若不見性。不識性之本該。本空故。即執著全消。	本 空 若 不 見 性 不 識 性 之 本 該 本 空 故 即 執 著 全 消 
X68n1319_019:0740b03	本該故。即圓融無礙。何為執著全消。色不是色。聲不	本 該 故 即 圓 融 無 礙 何 為 執 著 全 消 色 不 是 色 聲 不 
X68n1319_019:0740b04	是聲。何為圓融無礙。色直是色。聲直是聲。雖然。聲色	是 聲 何 為 圓 融 無 礙 色 直 是 色 聲 直 是 聲 雖 然 聲 色 
X68n1319_019:0740b05	不到處又作麼生。莫著空好。	不 到 處 又 作 麼 生 莫 著 空 好 
X68n1319_019:0740b06	示眾。人但知凡聖情盡。體露真常。不知凡聖情起。真	示 眾 人 但 知 凡 聖 情 盡 體 露 真 常 不 知 凡 聖 情 起 真 
X68n1319_019:0740b07	常體露。何謂凡。諸佛是。何謂聖。眾生是。何謂真。幻化	常 體 露 何 謂 凡 諸 佛 是 何 謂 聖 眾 生 是 何 謂 真 幻 化 
X68n1319_019:0740b08	是。何謂常。生滅是。雖然。須開透關眼始得。若透關眼	是 何 謂 常 生 滅 是 雖 然 須 開 透 關 眼 始 得 若 透 關 眼 
X68n1319_019:0740b09	未開。古人道山河及大地。全露法王身。是一箇。是兩	未 開 古 人 道 山 河 及 大 地 全 露 法 王 身 是 一 箇 是 兩 
X68n1319_019:0740b10	箇。毫釐有差。天地懸隔。毫釐無差。天地懸隔。參。	箇 毫 釐 有 差 天 地 懸 隔 毫 釐 無 差 天 地 懸 隔 參 
X68n1319_019:0740b11	小參。諸法皆有對待。生佛聖凡頓漸偏圓等法是也。	小 參 諸 法 皆 有 對 待 生 佛 聖 凡 頓 漸 偏 圓 等 法 是 也 
X68n1319_019:0740b12	惟者箇法無對無待。非生佛聖凡頓漸偏圓可該。而	惟 者 箇 法 無 對 無 待 非 生 佛 聖 凡 頓 漸 偏 圓 可 該 而 
X68n1319_019:0740b13	該得生佛聖凡頓漸偏圓。故擬向對待法裏覓者箇	該 得 生 佛 聖 凡 頓 漸 偏 圓 故 擬 向 對 待 法 裏 覓 者 箇 
X68n1319_019:0740b14	法不可得。不向對待法裏覓者箇法亦不可得。只者	法 不 可 得 不 向 對 待 法 裏 覓 者 箇 法 亦 不 可 得 只 者 
X68n1319_019:0740b15	兩箇不可得處無教可收。那得不是教外也。既總不	兩 箇 不 可 得 處 無 教 可 收 那 得 不 是 教 外 也 既 總 不 
X68n1319_019:0740b16	得。又如何傳。彈指一下云。切莫妄想。	得 又 如 何 傳 彈 指 一 下 云 切 莫 妄 想 
X68n1319_019:0740b17	小參。華嚴經云心佛眾生。三無差別。山僧道差別。心	小 參 華 嚴 經 云 心 佛 眾 生 三無差別 山 僧 道 差 別 心 
X68n1319_019:0740b18	不是佛。佛不是生。生不是佛。何故。佛時決不見有生。	不 是 佛 佛 不 是 生 生 不 是 佛 何 故 佛 時 決 不 見 有 生 
X68n1319_019:0740b19	生時決不見有佛。心時決不見有生佛。生佛時決不	生 時 決 不 見 有 佛 心 時 決 不 見 有 生 佛 生 佛 時 決 不 
X68n1319_019:0740b20	見有心。試體驗看。	見 有 心 試 體 驗 看 
X68n1319_019:0740b21	小參。三教聖人皆貴說中。或說時中。或說守中。或說	小 參 三 教 聖 人 皆 貴 說 中 或 說 時 中 或 說 守 中 或 說 
X68n1319_019:0740b22	中道。祖師門下却用不著。若有中。即有偏。中偏相立。	中 道 祖 師 門 下 却 用 不 著 若 有 中 即 有 偏 中 偏 相 立 
X68n1319_019:0740b23	取捨情生。是法非取捨法。所以從上只說○者箇。其	取 捨 情 生 是 法 非 取 捨 法 所 以 從 上 只 說 者 箇 其 
X68n1319_019:0740b24	實者箇亦不立。故方如圓如。高如下如。一亦如。多亦	實 者 箇 亦 不 立 故 方 如 圓 如 高 如 下 如 一 亦 如 多 亦 
X68n1319_019:0740c01	如。橫亦如。豎亦如。塵塵如。剎剎如。謂之如如法門也。	如 橫 亦 如 豎 亦 如 塵 塵 如 剎 剎 如 謂 之 如 如 法 門 也 
X68n1319_019:0740c02	心佛	心 佛 
X68n1319_019:0740c03	即心即佛。非心非佛。心佛本空。即非何有。能不守空。	即 心 即 佛 非 心 非 佛 心 佛 本 空 即 非 何 有 能 不 守 空 
X68n1319_019:0740c04	真源自通。佛佛祖祖。以此立宗。	真 源 自 通 佛 佛 祖 祖 以 此 立 宗 
X68n1319_019:0740c05	真性偈	真 性 偈 
X68n1319_019:0740c06	譬如富長者。財施遍國土。令各各莊嚴。成就種種事。	譬 如 富 長 者 財 施 遍 國 土 令 各 各 莊 嚴 成 就 種 種 事 
X68n1319_019:0740c07	而此富長者。安住自娛樂。都不知有是。真性諸法依。	而 此 富 長 者 安 住 自 娛 樂 都 不 知 有 是 真 性 諸 法 依 
X68n1319_019:0740c08	亦復如是爾。若佛若眾生。身心及世界。乃至無量法。	亦復如是 爾 若 佛 若 眾 生 身 心 及 世 界 乃 至 無 量 法 
X68n1319_019:0740c09	皆從性幻起。真性常清淨。猶如世間海。現蜃樓幻市。	皆 從 性 幻 起 真 性 常 清 淨 猶 如 世 間 海 現 蜃 樓 幻 市 
X68n1319_019:0740c10	海相還如故。所以修學人。勿滯一切法。一切法無實。	海 相 還 如 故 所 以 修 學 人 勿 滯 一 切 法 一 切 法 無 實 
X68n1319_019:0740c11	但以無見見。見此無性性。皆成無佛佛。常度無生生。	但 以 無 見 見 見 此 無 性 性 皆 成 無 佛 佛 常 度 無 生 生 
X68n1319_019:0740c12	山居偈	山 居 偈 
X68n1319_019:0740c13	七凸八凹山下路。有誰來叩白雲扉。披雲常嘯千峰	七 凸 八 凹 山 下 路 有 誰 來 叩 白 雲 扉 披 雲 常 嘯 千 峰 
X68n1319_019:0740c14	月。閒却人間是與非。	月 閒 却 人 間 是 與 非 
X68n1319_019:0740c15	住得青山深更深。長松脩竹沒閒林。神光一道從無	住 得 青 山 深 更 深 長 松 脩 竹 沒 閒 林 神 光 一 道 從 無 
X68n1319_019:0740c16	昧。非去來今貫古今。	昧 非 去 來 今 貫 古 今 
X68n1319_019:0740c17	枯者自枯榮者榮。春來秋去又經冬。要知山上住山	枯 者 自 枯 榮 者 榮 春 來 秋 去 又 經 冬 要 知 山 上 住 山 
X68n1319_019:0740c18	客。即是山中山住翁。	客 即 是 山 中 山 住 翁 
X68n1319_019:0740c19	聖因寺悟修禪師明慧楚雲	聖 因 寺 悟 修 禪 師 明 慧 楚 雲 
X68n1319_019:0740c20	寶親王贈拄杖。師接杖拈起云。這杖也是七十年。與	寶 親 王 贈 拄 杖 師 接 杖 拈 起 云 這 杖 也 是 七 十 年 與 
X68n1319_019:0740c21	山衲同庚。王云。一百四亦不為分外。師笑云。大家的。	山 衲 同 庚 王 云 一 百 四 亦 不 為 分 外 師 笑 云 大 家 的 
X68n1319_019:0740c22	大家的。	大 家 的 
X68n1319_019:0740c23	小參。佛者心也。法者心也。僧者心也。色空者心也。明	小 參 佛 者 心 也 法 者 心 也 僧 者 心 也 色 空 者 心 也 明 
X68n1319_019:0740c24	暗者心也。是非者心也。善惡者心也。凡此等心。皆屬	暗 者 心 也 是 非 者 心 也 善 惡 者 心 也 凡 此 等 心 皆 屬 
X68n1319_019:0741a01	幻妄。如空中花。水中月。了不可得。乃生滅法也。且道	幻 妄 如 空 中 花 水 中 月 了 不 可 得 乃 生 滅 法 也 且 道 
X68n1319_019:0741a02	如何是真心。心者佛也。心者法也。心者僧也。心者色	如 何 是 真 心 心 者 佛 也 心 者 法 也 心 者 僧 也 心 者 色 
X68n1319_019:0741a03	空也。心者明暗也。心者是非也。心者善惡也。良久云。	空 也 心 者 明 暗 也 心 者 是 非 也 心 者 善 惡 也 良 久 云 
X68n1319_019:0741a04	莫者便是真心那。將拂子擊案兩下云。莫瞞人好。	莫 者 便 是 真 心 那 將 拂 子 擊 案 兩 下 云 莫 瞞 人 好 
X68n1319_019:0741a05	小參。太湖三萬頃。葱嶺五由旬。塵塵葉葉。出頭天外	小 參 太 湖 三 萬 頃 葱 嶺 五 由 旬 塵 塵 葉 葉 出 頭 天 外 
X68n1319_019:0741a06	易。葉葉塵塵。從空放下難。頂門具眼的。黑漆漆十萬。	易 葉 葉 塵 塵 從 空 放 下 難 頂 門 具 眼 的 黑 漆 漆 十 萬 
X68n1319_019:0741a07	脚跟點地的。露堂堂八千。若以色見聲求。何異鑽冰	脚 跟 點 地 的 露 堂 堂 八 千 若 以 色 見 聲 求 何 異 鑽 冰 
X68n1319_019:0741a08	覓火。如或意解思度。大似向西東行。這件事欠一法	覓 火 如 或 意 解 思 度 大 似 向 西 東 行 這 件 事 欠 一 法 
X68n1319_019:0741a09	不是。剩一法不是。取一法不是。捨一法不是。即一法	不 是 剩 一 法 不 是 取 一 法 不 是 捨 一 法 不 是 即 一 法 
X68n1319_019:0741a10	不是。離一法不是。設有人問如何得是去。但低聲向	不 是 離 一 法 不 是 設 有 人 問 如 何 得 是 去 但 低 聲 向 
X68n1319_019:0741a11	他道。老僧却在是非裏。	他 道 老 僧 却 在 是 非 裏 
X68n1319_019:0741a12	小參。諸人看看。闔常住山僧及大眾。殿堂寮舍。柴水	小 參 諸 人 看 看 闔 常 住 山 僧 及 大 眾 殿 堂 寮 舍 柴 水 
X68n1319_019:0741a13	米鹽。椅案牀架。盡被一條繩一串穿却。諸人還見這	米 鹽 椅 案 牀 架 盡 被 一 條 繩 一 串 穿 却 諸 人 還 見 這 
X68n1319_019:0741a14	條繩麼。良久云。是什麼。斷貫索。	條 繩 麼 良 久 云 是 什 麼 斷 貫 索 
X68n1319_019:0741a15	小參。無言說。無言說。沒甚事。沒甚事。大道只在目前。	小 參 無 言 說 無 言 說 沒 甚 事 沒 甚 事 大 道 只 在 目 前 
X68n1319_019:0741a16	祇此目前空色。色即是空。空即是色。他即是我。我即	祇 此 目 前 空 色 色 即 是 空 空 即 是 色 他 即 是 我 我 即 
X68n1319_019:0741a17	是他。若也眼目定動。却成白雲萬里。豎拂子云。莫將	是 他 若 也 眼 目 定 動 却 成 白 雲 萬 里 豎 拂 子 云 莫 將 
X68n1319_019:0741a18	閒學解。望擬祖師心。	閒 學 解 望 擬 祖 師 心 
X68n1319_019:0741a19	小參。豎拂云。山川人物。上下四維。五金八石。磚頭瓦	小 參 豎 拂 云 山 川 人 物 上 下 四 維 五 金 八 石 磚 頭 瓦 
X68n1319_019:0741a20	礫。琴瑟鐘鼓。風雲月露。寒燠溫涼。馨香臭穢。布綿羅	礫 琴 瑟 鐘 鼓 風 雲 月 露 寒 燠 溫 涼 馨 香 臭 穢 布 綿 羅 
X68n1319_019:0741a21	綺。米麵醬醋。菴觀寺院。庭堂殿陛。是什麼。擲拂大笑	綺 米 麵 醬 醋 菴 觀 寺 院 庭 堂 殿 陛 是 什 麼 擲 拂 大 笑 
X68n1319_019:0741a22	云。那里說得盡。	云 那 里 說 得 盡 
X68n1319_019:0741a23	小參。目前六月。好箇時節。熱處却冷。冷處却熱。火裏	小 參 目 前 六 月 好 箇 時 節 熱 處 却 冷 冷 處 却 熱 火 裏 
X68n1319_019:0741a24	水裏。蓮紅藕白。佛法門中。有權有實。衲僧分上。何得	水 裏 蓮 紅 藕 白 佛 法 門 中 有 權 有 實 衲 僧 分 上 何 得 
X68n1319_019:0741b01	何失。銀碗盛出峨嵋雪。聊與諸人解煩渴。雲門扇子	何 失 銀 碗 盛 出 峨 嵋 雪 聊 與 諸 人 解 煩 渴 雲 門 扇 子 
X68n1319_019:0741b02	風凜冽。扇得虗空毛骨徹。舉起扇子云。且待翠岩眉	風 凜 冽 扇 得 虗 空 毛 骨 徹 舉 起 扇 子 云 且 待 翠 岩 眉 
X68n1319_019:0741b03	毛落。再向諸人細解說。且道說箇什麼。搖扇云。舌頭	毛 落 再 向 諸 人 細 解 說 且 道 說 箇 什 麼 搖 扇 云 舌 頭 
X68n1319_019:0741b04	一片肉。牙齒兩排骨。向侍僧云。切不可記錄。	一 片 肉 牙 齒 兩 排 骨 向 侍 僧 云 切 不 可 記 錄 
X68n1319_019:0741b05	上堂。前者蒙	上 堂 前 者 蒙 
X68n1319_019:0741b06	聖恩賜一飽齋。實可謂天厨御饌。百味具足。大眾。且	聖 恩 賜 一 飽 齋 實 可 謂 天 厨 御 饌 百 味 具 足 大 眾 且 
X68n1319_019:0741b07	道是何珍饈。眾云。請和尚告示。師云。老實對汝等說。	道 是 何 珍 饈 眾 云 請 和 尚 告 示 師 云 老 實 對 汝 等 說 
X68n1319_019:0741b08	也不過是土物耳。下座。	也 不 過 是 土 物 耳 下 座 
X68n1319_019:0741b09	上堂問答畢。乃高舉拂子云。山僧即是拂子。拂子即	上 堂 問 答 畢 乃 高 舉 拂 子 云 山 僧 即 是 拂 子 拂 子 即 
X68n1319_019:0741b10	是山僧。且道大眾是拂子。拂子是大眾也不。將拂子	是 山 僧 且 道 大 眾 是 拂 子 拂 子 是 大 眾 也 不 將 拂 子 
X68n1319_019:0741b11	向空一拂。擊几案三下。下座。	向 空 一 拂 擊 几 案 三 下 下 座 
X68n1319_019:0741b12	上堂。兩班闍黎。一箇老僧。恰好一比。山僧即是香餌。	上 堂 兩 班 闍 黎 一 箇 老 僧 恰 好 一 比 山 僧 即 是 香 餌 
X68n1319_019:0741b13	大眾一一皆如貪他香餌上他鉤。雖然。眾中若有奔	大 眾 一 一 皆 如 貪 他 香 餌 上 他 鉤 雖 然 眾 中 若 有 奔 
X68n1319_019:0741b14	騰霄漢的英靈。吞却山僧則易。著山僧吞却却難。諸	騰 霄 漢 的 英 靈 吞 却 山 僧 則 易 著 山 僧 吞 却 却 難 諸 
X68n1319_019:0741b15	仁者。作麼生會。若也不會。聽山僧重下註脚。喝一喝。	仁 者 作 麼 生 會 若 也 不 會 聽 山 僧 重 下 註 脚 喝 一 喝 
X68n1319_019:0741b16	云。向嘉州大象牙裏作活計去。	云 向 嘉 州 大 象 牙 裏 作 活 計 去 
X68n1319_019:0741b17	上堂。召大眾云。看看。老僧手中一握水。從何處得來。	上 堂 召 大 眾 云 看 看 老 僧 手 中 一 握 水 從 何 處 得 來 
X68n1319_019:0741b18	眾無語。便下座。	眾 無 語 便 下 座 
X68n1319_019:0741b19	上堂。拈拄杖云。者木上座。有時向洪濤裏燃香。有時	上 堂 拈 拄 杖 云 者 木 上 座 有 時 向 洪 濤 裏 燃 香 有 時 
X68n1319_019:0741b20	向烈燄中酌水。諸仁者。切莫道作夢中佛事。的然實	向 烈 燄 中 酌 水 諸 仁 者 切 莫 道 作 夢 中 佛 事 的 然 實 
X68n1319_019:0741b21	相功德。只有一件事不唧[口*留]。却與老僧相同。何者。不	相 功 德 只 有 一 件 事 不 唧 [口留] 却 與 老 僧 相 同 何 者 不 
X68n1319_019:0741b22	解誦經號佛。有僧出云。若然。和尚何得每每示人念	解 誦 經 號 佛 有 僧 出 云 若 然 和 尚 何 得 每 每 示 人 念 
X68n1319_019:0741b23	佛。師云。孟八郎又恁麼去也。	佛 師 云 孟 八 郎 又 恁 麼 去 也 
X68n1319_019:0741b24	上堂。一僧出眾叩謁。師喝云。闍黎何得受老僧禮拜。	上 堂 一 僧 出 眾 叩 謁 師 喝 云 闍 黎 何 得 受 老 僧 禮 拜 
X68n1319_019:0741c01	僧罔措。師笑云。若要好。大就小。	僧 罔 措 師 笑 云 若 要 好 大 就 小 
X68n1319_019:0741c02	上堂。老僧偶作一夢。夢與大眾陞座說法。諸人且為	上 堂 老 僧 偶 作 一 夢 夢 與 大 眾 陞 座 說 法 諸 人 且 為 
